input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,csp_domains_,webserver,final_url,tls_mismatched,cdn_name,cdn,tls_expired,tls_self_signed,location
dsmhm.eia.att.com,HTTP Status 503 – Service Unavailable,503,451,dsmhm.eia.att.com,443,True,tls12,TLS_RSA_WITH_AES_256_GCM_SHA384,2023-03-06T00:00:00Z,2024-03-20T23:59:59Z,"CN=dsmhm.bus.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",dsmhm.bus.att.com,"AT&T Services, Inc.",dsmhm.bus.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b9d9f8171f68404f1758541e9c573b4f,75dcb8bc74de8f044e183c9deb8274d458102cf869ba2f9719ab34b5c92382f1,,ctls,dsmhm.eia.att.com,443,https://dsmhm.eia.att.com:443,https,text/html,GET,144.160.149.171,/,-1994823419,2001:1890:1c00:3221::4:103d,mod_jk:1.2.48,1,False,,Apache/2.4.57 (Unix) OpenSSL/1.1.1t mod_jk/1.2.48,,True,,,,,
dssbpe1-m.att.com,AT&T Official Site | Our Best Wireless & Internet Service,200,1482136,www.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,www.att.com,443,https://dssbpe1-m.att.com:443,https,text/html,GET,72.246.169.113,/,-1812417198,2a02:26f0:1700:38e::2db1,Java,833,False,,,https://www.att.com/,,,,,,
dssbpe3-m.att.com,AT&T Official Site | Our Best Wireless & Internet Service,200,1482005,www.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,www.att.com,443,https://dssbpe3-m.att.com:443,https,text/html,GET,104.76.201.120,/,-1812417198,2a02:26f0:480:991::2db1,Java,833,False,,,https://www.att.com/,,,,,,
dssbpe5-m.att.com,AT&T Official Site | Our Best Wireless & Internet Service,200,1476671,www.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,www.att.com,443,https://dssbpe5-m.att.com:443,https,text/html,GET,72.246.169.113,/,-1812417198,2a02:26f0:1700:38e::2db1,Java,833,False,,,https://www.att.com/,,,,,,
dssbpe6-m.att.com,AT&T Official Site | Our Best Wireless & Internet Service,200,1482137,www.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,www.att.com,443,https://dssbpe6-m.att.com:443,https,text/html,GET,2.23.197.91,/,-1812417198,2a02:26f0:480:991::2db1,Java,833,False,,,https://www.att.com/,,,,,,
dssbpe8-m.att.com,AT&T Official Site | Our Best Wireless & Internet Service,200,1482137,www.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,www.att.com,443,https://dssbpe8-m.att.com:443,https,text/html,GET,72.246.169.113,/,-1812417198,2a02:26f0:1700:394::2db1,Java,833,False,,,https://www.att.com/,,,,,,
dssbpe9-m.att.com,AT&T Official Site | Our Best Wireless & Internet Service,200,1482005,www.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,www.att.com,443,https://dssbpe9-m.att.com:443,https,text/html,GET,72.246.169.113,/,-1812417198,2a02:26f0:1700:38e::2db1,Java,833,False,,,https://www.att.com/,,,,,,
dssqa-m.stage.att.com,"AT&T Cell Phones, U-verse, Digital TV, Internet, & Phone Service",200,27593,dssqa-m.stage.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.stage.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.stage.att.com,"AT&T Services, Inc.",*.stage.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,95fdc31f88519338e36156faf4c11fc6,841a65fc130286ff9feaa6345ba2ede2586ba6c1676e818dd1e70634beeb7b79,True,ctls,dssqa-m.stage.att.com,443,https://dssqa-m.stage.att.com:443,https,text/html,GET,104.107.137.39,/,762708092,2a02:26f0:e0:783::1cbf,HSTS,337,False,,AkamaiNetStorage,,,,,,,
dssqa1-m.stage.att.com,AT&T Official Site | Our Best Wireless & Internet Service,200,1482007,www.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,www.att.com,443,https://dssqa1-m.stage.att.com:443,https,text/html,GET,104.107.137.39,/,-780928015,2a02:26f0:e0:781::1cbf,Java,833,False,,,https://www.att.com/,,,,,,
dssqa2-m.stage.att.com,AT&T Official Site | Our Best Wireless & Internet Service,200,1482006,www.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,www.att.com,443,https://dssqa2-m.stage.att.com:443,https,text/html,GET,23.201.224.132,/,-780928015,2a02:26f0:3100:682::1cbf,Java,833,False,,,https://www.att.com/,,,,,,
dssqa5-m.stage.att.com,AT&T Official Site | Our Best Wireless & Internet Service,200,1476671,www.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,www.att.com,443,https://dssqa5-m.stage.att.com:443,https,text/html,GET,23.201.224.132,/,-780928015,2a02:26f0:3100:683::1cbf,Java,833,False,,,https://www.att.com/,,,,,,
dssqa6-m.stage.att.com,AT&T Official Site | Our Best Wireless & Internet Service,200,1482138,www.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,www.att.com,443,https://dssqa6-m.stage.att.com:443,https,text/html,GET,23.201.224.132,/,-780928015,2a02:26f0:3100:683::1cbf,Java,833,False,,,https://www.att.com/,,,,,,
dssqa7-m.stage.att.com,AT&T Official Site | Our Best Wireless & Internet Service,200,1476672,www.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,www.att.com,443,https://dssqa7-m.stage.att.com:443,https,text/html,GET,23.201.224.132,/,-780928015,2a02:26f0:3100:683::1cbf,Java,833,False,,,https://www.att.com/,,,,,,
dssqa8-m.stage.att.com,AT&T Official Site | Our Best Wireless & Internet Service,200,1482005,www.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,www.att.com,443,https://dssqa8-m.stage.att.com:443,https,text/html,GET,23.201.224.132,/,1511230504,2a02:26f0:3100:683::1cbf,Java,833,False,,,https://www.att.com/,,,,,,
dst.att.com,ATT Login Redirect,200,2429,saml.e-access.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-29T00:00:00Z,2024-04-28T23:59:59Z,"CN=saml.e-access.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",saml.e-access.att.com,"AT&T Services, Inc.",saml.e-access.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,11391cc56839760035d38bceec3a4694,999b64f482d50ccb1e1a28bf46b5ba7fd09cad418879e76aa21fb6bf5d16dbf4,,ctls,saml.e-access.att.com,443,https://dst.att.com:443,https,text/html,GET,2.23.197.91,/,-1840324437,2a02:26f0:480:991::2db1,HSTS,81,False,,,https://saml.e-access.att.com/isam/sps/ATTIDP_Lighthouse/saml20/login?SAMLRequest=fVLLbtswELz7KwLdJUqyLTWEbUCN%2BzDg2kas9tCLwVArm4BEstyV0%2Fx9JSpt2gLJHoczs7MDLlC0jeVFRxd9Dz86QJrc9POzbTRy%2F7gMOqe5EaiQa9ECcpL8WHzZ8jSKuXWGjDRN8J%2FsbZVABEfK6FG2WS%2BD%2Fe7Ddv9psztl%2BTwXMH2XZ5lMMpHd1lleV%2FNZnuXwUCfzNL2dxQKyUfoNHPY%2By6C3DSajG2IHG40kNPV4nE7DOA%2BTpIznfDrjafZ9lK77Y5UW5OUXIoucsSF7BKGQEhAjQRRJ0zLVwwwtsqIsN%2BvDaavOF7qYDsEL0pg15qyerzk8V%2FJe6Urp89tNPIwk5J%2FL8hAe9sdyNCl%2BN3RnNHYtuCO4q5Lw9X77ErZCiirlQNLVx3y0oTSaQBOzTdcHQmY0%2BGjhkDNENEw0BG44%2BwonITGyFxus%2FM7FwOG%2BPrd6ZceC%2FU16kVm%2B62%2FruzGNkk8eH%2Bajca2g1ytIosQjqgprT%2BWdRgtS1Qqq4I9N0TTm8c6BIFgG5DoIbthqMmb59%2FeufgE%3D&RelayState=%2F,,,,,,
dtv.att.com,Error,503,176,dtv.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,dtv.att.com,443,https://dtv.att.com:443,https,text/html,GET,72.246.169.113,/,-956098503,2a02:26f0:1700:38e::2db1,,5,False,,,,,,,,,
dynatrace.att.com,Error: 404 Not Found,404,116,dynatrace.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-29T00:00:00Z,2023-08-18T23:59:59Z,"CN=dynatrace.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",dynatrace.att.com,"AT&T Services, Inc.",dynatrace-eastus2-prod-web-vm-09.az.3pc.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8a96d633fb1dde8a80d7866e4a5491d1,2703de51eb7159ad854061bbf33b53801fa499b2b09755c2b61e13cf7ca4fb68,,ctls,dynatrace.att.com,443,https://dynatrace.att.com:443,https,text/html,GET,20.72.123.232,/,-950996062,20.72.123.232,,7,False,,,,,,,,,
e-bpe1.att.com,Access Denied,403,267,e-bpe1.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,e-bpe1.att.com,443,https://e-bpe1.att.com:443,https,text/html,GET,104.111.217.97,/,-1911373735,2a02:26f0:1700:38e::2db1,Akamai Bot Manager,10,False,,AkamaiGHost,,,,,,,
e-bpe2.att.com,Access Denied,403,268,e-bpe2.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,e-bpe2.att.com,443,https://e-bpe2.att.com:443,https,text/html,GET,72.246.169.113,/,-282998178,2a02:26f0:1700:38e::2db1,Akamai Bot Manager,10,False,,AkamaiGHost,,,,,,,
e-dev1-cloud.att.com,Error,503,176,e-dev1-cloud.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,e-dev1-cloud.att.com,443,https://e-dev1-cloud.att.com:443,https,text/html,GET,72.246.169.113,/,-6864451,2a02:26f0:1700:394::2db1,,5,False,,AkamaiGHost,,,,,,,
e-tst2.stage.att.com,Access Denied,403,277,e-tst2.stage.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.stage.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.stage.att.com,"AT&T Services, Inc.",*.stage.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,95fdc31f88519338e36156faf4c11fc6,841a65fc130286ff9feaa6345ba2ede2586ba6c1676e818dd1e70634beeb7b79,True,ctls,e-tst2.stage.att.com,443,https://e-tst2.stage.att.com:443,https,text/html,GET,23.60.192.145,/,590464864,2a02:26f0:1700:389::1cbf,HSTS,10,False,,AkamaiGHost,,,,,,,
e-tst3.stage.att.com,Access Denied,403,275,e-tst3.stage.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.stage.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.stage.att.com,"AT&T Services, Inc.",*.stage.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,95fdc31f88519338e36156faf4c11fc6,841a65fc130286ff9feaa6345ba2ede2586ba6c1676e818dd1e70634beeb7b79,True,ctls,e-tst3.stage.att.com,443,https://e-tst3.stage.att.com:443,https,text/html,GET,23.201.249.35,/,-1382481091,2a02:26f0:1700:389::1cbf,HSTS,10,False,,AkamaiGHost,,,,,,,
e911portal.att.com,New  Session - AT&T IP Flexible Reach E911 portal,200,6741,e911portal.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-27T00:00:00Z,2024-01-26T23:59:59Z,"CN=E911portal.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",E911portal.att.com,"AT&T Services, Inc.",E911portal.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,7b885a236181f4ed24d037a43e3502bb,849b6e028d4340196d325d8fbe6d2d6d9b1335e9caf80869d3bcac2a05c11078,,ctls,e911portal.att.com,443,https://e911portal.att.com:443,https,text/html,GET,34.198.22.146,/,1178321982,34.198.22.146,Ruby on Rails,24,False,https://www.911enable.com/911form/login_process.php,Apache,https://e911portal.att.com/users/sign_in,,,,,,
ea.att.com,,503,,,,,,,,,,,,,,,,,,,,,80,http://ea.att.com:80,http,,GET,52.71.228.44,/,-1840324437,54.160.1.65,,1,False,,,,,,,,,
eabnforms.bus.att.com,HTTP Status 403 – Forbidden,403,431,eabnforms.bus.att.com,443,True,tls12,TLS_RSA_WITH_AES_256_GCM_SHA384,2023-03-06T00:00:00Z,2024-03-20T23:59:59Z,"CN=eabnforms.bus.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",eabnforms.bus.att.com,"AT&T Services, Inc.",eabnforms.bus.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c17dd2134e0663f84e5c6b4aef45e79f,8f48984b28db47f7bfffa5ae56c316de6cb916eb048568fb04c9192bd6b94126,,ctls,eabnforms.bus.att.com,443,https://eabnforms.bus.att.com:443,https,text/html,GET,144.160.149.197,/,664806183,2001:1890:1c00:3221::4:1057,mod_jk:1.2.48,1,False,,Apache/2.4.57 (Unix) OpenSSL/1.1.1t mod_jk/1.2.48,,,,,,,
eabnforms.eia.att.com,HTTP Status 403 – Forbidden,403,431,eabnforms.eia.att.com,443,True,tls12,TLS_RSA_WITH_AES_256_GCM_SHA384,2023-03-06T00:00:00Z,2024-03-20T23:59:59Z,"CN=eabnforms.bus.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",eabnforms.bus.att.com,"AT&T Services, Inc.",eabnforms.bus.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c17dd2134e0663f84e5c6b4aef45e79f,8f48984b28db47f7bfffa5ae56c316de6cb916eb048568fb04c9192bd6b94126,,ctls,eabnforms.eia.att.com,443,https://eabnforms.eia.att.com:443,https,text/html,GET,144.160.149.197,/,664806183,2001:1890:1c00:3221::4:1057,mod_jk:1.2.48,1,False,,Apache/2.4.57 (Unix) OpenSSL/1.1.1t mod_jk/1.2.48,,True,,,,,
eaccess-cdn.att.com,AT&T Business Internet Services,403,6413,eaccess-cdn.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-28T00:00:00Z,2024-07-23T23:59:59Z,"CN=eaccess-cdn.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",eaccess-cdn.att.com,"AT&T Services, Inc.",eaccess-cdn.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,16d9bab1d3833b4d715249b66a65a968,bacc5af360f55e1856912a19306cbb4fd416bc743c2cbb52f6b9dea0b8fdb2c9,,ctls,eaccess-cdn.att.com,443,https://eaccess-cdn.att.com:443,https,text/html,GET,12.120.23.223,/,-1348381016,12.120.23.223,,131,False,,vCDN,,,,,,,
eastus2-auth-api.att.com,,404,,eastus2-auth-api.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-17T00:00:00Z,2024-03-30T23:59:59Z,"CN=api-prod.bf.sl.attcompute.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",api-prod.bf.sl.attcompute.com,"AT&T Services, Inc.",bfapi.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,c28d2e39f861149720a57d4f5e9b3fca,61b5c4c00bd36d6a1a617bbf80601254cc27387460edcbc577ab5a89cf1b7d98,,ctls,eastus2-auth-api.att.com,443,https://eastus2-auth-api.att.com:443,https,,GET,52.138.112.102,/,-1840324437,52.138.112.102,Ubuntu,1,False,,nginx/1.18.0 (Ubuntu),,,azure,True,,,
ebiznet.att.com,,200,4,ebiznet.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-04-10T23:59:59Z,"CN=wafebiznet.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",wafebiznet.att.com,"AT&T Services, Inc.",ebiznet.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,fdaf185d030b1327cd761909f3feb97e,5e8235934fdd386d51da722ec0a8336ea6380862ff3d38d4f429a198f273c5e5,,ctls,ebiznet.att.com,443,https://ebiznet.att.com:443,https,text/html,GET,144.160.107.200,/,95450436,2001:1890:1286:110::f:1025,mod_jk:1.2.46,1,False,,Apache/2.4.56 (Win32) OpenSSL/1.1.1t mod_jk/1.2.46,,,,,,,
ebond.att.com,,403,11,ebond.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-28T00:00:00Z,2023-11-01T23:59:59Z,"CN=atttv-shopauth.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",atttv-shopauth.att.com,"AT&T Services, Inc.",b2bprod.idp.blogin.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,72fb173b9a6ea5c16ad9227d0e6a01d2,02c9feff872f900b16a5272694802e81a5102e48ed53a773f99f28f790b50882,,ctls,ebond.att.com,443,https://ebond.att.com:443,https,text/html,GET,23.215.20.89,/,1332819049,2a02:26f0:480:993::1005,HSTS,1,False,,,,,,,,,
ebta.cloud.att.com,400 No required SSL certificate was sent,400,263,ebta.cloud.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-03T00:00:00Z,2024-02-03T23:59:59Z,"CN=ebta.cloud.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",ebta.cloud.att.com,"AT&T Services, Inc.",ebta.cloud.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,0fb18f9e55afaa730d2af7ce0c9c130d,9c498f1c91d311674fcca618b0eaff57bfb48f783a51a3ea2a707cfa1aa56703,,ctls,ebta.cloud.att.com,443,https://ebta.cloud.att.com:443,https,text/html,GET,52.138.105.100,/,1313065689,52.138.105.100,,9,False,,Microsoft-Azure-Application-Gateway/v2,,,azure,True,,,
