new,host,a,aaaa,cname,soa,status_code,cdn,cdn-name,txt,mx,ns,has_internal_ips,internal_ips,caa,ptr
[x],industrialsolutions.ca.abb.com,"23.36.162.202, 23.36.162.217",,"industrialsolutions.ca.waf.abb, industrialsolutions.ca.abb.com.edgekey.net, e116720.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],industrialsolutions.chfr.abb.com,"95.101.74.137, 95.101.74.143",,"industrialsolutions.chfr.waf.abb, industrialsolutions.chfr.abb.com.edgekey.net, e116720.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],industrialsolutions.chit.abb.com,"2.17.100.248, 2.17.100.185",,"industrialsolutions.chit.waf.abb, industrialsolutions.chit.abb.com.edgekey.net, e116720.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],industrialsolutions.dk.abb.com,"2.17.100.185, 2.17.100.248",,"industrialsolutions.dk.waf.abb, industrialsolutions.dk.abb.com.edgekey.net, e116720.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],industrialsolutions.es.abb.com,"2.16.241.134, 2.16.241.150",,"industrialsolutions.es.waf.abb, industrialsolutions.es.abb.com.edgekey.net, e116720.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],industrialsolutions.ex.abb.com,"2.17.100.185, 2.17.100.248",,"industrialsolutions.ex.waf.abb, industrialsolutions.ex.abb.com.edgekey.net, e116720.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],industrialsolutions.fi.abb.com,"23.53.43.83, 23.53.43.17",,"industrialsolutions.fi.waf.abb, industrialsolutions.fi.abb.com.edgekey.net, e116720.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],industrialsolutions.fr.abb.com,"2.17.100.185, 2.17.100.248",,"industrialsolutions.fr.waf.abb, industrialsolutions.fr.abb.com.edgekey.net, e116720.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],industrialsolutions.it.abb.com,"2.20.143.75, 2.20.142.49",,"industrialsolutions.it.waf.abb, industrialsolutions.it.abb.com.edgekey.net, e116720.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],industrialsolutions.la.abb.com,"23.36.162.202, 23.36.162.217",,"industrialsolutions.la.waf.abb, industrialsolutions.la.abb.com.edgekey.net, e116720.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],industrialsolutions.me.abb.com,"96.16.54.120, 96.16.54.122",,"industrialsolutions.me.waf.abb, industrialsolutions.me.abb.com.edgekey.net, e116720.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],industrialsolutions.mx.abb.com,"2.17.100.185, 2.17.100.248",,"industrialsolutions.mx.waf.abb, industrialsolutions.mx.abb.com.edgekey.net, e116720.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],industrialsolutions.naf.abb.com,"2.17.100.248, 2.17.100.185",,"industrialsolutions.naf.waf.abb, industrialsolutions.naf.abb.com.edgekey.net, e116720.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],industrialsolutions.nl.abb.com,"23.222.79.147, 23.222.79.195",,"industrialsolutions.nl.waf.abb, industrialsolutions.nl.abb.com.edgekey.net, e116720.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],industrialsolutions.no.abb.com,"2.17.100.185, 2.17.100.248",,"industrialsolutions.no.waf.abb, industrialsolutions.no.abb.com.edgekey.net, e116720.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],industrialsolutions.pl.abb.com,"2.16.241.150, 2.16.241.134",,"industrialsolutions.pl.waf.abb, industrialsolutions.pl.abb.com.edgekey.net, e116720.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],industrialsolutions.ru.abb.com,"23.222.79.195, 23.222.79.147",,"industrialsolutions.ru.waf.abb, industrialsolutions.ru.abb.com.edgekey.net, e116720.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],industrialsolutions.se.abb.com,"2.16.241.150, 2.16.241.134",,"industrialsolutions.se.waf.abb, industrialsolutions.se.abb.com.edgekey.net, e116720.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],industrialsolutions.uk.abb.com,"96.16.54.122, 96.16.54.120",,"industrialsolutions.uk.waf.abb, industrialsolutions.uk.abb.com.edgekey.net, e116720.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],inet10.abb.com,,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],inet13.abb.com,138.225.1.76,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,v=spf1 redirect=inet.spf.abb.com,,,,,,
[x],inet20.abb.com,192.125.0.35,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,v=spf1 redirect=inet.spf.abb.com,,,,,,
[x],inet22.abb.com,192.125.0.34,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,v=spf1 redirect=inet.spf.abb.com,,,,,,
[x],inet30.abb.com,202.50.181.9,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,v=spf1 redirect=inet.spf.abb.com,,,,,,
[x],inet31.abb.com,202.50.181.8,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,v=spf1 redirect=inet.spf.abb.com,,,,,,
[x],inet32.abb.com,202.50.181.10,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,v=spf1 redirect=inet.spf.abb.com,,,,,,
[x],inet41.abb.com,202.50.183.16,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],info.abb.com,136.147.129.27,,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,"v=spf1 include:cust-spf.exacttarget.com -all, spf2.0/pra include:cust-senderid.exacttarget.com -all",inbound-reply.s7.exacttarget.com,"ns1.exacttarget.com, ns4.exacttarget.com, ns3.exacttarget.com, ns2.exacttarget.com",,,,
[x],infosec.abb.com,"2.17.100.169, 2.17.100.209",,"infosec.waf.abb, infosec.abb.com.edgekey.net, e95266.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],ingestion.electrification.iot.ability.abb.com.cn,121.36.89.66,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],inside.abb,,,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,
[x],inside.abb.com,"52.49.8.106, 63.35.63.17, 18.200.110.5",,xc-alb-9aag8556-prod-ext01-1017646772.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],insideplus.abb.com,"18.200.1.59, 52.48.68.83",,xc-elb-iplus-prod-ext-51859964.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],insideplus.stage.abb.com,"54.170.176.123, 34.240.123.253",,xc-elb-iplus-stage-ext-1254314333.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],insp001.apps.in.abb.com,13.76.169.213,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,True,azure,,,,,,,
[x],inspspc.apps.in.abb.com,"2.17.100.209, 2.17.100.169",,"inspspc.apps.in.waf.abb, inspspc.apps.in.abb.com.edgekey.net, e95266.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],inss001.apps.in.abb.com,,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,True,azure,,,,,,,
[x],instr.us.abb.com,52.184.176.172,,xc.instr.us.abb.com,"nse1.abb.com, dnsmaster.abb.com",NOERROR,True,azure,,,,,,,
[x],instrumentationx.us.abb.com,52.184.176.172,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,True,azure,,,,,,,
[x],insurance-risk-management.abb.com,20.52.134.77,,"insurance-risk-management-abb.msappproxy.net, 372ee9e0-9ce0-4033-a64a-c07073a91ecd.tenant.runtime.msappproxy.net, cwap-eur1-runtime.routing.msappproxy.net, eur.proxy-3.appproxy.msidentity.com, www.tm.eur.proxy-3.appproxy.trafficmanager.net","tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,True,azure,,,,,,,
[x],int.ws.library.e.abb.com,"52.17.215.226, 52.215.95.54",,xc-elb-library-ws-1743917485.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],int.ws.library.test.e.abb.com,"52.211.2.16, 34.252.161.7",,xc-elb-library-ws-stage-1479311140.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],integrate.us.abb.com,52.184.176.172,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,True,azure,,,,,,,
[x],integration.dev.industrial-automation-service.abb.com,52.224.252.126,,,"ns1-04.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,True,azure,,,,,,,
[x],integration.iapi.industrial-automation-service.abb.com,23.96.19.135,,,"ns1-03.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,True,azure,,,,,,,
[x],ipassport.tnb.com,206.208.208.159,,tnbs159.tnb.com,"dns1.tnb.com, dns.admin.tnb.com",NOERROR,,,,,,,,,
[x],ipmriskandchange.projects.abb.com,40.127.143.145,,"ipmriskandchange-abb.msappproxy.net, 372ee9e0-9ce0-4033-a64a-c07073a91ecd.tenant.runtime.msappproxy.net, cwap-eur1-runtime.routing.msappproxy.net, eur.proxy-3.appproxy.msidentity.com, www.tm.eur.proxy-3.appproxy.trafficmanager.net","tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,True,azure,,,,,,,
[x],is.motion.abb.com.cn,52.131.35.154,,shared-appg-ip-prd.chinanorth2.cloudapp.chinacloudapi.cn,"ns1-02.azure-dns.cn, ns2.windowsazure.cn",NOERROR,,,,,,,,,
[x],is1a.abb.com,138.225.1.55,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],is1astage.abb.com,138.225.1.56,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],isreportingtool.abb.com,,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],isservice.abb.com.cn,"2.17.100.243, 2.17.100.129",,"isservice.cn.waf.abb, isservice.abb.com.cn.edgekey.net, isservice.abb.com.cn.edgekey.net.globalredir.akadns.net, e40224.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],it.abb.com,52.30.171.72,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,"v=spf1 include:spf.abb.com include:aspmx.pardot.com include:t.contactlab.it ip4:81.118.90.16 ip4:81.118.90.49 ip4:151.22.100.254 ip4:64.26.250.200 ip4:94.185.88.59 -all, atlassian-domain-verification=VT/aWGzG5IQsBlaNV8yug74d/c0NANQWYlysYIVrrmZ9P9Gw4ZYq2JJbleltZqWI, wrike-verification=NTc0MTg1NjpiYmE3YjhmZTY3NGJmMzA4NzEyN2Q1NDRkY2E0NDVmNDYwNmE5ZmE2YTAzMGQzZGI2OTdmZTRmMmFkNGJkYjQ5, ibmid=e1156572-692b-45ef-9cce-b767a74aa60a, , autodesk-domain-verification=HslpLdh6DjuoyjxY7BUF, teamviewer-sso-verification=f6e9da83da764f66a11639215a9e843c, Dynatrace-site-verification=84e3f313-05bf-4921-8ad1-f2cb81bf710d__bo8a42fc017b4udk7pgqrjo37v, Sendinblue-code:cbb5e5644f768c6b499ae16ade439ee9",it-abb-com.mail.protection.outlook.com,"nse1.abb.com, nse3.abb.com, nse2.abb.com",,,,
[x],itssg-dmzmag.it.abb.com,81.118.90.90,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],japan.ciif.events.abb.com,"3.223.116.177, 3.220.54.114, 52.203.102.209, 52.203.156.114, 3.88.75.208",,"sslevents.bizzabo.com, sslevents.ext.prod.bizzabo.com","ns-1093.awsdns-08.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],jira.ia.abb.com,,,"jira-abb.riada.cloud, abb-lb.riada.cloud, abb-rce-vpc-externalalb-256054458.eu-north-1.elb.amazonaws.com","ns-1529.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],jobs.abb.com,"2.17.100.184, 2.17.100.129",,"jobs.waf.abb, jobs.abb.com.edgekey.net, e64218.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],k2.abb.com,20.52.134.77,,"k2-abb.msappproxy.net, 372ee9e0-9ce0-4033-a64a-c07073a91ecd.tenant.runtime.msappproxy.net, cwap-eur1-runtime.routing.msappproxy.net, eur.proxy-3.appproxy.msidentity.com, www.tm.eur.proxy-3.appproxy.trafficmanager.net","tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,True,azure,,,,,,,
[x],k2.stage.abb.com,20.52.134.77,,"k2-abb.msappproxy.net, 372ee9e0-9ce0-4033-a64a-c07073a91ecd.tenant.runtime.msappproxy.net, cwap-eur1-runtime.routing.msappproxy.net, eur.proxy-3.appproxy.msidentity.com, www.tm.eur.proxy-3.appproxy.trafficmanager.net","tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,True,azure,,,,,,,
[x],k2.test.abb.com,20.52.134.77,,"k2-abb.msappproxy.net, 372ee9e0-9ce0-4033-a64a-c07073a91ecd.tenant.runtime.msappproxy.net, cwap-eur1-runtime.routing.msappproxy.net, eur.proxy-3.appproxy.msidentity.com, www.tm.eur.proxy-3.appproxy.trafficmanager.net","tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,True,azure,,,,,,,
[x],k2ws.test.ipmriskandchange.projects.abb.com,,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],kaufelfr.tnb.com,206.208.208.160,,tnbs160.tnb.com,"dns1.tnb.com, dns.admin.tnb.com",NOERROR,,,,,,,,,
[x],keycloak.lite.apm.enterprisesoftware.abb,172.16.100.11,,lite.apm.enterprisesoftware.abb,"ns1-09.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,True,172.16.100.11,,
[x],keycloak.lodz1.apmlite.enterprisesoftware.abb,192.168.3.25,,lodz1.apmlite.enterprisesoftware.abb,"ns1-08.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,True,192.168.3.25,,
[x],knowhow.turbo.abb.com,"35.162.50.152, 52.40.40.13, 54.212.112.76",,"mtabb.cloud.answerhub.com, awseb-awseb-1sbs4kdqht3rq-203037386.us-west-2.elb.amazonaws.com","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],knowledge.motion.abb.com,"52.59.119.12, 3.66.112.181, 3.120.50.190","2a05:d014:59f:1103:a1ed:9ee1:1f:80c4, 2a05:d014:59f:1101:6c91:5007:7db0:bd48, 2a05:d014:59f:1102:77aa:3819:a110:8f5f","abbdrives1.esc-eu-central-1.empolisservices.com, esc-eu-central-1.empolisservices.com","ns-170.awsdns-21.com, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/dualstack=true,external-dns/owner=ESCAWSPRODDE,external-dns/resource=ingress/esc/esc-ingress-public",,"ns-1511.awsdns-60.org, ns-170.awsdns-21.com, ns-1755.awsdns-27.co.uk, ns-629.awsdns-14.net",,,,
[x],kz.abb.com,52.30.171.72,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,"autodesk-domain-verification=ygBt4cJ-vQeLuik_A0OM, v=spf1 include:spf.abb.com -all, Dynatrace-site-verification=6ad54caf-f44d-40c4-8d4e-a73e106121de__km9lindvrp4qckn2o8con21jhr",kz-abb-com.mail.protection.outlook.com,"nse3.abb.com, nse1.abb.com, nse2.abb.com",,,,
[x],label.tnb.com,206.208.208.157,,tnbs157.tnb.com,"dns1.tnb.com, dns.admin.tnb.com",NOERROR,,,,,,,,,
[x],lct.fi.abb.com,,,"lct.fi.waf.abb, lct.fi.abb.com.edgekey.net, e64218.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],leanoffice.pl.abb.com,40.127.143.145,,"leanoffice.pl.waf.abb, leanoffice-abb.msappproxy.net, 372ee9e0-9ce0-4033-a64a-c07073a91ecd.tenant.runtime.msappproxy.net, cwap-eur1-runtime.routing.msappproxy.net, eur.proxy-3.appproxy.msidentity.com, www.tm.eur.proxy-3.appproxy.trafficmanager.net","tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,True,azure,,,,,,,
[x],learn.genix.abb.com,20.76.133.106,,agw-genix-22-2-demo.westeurope.cloudapp.azure.com,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],level-selector.abb.com,52.177.223.201,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,True,azure,,,,,,,
[x],level-selector.de.abb.com,52.177.223.201,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,True,azure,,,,,,,
[x],level-selector.us.abb.com,52.177.223.201,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,True,azure,,,,,,,
[x],library.e.abb.com,"52.222.139.25, 52.222.139.4, 52.222.139.47, 52.222.139.76",,d2emjikynwktjn.cloudfront.net,"ns-1712.awsdns-22.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"ns-1114.awsdns-11.org, ns-1712.awsdns-22.co.uk, ns-349.awsdns-43.com, ns-907.awsdns-49.net",,,,
[x],library.industrialsolutions.abb.com,"2.17.100.184, 2.17.100.129",,"library.industrialsolutions.waf.abb, library.industrialsolutions.abb.com.edgekey.net, e64218.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],library.stage.abb.com,,,"proxy-library-abblibrary-stage.azurewebsites.net, waws-prod-db3-017a.sip.azurewebsites.windows.net, waws-prod-db3-017a.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
[x],library.stage.e.abb.com,"52.85.132.49, 52.85.132.27, 52.85.132.5, 52.85.132.107, 205.251.193.230, 205.251.195.36, 205.251.196.67, 205.251.198.191",,d16mydwhk9izrf.cloudfront.net,"ns-486.awsdns-60.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"ns-1091.awsdns-08.org, ns-1727.awsdns-23.co.uk, ns-486.awsdns-60.com, ns-804.awsdns-36.net",,,,
[x],library.test.abb.com,13.69.228.13,,"proxy-library-abblibrary-test.azurewebsites.net, waws-prod-db3-017a.sip.azurewebsites.windows.net, waws-prod-db3-017a.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
[x],library.test.e.abb.com,"18.66.112.102, 18.66.112.37, 18.66.112.25, 18.66.112.57",,dutf7janicb4a.cloudfront.net,"ns-1637.awsdns-12.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"ns-170.awsdns-21.com, ns-606.awsdns-11.net, ns-1448.awsdns-53.org, ns-1637.awsdns-12.co.uk",,,,
[x],license-service.drives.abb.com,13.69.68.1,,"drives-modlm-prd-we-wa-ui.azurewebsites.net, waws-prod-am2-253.sip.azurewebsites.windows.net, waws-prod-am2-253.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
[x],licensing.industrial-automation-service.abb.com,138.91.126.253,,,"ns1-09.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,True,azure,,,,,,,
[x],lightning.icare.abb.com.cn,143.64.16.5,,appgw-cloudcc.chinanorth3.cloudapp.chinacloudapi.cn,"ns1-09.azure-dns-2.cn, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,
[x],location-security.in.abb.com,13.76.169.213,,insp001.apps.in.abb.com,"nse1.abb.com, dnsmaster.abb.com",NOERROR,True,azure,,,,,,,
[x],lodz1.apmlite.enterprisesoftware.abb,192.168.3.25,,,"ns1-08.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,True,192.168.3.25,,
[x],loghost.tnb.com,127.0.0.1,,localhost.tnb.com,"dns1.tnb.com, dns.admin.tnb.com",NOERROR,,,,,,True,127.0.0.1,,
[x],login.account.buildingplus.abb.com.cn,139.217.226.156,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],login.eu.mybuildings.abb.com,51.144.54.6,,,"ns1-05.azure-dns.com, de-bje-domain-admin.abb.com",NOERROR,True,azure,,,,,,,
[x],login.mybuildings.abb.com,51.144.54.6,,,"ns1-05.azure-dns.com, de-bje-domain-admin.abb.com",NOERROR,True,azure,,,,,,,
[x],loreka.abb.com,,,"loreka.waf.abb, loreka.abb.com.edgekey.net, e116720.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],lotus.de.abb.com,129.35.204.85,,odcs03.de.abb.com,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],lowvoltage-configurator.tnb.com,206.208.208.130,,tnbs130.tnb.com,"dns1.tnb.com, dns.admin.tnb.com",NOERROR,,,,,,,,,
[x],loyalty-rewards.th.abb.com,"2.17.100.233, 2.17.100.153",,"loyalty-rewards.th.waf.abb, loyalty-rewards.th.abb.com.edgekey.net, e119625.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],lp-global-plm.abb.com,"3.125.236.36, 3.121.194.140",,eufra-abb-prd-550074658.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],lu.abb.com,"52.30.171.72, 202.50.181.46, 138.225.1.190, 192.125.0.60",,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,"Dynatrace-site-verification=49701cf7-23e8-4ff6-aba4-7659a7f3729a__opkbjm7mlop1udok3uvsit71rs, autodesk-domain-verification=mEyqjlImCS0v7hn6TsRW, v=spf1 include:spf.abb.com -all, atlassian-domain-verification=VT/aWGzG5IQsBlaNV8yug74d/c0NANQWYlysYIVrrmZ9P9Gw4ZYq2JJbleltZqWI",lu-abb-com.mail.protection.outlook.com,"nse2.abb.com, nse3.abb.com, nse1.abb.com",,,,
[x],lvmotorservice.abb.com.cn,42.159.84.5,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],lyncdiscover.abb.com,52.112.196.45,2603:1027:0:48::21,webdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,,,,,,,,
[x],lyncdiscover.cylon.com,52.112.192.14,2603:1027:0:48::21,webdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,,,,,,,,
[x],lyncdiscover.de.abb.com,52.112.192.142,2603:1027:0:2::e,webdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,,,,,,,,
[x],lyncdiscover.fi.abb.com,52.112.196.45,2603:1027:0:48::21,webdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,,,,,,,,
[x],lyncdiscover.in.abb.com,52.112.67.54,2603:1037:0:2::e,webdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,,,,,,,,
[x],lyncdiscover.it.abb.com,52.112.192.142,2603:1027:0:48::21,webdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,,,,,,,,
[x],lyncdiscover.pl.abb.com,52.112.192.142,2603:1027:0:48::21,webdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,,,,,,,,
[x],lyncdiscover.tnb.com,52.112.196.45,2603:1027:0:48::21,webdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,,,,,,,,
[x],lyncedge.baldor.com,70.182.107.63,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],machsense.abb.com,52.209.32.87,,ec2-52-209-32-87.eu-west-1.compute.amazonaws.com,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,
[x],magicinfo.ca.abb.com,52.184.176.172,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,True,azure,,,,,,,
[x],mail.baldor.com,70.182.107.16,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],mail.cylon.com,89.101.141.61,,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,
[x],mail.ru.abb.com,195.151.134.11,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],mail1.baldor.com,70.182.107.16,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],mail2.abb.com,194.241.163.53,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],mailgrn.baldor.com,70.182.107.84,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],main.online.abb.com,51.103.152.49,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,True,azure,,,,,,,
[x],mainapi.icare.abb.com.cn,,,appgw-cloudcc.chinanorth3.cloudapp.chinacloudapi.cn,"ns1-09.azure-dns-2.cn, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,
[x],mainapp.icare.abb.com.cn,143.64.16.5,,appgw-cloudcc.chinanorth3.cloudapp.chinacloudapi.cn,"ns1-09.azure-dns-2.cn, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,
[x],maintenancedata.motion.abb.com,"23.222.79.146, 23.222.79.195",,"maintenancedata.motion.waf.abb, maintenancedata.motion.abb.com.edgekey.net, e119625.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],mall.abb.com.cn,52.130.17.33,,"prd-emall-webapp8.chinacloudsites.cn, cnws-prod-bjs20-003.sip.chinacloudsites.chinacloudapi.cn, cnws-prod-bjs20-003-licn.chinanorth2.cloudapp.chinacloudapi.cn","ns1-02.azure-dns.cn, ns2.windowsazure.cn",NOERROR,,,,,,,,,
[x],management.apim.digitalchannel.enterprisesoftware.abb,104.42.59.137,,,"ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,True,azure,,,,,,,
[x],management.multiscan.abb.com,,,"management.multiscan.waf.abb, management.multiscan.abb.com-v1.edgekey.net, e119625.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],manufacturingservices.drives.abb.com,"2.17.100.129, 2.17.100.184",,"manufacturingservices.drives.waf.abb, manufacturingservices.drives.abb.com.edgekey.net, e64218.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
