new,host,ttl,a,aaaa,cname,soa,status_code,caa,cdn,cdn-name,mx,txt,ns,has_internal_ips,internal_ips
[x],finden.mobile.de,60,"3.162.38.43, 3.162.38.33, 3.162.38.11, 3.162.38.98",,,"{'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,
[x],fsbo.mobile.de,60,"108.138.199.22, 108.138.199.74, 108.138.199.97, 108.138.199.116",,,"{'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,
[x],ftp.mobile.de,42,"13.32.99.71, 13.32.99.42, 13.32.99.43, 13.32.99.27",,,"{'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,True,cloudfront,,,,,
[x],ftpadmin.mobile.de,60,"13.32.99.71, 13.32.99.43, 13.32.99.27, 13.32.99.42",,,"{'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,"ns-1413.awsdns-48.org, ns-1912.awsdns-47.co.uk, ns-376.awsdns-47.com, ns-676.awsdns-20.net",,
[x],gb-suche.mobile.de,900,,,,"{'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,True,cloudfront,,,,,
[x],gdpr-preprod.corp.mobile.de,898,,,,"{'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,
[x],go.mobile.de,898,,,,"{'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,
[x],gracchus.mobile.de,832,,,,"{'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,
[x],gss47-1.mobile.de,60,"52.222.191.96, 52.222.191.58, 52.222.191.76, 52.222.191.88",,,"{'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,
[x],gus-east.home.mobile.de,513,,,,"{'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,
[x],haendler.mobile.de,180,"13.32.99.27, 13.32.99.71, 13.32.99.43, 13.32.99.42",,,"{'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,
[x],handel.mobile.de,60,23.45.239.238,"2a02:26f0:9d00:189::1703, 2a02:26f0:9d00:188::1703","handel.mobile.de.edgekey.net, e5891.dsce3.akamaiedge.net, e5891.dsce3.akamaiedge.net.0.1.cn.akamaiedge.net","{'name': 'dsce3.akamaiedge.net', 'ns': 'n0dsce3.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1739470512, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dsce3.akamaiedge.net', 'ns': 'n0dsce3.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1739470512, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dsce3.akamaiedge.net', 'ns': 'n0dsce3.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1739470514, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dsce3.akamaiedge.net', 'ns': 'n0dsce3.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1739470514, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,,,,,,,
[x],home.mobile.de,60,23.45.239.238,"2a02:26f0:7100:8af::1703, 2a02:26f0:7100:8a7::1703, 2a02:26f0:7100:8a5::1703, 2a02:26f0:7100:8ae::1703, 2a02:26f0:7100:8a9::1703","www.mobile.de.edgekey.net, e5891.dsce3.akamaiedge.net","{'name': 'dsce3.akamaiedge.net', 'ns': 'n0dsce3.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1739470512, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dsce3.akamaiedge.net', 'ns': 'n0dsce3.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1739470514, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,,,,,,,
[x],hot2.mobile.de,60,"13.32.99.43, 13.32.99.27, 13.32.99.71, 13.32.99.42",,,"{'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,
[x],id-sandbox.mobile.de,60,"34.255.134.235, 52.51.111.83, 63.35.11.64",,"iam-mob-sandbox.id-nonprod.ecg-id.net, public-ingress-1536655290.eu-west-1.elb.amazonaws.com","{'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,,,,,,,,
[x],id-staging.handel.mobile.de,60,"34.255.134.235, 63.35.11.64, 52.51.111.83",,"iam-de-mobile-handel.id-nonprod.ecg-id.net, public-ingress-1536655290.eu-west-1.elb.amazonaws.com","{'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,,,,,,,,
[x],id-staging.mobile.de,60,"63.35.11.64, 34.255.134.235, 52.51.111.83",,"iam-mob.id-nonprod.ecg-id.net, public-ingress-1536655290.eu-west-1.elb.amazonaws.com","{'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,,,,,,,,
[x],id.handel.mobile.de,60,184.30.20.176,"2a02:26f0:1700:1b5::1703, 2a02:26f0:1700:191::1703","id.handel.mobile.de.edgekey.net, e5891.dscb.akamaiedge.net","{'name': 'dscb.akamaiedge.net', 'ns': 'n0dscb.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1739470511, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscb.akamaiedge.net', 'ns': 'n0dscb.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1739470511, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscb.akamaiedge.net', 'ns': 'n0dscb.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1739470511, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscb.akamaiedge.net', 'ns': 'n0dscb.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1739470513, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,,,,,,,
[x],id.mobile.de,58,23.205.181.81,"2a02:26f0:480:1283::1703, 2a02:26f0:480:128e::1703","id.mobile.de.edgekey.net, e5891.dsce3.akamaiedge.net","{'name': 'dsce3.akamaiedge.net', 'ns': 'n0dsce3.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1739470512, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dsce3.akamaiedge.net', 'ns': 'n0dsce3.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1739470512, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dsce3.akamaiedge.net', 'ns': 'n0dsce3.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1739470512, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dsce3.akamaiedge.net', 'ns': 'n0dsce3.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1739470514, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,,,,,,,
[x],image-va.mobile.de,60,"13.32.99.43, 13.32.99.42, 13.32.99.71, 13.32.99.27",,,"{'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,"ns-1413.awsdns-48.org, ns-1912.awsdns-47.co.uk, ns-376.awsdns-47.com, ns-676.awsdns-20.net",,
[x],imode.mobile.de,809,,,,"{'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mobile.de', 'ns': 'ns-376.awsdns-47.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,True,cloudfront,,,,,
[x],info.mobile.de,300,192.243.228.1,,,"{'name': 'info.mobile.de', 'ns': 'ns-261.awsdns-32.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'info.mobile.de', 'ns': 'ns-261.awsdns-32.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'info.mobile.de', 'ns': 'ns-261.awsdns-32.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,inbound.campaign.adobe.com,"google-site-verification=dFY-Qn_50NyZPflLw3xwGUtbwhtU7HkDISWiQeWi6yM, yahoo-verification-key=HsH91VobVY5F2dHswrzBEBN8AK2Ln4b9MirjrQWYecA=, google-site-verification=WO_jy2XnPE81W39TH96hAQSXi5tzOVcCmSv0nqx1pIw, v=spf1 redirect=__spf.campaign.adobe.com","ns-1527.awsdns-62.org, ns-1856.awsdns-40.co.uk, ns-261.awsdns-32.com, ns-653.awsdns-17.net",,
