new,host,soa,status_code,cdn,cdn-name,a,aaaa,txt,cname,mx,ns,caa
[x],edge337.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,195.114.111.32,2a07:f980:3:b00b:cb:b00b:0:32,,,,,
[x],edge338.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,195.114.111.33,2a07:f980:3:b00b:cb:b00b:0:33,,,,,
[x],edge34-a.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge34-b.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge34.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.42.196, 104.16.44.196, 104.16.41.196, 104.16.43.196, 104.16.45.196","2606:4700::6810:2bc4, 2606:4700::6810:29c4, 2606:4700::6810:2ac4, 2606:4700::6810:2dc4, 2606:4700::6810:2cc4",,,,,
[x],edge34.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge341.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,195.114.111.36,2a07:f980:3:b00b:cb:b00b:0:36,,,,,
[x],edge343.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,195.114.111.38,2a07:f980:3:b00b:cb:b00b:0:38,,,,,
[x],edge344.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,195.114.111.39,2a07:f980:3:b00b:cb:b00b:0:39,,,,,
[x],edge345.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,195.114.111.40,2a07:f980:3:b00b:cb:b00b:0:40,,,,,
[x],edge346.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,195.114.111.41,2a07:f980:3:b00b:cb:b00b:0:41,,,,,
[x],edge347.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,195.114.111.42,2a07:f980:3:b00b:cb:b00b:0:42,,,,,
[x],edge349.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,195.114.111.44,2a07:f980:3:b00b:cb:b00b:0:44,,,,,
[x],edge35.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.45.196, 104.16.42.196, 104.16.44.196, 104.16.43.196, 104.16.41.196","2606:4700::6810:2ac4, 2606:4700::6810:29c4, 2606:4700::6810:2dc4, 2606:4700::6810:2cc4, 2606:4700::6810:2bc4",,,,,
[x],edge350.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,195.114.111.45,2a07:f980:3:b00b:cb:b00b:0:45,,,,,
[x],edge352.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,195.114.111.47,2a07:f980:3:b00b:cb:b00b:0:47,,,,,
[x],edge37-a.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge38.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.41.196, 104.16.42.196, 104.16.43.196, 104.16.44.196, 104.16.45.196","2606:4700::6810:29c4, 2606:4700::6810:2ac4, 2606:4700::6810:2bc4, 2606:4700::6810:2cc4, 2606:4700::6810:2dc4",,,,,
[x],edge4-a.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge4-b.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.104,,,,,,
[x],edge4-b.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.104,,,,,,
[x],edge4-hel.live.mmcdn.com,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,131.153.95.34,2a01:b960:230f::cb:b00b:34,,,,,
[x],edge4-nrt.live.mmcdn.com,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,103.141.147.34,2001:df0:fd80:b00b:0:cb:b00b:34,,,,,
[x],edge4.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.104,,,,,,
[x],edge4.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.104,,,,,,
[x],edge40.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.50,,,,,,
[x],edge40.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.50,,,,,,
[x],edge41-a.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.51,,,,,,
[x],edge41-a.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.51,,,,,,
[x],edge41.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.51,,,,,,
[x],edge42-a.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.52,,,,,,
[x],edge42-a.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge42-b.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.52,,,,,,
[x],edge42-b.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.52,,,,,,
[x],edge42.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.52,,,,,,
[x],edge43.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.53,,,,,,
[x],edge44.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.54,,,,,,
[x],edge44.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.54,,,,,,
[x],edge46-a.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge46.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.56,,,,,,
[x],edge47.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge47.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.57,,,,,,
[x],edge48-a.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.58,,,,,,
[x],edge48-a.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.58,,,,,,
[x],edge48-b.stream.chaturbate.com,,NOERROR,,,64.38.207.58,,,,,,
[x],edge48.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.58,,,,,,
[x],edge49.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.59,,,,,,
[x],edge49.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.59,,,,,,
[x],edge5-a.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge5.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.105,,,,,,
[x],edge5.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.105,,,,,,
[x],edge50.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.60,,,,,,
[x],edge51.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.61,,,,,,
[x],edge53.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge53.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.86.30,,,,,,
[x],edge54.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge54.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.86.31,,,,,,
[x],edge56.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.86.33,,,,,,
[x],edge58.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,131.153.86.35,,,,,,
[x],edge59.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,131.153.86.36,,,,,,
[x],edge59.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.86.36,,,,,,
[x],edge6-a.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.106,,,,,,
[x],edge6-a.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge6-b.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.106,,,,,,
[x],edge6.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.106,,,,,,
[x],edge60.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.86.37,,,,,,
[x],edge61.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.82.54,,,,,,
[x],edge62.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,131.153.82.55,,,,,,
[x],edge63.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,131.153.82.56,,,,,,
[x],edge64.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,131.153.82.57,,,,,,
[x],edge64.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.82.57,,,,,,
[x],edge66.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.82.59,,,,,,
[x],edge67.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge67.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.82.60,,,,,,
[x],edge7-a.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.107,,,,,,
[x],edge7-alb.live.mmcdn.com,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,109.202.104.36,2a00:1678:b00b::cb:b00b:36,,,,,
[x],edge7-alb.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,109.202.104.36,2a00:1678:b00b::cb:b00b:36,,,,,
[x],edge7-b.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.107,,,,,,
[x],edge7.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.107,,,,,,
[x],edge73.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge74.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge8-a.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.18,,,,,,
[x],edge8-alb.live.mmcdn.com,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,109.202.104.37,2a00:1678:b00b::cb:b00b:37,,,,,
[x],edge8-b.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.18,,,,,,
[x],edge8-b.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.18,,,,,,
[x],edge8.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.18,,,,,,
[x],edge80.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge82.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.86.39,,,,,,
[x],edge83.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.86.40,,,,,,
[x],edge84.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge85.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,131.153.86.42,,,,,,
[x],edge85.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.86.42,,,,,,
[x],edge86.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.86.43,,,,,,
[x],edge9-a.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge9-b.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.19,,,,,,
[x],edge9-b.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.19,,,,,,
[x],edge9.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.19,,,,,,
[x],edge90.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.86.47,,,,,,
[x],edge91.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,131.153.86.48,,,,,,
[x],edge91.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.86.48,,,,,,
[x],edge92.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,131.153.86.49,,,,,,
[x],edge92.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.86.49,,,,,,
[x],edge93.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.108,,,,,,
[x],edge93.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.108,,,,,,
[x],edge94.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.109,,,,,,
[x],edge95.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.110,,,,,,
[x],edge95.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.110,,,,,,
[x],edge96.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.111,,,,,,
[x],edge97.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.112,,,,,,
[x],edge98.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.113,,,,,,
[x],edge99.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],ei.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40",,,,,,
[x],el.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],elastic.securegatewayaccess.com,"ns1.securegatewayaccess.com, dns.cloudflare.com",NOERROR,,,,,v=spf1 ip4:206.225.164.0/22 ip4:209.188.13.0/24 ip4:64.38.255.0/24 ip4:207.5.72.0/24 ip4:209.188.23.32/27 a mx ?all,,,,
[x],empireamateurs.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],en.securegatewayaccess.com,"ns1.securegatewayaccess.com, dns.cloudflare.com",NOERROR,,,,,v=spf1 ip4:206.225.164.0/22 ip4:209.188.13.0/24 ip4:64.38.255.0/24 ip4:207.5.72.0/24 ip4:209.188.23.32/27 a mx ?all,,,,
[x],errorstatus.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],everbank.securegatewayaccess.com,"ns1.securegatewayaccess.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],extbasicpacman05.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],facebookcam.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],featuredmodels.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],flirtymania.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],fptls.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,"75.2.10.96, 99.83.173.21",,,,,,
[x],fptls.mmcdn.com,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,"99.83.173.21, 75.2.10.96",,,,,,
[x],fra.live.mmcdn.com,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],freesexyporn.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],ftp.4fuckr.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,,"2606:4700::6810:2dc4, 2606:4700::6810:29c4, 2606:4700::6810:2cc4, 2606:4700::6810:2bc4, 2606:4700::6810:2ac4",,,,,
[x],ftp.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],ftp10.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],gac-rds-external-readonly.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],gc2.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],gc3.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],gc4.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.93.42, 104.16.94.42","2606:4700::6810:5e2a, 2606:4700::6810:5d2a",,,,,
[x],gc5.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],getfiledata.asp.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],getvrporncom.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],gitlab.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],gitlab.securegatewayaccess.com,"ns1.securegatewayaccess.com, dns.cloudflare.com",NOERROR,,,,,v=spf1 ip4:206.225.164.0/22 ip4:209.188.13.0/24 ip4:64.38.255.0/24 ip4:207.5.72.0/24 ip4:209.188.23.32/27 a mx ?all,,,,
[x],go.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],gru.live.mmcdn.com,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,131.153.93.53,,,,,,
[x],guystricked.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],gws-uat.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],h-135-207-183-89.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],h-135-207-50-94.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],h10.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],h120.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40",,,,,,
[x],hairyerotica.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],hamakazetarou-com.backup62.www.lebonguidetesting.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],heab.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],help.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],hentimama.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],hi.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,"64.38.230.2, 162.159.8.207, 162.159.9.109","2400:cb00:2049:1::a29f:8cf, 2400:cb00:2049:1::a29f:96d","google-site-verification=AOJhgawKiOw0Wf1AlO8k5zb13x4XsnG4Z0DkKIl_Kn4, jp42514rz69ztspyl5lm00p1rcgcqn7j, v=spf1 include:_spf.google.com -all",,"aspmx2.googlemail.com, aspmx3.googlemail.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx.l.google.com","cns2.highwebmedia.com, cns1.highwebmedia.com","digicert.com; cansignhttpexchanges=yes, letsencrypt.org, pki.goog; cansignhttpexchanges=yes, comodoca.com"
[x],hktko1-edge-aet-001.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],host-134-205-121-19.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],host10.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],host120.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],host20.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],hotwifeplace.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],httprooming.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],i10.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,,"2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],i20.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],i30.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],i50.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],images.cdn.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.42.155, 104.16.45.155, 104.16.43.155, 104.16.46.155, 104.16.44.155","2606:4700::6810:2a9b, 2606:4700::6810:2d9b, 2606:4700::6810:2b9b, 2606:4700::6810:2e9b, 2606:4700::6810:2c9b",,,,,
[x],imap.livedudes.livedudes.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],imap.securegatewayaccess.com,"ns1.securegatewayaccess.com, dns.cloudflare.com",NOERROR,,,,,v=spf1 ip4:206.225.164.0/22 ip4:209.188.13.0/24 ip4:64.38.255.0/24 ip4:207.5.72.0/24 ip4:209.188.23.32/27 a mx ?all,,,,
[x],imap4.livedudes.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.44.196, 104.16.45.196, 104.16.41.196, 104.16.42.196, 104.16.43.196","2606:4700::6810:2bc4, 2606:4700::6810:2cc4, 2606:4700::6810:2dc4, 2606:4700::6810:29c4, 2606:4700::6810:2ac4",,,,,
[x],img.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],img.securegatewayaccess.com,"ns1.securegatewayaccess.com, dns.cloudflare.com",NOERROR,,,,,v=spf1 ip4:206.225.164.0/22 ip4:209.188.13.0/24 ip4:64.38.255.0/24 ip4:207.5.72.0/24 ip4:209.188.23.32/27 a mx ?all,,,,
[x],img10.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],inbound.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
