input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,cdn_name,cdn,csp_domains_,tls_expired,final_url,tls_self_signed,location,tls_emails_
email.dataverse.harvard.edu,,404,19,email.dataverse.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-15T12:35:34Z,2023-08-13T12:35:33Z,CN=mailgun.org,mailgun.org,,mailgun.org,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d521a95085a59a97913c11bc27ceecb7,f34f45dc01014dac33aa79d159daa5448bc85b3632d23b8e9182639d28097120,,ctls,email.dataverse.harvard.edu,443,https://email.dataverse.harvard.edu:443,https,,text/plain,GET,34.102.239.211,/,-138391155,34.102.239.211,,2,False,True,google,True,,,,,,
email.dce.harvard.edu,,404,20943,email.dce.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-26T03:14:48Z,2023-08-24T03:14:47Z,CN=email.dce.harvard.edu,email.dce.harvard.edu,,email.dce.harvard.edu,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,d2da167fec0e86a0f392fe16f2072268,880598e2d2b00b7cfab0175522fe3482a10023638b53bbd2f3e6ebc5a2cc41c5,,ctls,email.dce.harvard.edu,443,https://email.dce.harvard.edu:443,https,cloudflare,text/html,GET,199.60.103.227,/,1745491800,2606:2c40::c73c:671d,HubSpot CMS Hub,368,False,,,,,,,,,
email.extension.harvard.edu,,404,19,email.extension.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-15T12:35:34Z,2023-08-13T12:35:33Z,CN=mailgun.org,mailgun.org,,mailgun.org,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d521a95085a59a97913c11bc27ceecb7,f34f45dc01014dac33aa79d159daa5448bc85b3632d23b8e9182639d28097120,,ctls,email.extension.harvard.edu,443,https://email.extension.harvard.edu:443,https,,text/plain,GET,34.110.180.34,/,-138391155,34.110.180.34,,2,False,True,google,True,,,,,,
email.hbsp.harvard.edu,,200,101,email.hbsp.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-02T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.tracking.ethos09-prod-va7.ethos.adobe.net, O=Adobe Inc., L=San Jose, ST=California, C=US",*.tracking.ethos09-prod-va7.ethos.adobe.net,Adobe Inc.,*.tracking.ethos09-prod-va7.ethos.adobe.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,d6705a8e42e6b9e89d2bf006df2b8cdc,16d51436a9936369217313796863e09578ec83aedc3f9cdbc46e7d5329e39495,True,ctls,email.hbsp.harvard.edu,443,https://email.hbsp.harvard.edu:443,https,adobe,text/html,GET,52.184.251.130,/,-1840324437,52.184.251.130,,7,False,True,azure,True,,,,,,
email.med.harvard.edu,Outlook Web App,200,82842,email.med.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-04-26T00:00:00Z,2024-04-25T23:59:59Z,"CN=email.med.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",email.med.harvard.edu,President and Fellows of Harvard College,newemail.med.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,e277e34252bbad988db361a18f1a1138,bcb89177fa07ed896592ba2ca19efe1e279ca8abe29220db3076df6828780a6b,,ctls,email.med.harvard.edu,443,https://email.med.harvard.edu:443,https,Microsoft-IIS/8.5,text/html,GET,134.174.153.19,/,-960659590,134.174.153.19,Windows Server,1419,False,,,,,,https://email.med.harvard.edu/owa/auth/logon.aspx?url=https%3a%2f%2femail.med.harvard.edu%2fowa%2f&reason=0,,,
embed-qa.hz.lib.harvard.edu,MPS Embed,200,5424,embed-qa.hz.lib.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-11-18T23:59:59Z,"CN=embed-qa.lib.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",embed-qa.lib.harvard.edu,President and Fellows of Harvard College,embed-qa.lib.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,1e9251d24069c1ffe454dd72ede6e7a8,445f69a4f9413873a5c74445b9d9fb3ec1c6ce9e25e67b25db1bad77b90e26b8,,ctls,embed-qa.hz.lib.harvard.edu,443,https://embed-qa.hz.lib.harvard.edu:443,https,,text/html,GET,3.222.86.97,/,1853118130,54.85.0.101,Node.js,80,False,True,,,,,,,,
emr.fas.harvard.edu,"Committee on Ethnicity, Migration, Rights",200,34739,emr.fas.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-06T19:15:06Z,2023-08-04T19:15:05Z,CN=*.fas.harvard.edu,*.fas.harvard.edu,,*.fas.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,07345cff98264f83eb06c7d6b21daa97,9ec98474ccb607a80bb11533a19dace651534769130d0e2887c3581903a0c563,True,ctls,emr.fas.harvard.edu,443,https://emr.fas.harvard.edu:443,https,,text/html,GET,23.32.238.83,/,99243166,23.32.238.11,Red Hat Gluster,235,False,,,,,,,,,
ems.fas.harvard.edu,Not Found,404,315,ems.fas.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-08T00:00:00Z,2024-04-07T23:59:59Z,"CN=roombook.fas.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",roombook.fas.harvard.edu,President and Fellows of Harvard College,roombook.fas.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,3c5d1926ddaedbb881c98a59c8e4665c,c13b0ac1879ba9c943641fd01fbd8c8cb2ffbdc6eb3a7a0a389ec9a7ed39417d,,ctls,ems.fas.harvard.edu,443,https://ems.fas.harvard.edu:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,128.103.95.25,/,225052475,128.103.95.25,Microsoft HTTPAPI:2.0,7,False,True,,,,,,,,
ems.sph.harvard.edu,Access forbidden!,403,1126,ems.sph.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-16T00:00:00Z,2023-09-16T23:59:59Z,"CN=ems.sph.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",ems.sph.harvard.edu,President and Fellows of Harvard College,sph-ems.sph.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,d308c1ce5916b602daba48bfc42d8af7,2a513199ef74a9211bc05aff97f2fd83f245cd7aa7227873777ef910411c9c3b,,ctls,ems.sph.harvard.edu,443,https://ems.sph.harvard.edu:443,https,Apache,text/html,GET,149.126.77.86,/,-224160309,149.126.77.86,Imperva,43,False,,incapsula,True,,,,,,
endocrineunit.mgh.harvard.edu,Endocrine,200,29843,endocrineunit.mgh.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-21T00:00:00Z,2024-02-21T23:59:59Z,"CN=endocrineunit.mgh.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",endocrineunit.mgh.harvard.edu,President and Fellows of Harvard College,vm-csr-c14.partners.org,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,e5af7a239b2baade554438756a5530da,dbf766e1882c52f264048f9903cab15375c7fde4868b134d2dc5c4198282bf50,,ctls,endocrineunit.mgh.harvard.edu,443,https://endocrineunit.mgh.harvard.edu:443,https,nginx,text/html,GET,170.223.191.141,/,-516490489,170.223.191.141,Ruby on Rails,110,False,,,,,,https://endocrineunit.mgh.harvard.edu/login,,,
endpoint.hms.harvard.edu,Page not found | HMS IT,404,35409,it.hms.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-12T14:18:35Z,2023-08-10T14:18:34Z,CN=it.hms.harvard.edu,it.hms.harvard.edu,,it.hms.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e76a7be1138d0f0694fa1d4e25524469,ffd6a11065364e2456145cf8c44e15a330b380c96a6ccdbfbd67f7c82ec459b0,,ctls,it.hms.harvard.edu,443,https://endpoint.hms.harvard.edu:443,https,nginx,text/html,GET,134.174.149.198,/,114892370,134.174.149.198,ZURB Foundation,620,False,,,,,,https://it.hms.harvard.edu/our-services/computers-and-software/desktop-support,,,
endpoints.bwh.harvard.edu,My CMS,200,52793,endpoints.bwh.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-16T00:00:00Z,2024-05-15T23:59:59Z,"CN=*.bwh.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",*.bwh.harvard.edu,President and Fellows of Harvard College,*.bwh.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,fe8cba1816237917e6eb35b49e44e6f0,3dfc4781dbfce74d86e9355d74fc1f8753f63336e4910d4360341ac6aef605c1,True,ctls,endpoints.bwh.harvard.edu,443,https://endpoints.bwh.harvard.edu:443,https,Apache,text/html,GET,170.223.191.139,/,-1533868578,170.223.191.139,WordPress:6.2.2,297,False,,,,,,,,,
endymion.arp.harvard.edu,Welcome | Anderson Research Group,200,21104,www.arp.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-13T00:00:00Z,2024-01-13T23:59:59Z,"CN=www.arp.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",www.arp.harvard.edu,President and Fellows of Harvard College,www.arp.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,a72c693a63655ea3bad00def2662cde5,791c53ec330b4a161d2cc024d37c3f263afe23629bc13c0b433546486cf1475f,,ctls,www.arp.harvard.edu,443,https://endymion.arp.harvard.edu:443,https,Apache/2.4.37 (centos) OpenSSL/1.1.1k,text/html,GET,140.247.179.71,/,-855688948,140.247.179.71,PHP:7.2.24,315,False,,,,,,https://www.arp.harvard.edu/,,,
engage.gsas.harvard.edu,- Harvard Graduate School of Arts and Sciences,200,8299,engage.gsas.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-12T19:00:20Z,2023-08-10T19:00:19Z,CN=engage.gsas.harvard.edu,engage.gsas.harvard.edu,,engage.gsas.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8aa075998f8c5a5365b743073785b890,82193ce49eb322dc15851e941226581c6fbd48b6069b68ddc59b3372d2029cba,,ctls,engage.gsas.harvard.edu,443,https://engage.gsas.harvard.edu:443,https,,text/html,GET,40.70.147.21,/,755118655,40.70.147.21,Microsoft ASP.NET,73,False,,azure,True,,,,,,
engage.gsd.harvard.edu,- GSD Engage,200,8292,engage.gsd.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-28T22:00:28Z,2023-08-26T22:00:27Z,CN=engage.gsd.harvard.edu,engage.gsd.harvard.edu,,engage.gsd.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,82beed7a7d2e026ad8786ec6c1d7b610,a9cfb6cfd24056014b61830834c99b8aa869f4df09c319474d94aa2417863c3a,,ctls,engage.gsd.harvard.edu,443,https://engage.gsd.harvard.edu:443,https,,text/html,GET,40.70.147.21,/,755118655,40.70.147.21,Microsoft ASP.NET,73,False,,azure,True,,,,,,
engage.gse.harvard.edu,HGSE Development Office,200,76292,engage.gse.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-25T12:11:14Z,2023-07-24T12:11:13Z,CN=engage.gse.harvard.edu,engage.gse.harvard.edu,,www.engage.gse.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d614dab3e804db42f9cb568da8ba28ab,8688af42d4e95c43d84af57337032cc52ed3c095be7e12b13163f095622642a7,,ctls,engage.gse.harvard.edu,443,https://engage.gse.harvard.edu:443,https,openresty,text/html,GET,3.215.150.64,/,-1179026472,52.202.246.166,WordPress,994,False,,,,,,,,,
engage.hks.harvard.edu,- HKS Engage,200,8152,engage.hks.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-29T02:00:27Z,2023-08-27T02:00:26Z,CN=engage.hks.harvard.edu,engage.hks.harvard.edu,,engage.hks.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ff0f4bd7aa4c1c5a1667c9e71974e1f1,c17b4b78da11f1db08e4d37e22afc4b08d19c4e9b6b7286b57aeb185c028ee35,,ctls,engage.hks.harvard.edu,443,https://engage.hks.harvard.edu:443,https,,text/html,GET,40.70.147.21,/,755118655,40.70.147.21,Microsoft ASP.NET,73,False,,azure,True,,,,,,
engage.seas.harvard.edu,Office of Education Outreach & Community Programs | Harvard John A. Paulson School of Engineering and Applied Sciences,200,157698,seas.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-11T07:45:54Z,2023-09-09T07:45:53Z,CN=seas.harvard.edu,seas.harvard.edu,,www.seas.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8526cb8393b2a438ec308187a88f2531,f4fe0f053ebcdbe6e14015427e339f9c046ee7b86355a854d41f80e3cd0dce44,,ctls,seas.harvard.edu,443,https://engage.seas.harvard.edu:443,https,nginx,text/html,GET,54.172.197.41,/,346414862,54.172.197.41,Varnish,689,False,,,,,,https://seas.harvard.edu/office-education-outreach-community-programs,,,
engage.sph.harvard.edu,- Harvard Chan Engage,200,8207,engage.sph.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-13T00:00:26Z,2023-08-11T00:00:25Z,CN=engage.sph.harvard.edu,engage.sph.harvard.edu,,engage.sph.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,27239fae9eac08364569395041faf102,5a4429bc49acd78c388647d0e320fe495b6e01df27b560f756217e135851edef,,ctls,engage.sph.harvard.edu,443,https://engage.sph.harvard.edu:443,https,,text/html,GET,40.70.147.21,/,755118655,40.70.147.21,Microsoft ASP.NET,73,False,,azure,True,,,,,,
english.fas.harvard.edu,Department of English,200,102531,english.fas.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-06T19:15:06Z,2023-08-04T19:15:05Z,CN=*.fas.harvard.edu,*.fas.harvard.edu,,*.fas.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,07345cff98264f83eb06c7d6b21daa97,9ec98474ccb607a80bb11533a19dace651534769130d0e2887c3581903a0c563,True,ctls,english.fas.harvard.edu,443,https://english.fas.harvard.edu:443,https,,text/html,GET,2.16.238.28,/,752506844,2.16.238.19,Red Hat Gluster,1986,False,,,,,,,,,
enrollment-staging.vpal.harvard.edu,HarvardKey - Harvard University Authentication Service,200,23002,www.pin1.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-13T00:00:00Z,2023-09-13T23:59:59Z,"CN=hk20-key-auth.iam.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",hk20-key-auth.iam.harvard.edu,President and Fellows of Harvard College,www.pin1.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,3f63fcc5862e2a9dd4d7542171e1ea37,b508bb39e104348c89db50434ab75b8c2612830c2f562692eb86751850babe16,,ctls,www.pin1.harvard.edu,443,https://enrollment-staging.vpal.harvard.edu:443,https,Apereo CAS,text/html,GET,52.23.112.231,/,1585328795,54.235.111.27,HSTS,357,False,,,,,,https://www.pin1.harvard.edu/cas/login?service=https%3A%2F%2Fenrollment-staging.vpal.harvard.edu%2Flogin,,,
enrollment.vpal.harvard.edu,HarvardKey - Harvard University Authentication Service,200,23262,www.pin1.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-13T00:00:00Z,2023-09-13T23:59:59Z,"CN=hk20-key-auth.iam.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",hk20-key-auth.iam.harvard.edu,President and Fellows of Harvard College,www.pin1.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,3f63fcc5862e2a9dd4d7542171e1ea37,b508bb39e104348c89db50434ab75b8c2612830c2f562692eb86751850babe16,,ctls,www.pin1.harvard.edu,443,https://enrollment.vpal.harvard.edu:443,https,Apereo CAS,text/html,GET,34.227.153.194,/,1585328795,52.54.193.45,HSTS,357,False,,,,,,https://www.pin1.harvard.edu/cas/login?service=https%3A%2F%2Fenrollment.vpal.harvard.edu%2Flogin,,,
ensur.cbar.harvard.edu,ensur 4.4 SP1 Rel4,200,18681,ensur.cbar.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-04T00:00:00Z,2023-08-04T23:59:59Z,"CN=ensur.cbar.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",ensur.cbar.harvard.edu,President and Fellows of Harvard College,ensur.cbar.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,7e09f0e4ef96ae50344ea869702141ca,80dd852a45117d2d08032a527272eeadf33cbfbb7d200c956898b8dd814d1ae1,,ctls,ensur.cbar.harvard.edu,443,https://ensur.cbar.harvard.edu:443,https,Microsoft-IIS/10.0,text/html,GET,34.198.226.58,/,1631801191,34.198.226.58,Windows Server,345,False,,,,,,https://ensur.cbar.harvard.edu/ensur/Login.aspx,,,
enterprise.hbsp.harvard.edu,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,,80,http://enterprise.hbsp.harvard.edu:80,http,CloudFront,text/html,GET,18.66.97.54,/,348408086,18.66.97.7,Amazon Web Services,20,False,,cloudfront,True,,,,,,
enterpriseenrollment.childrens.harvard.edu,Microsoft Intune admin center,200,40907,intune.microsoft.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-20T00:03:25Z,2024-04-14T00:03:25Z,"CN=intune.microsoft.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",intune.microsoft.com,Microsoft Corporation,intune.microsoft.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,fbe882ad9daeb5df0f0d14db966ea3c8,d5bab55b00d08eec6b9981deee10c77d19ccdd091bfd836e38b6bc95a281a90d,,ctls,intune.microsoft.com,443,https://enterpriseenrollment.childrens.harvard.edu:443,https,,text/html,GET,13.74.111.192,/,1631801191,13.74.111.192,HSTS,4,False,,azure,True,,,https://intune.microsoft.com/,,,
enterpriseenrollment.dfci.harvard.edu,Microsoft Intune admin center,200,40907,intune.microsoft.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-20T00:03:25Z,2024-04-14T00:03:25Z,"CN=intune.microsoft.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",intune.microsoft.com,Microsoft Corporation,intune.microsoft.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,fbe882ad9daeb5df0f0d14db966ea3c8,d5bab55b00d08eec6b9981deee10c77d19ccdd091bfd836e38b6bc95a281a90d,,ctls,intune.microsoft.com,443,https://enterpriseenrollment.dfci.harvard.edu:443,https,,text/html,GET,13.74.111.192,/,1631801191,13.74.111.192,HSTS,4,False,,azure,True,,,https://intune.microsoft.com/,,,
enterpriseenrollment.hmc.harvard.edu,Microsoft Intune admin center,200,40907,intune.microsoft.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-20T00:03:25Z,2024-04-14T00:03:25Z,"CN=intune.microsoft.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",intune.microsoft.com,Microsoft Corporation,intune.microsoft.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,fbe882ad9daeb5df0f0d14db966ea3c8,d5bab55b00d08eec6b9981deee10c77d19ccdd091bfd836e38b6bc95a281a90d,,ctls,intune.microsoft.com,443,https://enterpriseenrollment.hmc.harvard.edu:443,https,,text/html,GET,13.74.111.192,/,1631801191,13.74.111.192,HSTS,4,False,,azure,True,,,https://intune.microsoft.com/,,,
enterpriseenrollment.itatti.harvard.edu,Microsoft Intune admin center,200,40907,intune.microsoft.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-20T00:03:25Z,2024-04-14T00:03:25Z,"CN=intune.microsoft.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",intune.microsoft.com,Microsoft Corporation,intune.microsoft.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,fbe882ad9daeb5df0f0d14db966ea3c8,d5bab55b00d08eec6b9981deee10c77d19ccdd091bfd836e38b6bc95a281a90d,,ctls,intune.microsoft.com,443,https://enterpriseenrollment.itatti.harvard.edu:443,https,,text/html,GET,52.236.189.96,/,1631801191,52.236.189.96,HSTS,4,False,,azure,True,,,https://intune.microsoft.com/,,,
enterpriseenrollment.rmf.harvard.edu,Microsoft Intune admin center,200,40907,intune.microsoft.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-20T00:03:25Z,2024-04-14T00:03:25Z,"CN=intune.microsoft.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",intune.microsoft.com,Microsoft Corporation,intune.microsoft.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,fbe882ad9daeb5df0f0d14db966ea3c8,d5bab55b00d08eec6b9981deee10c77d19ccdd091bfd836e38b6bc95a281a90d,,ctls,intune.microsoft.com,443,https://enterpriseenrollment.rmf.harvard.edu:443,https,,text/html,GET,13.74.111.192,/,1631801191,13.74.111.192,HSTS,4,False,,azure,True,,,https://intune.microsoft.com/,,,
enterpriseregistration.childrens.harvard.edu,Service,404,1565,enterpriseregistration.childrens.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-17T10:06:53Z,2024-05-11T10:06:53Z,"CN=*.enterpriseregistration.windows.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.enterpriseregistration.windows.net,Microsoft Corporation,enterpriseregistration.windows.net,"CN=Microsoft Azure TLS Issuing CA 01, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 01,Microsoft Corporation,9c63f59aa24f3f22874d7ea3998b82bd,894d8730e2e4c7c06b0d207438c8957cbd4aaae151221772f9a4db78085bdfc6,True,ctls,enterpriseregistration.childrens.harvard.edu,443,https://enterpriseregistration.childrens.harvard.edu:443,https,,text/html,GET,20.190.137.40,/,-2070773535,20.190.137.40,HSTS,14,False,True,azure,True,,,,,,
enterpriseregistration.itatti.harvard.edu,Service,404,1565,enterpriseregistration.itatti.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-17T10:06:53Z,2024-05-11T10:06:53Z,"CN=*.enterpriseregistration.windows.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.enterpriseregistration.windows.net,Microsoft Corporation,enterpriseregistration.windows.net,"CN=Microsoft Azure TLS Issuing CA 01, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 01,Microsoft Corporation,9c63f59aa24f3f22874d7ea3998b82bd,894d8730e2e4c7c06b0d207438c8957cbd4aaae151221772f9a4db78085bdfc6,True,ctls,enterpriseregistration.itatti.harvard.edu,443,https://enterpriseregistration.itatti.harvard.edu:443,https,,text/html,GET,20.190.137.40,/,-2070773535,20.190.137.40,HSTS,14,False,True,azure,True,,,,,,
entrepreneurship.gse.harvard.edu,Education Entrepreneurship at HGSE,200,30345,entrepreneurship.gse.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-06T17:40:38Z,2023-08-04T17:40:37Z,CN=*.gse.harvard.edu,*.gse.harvard.edu,,*.gse.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f1c703d66960bc6c5239152ad9164792,ac230c4fe86d082d1eb18b1cd3febd843676e3d6b668408a8f54747d800e2fef,True,ctls,entrepreneurship.gse.harvard.edu,443,https://entrepreneurship.gse.harvard.edu:443,https,,text/html,GET,2.16.238.19,/,1659262212,2.16.238.28,Red Hat Gluster,220,False,,,,,,,,,
environment.harvard.edu,Harvard University Center for the Environment,200,242307,environment.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-02T21:29:06Z,2023-08-31T21:29:05Z,CN=environment.harvard.edu,environment.harvard.edu,,environment.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,80e7a6cbf7ee0620b5f4410ab39498d0,ca4ef7901285fce98644314a5ac1af4dea8ed0cde7bd4c4fe2c311cb187f1797,,ctls,environment.harvard.edu,443,https://environment.harvard.edu:443,https,,text/html,GET,2.16.202.122,/,1516678486,95.101.54.209,Red Hat Gluster,3395,False,,,,,,,,,
environment.law.harvard.edu,Environmental Law and Policy - Harvard Law School | Harvard Law School,200,600357,hls.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-15T00:56:30Z,2023-09-13T00:56:29Z,CN=environment.law.harvard.edu,environment.law.harvard.edu,,today.law.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8ef74369c8e1c4d2546d076531e786cc,653b9d8d2311a62b5be6cc8b3ee5c423048f08f9998bb905b33777d8116831b4,,ctls,hls.harvard.edu,443,https://environment.law.harvard.edu:443,https,nginx,text/html,GET,23.185.0.4,/,2025952754,2620:12a:8001::4,Yoast SEO:19.3,2643,False,,,,,,https://hls.harvard.edu/areas-of-interest/environmental-law-policy/,,,
