input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tls_expired,tech_,cdn_name,cdn,final_url,csp_domains_,tls_wildcard_certificate
developer.api.us2.walmart.com,,403,39,developer.api.us2.walmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-20T18:27:20Z,2024-08-20T18:27:19Z,"CN=cf-prod2.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",cf-prod2.walmart.com,Walmart Inc.,comunidadspark.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,1c14d75ce99c8861304471c9d00fd941,5e326ac41814c435edc5f642f13c64a0a9239ac5e4cb1635ce43de5802e0fd86,ctls,developer.api.us2.walmart.com,443,https://developer.api.us2.walmart.com:443,https,cloudflare,text/plain,GET,104.18.37.104,/,145465429,172.64.150.152,1,False,,Cloudflare Bot Management,cloudflare,True,,,
developer.us.walmart.com,,403,39,developer.us.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-11-23T21:10:16Z,2023-12-25T21:10:15Z,"CN=ak-prod2.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",ak-prod2.walmart.com,Walmart Inc.,abss.supplier.wal-mart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,1c6fbcf30b95e8e36edfed4ebeb0859a,4f0ad27b92eae041023b452576fdd85b58457667a4e9e08ee39d3fd06d98880e,ctls,developer.us.walmart.com,443,https://developer.us.walmart.com:443,https,,text/plain,GET,23.197.143.83,/,145465429,23.197.143.83,1,False,,Akamai,,,,,
developer.walmart.com,Developer Portal – Walmart Developer Portal,200,89671,developer.walmart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-17T21:19:23Z,2024-06-17T21:19:22Z,"CN=prod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",prod.walmart.com,Walmart Inc.,img.affil.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0face3d86f6b0804327dfbb0481404a0,4caa9ba4509fcc7a579a6601bbfcfc2c92728d3ec45a55603b4ec27917ac6a31,ctls,developer.walmart.com,443,https://developer.walmart.com:443,https,,text/html,GET,23.197.132.23,/,1198047028,23.197.132.23,431,False,,wpBakery,,,,,
dfw-search-stg0.mobile.walmart.com,Error,503,175,dfw-search-stg0.mobile.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-05-16T00:00:00Z,2024-05-15T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaihd-staging.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1698995d9038e8e48e56122247ea04c1,22723fe90c8cb62a43cc528408564613075e76acf7ff45e9542c7ce77c6db372,ctls,dfw-search-stg0.mobile.walmart.com,443,https://dfw-search-stg0.mobile.walmart.com:443,https,AkamaiGHost,text/html,GET,2.16.186.32,/,-728051903,2.16.186.34,5,False,,,,,,,True
dfw-search-stg1.mobile.walmart.com,Error,503,175,dfw-search-stg1.mobile.walmart.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,,2022-10-26T14:14:50Z,2023-11-27T14:14:49Z,"CN=mobile.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",mobile.walmart.com,Walmart Inc.,dfw-search-stg2.mobile.walmart.com,"CN=GlobalSign ECC OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign ECC OV SSL CA 2018,GlobalSign nv-sa,f68fe77128f89ed81dbbcf3c467838b3,bdd3e5144b5f47a1e36efafdaf6274d1c1cc5e81fb06b770cd0c1d336fa31d07,ctls,dfw-search-stg1.mobile.walmart.com,443,https://dfw-search-stg1.mobile.walmart.com:443,https,AkamaiGHost,text/html,GET,23.197.133.135,/,-2133820422,23.197.133.135,5,False,,,,,,,
dfw-search-stg2.mobile.walmart.com,Error,503,176,dfw-search-stg2.mobile.walmart.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,,2022-10-26T14:14:50Z,2023-11-27T14:14:49Z,"CN=mobile.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",mobile.walmart.com,Walmart Inc.,dfw-search-stg2.mobile.walmart.com,"CN=GlobalSign ECC OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign ECC OV SSL CA 2018,GlobalSign nv-sa,f68fe77128f89ed81dbbcf3c467838b3,bdd3e5144b5f47a1e36efafdaf6274d1c1cc5e81fb06b770cd0c1d336fa31d07,ctls,dfw-search-stg2.mobile.walmart.com,443,https://dfw-search-stg2.mobile.walmart.com:443,https,AkamaiGHost,text/html,GET,104.122.36.245,/,-1996720487,104.122.36.245,5,False,,,,,,,
digitaltoolboxwidget.qa.walmart.com,Error: 521,521,188,digitaltoolboxwidget.qa.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-06T08:21:09Z,2024-07-07T08:21:08Z,"CN=ak-nonprod3.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",ak-nonprod3.walmart.com,Walmart Inc.,seller.stg.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,bbbc157f202ddf53663648321bece33f,877a6b838d10da9f5f0b4c7d1b219f74f6955b8e684c198fb3514a945175136a,ctls,digitaltoolboxwidget.qa.walmart.com,80,http://digitaltoolboxwidget.qa.walmart.com:80,http,,text/html,GET,2.23.209.137,/,675039601,2.23.209.178,2,False,,,,,https://digitaltoolboxwidget.qa.walmart.com/,,
donations-stage.walmart.com,GDMS,200,636,donations-stage.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-10-03T17:39:14Z,2023-11-04T17:39:13Z,"CN=ak-nonprod2.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",ak-nonprod2.walmart.com,Walmart Inc.,stage.walmarthealth.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,3465d0d56c14df6bb948e171830b524a,0d951c09e3e05b57612ce1e4b51c0283defe1fb06a913dfa27a38d3cd6206212,ctls,donations-stage.walmart.com,80,http://donations-stage.walmart.com:80,http,,text/html,GET,23.197.137.149,/,1540405423,23.197.137.149,2,False,,Envoy,,,https://donations-stage.walmart.com/,,
donations.walmart.com,GDMS,200,636,donations.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-20T18:26:36Z,2024-08-20T18:26:35Z,"CN=fa-prod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",fa-prod.walmart.com,Walmart Inc.,api.feedbackally.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,6d5378bd6fcd4222699c53974d45c4b0,033fad5ac4a7584ed1f51124c077ea9bb59ff4dfed4f8bc1cfef89e4caf2f94e,ctls,donations.walmart.com,443,https://donations.walmart.com:443,https,,text/html,GET,151.101.2.132,/,-437783953,151.101.194.132,2,False,,Varnish,fastly,True,,,
drfdisvc.walmart.com,,400,11,drfdisvc.walmart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-06-22T16:23:45Z,2024-07-23T16:23:44Z,"CN=drfdisvc.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",drfdisvc.walmart.com,Walmart Inc.,drfdisvc.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,90ab2e9c4aef6efd012474c40c44a4eb,e54dfe74973156ad499d4e08b297e811c8a90a40a79cdd60342b8754eade4b90,ctls,drfdisvc.walmart.com,443,https://drfdisvc.walmart.com:443,https,Apache,text/html,GET,91.235.132.245,/,-1840324437,91.235.132.245,1,False,,HSTS,,,,,
drive4spark.walmart.com,Spark Driver,200,15871,drive4spark.walmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-16T09:11:40Z,2024-07-17T09:11:39Z,"CN=ak-prod3.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",ak-prod3.walmart.com,Walmart Inc.,et.prod.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,26963ac783645ac212751e642756af0e,812b502b0d3bf683f6f45e10b69e251ee6156801c9f5f10bd5375b7dfb376a88,ctls,drive4spark.walmart.com,443,https://drive4spark.walmart.com:443,https,,text/html,GET,2.23.209.175,/,397286227,2.23.209.161,2,False,,Envoy,,,,,
dx.walmart.com,,200,1447373,dx.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-20T18:26:36Z,2024-08-20T18:26:35Z,"CN=fa-prod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",fa-prod.walmart.com,Walmart Inc.,api.feedbackally.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,6d5378bd6fcd4222699c53974d45c4b0,033fad5ac4a7584ed1f51124c077ea9bb59ff4dfed4f8bc1cfef89e4caf2f94e,ctls,dx.walmart.com,443,https://dx.walmart.com:443,https,,text/html,GET,146.75.118.132,/,-1131125190,146.75.118.132,2,False,,webpack,fastly,True,,,
eclosing-api-stage.walmart.com,Walmart eClosing,200,1767,eclosing-stage.walmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-12T17:12:29Z,2024-08-12T17:12:28Z,"CN=cf-nonprod2.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",cf-nonprod2.walmart.com,Walmart Inc.,consulta.giftcard.qa.centroamerica.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c04d221c7b42acc5655c7d4ff6a7af3f,5bda5435e0bc4b9e5c8dccbf83d7c0873b485d10b9aa6c8190d12abda4cd5807,ctls,eclosing-stage.walmart.com,443,https://eclosing-api-stage.walmart.com:443,https,cloudflare,text/html,GET,172.64.150.152,/,-2109522941,104.18.37.104,2,False,,Envoy,cloudflare,True,https://eclosing-stage.walmart.com/,,
eclosing-stage.walmart.com,Walmart eClosing,200,1767,eclosing-stage.walmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-12T17:12:29Z,2024-08-12T17:12:28Z,"CN=cf-nonprod2.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",cf-nonprod2.walmart.com,Walmart Inc.,consulta.giftcard.qa.centroamerica.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c04d221c7b42acc5655c7d4ff6a7af3f,5bda5435e0bc4b9e5c8dccbf83d7c0873b485d10b9aa6c8190d12abda4cd5807,ctls,eclosing-stage.walmart.com,443,https://eclosing-stage.walmart.com:443,https,cloudflare,text/html,GET,104.18.37.104,/,-586447746,172.64.150.152,2,False,,Envoy,cloudflare,True,,,
eclosingcloud-stage.walmart.com,Origin DNS error | eclosingcloud-stage.walmart.com | Cloudflare,530,6242,eclosingcloud-stage.walmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-19T19:55:34Z,2024-07-20T19:55:33Z,"CN=cf-nonprod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",cf-nonprod.walmart.com,Walmart Inc.,external.etc.stage.bopgta.us.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c09c289f92ac2feef992179c3a767bc4,6fb0c76339cb0ebdc82c0fb978ce03b3a41b1f40663cb1c3a58f4210349006d2,ctls,eclosingcloud-stage.walmart.com,443,https://eclosingcloud-stage.walmart.com:443,https,cloudflare,text/html,GET,104.18.36.77,/,1349904604,172.64.151.179,92,False,,Cloudflare,cloudflare,True,,,
edu-stage.walmart.com,EDU,200,7657,edu-stage.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-06T08:21:09Z,2024-07-07T08:21:08Z,"CN=ak-nonprod3.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",ak-nonprod3.walmart.com,Walmart Inc.,seller.stg.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,bbbc157f202ddf53663648321bece33f,877a6b838d10da9f5f0b4c7d1b219f74f6955b8e684c198fb3514a945175136a,ctls,edu-stage.walmart.com,443,https://edu-stage.walmart.com:443,https,,text/html,GET,2.23.209.178,/,155620206,2.23.209.137,1,False,,React,,,,,
egiftcards.centroamerica.walmart.com,Walmart - EGiftcards,200,1281,egiftcards.centroamerica.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-20T18:26:36Z,2024-08-20T18:26:35Z,"CN=fa-prod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",fa-prod.walmart.com,Walmart Inc.,api.feedbackally.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,6d5378bd6fcd4222699c53974d45c4b0,033fad5ac4a7584ed1f51124c077ea9bb59ff4dfed4f8bc1cfef89e4caf2f94e,ctls,egiftcards.centroamerica.walmart.com,443,https://egiftcards.centroamerica.walmart.com:443,https,,text/html,GET,151.101.2.132,/,463608143,151.101.194.132,2,False,,Varnish,fastly,True,,,
egiftcards.qa.centroamerica.walmart.com,Walmart - EGiftcards,200,1281,egiftcards.qa.centroamerica.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-12T17:12:58Z,2024-08-12T17:12:57Z,"CN=fa-nonprod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",fa-nonprod.walmart.com,Walmart Inc.,edu-stage.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,3e99c24712e50be347a5aacaf1070bfa,80d9a38863f3ccc30d64a6854371b7a7898d2e99adef380087d8307fa49992bc,ctls,egiftcards.qa.centroamerica.walmart.com,443,https://egiftcards.qa.centroamerica.walmart.com:443,https,,text/html,GET,151.101.2.132,/,-947893241,151.101.194.132,2,False,,Varnish,fastly,True,,,
egiftcorp.walmart.com,walmart.com,403,582,egiftcorp.walmart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-30T17:45:05Z,2023-11-01T17:45:04Z,"CN=egiftcorp.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",egiftcorp.walmart.com,Walmart Inc.,egiftcorp.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,769a88dcd29575b1c8e0c0fb3251a873,ddd2dbffaad56ee33ca2c2d67d21a77416197e1ec67e4ec6d400e6ad65c81cff,ctls,egiftcorp.walmart.com,80,http://egiftcorp.walmart.com:80,http,nginx,text/html,GET,44.232.37.53,/,307613925,54.71.243.27,2,False,,Nginx,,,https://egiftcorp.walmart.com/,,
entertainment.walmart.com,Invalid URL,400,208,entertainment.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-03-02T18:32:20Z,2024-04-02T18:32:19Z,"CN=www.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",www.walmart.com,Walmart Inc.,walmart.com,"CN=GlobalSign ECC OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign ECC OV SSL CA 2018,GlobalSign nv-sa,2d3680c6dcc7e5be90c4f983c7e585de,345494c2c039706df849df11e108619f0ea1597c85643f27cc060c0891ebfb0f,ctls,entertainment.walmart.com,443,https://entertainment.walmart.com:443,https,AkamaiGHost,text/html,GET,2.23.197.185,/,1759428165,2.23.197.185,8,False,,,,,,,
entry.survey.walmart.com,Survey,200,43635,www.entry.survey.walmart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-27T17:11:43Z,2024-04-27T17:11:42Z,"CN=survey.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",survey.walmart.com,Walmart Inc.,www.entry.survey.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,809e56dd912d6616a221e1f58693ddd4,780a32e0a5c94c70575c6b50ff8910353e4bb6b1eb441fff613d26dadd69c82c,ctls,www.entry.survey.walmart.com,443,https://entry.survey.walmart.com:443,https,,text/html,GET,199.102.178.208,/,-160425702,199.102.178.208,131,False,,,,,https://www.entry.survey.walmart.com/?walmartsweepstakes,,
es.foundation.walmart.com,,404,,es.foundation.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-11-21T15:42:53Z,2023-12-23T15:42:52Z,"CN=cdn.corporate.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",cdn.corporate.walmart.com,Walmart Inc.,walmartcentroamerica.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,804651461c652bab3d438ea5c01b4d94,f62bbe71d6e2492a4cbefa420da15793242891dcd4369aefb0823d0d37045ac7,ctls,es.foundation.walmart.com,443,https://es.foundation.walmart.com:443,https,Apache-Coyote/1.1,,GET,50.57.214.177,/,-1884591228,50.57.214.177,1,False,,Java,,,,,
es.news.walmart.com,,404,,es.news.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-11-21T15:42:53Z,2023-12-23T15:42:52Z,"CN=cdn.corporate.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",cdn.corporate.walmart.com,Walmart Inc.,walmartcentroamerica.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,804651461c652bab3d438ea5c01b4d94,f62bbe71d6e2492a4cbefa420da15793242891dcd4369aefb0823d0d37045ac7,ctls,es.news.walmart.com,443,https://es.news.walmart.com:443,https,Apache-Coyote/1.1,,GET,50.57.214.177,/,-1884591228,50.57.214.177,1,False,,Java,,,,,
es.stock.walmart.com,,404,,es.stock.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-11-21T15:42:53Z,2023-12-23T15:42:52Z,"CN=cdn.corporate.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",cdn.corporate.walmart.com,Walmart Inc.,walmartcentroamerica.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,804651461c652bab3d438ea5c01b4d94,f62bbe71d6e2492a4cbefa420da15793242891dcd4369aefb0823d0d37045ac7,ctls,es.stock.walmart.com,443,https://es.stock.walmart.com:443,https,Apache-Coyote/1.1,,GET,50.57.214.177,/,-1884591228,50.57.214.177,1,False,,Java,,,,,
et.prod.walmart.com,Error,404,134,et.prod.walmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-20T18:27:20Z,2024-08-20T18:27:19Z,"CN=cf-prod2.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",cf-prod2.walmart.com,Walmart Inc.,comunidadspark.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,1c14d75ce99c8861304471c9d00fd941,5e326ac41814c435edc5f642f13c64a0a9239ac5e4cb1635ce43de5802e0fd86,ctls,et.prod.walmart.com,443,https://et.prod.walmart.com:443,https,cloudflare,text/html,GET,172.64.150.152,/,516648597,104.18.37.104,7,False,,Envoy,cloudflare,True,,,
et.stg.walmart.com,Request Rejected,444,381,et.stg.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-06T08:21:09Z,2024-07-07T08:21:08Z,"CN=ak-nonprod3.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",ak-nonprod3.walmart.com,Walmart Inc.,seller.stg.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,bbbc157f202ddf53663648321bece33f,877a6b838d10da9f5f0b4c7d1b219f74f6955b8e684c198fb3514a945175136a,ctls,et.stg.walmart.com,443,https://et.stg.walmart.com:443,https,,,GET,2.23.209.178,/,292484651,2.23.209.137,12,False,,,,,,,
experience.walmart.com,Make it with Walmart,200,977176,experience.walmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-16T09:11:40Z,2024-07-17T09:11:39Z,"CN=ak-prod3.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",ak-prod3.walmart.com,Walmart Inc.,et.prod.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,26963ac783645ac212751e642756af0e,812b502b0d3bf683f6f45e10b69e251ee6156801c9f5f10bd5375b7dfb376a88,ctls,experience.walmart.com,443,https://experience.walmart.com:443,https,,text/html,GET,2.23.209.161,/,79735674,2.23.209.175,17,False,,Contentful,,,,,
feedbackally.stage.walmart.com,Feedback,200,2153,feedbackally.stage.walmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-19T19:55:34Z,2024-07-20T19:55:33Z,"CN=cf-nonprod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",cf-nonprod.walmart.com,Walmart Inc.,external.etc.stage.bopgta.us.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c09c289f92ac2feef992179c3a767bc4,6fb0c76339cb0ebdc82c0fb978ce03b3a41b1f40663cb1c3a58f4210349006d2,ctls,feedbackally.stage.walmart.com,443,https://feedbackally.stage.walmart.com:443,https,cloudflare,text/html,GET,104.18.37.104,/,-711967846,172.64.150.152,2,False,,Envoy,cloudflare,True,,,
flowers.walmart.com,,403,111,flowers.walmart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-27T07:13:23Z,2024-03-14T07:13:23Z,"CN=www.ftd.com, O=FTD\, LLC, L=Downers Grove, ST=Illinois, C=US",www.ftd.com,"FTD, LLC",ftd.ca,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",112aa7c6d923c8052131b70664edd7f9,b7af99652d169fba824abc4d94454a7abd15dec83e3e1bea2db352e873594eed,ctls,flowers.walmart.com,443,https://flowers.walmart.com:443,https,UploadServer,application/xml,GET,34.117.236.218,/,1343071695,34.117.236.218,1,False,,HTTP/3,google,True,,,
foundation.walmart.com,Walmart.org,200,89880,foundation.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-11-21T15:42:53Z,2023-12-23T15:42:52Z,"CN=cdn.corporate.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",cdn.corporate.walmart.com,Walmart Inc.,walmartcentroamerica.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,804651461c652bab3d438ea5c01b4d94,f62bbe71d6e2492a4cbefa420da15793242891dcd4369aefb0823d0d37045ac7,ctls,foundation.walmart.com,443,https://foundation.walmart.com:443,https,Apache-Coyote/1.1,text/html,GET,198.61.150.30,/,-948004958,198.61.150.30,2006,False,,Varnish,,,,,
fuel.walmart.com,Origin DNS error | fuel.walmart.com | Cloudflare,530,6197,,,,,,,,,,,,,,,,,,,,80,http://fuel.walmart.com:80,http,cloudflare,text/html,GET,104.18.36.77,/,-580990369,172.64.151.179,92,False,,Cloudflare,cloudflare,True,,,
fundacion.walmart.com,,404,,fundacion.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-11-21T15:42:53Z,2023-12-23T15:42:52Z,"CN=cdn.corporate.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",cdn.corporate.walmart.com,Walmart Inc.,walmartcentroamerica.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,804651461c652bab3d438ea5c01b4d94,f62bbe71d6e2492a4cbefa420da15793242891dcd4369aefb0823d0d37045ac7,ctls,fundacion.walmart.com,443,https://fundacion.walmart.com:443,https,Apache-Coyote/1.1,,GET,50.57.214.177,/,-1884591228,50.57.214.177,1,False,,Java,,,,,
gaming.walmart.com,Error,503,176,gaming.walmart.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-01T20:16:09Z,2024-03-04T20:16:08Z,"CN=ak-prod.walmart.com, O=Walmart Inc., L=Bentonville, ST=Arkansas, C=US",ak-prod.walmart.com,Walmart Inc.,a.polymorph.walmart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,8239b4d69d71ea6b5146890509b174c3,43dc0b84006a61a93dbda1543ae765ade4230ecbcede24fbdf31f626b52b2dab,ctls,gaming.walmart.com,443,https://gaming.walmart.com:443,https,AkamaiGHost,text/html,GET,104.79.24.216,/,346525719,104.79.24.216,5,False,,,,,,,
