input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_expired,webserver,final_url,csp_domains_,tls_wildcard_certificate,tls_mismatched,tls_self_signed
callistaonline-poc.idmqat.monash.edu,Sign in to your account,200,41301,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,ctls,login.microsoftonline.com,azure,443,https://callistaonline-poc.idmqat.monash.edu:443,https,text/html,GET,13.70.151.195,/,669841825,13.70.151.195,HSTS,95,False,True,,,https://login.microsoftonline.com/6f5e89b0-25f9-4350-88aa-f398e5567ec9/oauth2/authorize?response_type=code&client_id=97ddd604-3769-4bc3-b5d7-b094e0c0ee4c&scope=openid&nonce=554c636a-8e82-4d8b-b020-509a35cbe9a0&redirect_uri=https%3a%2f%2fcallistaonline-poc.idmqat.monash.edu%2f&state=AppProxyState%3a%7b%22InvalidTokenRetry%22%3anull%2c%22IsMsofba%22%3afalse%2c%22OriginalRawUrl%22%3a%22https%3a%5c%2f%5c%2fcallistaonline-poc.idmqat.monash.edu%5c%2f%22%2c%22RequestProfileId%22%3anull%2c%22SessionId%22%3a%22b9f558bf-638b-4e0d-9483-54563d0fed2e%22%7d%23EndOfStateParam%23&client-request-id=b9f558bf-638b-4e0d-9483-54563d0fed2e,,,,
callistaonline-poc.ocio.monash.edu,,404,,callistaonline-poc.ocio.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-25T04:08:40Z,2024-06-19T04:08:40Z,"CN=*.msappproxy.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.msappproxy.net,Microsoft Corporation,*.updater.msappproxy.net,"CN=Microsoft Azure TLS Issuing CA 01, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 01,Microsoft Corporation,0cacaf3b50307ce43460fa07efac64d4,51ffa996b0cebf0a0803fdcd1ef1009bd6f9ec905b5caa079be21ab2a969aa54,ctls,callistaonline-poc.ocio.monash.edu,,443,https://callistaonline-poc.ocio.monash.edu:443,https,,GET,20.211.10.104,/,-1840324437,20.211.10.104,,1,False,,,,,,True,True,
callistaonline-qat.connect.monash.edu,Sign in to your account,200,41326,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,ctls,login.microsoftonline.com,,443,https://callistaonline-qat.connect.monash.edu:443,https,text/html,GET,20.211.10.104,/,-417616244,20.211.10.104,HSTS,95,False,,,,https://login.microsoftonline.com/ef7a487a-77ca-410a-803d-e426b62a587f/oauth2/authorize?response_type=code&client_id=e7658649-96bc-4f48-9127-570937772b09&scope=openid&nonce=d3f6f8eb-04bd-42e4-aad1-65835652501c&redirect_uri=https%3a%2f%2fcallistaonline-qat.connect.monash.edu%2f&state=AppProxyState%3a%7b%22InvalidTokenRetry%22%3anull%2c%22IsMsofba%22%3afalse%2c%22OriginalRawUrl%22%3a%22https%3a%5c%2f%5c%2fcallistaonline-qat.connect.monash.edu%5c%2f%22%2c%22RequestProfileId%22%3anull%2c%22SessionId%22%3a%2279b90186-5906-449c-a5c0-033eadb70625%22%7d%23EndOfStateParam%23&client-request-id=79b90186-5906-449c-a5c0-033eadb70625,,,,
callistaonline-rel.connect.monash.edu,Sign in to your account,200,41282,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,ctls,login.microsoftonline.com,azure,443,https://callistaonline-rel.connect.monash.edu:443,https,text/html,GET,13.70.151.195,/,1390194775,13.70.151.195,HSTS,95,False,True,,,https://login.microsoftonline.com/ef7a487a-77ca-410a-803d-e426b62a587f/oauth2/authorize?response_type=code&client_id=290a9ce6-0ef8-4512-8ba4-b05f2db489e4&scope=openid&nonce=ee431d2b-a132-4728-9261-e7d4d599eed7&redirect_uri=https%3a%2f%2fcallistaonline-rel.connect.monash.edu%2f&state=AppProxyState%3a%7b%22InvalidTokenRetry%22%3anull%2c%22IsMsofba%22%3afalse%2c%22OriginalRawUrl%22%3a%22https%3a%5c%2f%5c%2fcallistaonline-rel.connect.monash.edu%5c%2f%22%2c%22RequestProfileId%22%3anull%2c%22SessionId%22%3a%224b16282e-671f-4ce3-bcef-be4ef7865707%22%7d%23EndOfStateParam%23&client-request-id=4b16282e-671f-4ce3-bcef-be4ef7865707,,,,
callistaonline.connect.monash.edu,Sign in to your account,200,41201,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,ctls,login.microsoftonline.com,azure,443,https://callistaonline.connect.monash.edu:443,https,text/html,GET,13.70.151.195,/,1384371384,13.70.151.195,HSTS,95,False,True,,,https://login.microsoftonline.com/ef7a487a-77ca-410a-803d-e426b62a587f/oauth2/authorize?response_type=code&client_id=8b54ebe1-30ec-4dd6-ac81-6277a9873a47&scope=openid&nonce=0e7629cd-d6d1-4daf-88d8-0eb957b1a678&redirect_uri=https%3a%2f%2fcallistaonline.connect.monash.edu%2f&state=AppProxyState%3a%7b%22InvalidTokenRetry%22%3anull%2c%22IsMsofba%22%3afalse%2c%22OriginalRawUrl%22%3a%22https%3a%5c%2f%5c%2fcallistaonline.connect.monash.edu%5c%2f%22%2c%22RequestProfileId%22%3anull%2c%22SessionId%22%3a%22a5c248b7-fff7-4755-852b-5af7f49a4196%22%7d%23EndOfStateParam%23&client-request-id=a5c248b7-fff7-4755-852b-5af7f49a4196,,,,
callistawsad-rel.connect.monash.edu,Callista CREL,200,17847,callistawsad-rel.connect.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-11T00:00:00Z,2024-07-10T23:59:59Z,"CN=callista-dev.connect.monash.edu, O=Monash University, ST=Victoria, C=AU",callista-dev.connect.monash.edu,Monash University,unitevaluations-rel.connect.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,814539a85b5a0cfcec766f971f49ff52,5534009cf6b95b06bb4c96ad45a4c92b615c8376ed6550ba378508639ef66795,ctls,callistawsad-rel.connect.monash.edu,,443,https://callistawsad-rel.connect.monash.edu:443,https,text/html,GET,130.194.11.19,/,1298308909,130.194.11.19,Oracle HTTP Server,306,False,,,Oracle-HTTP-Server,,,,,
campaigns.it.monash.edu,,200,18,campaigns.it.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-12T00:00:00Z,2024-07-11T23:59:59Z,"CN=webfarm2.ocio.monash.edu, O=Monash University, ST=Victoria, C=AU",webfarm2.ocio.monash.edu,Monash University,webq02.ocio.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1e92f731fecea49524c855dc38c23905,1766312bfc642e40935ec4f1cc7f20e0572935fa45af113f8482511004342136,ctls,campaigns.it.monash.edu,,443,https://campaigns.it.monash.edu:443,https,text/html,GET,130.194.11.126,/,-521555956,130.194.11.126,HSTS,2,False,,,Apache,,,,True,
campus-m-proxy-qat.monash.edu,Error report,404,94,campus-m-proxy-qat.monash.edu,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2023-03-15T00:00:00Z,2024-03-14T23:59:59Z,"CN=campus-m-proxy-qat.monash.edu, O=Monash University, ST=Victoria, C=AU",campus-m-proxy-qat.monash.edu,Monash University,www.campus-m-proxy-qat.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,8cac2ca4cdd7561d3af17819b7e62988,57d580f9d31ca140d8e9b5b07e2de0d8dea148fbbe325a17915a1e65a399c5b7,ctls,campus-m-proxy-qat.monash.edu,,443,https://campus-m-proxy-qat.monash.edu:443,https,text/html,GET,130.194.10.68,/,520877176,2001:388:608c:88a::44,Java,1,False,,,Apache-Coyote/1.1,,,,,
careergateway.monash.edu,UniHub Login,200,10919,careergateway.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-28T00:00:00Z,2023-11-28T23:59:59Z,"CN=unihub.monash.edu, O=Monash University, ST=Victoria, C=AU",unihub.monash.edu,Monash University,www.unihub.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,59a00e80ca4eff5afd4f80d798247a98,2e4fc756c1fea66e8885834f25e2b9c614f0bc83dc1170f135d38980c860a9b8,ctls,careergateway.monash.edu,,443,https://careergateway.monash.edu:443,https,text/html,GET,13.54.115.193,/,-1840324437,13.54.115.193,Bootstrap:3,278,False,,,,https://careergateway.monash.edu/students/login?ReturnUrl=%2f,,,True,
careers.monash.edu,Home - Careers,200,174953,www.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-09T00:00:00Z,2023-09-09T23:59:59Z,"CN=monash.edu, O=Monash University, ST=Victoria, C=AU",monash.edu,Monash University,www.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,dc0450457de4cefab8378429bf621b90,3c472e141b60d6820dba1472cfcb620d6b4415701bbf81a8940d03ea2eabb431,ctls,www.monash.edu,,443,https://careers.monash.edu:443,https,text/html,GET,130.194.11.126,/,2083201445,2001:388:608c:88b::7e,Squiz Matrix,3006,False,,,openresty,https://www.monash.edu/careers,,,,
ccs-clin-trials.med.monash.edu,CCS Clinical Trials - Central Clinical School,200,344391,www.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-09T00:00:00Z,2023-09-09T23:59:59Z,"CN=monash.edu, O=Monash University, ST=Victoria, C=AU",monash.edu,Monash University,www.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,dc0450457de4cefab8378429bf621b90,3c472e141b60d6820dba1472cfcb620d6b4415701bbf81a8940d03ea2eabb431,ctls,www.monash.edu,cloudfront,443,https://ccs-clin-trials.med.monash.edu:443,https,text/html,GET,108.138.7.95,/,-226970426,2600:9000:2490:5400:1:98ef:540:93a1,Squiz Matrix,4699,False,True,,openresty,https://www.monash.edu/medicine/ccs/research/ccs-clinical-trials,,,,
ccs-pd.med.monash.edu,,401,14,ccs-pd.med.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-05T00:00:00Z,2023-10-05T23:59:59Z,"CN=ccspd.med.monash.edu, O=Monash University, ST=Victoria, C=AU",ccspd.med.monash.edu,Monash University,mnhs-web169-v01.ocio.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,cedf43ebb471159edb3548575c1c0fc1,ebf642a5a0726de908b607f85dbf5b271b2b6f758490c103eec117483bcaef5f,ctls,ccs-pd.med.monash.edu,,443,https://ccs-pd.med.monash.edu:443,https,text/html,GET,130.194.20.217,/,769418907,130.194.20.217,Red Hat,1,False,,,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/7.4.33,,,,,
ccspd.med.monash.edu,,401,14,ccspd.med.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-05T00:00:00Z,2023-10-05T23:59:59Z,"CN=ccspd.med.monash.edu, O=Monash University, ST=Victoria, C=AU",ccspd.med.monash.edu,Monash University,mnhs-web169-v01.ocio.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,cedf43ebb471159edb3548575c1c0fc1,ebf642a5a0726de908b607f85dbf5b271b2b6f758490c103eec117483bcaef5f,ctls,ccspd.med.monash.edu,,443,https://ccspd.med.monash.edu:443,https,text/html,GET,130.194.20.217,/,769418907,130.194.20.217,Red Hat,1,False,,,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/7.4.33,,,,,
certero-endpoint01.monash.edu,IIS Windows Server,200,703,certero-endpoint01.monash.edu,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2023-03-14T00:00:00Z,2024-03-13T23:59:59Z,"CN=certero-endpoint01.monash.edu, O=Monash University, ST=Victoria, C=AU",certero-endpoint01.monash.edu,Monash University,esol-case-pt01.ad.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ebd8276738cf137fc18d62fc4a2073cc,5651ffd3612d1b6b48fe2c39971383579c8f4c8d4d3d3a9841c9b1adc415710b,ctls,certero-endpoint01.monash.edu,,443,https://certero-endpoint01.monash.edu:443,https,text/html,GET,130.194.17.1,/,1631801191,130.194.17.1,Windows Server,32,False,,,Microsoft-IIS/10.0,,,,,
certero-endpoint04.ocio.monash.edu,,200,1301,certero-endpoint04.ocio.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-03-18T00:00:00Z,2023-03-18T23:59:59Z,"CN=certero-endpoint04.ocio.monash.edu, O=Monash University, L=Clayton, ST=Victoria, C=AU",certero-endpoint04.ocio.monash.edu,Monash University,ocio-case04-v20.ad.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,e66a6a18245422b781709b0f5fb0f3c6,55b262e73002f2217b2eed4fe16be2cafe13e615aada6733b7110200cea5cb67,ctls,certero-endpoint04.ocio.monash.edu,cloudfront,443,https://certero-endpoint04.ocio.monash.edu:443,https,text/html,GET,99.86.4.44,/,1224034758,2600:9000:2057:5a00:13:f948:4fc0:93a1,Amazon Web Services,47,False,True,True,,,,,,
change-it.monash.edu,The Endangered Generation: How we change it - Monash University,200,94373,change-it.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-31T00:00:00Z,2024-03-30T23:59:59Z,"CN=change-it.monash.edu, O=Monash University, ST=Victoria, C=AU",change-it.monash.edu,Monash University,www.change-it.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c68d14fde43d0bae0897cddd3771fa7b,2ff940ce24973ac5506a1cf15357a1c52c58f6b8efaa13186079c189858528b5,ctls,change-it.monash.edu,cloudfront,443,https://change-it.monash.edu:443,https,text/html,GET,143.204.98.9,/,-2070047203,2600:9000:2156:2600:17:6b51:3940:93a1,Red Hat,1093,False,True,,Apache/2.4.34 (Red Hat) OpenSSL/1.0.2k-fips PHP/7.0.27,,,,,
checkin.monash.edu,Monash University | Study at Monash Uni | Melbourne,200,914163,www.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-09T00:00:00Z,2023-09-09T23:59:59Z,"CN=monash.edu, O=Monash University, ST=Victoria, C=AU",monash.edu,Monash University,www.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,dc0450457de4cefab8378429bf621b90,3c472e141b60d6820dba1472cfcb620d6b4415701bbf81a8940d03ea2eabb431,ctls,www.monash.edu,,443,https://checkin.monash.edu:443,https,text/html,GET,130.194.11.126,/,993670857,130.194.11.126,Squiz Matrix,10499,False,,,openresty,https://www.monash.edu/,,,,
chem.monash.edu,,200,18,chem.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-12T00:00:00Z,2024-07-11T23:59:59Z,"CN=webfarm2.ocio.monash.edu, O=Monash University, ST=Victoria, C=AU",webfarm2.ocio.monash.edu,Monash University,webq02.ocio.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1e92f731fecea49524c855dc38c23905,1766312bfc642e40935ec4f1cc7f20e0572935fa45af113f8482511004342136,ctls,chem.monash.edu,,443,https://chem.monash.edu:443,https,text/html,GET,130.194.11.126,/,-521555956,2001:388:608c:88b::7e,HSTS,2,False,,,Apache,,,,True,
classtimetable.monash.edu,Class Timetable - Current students,200,2186146,www.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-09T00:00:00Z,2023-09-09T23:59:59Z,"CN=monash.edu, O=Monash University, ST=Victoria, C=AU",monash.edu,Monash University,www.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,dc0450457de4cefab8378429bf621b90,3c472e141b60d6820dba1472cfcb620d6b4415701bbf81a8940d03ea2eabb431,ctls,www.monash.edu,incapsula,443,https://classtimetable.monash.edu:443,https,text/html,GET,45.60.34.202,/,,45.60.34.202,Squiz Matrix,22571,False,True,,openresty,https://www.monash.edu/students/admin/timetables/planning-tools/class,,,,
click.a.e.monash.edu,403 - Forbidden: Access is denied.,403,1233,click.a.e.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-30T00:00:00Z,2023-10-30T23:59:59Z,"CN=click.a.e.monash.edu, O=Monash University, ST=Victoria, C=AU",click.a.e.monash.edu,Monash University,click.a.e.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,717ad1fa5f78d734791234e430c7d4fe,417ec77b1e2cedc44479466243bd661eeb156bc5c248210943310234b55bd05d,ctls,click.a.e.monash.edu,,443,https://click.a.e.monash.edu:443,https,text/html,GET,13.111.45.101,/,1631801191,13.111.45.101,HSTS,30,False,,,,,,,,
click.e53.e.monash.edu,403 - Forbidden: Access is denied.,403,1233,click.e53.e.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,"CN=click.e53.e.monash.edu, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",click.e53.e.monash.edu,"SALESFORCE.COM, INC.",click.e53.e.monash.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0207cbfb1b24e8bf030392f7993d3dbe,56ff02da891e2ae5a652b445eb7c9ccd049b3232c189d16394281ab902398408,ctls,click.e53.e.monash.edu,,443,https://click.e53.e.monash.edu:443,https,text/html,GET,13.111.100.177,/,1631801191,13.111.100.177,HSTS,30,False,,,,,,,,
click.e86.e.monash.edu,403 - Forbidden: Access is denied.,403,1233,click.e86.e.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-27T00:00:00Z,2024-06-26T23:59:59Z,"CN=click.e86.e.monash.edu, O=Salesforce.com\, Inc., L=San Francisco, ST=California, C=US",click.e86.e.monash.edu,"Salesforce.com, Inc.",click.e86.e.monash.edu,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,e25e3bce921b5e00f4d991d5fda2a6c5,87c242fb46b3df4b7208645ce037f1f441b75ee7ace547c40ae9dacac2e927d8,ctls,click.e86.e.monash.edu,,443,https://click.e86.e.monash.edu:443,https,text/html,GET,13.111.228.69,/,1631801191,13.111.228.69,HSTS,30,False,,,,,,,,
cloud.e86.e.monash.edu,404 - File or directory not found.,404,1245,cloud.e86.e.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-04-01T23:59:59Z,"CN=cloud.e86.e.monash.edu, O=Salesforce.com\, Inc., L=San Francisco, ST=California, C=US",cloud.e86.e.monash.edu,"Salesforce.com, Inc.",cloud.e86.e.monash.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,43710df0fa05df99ebf0596e5654dac3,975857b8583edc3bcd724e5068c4c613e9ae345437bf2cb41d697b4bee30614d,ctls,cloud.e86.e.monash.edu,,443,https://cloud.e86.e.monash.edu:443,https,text/html,GET,13.111.226.178,/,1631801191,13.111.226.178,,30,False,,,,,,,,
cloud1.jmss.monash.edu,502 Bad Gateway,502,122,cloud1.jmss.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2016-11-21T23:56:08Z,2019-11-21T23:56:03Z,"CN=jmss-web02-v20.ocio.monash.edu, OU=eSolutions, O=Monash University, L=Clayton, ST=Victoria, C=AU",jmss-web02-v20.ocio.monash.edu,Monash University,jmss-prd1.corp-prd.aws.monash.edu,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,391bed600d453b774bffded25d77022f,d39308495c524dff197c7cd6d20d6f7bafaf1c570acd54ab7d1e9e0cc0344dbe,ctls,cloud1.jmss.monash.edu,cloudfront,443,https://cloud1.jmss.monash.edu:443,https,text/html,GET,18.66.147.73,/,590066698,18.66.147.55,Amazon Web Services,7,False,True,True,awselb/2.0,,,,,
clps.apps.monash.edu,403 - Forbidden: Access is denied.,403,1233,clps.apps.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-05T07:15:25Z,2023-10-05T06:45:46Z,CN=clps.apps.monash.edu,clps.apps.monash.edu,,www.clps-app02-v20.ocio.monash.edu,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",704c9ff9b7dd8f82a7585e5f356dc0ad,8d8d44c5c0b693132f82e0f691a4348f3f2a862705c765a4200b50dba9b548a9,ctls,clps.apps.monash.edu,cloudfront,443,https://clps.apps.monash.edu:443,https,text/html,GET,13.225.78.31,/,1631801191,13.225.78.22,Windows Server,30,False,True,,Microsoft-IIS/10.0,,,,,
