new,host,a,aaaa,soa,status_code,mx,ns,cname,has_internal_ips,internal_ips,cdn,cdn-name,caa,txt
,d5152f310.static.telenet.be,81.82.243.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d5152f400.static.telenet.be,81.82.244.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d5152f410.static.telenet.be,81.82.244.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d5152f420.static.telenet.be,81.82.244.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d5152f500.static.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d5152f510.static.telenet.be,81.82.245.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d5152f600.static.telenet.be,81.82.246.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d5152f620.static.telenet.be,81.82.246.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d5152f700.static.telenet.be,81.82.247.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d5152f710.static.telenet.be,81.82.247.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d5152f720.static.telenet.be,81.82.247.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d5152f800.static.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d5152f810.static.telenet.be,81.82.248.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d5152f820.static.telenet.be,81.82.248.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d5152f900.static.telenet.be,81.82.249.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d5152f910.static.telenet.be,81.82.249.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d5152fa00.static.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d5152fa10.static.telenet.be,81.82.250.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d5152fa20.static.telenet.be,81.82.250.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d5152fb00.static.telenet.be,81.82.251.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d5152fb10.static.telenet.be,81.82.251.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d5152fb20.static.telenet.be,81.82.251.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d5152fc00.static.telenet.be,81.82.252.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d5152fc01.static.telenet.be,81.82.252.1,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d5152fd00.static.telenet.be,81.82.253.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d5152fd10.static.telenet.be,81.82.253.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d5152fe00.static.telenet.be,81.82.254.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d5152ff10.static.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51530000.static.telenet.be,81.83.0.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51530020.static.telenet.be,81.83.0.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51530100.static.telenet.be,81.83.1.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51530110.static.telenet.be,81.83.1.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51530210.static.telenet.be,81.83.2.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51530300.static.telenet.be,81.83.3.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51530310.static.telenet.be,81.83.3.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51530320.static.telenet.be,81.83.3.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51530400.static.telenet.be,81.83.4.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51530410.static.telenet.be,81.83.4.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51530420.static.telenet.be,81.83.4.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51530500.static.telenet.be,81.83.5.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51530510.static.telenet.be,81.83.5.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51530558.static.telenet.be,81.83.5.88,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51530700.static.telenet.be,81.83.7.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51530720.static.telenet.be,81.83.7.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51530810.static.telenet.be,81.83.8.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51530900.static.telenet.be,81.83.9.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51530910.static.telenet.be,81.83.9.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51530920.static.telenet.be,81.83.9.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51530a20.static.telenet.be,81.83.10.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51530b00.static.telenet.be,81.83.11.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51530b10.static.telenet.be,81.83.11.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51530b20.static.telenet.be,81.83.11.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51530c00.static.telenet.be,81.83.12.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51530c10.static.telenet.be,81.83.12.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51530e00.static.telenet.be,81.83.14.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51530f00.static.telenet.be,81.83.15.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531000.static.telenet.be,81.83.16.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531020.static.telenet.be,81.83.16.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531100.static.telenet.be,81.83.17.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531110.static.telenet.be,81.83.17.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531120.static.telenet.be,81.83.17.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531210.static.telenet.be,81.83.18.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531220.static.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531300.static.telenet.be,81.83.19.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531310.static.telenet.be,81.83.19.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531400.static.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531410.static.telenet.be,81.83.20.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531500.static.telenet.be,81.83.21.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531510.static.telenet.be,81.83.21.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531520.static.telenet.be,81.83.21.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531600.static.telenet.be,81.83.22.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531620.static.telenet.be,81.83.22.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531700.static.telenet.be,81.83.23.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531710.static.telenet.be,81.83.23.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531720.static.telenet.be,81.83.23.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531800.static.telenet.be,81.83.24.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531810.static.telenet.be,81.83.24.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531820.static.telenet.be,81.83.24.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531900.static.telenet.be,81.83.25.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531910.static.telenet.be,81.83.25.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531920.static.telenet.be,81.83.25.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531a00.static.telenet.be,81.83.26.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531b00.static.telenet.be,81.83.27.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531b10.static.telenet.be,81.83.27.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531b20.static.telenet.be,81.83.27.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531c00.static.telenet.be,81.83.28.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531c20.static.telenet.be,81.83.28.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531d00.static.telenet.be,81.83.29.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531d10.static.telenet.be,81.83.29.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531d20.static.telenet.be,81.83.29.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"ns2.telenet-ops.be, ns.telenet-ops.be",,,,,,,
,d51531e00.static.telenet.be,81.83.30.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531e10.static.telenet.be,81.83.30.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d51531f10.static.telenet.be,81.83.31.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f4020.static.telenet.be,82.143.64.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f4120.static.telenet.be,82.143.65.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f4220.static.telenet.be,82.143.66.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"ns2.telenet-ops.be, ns.telenet-ops.be",,,,,,,
,d528f4320.static.telenet.be,82.143.67.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f4420.static.telenet.be,82.143.68.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f4510.static.telenet.be,82.143.69.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f4520.static.telenet.be,82.143.69.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f4610.static.telenet.be,82.143.70.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f4710.static.telenet.be,82.143.71.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f4810.static.telenet.be,82.143.72.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f4820.static.telenet.be,82.143.72.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f4910.static.telenet.be,82.143.73.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f4a10.static.telenet.be,82.143.74.16,,,NOERROR,,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,
,d528f4a20.static.telenet.be,82.143.74.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f4b10.static.telenet.be,82.143.75.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f4b20.static.telenet.be,82.143.75.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f5110.static.telenet.be,82.143.81.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f5210.static.telenet.be,82.143.82.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f5220.static.telenet.be,82.143.82.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f5410.static.telenet.be,82.143.84.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,
,d528f5420.static.telenet.be,82.143.84.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f5510.static.telenet.be,82.143.85.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f5520.static.telenet.be,82.143.85.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f560e.static.telenet.be,82.143.86.14,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f5620.static.telenet.be,82.143.86.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f5710.static.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f5720.static.telenet.be,82.143.87.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f5810.static.telenet.be,82.143.88.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f5820.static.telenet.be,82.143.88.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f5910.static.telenet.be,82.143.89.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f5920.static.telenet.be,82.143.89.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f5a10.static.telenet.be,82.143.90.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f5a20.static.telenet.be,82.143.90.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f5b10.static.telenet.be,82.143.91.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f5c10.static.telenet.be,82.143.92.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f5c20.static.telenet.be,82.143.92.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f5d10.static.telenet.be,82.143.93.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f5e10.static.telenet.be,82.143.94.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d528f5f10.static.telenet.be,82.143.95.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c10ff5.access.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c19e5f.access.telenet.be,84.193.158.95,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c3fbee.access.telenet.be,84.195.251.238,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c4c461.access.telenet.be,84.196.196.97,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c70010.static.telenet.be,84.199.0.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c70020.static.telenet.be,84.199.0.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c70110.static.telenet.be,84.199.1.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c70210.static.telenet.be,84.199.2.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c70220.static.telenet.be,84.199.2.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c70310.static.telenet.be,84.199.3.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c70320.static.telenet.be,84.199.3.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c70420.static.telenet.be,84.199.4.32,,,NOERROR,,,,,,,,,
,d54c70510.static.telenet.be,84.199.5.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c70620.static.telenet.be,84.199.6.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c70720.static.telenet.be,84.199.7.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c70800.static.telenet.be,84.199.8.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c70820.static.telenet.be,84.199.8.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c70900.static.telenet.be,84.199.9.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c70920.static.telenet.be,84.199.9.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c70a00.static.telenet.be,84.199.10.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c70a10.static.telenet.be,84.199.10.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c70a20.static.telenet.be,84.199.10.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c70adb.static.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c70b10.static.telenet.be,84.199.11.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c70d00.static.telenet.be,84.199.13.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c70d10.static.telenet.be,84.199.13.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c70d20.static.telenet.be,84.199.13.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c70e10.static.telenet.be,84.199.14.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c70f00.static.telenet.be,84.199.15.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c70f10.static.telenet.be,84.199.15.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c71000.static.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c71010.static.telenet.be,84.199.16.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c71100.static.telenet.be,84.199.17.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c71110.static.telenet.be,84.199.17.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c71120.static.telenet.be,84.199.17.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c71210.static.telenet.be,84.199.18.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c71300.static.telenet.be,84.199.19.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c71310.static.telenet.be,84.199.19.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c71320.static.telenet.be,84.199.19.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c71410.static.telenet.be,84.199.20.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c71510.static.telenet.be,84.199.21.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"ns2.telenet-ops.be, ns.telenet-ops.be",,,,,,,
,d54c71520.static.telenet.be,84.199.21.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c71600.static.telenet.be,84.199.22.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c71610.static.telenet.be,84.199.22.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c71620.static.telenet.be,84.199.22.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c71800.static.telenet.be,84.199.24.0,,,NOERROR,,"ns2.telenet-ops.be, ns.telenet-ops.be",,,,,,,
,d54c71810.static.telenet.be,84.199.24.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c71900.static.telenet.be,84.199.25.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c71910.static.telenet.be,84.199.25.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c71920.static.telenet.be,84.199.25.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c71a00.static.telenet.be,84.199.26.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c71a20.static.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c71b00.static.telenet.be,84.199.27.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c71b20.static.telenet.be,84.199.27.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c71c10.static.telenet.be,84.199.28.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c71d00.static.telenet.be,84.199.29.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c71d10.static.telenet.be,84.199.29.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,
,d54c71e00.static.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c71e10.static.telenet.be,84.199.30.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c71f00.static.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c71f10.static.telenet.be,84.199.31.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c72000.static.telenet.be,84.199.32.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c72020.static.telenet.be,84.199.32.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c72100.static.telenet.be,84.199.33.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c72110.static.telenet.be,84.199.33.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c721db.static.telenet.be,84.199.33.219,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c72220.static.telenet.be,84.199.34.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c72300.static.telenet.be,84.199.35.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c72310.static.telenet.be,84.199.35.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c72320.static.telenet.be,84.199.35.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c72400.static.telenet.be,84.199.36.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c72410.static.telenet.be,84.199.36.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c72500.static.telenet.be,84.199.37.0,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c72510.static.telenet.be,84.199.37.16,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,d54c72520.static.telenet.be,84.199.37.32,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
