input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,final_url,csp_domains_,tls_expired,tls_mismatched,tls_self_signed
br386.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br386.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br386.hostgator.com.br,,443,https://br386.hostgator.com.br:443,https,Apache,text/html,GET,108.167.188.125,/,-1783708853,108.167.188.125,Bootstrap,44,False,,,,,,,
br390.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br390.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br390.hostgator.com.br,,80,http://br390.hostgator.com.br:80,http,Apache,text/html,GET,108.167.188.135,/,-1783708853,108.167.188.135,Bootstrap,44,False,,,https://br390.hostgator.com.br/,,,,
br392.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br392.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br392.hostgator.com.br,,443,https://br392.hostgator.com.br:443,https,Apache,text/html,GET,108.167.188.140,/,-1783708853,108.167.188.140,Bootstrap,44,False,,,,,,,
br394.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br394.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br394.hostgator.com.br,,443,https://br394.hostgator.com.br:443,https,Apache,text/html,GET,108.167.188.145,/,-1783708853,108.167.188.145,Bootstrap,44,False,,,,,,,
br396.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br396.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br396.hostgator.com.br,,443,https://br396.hostgator.com.br:443,https,Apache,text/html,GET,108.167.188.150,/,-1783708853,108.167.188.150,Bootstrap,44,False,,,,,,,
br398.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br398.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br398.hostgator.com.br,,443,https://br398.hostgator.com.br:443,https,Apache,text/html,GET,108.167.188.155,/,-1783708853,108.167.188.155,Bootstrap,44,False,,,,,,,
br40.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br40.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br40.hostgator.com.br,,80,http://br40.hostgator.com.br:80,http,Apache,text/html,GET,192.185.176.138,/,-1783708853,192.185.176.138,Bootstrap,44,False,,,https://br40.hostgator.com.br/,,,,
br404.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br404.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br404.hostgator.com.br,,443,https://br404.hostgator.com.br:443,https,Apache,text/html,GET,108.167.188.215,/,-1783708853,108.167.188.215,Bootstrap,44,False,,,,,,,
br408.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br408.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br408.hostgator.com.br,,443,https://br408.hostgator.com.br:443,https,Apache,text/html,GET,108.167.188.225,/,-1783708853,108.167.188.225,Bootstrap,44,False,,,,,,,
br416.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br416.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br416.hostgator.com.br,,443,https://br416.hostgator.com.br:443,https,Apache,text/html,GET,108.167.188.245,/,-1783708853,108.167.188.245,Bootstrap,44,False,,,,,,,
br424.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br424.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br424.hostgator.com.br,,80,http://br424.hostgator.com.br:80,http,Apache,text/html,GET,216.172.161.15,/,-1783708853,216.172.161.15,Bootstrap,44,False,,,https://br424.hostgator.com.br/,,,,
br426.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br426.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br426.hostgator.com.br,,80,http://br426.hostgator.com.br:80,http,Apache,text/html,GET,216.172.161.20,/,-1783708853,216.172.161.20,Bootstrap,44,False,,,https://br426.hostgator.com.br/,,,,
br428.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br428.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br428.hostgator.com.br,,443,https://br428.hostgator.com.br:443,https,Apache,text/html,GET,216.172.161.25,/,-1783708853,216.172.161.25,Bootstrap,44,False,,,,,,,
br432.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br432.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br432.hostgator.com.br,,443,https://br432.hostgator.com.br:443,https,Apache,text/html,GET,216.172.161.35,/,-1783708853,216.172.161.35,Bootstrap,44,False,,,,,,,
br436.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br436.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br436.hostgator.com.br,,443,https://br436.hostgator.com.br:443,https,Apache,text/html,GET,216.172.161.45,/,-1783708853,216.172.161.45,Bootstrap,44,False,,,,,,,
br438.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br438.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br438.hostgator.com.br,,443,https://br438.hostgator.com.br:443,https,Apache,text/html,GET,216.172.161.50,/,-1783708853,216.172.161.50,Bootstrap,44,False,,,,,,,
br440.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br440.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br440.hostgator.com.br,,443,https://br440.hostgator.com.br:443,https,Apache,text/html,GET,216.172.172.15,/,-1783708853,216.172.172.15,Bootstrap,44,False,,,,,,,
br446.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br446.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br446.hostgator.com.br,,443,https://br446.hostgator.com.br:443,https,Apache,text/html,GET,216.172.172.30,/,-1783708853,216.172.172.30,Bootstrap,44,False,,,,,,,
br448.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br448.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br448.hostgator.com.br,,443,https://br448.hostgator.com.br:443,https,Apache,text/html,GET,216.172.172.35,/,-1783708853,216.172.172.35,Bootstrap,44,False,,,,,,,
br454.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br454.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br454.hostgator.com.br,,443,https://br454.hostgator.com.br:443,https,Apache,text/html,GET,216.172.172.50,/,-1783708853,216.172.172.50,Bootstrap,44,False,,,,,,,
br456.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br456.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br456.hostgator.com.br,,443,https://br456.hostgator.com.br:443,https,Apache,text/html,GET,216.172.172.55,/,-1783708853,216.172.172.55,Bootstrap,44,False,,,,,,,
br458.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br458.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br458.hostgator.com.br,,443,https://br458.hostgator.com.br:443,https,Apache,text/html,GET,216.172.172.60,/,-1783708853,216.172.172.60,Bootstrap,44,False,,,,,,,
br46.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br46.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br46.hostgator.com.br,,443,https://br46.hostgator.com.br:443,https,Apache,text/html,GET,192.185.176.172,/,-1783708853,192.185.176.172,Bootstrap,44,False,,,,,,,
br462.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br462.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br462.hostgator.com.br,,443,https://br462.hostgator.com.br:443,https,Apache,text/html,GET,216.172.172.70,/,-1783708853,216.172.172.70,Bootstrap,44,False,,,,,,,
br464.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br464.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br464.hostgator.com.br,,80,http://br464.hostgator.com.br:80,http,Apache,text/html,GET,216.172.172.75,/,-1783708853,216.172.172.75,Bootstrap,44,False,,,https://br464.hostgator.com.br/,,,,
br466.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br466.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br466.hostgator.com.br,,443,https://br466.hostgator.com.br:443,https,Apache,text/html,GET,216.172.172.80,/,-1783708853,216.172.172.80,Bootstrap,44,False,,,,,,,
br468.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br468.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br468.hostgator.com.br,,443,https://br468.hostgator.com.br:443,https,Apache,text/html,GET,216.172.172.85,/,-1783708853,216.172.172.85,Bootstrap,44,False,,,,,,,
br470.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br470.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br470.hostgator.com.br,,443,https://br470.hostgator.com.br:443,https,Apache,text/html,GET,216.172.172.90,/,-1783708853,216.172.172.90,Bootstrap,44,False,,,,,,,
br472.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br472.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br472.hostgator.com.br,,443,https://br472.hostgator.com.br:443,https,Apache,text/html,GET,216.172.172.185,/,-1783708853,216.172.172.185,Bootstrap,44,False,,,,,,,
br474.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br474.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br474.hostgator.com.br,,443,https://br474.hostgator.com.br:443,https,Apache,text/html,GET,216.172.172.190,/,-1783708853,216.172.172.190,Bootstrap,44,False,,,,,,,
br478.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br478.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br478.hostgator.com.br,,443,https://br478.hostgator.com.br:443,https,Apache,text/html,GET,216.172.172.200,/,-1783708853,216.172.172.200,Bootstrap,44,False,,,,,,,
br48.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br48.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br48.hostgator.com.br,,443,https://br48.hostgator.com.br:443,https,Apache,text/html,GET,192.185.176.134,/,-1783708853,192.185.176.134,Bootstrap,44,False,,,,,,,
