input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,cdn,tls_mismatched,tls_subject_org_,csp_domains_
w.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,80,http://w.smtp2go.com:80,http,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
webapi-webservices-start-clients.groupmail.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,80,http://webapi-webservices-start-clients.groupmail.smtp2go.com:80,http,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
webhooks.smtp2go.com,SMTP2GO - Login,200,6364,webhooks.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,webhooks.smtp2go.com,,443,https://webhooks.smtp2go.com:443,https,Apache/2.4.38 (Debian),text/html,GET,172.105.190.180,/,-1737872631,https://webhooks.smtp2go.com/login/,66.228.32.117,Google Tag Manager,146,False,,,,
wightcomputers-docs.groupmail.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,80,http://wightcomputers-docs.groupmail.smtp2go.com:80,http,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
www.article-base.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,80,http://www.article-base.smtp2go.com:80,http,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
www.careers.smtp2go.com,Careers - Jobs - SMTP2GO,200,7491,careers.smtp2go.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-23T10:40:37Z,2023-08-21T10:40:36Z,CN=careers.smtp2go.com,careers.smtp2go.com,careers.smtp2go.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,94d56479b916368b7ef5aca717b19da1,9ba686b28e7d9db66ca65542224c063eef21db02f72a485a82e8bc564f06fac6,,ctls,careers.smtp2go.com,google,443,https://www.careers.smtp2go.com:443,https,,text/html,GET,35.242.209.60,/,,https://careers.smtp2go.com/,35.242.209.60,Ruby on Rails,221,False,True,,,
www.groupmail.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,80,http://www.groupmail.smtp2go.com:80,http,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
www.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,443,https://www.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,,104.196.201.1,WordPress,1477,False,True,,,
x5a75j.groupmail.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,80,http://x5a75j.groupmail.smtp2go.com:80,http,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
zego-qa-b2b-663-sticky-get-quote.groupmail.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,80,http://zego-qa-b2b-663-sticky-get-quote.groupmail.smtp2go.com:80,http,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
zendesk1.smtp2go.com,,409,16,,,,,,,,,,,,,,,,,,,cloudflare,80,http://zendesk1.smtp2go.com:80,http,cloudflare,text/plain,GET,162.159.128.7,/,1000520165,,162.159.138.6,Cloudflare,1,False,True,,,
zendesk4.smtp2go.com,,409,16,,,,,,,,,,,,,,,,,,,cloudflare,80,http://zendesk4.smtp2go.com:80,http,cloudflare,text/plain,GET,162.159.128.7,/,1000520165,,162.159.138.6,Cloudflare,1,False,True,,,
zoomnym72mmr.groupmail.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,108716,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T00:00:00Z,2024-06-17T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a92e14b61f55f8043d66482121bbbebd,0543063b2b0d6f3fedcf9e4772d534e030b65628e34f90941e04607730abe2b7,True,ctls,www.smtp2go.com,google,80,http://zoomnym72mmr.groupmail.smtp2go.com:80,http,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1477,False,True,,,
