input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,tech_,tls_wildcard_certificate,tls_mismatched,cdn_name,cdn,final_url,tls_expired,tls_self_signed,location
sts.emcdda.europa.eu,Not Found,404,315,sts.emcdda.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-02T11:04:46Z,2024-06-02T11:04:45Z,CN=*.emcdda.europa.eu,*.emcdda.europa.eu,,emcdda.europa.eu,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,d96549ac76521dbadc3f6ad2ad02ddcf,c074159a5e19a4d0e68f9d7fe1441bafe64a41e13153047496ba5cf2195f8b0d,ctls,sts.emcdda.europa.eu,443,https://sts.emcdda.europa.eu:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,185.41.117.246,/,225052475,185.41.117.246,7,False,,Microsoft HTTPAPI:2.0,True,,,,,,,
sts.esm.europa.eu,Not Found,404,315,sts.esm.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-20T00:00:00Z,2023-07-23T23:59:59Z,CN=sts.esm.europa.eu,sts.esm.europa.eu,,enterpriseregistration.esm.europa.eu,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",20deb84309c7328077fa535258e71cc2,c6941b91da14bce8f8fdde9ffe8446c314148e5cc79796fbc0eade8d95fbaa00,ctls,sts.esm.europa.eu,443,https://sts.esm.europa.eu:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,37.157.154.26,/,225052475,37.157.154.26,7,False,,Microsoft HTTPAPI:2.0,,,,,,,,
sts.eulisa.europa.eu,Not Found,404,315,sts.eulisa.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-15T13:04:20Z,2024-01-16T13:04:19Z,CN=*.eulisa.europa.eu,*.eulisa.europa.eu,,eulisa.europa.eu,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,26796fc6bac619a59690d3d3e5be229d,2716400422394151940901442edff9b01ab7f632936f7e56fa6e001a74485074,ctls,sts.eulisa.europa.eu,443,https://sts.eulisa.europa.eu:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,212.234.189.167,/,225052475,194.126.110.59,7,False,,Microsoft HTTPAPI:2.0,True,,,,,,,
sts.europol.europa.eu,Not Found,404,315,sts.europol.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-24T14:51:39Z,2024-04-24T14:51:38Z,"CN=sts.europol.europa.eu, O=Europol, L=Den Haag, ST=Zuid-Holland, C=NL",sts.europol.europa.eu,Europol,certauth.sts.europol.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,8dea10beee30a6a493eba757124bfcba,08b5329bb8e62446d29888aeb06186db5da1122d870d1d04f39ecf35c05797f2,ctls,sts.europol.europa.eu,443,https://sts.europol.europa.eu:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,91.205.194.75,/,225052475,91.205.194.75,7,False,,Microsoft HTTPAPI:2.0,,,,,,,,
sts.tech.ec.europa.eu,Not Found,404,315,sts.tech.ec.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-13T08:46:05Z,2024-02-14T08:46:04Z,"CN=sts.tech.ec.europa.eu, O=European Commission, L=Brussels, ST=Brussels-Capital Region, C=BE",sts.tech.ec.europa.eu,European Commission,hfbotp.sts.tech.ec.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,e3237d76eba6b8a360dda3af06cfafd5,9d7d6e9d0da653fa8958ea7e6bfe0558d64518a42b2b8eb4815977610eb01a85,ctls,sts.tech.ec.europa.eu,443,https://sts.tech.ec.europa.eu:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,147.67.109.28,/,225052475,147.67.146.28,7,False,,Microsoft HTTPAPI:2.0,,,,,,,,
style-guide.beta.op.europa.eu,User redirect - Interinstitutional Style Guide - Publications Office of the EU,200,275588,style-guide.beta.op.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-13T00:00:00Z,2023-07-13T23:59:59Z,CN=op.europa.eu,op.europa.eu,,style-guide.europa.eu,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,4c28066b45f31dde27f60a4d88ca6761,75cf069dcec6613ea30b07fb53a49f5d1adca40d0eeb0e254f36059c17c48843,ctls,style-guide.beta.op.europa.eu,443,https://style-guide.beta.op.europa.eu:443,https,,text/html,GET,40.119.148.121,/,-1790416618,40.119.148.121,14628,False,,Java,,,azure,True,https://style-guide.beta.op.europa.eu/en/,,,
style-guide.europa.eu,User redirect - Interinstitutional Style Guide - Publications Office of the EU,200,1449052,style-guide.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-13T00:00:00Z,2023-07-13T23:59:59Z,CN=op.europa.eu,op.europa.eu,,style-guide.europa.eu,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,4c28066b45f31dde27f60a4d88ca6761,75cf069dcec6613ea30b07fb53a49f5d1adca40d0eeb0e254f36059c17c48843,ctls,style-guide.europa.eu,443,https://style-guide.europa.eu:443,https,,text/html,GET,52.236.157.91,/,-1790416618,52.236.157.91,42395,False,,Java,,,azure,True,https://style-guide.europa.eu/en/,,,
supervisorycolleges.eba.europa.eu,Sign in to your account,200,38521,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,ctls,login.microsoftonline.com,443,https://supervisorycolleges.eba.europa.eu:443,https,,text/html,GET,195.227.57.122,/,1617555186,195.227.57.122,95,False,,HSTS,,,,,https://login.microsoftonline.com/3bacb4ff-f1a2-4c92-b96c-e99fec826b68/wsfed?wa=wsignin1.0&wtrealm=urn%3asharepoint%3afederation%3acolleges%3aprod&wctx=https%3a%2f%2fcolleges.eba.europa.eu%2f_layouts%2f15%2fAuthenticate.aspx%3fSource%3d%252F,,,
support-t.esma.europa.eu,,503,62,support-t.esma.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-02T11:11:43Z,2024-07-03T11:11:42Z,"CN=*.esma.europa.eu, O=European Securities and Markets Authority, L=Paris, ST=Île-de-France, C=FR",*.esma.europa.eu,European Securities and Markets Authority,esma.europa.eu,"CN=GlobalSign ECC OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign ECC OV SSL CA 2018,GlobalSign nv-sa,163dd6d1a3f8395cddcbe97fa230f466,43684761c9c7d229bf7f1d83478bcbef80fd548567b8d1d6a20653628a650025,ctls,support-t.esma.europa.eu,443,https://support-t.esma.europa.eu:443,https,,,GET,51.105.229.176,/,107704025,51.105.229.176,1,False,,,True,,azure,True,,,,
support.ema.europa.eu,Sign in to your account,200,40698,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,ctls,login.microsoftonline.com,443,https://support.ema.europa.eu:443,https,,text/html,GET,148.139.84.226,/,-1851350003,148.139.84.226,95,False,,HSTS,,,,,https://login.microsoftonline.com/bc9dc15c-61bc-4f03-b60b-e5b6d8922839/saml2?SAMLRequest=lVLJbtswEP0VgXdt1GKJsAyoNooaSFMhdnPojaJGDgGKVDmU0%2F59ZdlBkkMD5ESAfDNv4xr5oOjI6sk96Qf4PQE678%2BgNLLrS0Umq5nhKJFpPgAyJ9ih%2Fn7HaBCx0RpnhFHEqxHBOmn01micBrAHsGcp4OfDXUWenBuRhSFO42isC2DgAUzWjJcj1Pw88hMEnSHebuaXml8WvY4pc5I6GKSwBk3vjFZSQyDMELai7EScCT%2BPW%2BGnfZT4bR61PmRt3hUlpUVShosR4n01VsDisyI9VwjE2%2B8qcrjfZkUZr2icFUUqoixdlT0UK4CUJ5Bz2vIZiA1HlGd4HUWcYK%2FRce0qQiOa%2BFHu0%2BIYUUYzlqbBqkh%2BEa%2B5JfRF6k7q08dxtlcQsm%2FHY%2BM3Pw7HZcFZdmDvZ%2FRnknwEi0uK82KyWS8hsEW1fVvwx4L4S6tk88I8M86tdwFe%2B%2FW1eb5UsQ7fMtz4RnZRvd81Rknx16uVMs9bC9zNTpydYCll4O7%2FIuIgXm5k5%2FcLlM38UtVdZwGRhJsb7%2FsfvPkH&RelayState=https%3A%2F%2Fsupport.ema.europa.eu%2Fnavpage.do,,,
support.emsa.europa.eu,Log in - EMSA JIRA,200,53803,support.emsa.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T15:19:52Z,2024-03-24T15:19:51Z,"CN=*.emsa.europa.eu, O=European Maritime Safety Agency (EMSA), L=Lisbon, ST=Lisbon, C=PT",*.emsa.europa.eu,European Maritime Safety Agency (EMSA),emsa.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c613d6add38d42f4eb01b2ab823da4a5,3c023403ce2403e2eb6c50f205c813df5324dd670a5788fb1900b768073141d4,ctls,support.emsa.europa.eu,443,https://support.emsa.europa.eu:443,https,,text/html,GET,91.231.216.242,/,855273746,91.231.216.242,745,False,,Java,True,,,,https://support.emsa.europa.eu/login.jsp?permissionViolation=true&os_destination=https%3A%2F%2Fsupport.emsa.europa.eu%2Fplugins%2Fservlet%2Fmobile%23myjirahome&page_caps=&user_role=USER,,,
support.f4e.europa.eu,Fusion for Energy,404,3087,support.f4e.europa.eu,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2022-11-15T09:04:47Z,2023-12-17T09:04:46Z,"CN=*.f4e.europa.eu, O=Fusion for Energy, L=Barcelona, ST=Barcelona, C=ES",*.f4e.europa.eu,Fusion for Energy,f4e.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,64b702a870992f6f4828b20b52e95a39,a362c846336f32696bf24238ed90ce2c6936d4f1c3da7121a1e77bc8155a6d8c,ctls,support.f4e.europa.eu,443,https://support.f4e.europa.eu:443,https,,text/html,GET,188.85.154.50,/,826421345,188.85.154.50,101,False,,HSTS,True,,,,,,,
support2.f4e.europa.eu,Fusion for Energy,404,3087,support2.f4e.europa.eu,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2022-11-15T09:04:47Z,2023-12-17T09:04:46Z,"CN=*.f4e.europa.eu, O=Fusion for Energy, L=Barcelona, ST=Barcelona, C=ES",*.f4e.europa.eu,Fusion for Energy,f4e.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,64b702a870992f6f4828b20b52e95a39,a362c846336f32696bf24238ed90ce2c6936d4f1c3da7121a1e77bc8155a6d8c,ctls,support2.f4e.europa.eu,443,https://support2.f4e.europa.eu:443,https,,text/html,GET,188.85.154.72,/,826421345,188.85.154.72,101,False,,HSTS,True,,,,,,,
survey.easa.europa.eu,EASA Survey,200,45218,survey.easa.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-07T15:30:48Z,2023-11-08T15:30:47Z,"CN=*.easa.europa.eu, O=European Union Aviation Safety Agency (EASA), L=Köln, ST=Nordrhein-Westfalen, C=DE",*.easa.europa.eu,European Union Aviation Safety Agency (EASA),easa.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,22e456866dce909e41f8a99adbed8658,9e02c470907c148fd96b45c714de0375bf24848d83da47257f3c2132c1097b01,ctls,survey.easa.europa.eu,443,https://survey.easa.europa.eu:443,https,,text/html,GET,217.239.210.180,/,-366337701,217.239.210.180,1006,False,,PHP:7.2.34,True,,,,,,,
surveys.cepol.europa.eu,Welcome!,200,1861,surveys.cepol.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T01:02:53Z,2023-04-30T01:02:52Z,CN=surveys.cepol.europa.eu,surveys.cepol.europa.eu,,surveys.cepol.europa.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,da137aaf30c67bd100c8326fed7b317d,c7cb4ca50782ece70ac8b73bd68f02c030fa6bc19123fb119843d072f1395d7d,ctls,surveys.cepol.europa.eu,443,https://surveys.cepol.europa.eu:443,https,Apache,text/html,GET,193.68.54.246,/,-725636930,193.68.54.246,61,False,,Apache,,,,,,True,,
surveys.ecb.europa.eu,"Best survey tool. Questionnaires, tests and forms | SurveyLab",200,26495,www.surveylab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-20T00:00:00Z,2024-02-20T23:59:59Z,"CN=surveylab.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",surveylab.com,"Cloudflare, Inc.",surveylab.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3b50aa9b0d30360bedb3466daff3ac06,918f5c65e28e6ae5944c3ad4cd2fba19b74d06085e193e2d2161370e6880a64e,ctls,www.surveylab.com,443,https://surveys.ecb.europa.eu:443,https,cloudflare,text/html,GET,178.33.81.161,/,669698922,178.33.81.161,626,False,,HTTP/3,,,,,https://www.surveylab.com/,,,
svgsrs.ema.europa.eu,Sign in to your account,200,40674,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,ctls,login.microsoftonline.com,443,https://svgsrs.ema.europa.eu:443,https,,text/html,GET,20.61.182.37,/,-1574021658,20.61.182.37,95,False,,HSTS,,,azure,True,https://login.microsoftonline.com/bc9dc15c-61bc-4f03-b60b-e5b6d8922839/saml2?SAMLRequest=fZJPa%2BMwEMW%2FitHdtqzEqS2SQBqnEGiXkuz20EuR5Ukr0B%2BvRk53v%2F3KDu22l1w0MJrHe79hliiM7vlmCG%2F2AL8HwJD8Mdoinz5WZPCWO4EKuRUGkAfJj5uHe84yynvvgpNOky%2BS6wqBCD4oZ0myb1bk5Y6yqm62811V7OiuojflnN3W1awsm4bGlyRP4DHOr0iURxHiAHuLQdgQW5TNUrpIWfWTMs5KPr95JkkTGZQVYVK9hdAjz3PtXpXNjJLeoTsFZ7WykEln8lbWnSxKmS6KVqbzE52l7YK2KZTtoqtqxqpZnY9kjCRbZxFG52uM8jLE5eB9rKkyvVZSBZLcOS9hWvWKnIRGGIEe407UGT47m48VjWaDAX8Ef1YSfh3u%2F%2BPg%2BRU9ZmBEBoN3%2FVhyA1o7m%2FcOwwGwH2OQ9XKMzqe9%2BfU1%2BTL%2FOrm83MWPSLdvHl0E%2BDvGN%2BIKfJEVU0d16Wka5dFA6U3XeUCMZDHe%2B9aDCJE2%2BAFIvr64fj%2FA9T8%3D&RelayState=https%3A%2F%2Fsvgsrs.ema.europa.eu%2Fginas%2Fapp%2Fbeta&SigAlg=http%3A%2F%2Fwww.w3.org%2F2001%2F04%2Fxmldsig-more%23rsa-sha256&Signature=p7wdcYQhU0p49JLQApBXIinnRsaYHMRNfgUI0qPVFA6zk%2FFRIuRVE5wXskYoZZ8BmLZVd1GGUHEqkRFTEkbf5iKaBnB1cXr%2BdUMifZEpX5vzMhA3djg01tLM1oqZOsKyHC%2BMuZmm85tm3rttLQAZU11kHI8kKbH1TviFUQ0n%2FPfsAvmG4WgkMaTM4uHC9ESDTagtma6dtz9gO0YwYGnvmJ2Jtwwwv%2FgicRF5LAeZBWok8JuDJTOB4FmRcOCoriWtcotDldjhdGlvPUWkyLXnqSWS6eZxatZ%2FsYfMMZnluuzEYZjIwttElLtonEMZxBFQG2fxInRzBQQaYodoI8o28Q%3D%3D,,,
svr-245-exp-e10.curia.europa.eu,Login,200,4785,svr-245-exp-e10.curia.europa.eu,7443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-07T00:00:00Z,2023-09-26T23:59:59Z,"CN=expressway-e-cms-cluster.curia.europa.eu, O=Cour de Justice de l'Union Européenne, L=Luxembourg, C=LU",expressway-e-cms-cluster.curia.europa.eu,Cour de Justice de l'Union Européenne,curia.europa.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,db4d5d98244a7fdfa6e3b09fb94d9f68,cb4c917db6e41aef0999fa7649bdaeee131cc7db010e476738aa366c5a3841e1,ctls,svr-245-exp-e10.curia.europa.eu,80,http://svr-245-exp-e10.curia.europa.eu:80,http,Apache,text/html,GET,80.246.97.147,/,97604680,80.246.97.147,67,False,,HSTS,,,,,https://svr-245-exp-e10.curia.europa.eu:7443/login,,,
svr-245-exp-e11.curia.europa.eu,Login,200,4785,svr-245-exp-e11.curia.europa.eu,7443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-07T00:00:00Z,2023-09-26T23:59:59Z,"CN=expressway-e-cms-cluster.curia.europa.eu, O=Cour de Justice de l'Union Européenne, L=Luxembourg, C=LU",expressway-e-cms-cluster.curia.europa.eu,Cour de Justice de l'Union Européenne,curia.europa.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,db4d5d98244a7fdfa6e3b09fb94d9f68,cb4c917db6e41aef0999fa7649bdaeee131cc7db010e476738aa366c5a3841e1,ctls,svr-245-exp-e11.curia.europa.eu,80,http://svr-245-exp-e11.curia.europa.eu:80,http,Apache,text/html,GET,80.246.97.148,/,97604680,80.246.97.148,67,False,,HSTS,,,,,https://svr-245-exp-e11.curia.europa.eu:7443/login,,,
sync.eulisa.europa.eu,,401,,sync.eulisa.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-15T13:04:20Z,2024-01-16T13:04:19Z,CN=*.eulisa.europa.eu,*.eulisa.europa.eu,,eulisa.europa.eu,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,26796fc6bac619a59690d3d3e5be229d,2716400422394151940901442edff9b01ab7f632936f7e56fa6e001a74485074,ctls,sync.eulisa.europa.eu,443,https://sync.eulisa.europa.eu:443,https,Microsoft-IIS/8.5,,GET,194.126.110.38,/,-1840324437,194.126.110.38,1,False,,Windows Server,True,,,,https://sync.eulisa.europa.eu/owa/,,,
t-adfs.consilium.europa.eu,,404,,t-adfs.consilium.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-03T00:00:00Z,2024-06-02T23:59:59Z,"CN=t-adfs.consilium.europa.eu, O=Council of the European Union, L=Bruxelles, C=BE",t-adfs.consilium.europa.eu,Council of the European Union,certauth.t-adfs.consilium.europa.eu,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,c2e9d0a6a313f10f1e3c42206077f625,f7e041c128e19cd38655df7cbe3627c81d76e43563f0f7bbcda0d6abb05b6a9c,ctls,t-adfs.consilium.europa.eu,443,https://t-adfs.consilium.europa.eu:443,https,,,GET,170.255.255.196,/,-1840324437,170.255.255.196,1,False,,,,,,,,,,
t-intranet.ecb.europa.eu,Log in,200,10571,t-intranet.ecb.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-16T00:00:00Z,2024-01-10T23:59:59Z,CN=t-intranet.ecb.europa.eu,t-intranet.ecb.europa.eu,,t-intranet.ecb.europa.eu,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,29ba6cd5473c7f1e8de338348a9837e6,b9cad54100b807223c7a98f32d0e9b2b37cb97cd22781dd4def5a05f4ec9fac1,ctls,t-intranet.ecb.europa.eu,443,https://t-intranet.ecb.europa.eu:443,https,Interact,text/html,GET,34.250.245.66,/,-888347931,54.194.110.156,401,False,,Microsoft ASP.NET,,,,,https://t-intranet.ecb.europa.eu/login?returnUrl=%2F,,,
talent.ecb.europa.eu,Job Search | European Central Bank,200,69901,talent.ecb.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-17T10:06:52Z,2023-11-16T10:06:52Z,"CN=talent.ecb.europa.eu, O=European Central Bank, L=Frankfurt am Main, C=DE",talent.ecb.europa.eu,European Central Bank,www.talent.ecb.europa.eu,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",04ab2746364ed30f312b195e57fb1287,28f0ccac036a99e27a94ccbfd38e3049dde8df873eb701746330a1103dda4bb3,ctls,talent.ecb.europa.eu,443,https://talent.ecb.europa.eu:443,https,nginx,text/html,GET,95.172.66.139,/,-1231371013,95.172.66.139,1035,False,,Nginx,,,,,,,,
taskman.apps.eea.europa.eu,EEA Systems Status,503,13297,status.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-15T00:00:00Z,2024-06-14T23:59:59Z,CN=*.eea.europa.eu,*.eea.europa.eu,,eea.europa.eu,"CN=GoGetSSL RSA DV CA, O=GoGetSSL, L=Riga, C=LV",GoGetSSL RSA DV CA,GoGetSSL,59ec2572a5c235ce7e3bec4b5e6d6b9e,c920f0abfd5f8e8f6f768b8bd424ef791117ba0dabfe1a491e6f41c699ca9241,ctls,status.eea.europa.eu,443,https://taskman.apps.eea.europa.eu:443,https,nginx/1.21.1,text/html,GET,87.54.7.140,/,421799350,87.54.7.140,377,False,,Nginx:1.21.1,True,,,,https://status.eea.europa.eu/error/?code=503,,,
taskman.devel4cph.eea.europa.eu,503 Service Unavailable,503,428,taskman.devel4cph.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-23T13:41:49Z,2023-09-21T13:41:48Z,CN=alec-energy.devel4cph.eea.europa.eu,alec-energy.devel4cph.eea.europa.eu,,webscore.garie.devel4cph.eea.europa.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acd06c0f6d83b1655951947f350ae555,c20571f1e7da6132d2bc59c0b0701ca44692807238f32023fc128de714703e72,ctls,taskman.devel4cph.eea.europa.eu,80,http://taskman.devel4cph.eea.europa.eu:80,http,HTTPS,text/html,GET,87.54.7.180,/,,87.54.7.180,12,False,https://www.google.com/jsapi,HSTS,,,,,https://taskman.devel4cph.eea.europa.eu/,,,
taxation-customs.ec.europa.eu,Language selection | Taxation and Customs Union,200,8502,taxation-customs.ec.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-05-23T23:59:59Z,CN=taxation-customs.ec.europa.eu,taxation-customs.ec.europa.eu,,*.taxation-customs.ec.europa.eu,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0353a786b9a37877cb907e12f98a2330,0e3840a76ed2a27129bf1aa61c2e37edb5b88b9e3101940d0f463004b6f0c66b,ctls,taxation-customs.ec.europa.eu,443,https://taxation-customs.ec.europa.eu:443,https,,text/html,GET,18.66.112.48,/,-780928015,2600:9000:223f:c600:11:a43a:cac0:93a1,153,False,,PHP,True,,cloudfront,True,https://taxation-customs.ec.europa.eu/select-language?destination=/node/1,,,
te-lot4.cordis.europa.eu,403 Forbidden,403,146,te-lot4.cordis.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T08:01:22Z,2023-08-30T08:01:21Z,CN=*.ops.iisahost.net,*.ops.iisahost.net,,*.ops.iisahost.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8333d2cb2129bb6030dae98391187e43,3638da8957d3ee3427c1170d0c24f68091be4e632909572d3a93b1674a01c440,ctls,te-lot4.cordis.europa.eu,443,https://te-lot4.cordis.europa.eu:443,https,nginx,text/html,GET,185.3.44.9,/,-1561873722,185.3.44.9,8,False,,Nginx,True,True,,,,,,
teamserver.easo.europa.eu,BiZZdesign Horizzon,200,2957,teamserver.easo.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-27T11:19:24Z,2023-07-27T11:29:00Z,"CN=*.euaa.europa.eu, O=European Union Agency for Asylum, L=Valletta, ST=Valletta, C=MT",*.euaa.europa.eu,European Union Agency for Asylum,easo.europa.eu,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,3c5b908c734162f4461379593fd6aa5d,e79d0073b14601c8494d4fe568e20da2531991a6f928a10666ad21ab1b51b4a7,ctls,teamserver.easo.europa.eu,443,https://teamserver.easo.europa.eu:443,https,nginx/1.14.0 (Ubuntu),text/html,GET,40.87.149.49,/,-1627252461,40.87.149.49,48,False,architecture.euaa.europa.eu,Ubuntu,True,True,azure,True,,,,
