new,host,a,soa,status_code,cname,aaaa,cdn,cdn-name,ns,txt,has_internal_ips,internal_ips,mx,caa
,hu.next.airbnb.com,"95.100.104.19, 95.100.104.21","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,hub.urbandoor.com,"13.248.214.222, 76.223.92.153","ns-1602.awsdns-08.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,huhu.pictures.next.airbnb.com,"173.222.106.162, 173.222.106.151","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,huoceania-covid19.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,husecuritycovid19.next.airbnb.com,"96.16.54.161, 96.16.54.113","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,hy.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,i.next.airbnb.com,"2.23.7.24, 2.23.7.42","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,iac-dev.airbnb.com,"35.71.139.141, 52.223.5.142","ns-1276.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1276.awsdns-31.org, ns-160.awsdns-20.com, ns-1972.awsdns-54.co.uk, ns-581.awsdns-08.net",lc1gcyj09c0sscyxt129q7zk6st2ry7l,,,,
,iackam-euwest1.iac-dev.airbnb.com,"54.170.183.132, 46.51.167.122","ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,iac-kamailio-public-dev-45749369b6290c12.elb.eu-west-1.amazonaws.com,,,,,,,,,
,iackam-euwest1.iac.airbnb.com,"63.32.184.87, 63.33.145.137","ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,iac-kamailio-public-prod-350fb3084fc71f99.elb.eu-west-1.amazonaws.com,,,,,,,,,
,iackam-uswest2.iac.airbnb.com,"35.84.246.192, 44.228.201.193","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,iac-kamailio-public-prod-56e3c21da1f84caf.elb.us-west-2.amazonaws.com,,,,,,,,,
,iackamload-euwest1.iac-dev.airbnb.com,"172.30.21.107, 172.30.21.69","ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,iac-kamailio-load-dev-6c7ac73b35a6b249.elb.eu-west-1.amazonaws.com,,,,,,True,"172.30.21.107, 172.30.21.69",,
,iackamload-uswest2.iac-dev.airbnb.com,"172.30.20.87, 172.30.20.118","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,iac-kamailio-load-dev-e282060bef8b9567.elb.us-west-2.amazonaws.com,,,,"ns-1283.awsdns-32.org, ns-1870.awsdns-41.co.uk, ns-424.awsdns-53.com, ns-748.awsdns-29.net",,True,"172.30.20.87, 172.30.20.118",,
,ice.hoteltonight-test.com,"151.101.66.217, 151.101.130.217, 151.101.194.217, 151.101.2.217","ns1.fastly.net, hostmaster.fastly.com",NOERROR,u2.shared.global.fastly.net,,True,fastly,,,,,,
,icepeach.1.next.airbnb.com,"95.100.104.19, 95.100.104.21","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,id.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,igm.optimize.next.airbnb.com,"23.0.174.120, 23.0.174.82","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ike.mystique.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ikkome.new.next.airbnb.com,"95.101.111.163, 95.101.111.158","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,image.mail.airbnb.com,,"n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,"akamai-san63.exacttarget.com.edgekey.net, e13974.dscx.akamaiedge.net",,,,,,,,,
,imagery.hoteltonight-test.com,146.75.122.217,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,u2.shared.global.fastly.net,,True,fastly,,,,,,
,imagery2.hoteltonight-test.com,"151.101.66.217, 151.101.130.217, 151.101.194.217, 151.101.2.217","ns1.fastly.net, hostmaster.fastly.com",NOERROR,u2.shared.global.fastly.net,,True,fastly,,,,,,
,images.next.airbnb.com,"80.239.137.154, 62.115.252.50","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,img-8.luxuryretreats.com,,,NOERROR,,,,,,,,,,
,img2-32.luxuryretreats.com,,,NOERROR,,,,,,,,,,
,inbound.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,info.next.airbnb.com,"23.12.147.12, 23.12.147.39","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,inst-www.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,inst.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,inst.www.next.airbnb.com,"95.100.104.19, 95.100.104.21","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,instwww.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,int.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,intern.mail33.next.airbnb.com,"23.12.147.38, 23.12.147.39","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,internal.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,intl.merchdirect.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,invenio.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,inventory.hoteltonight-test.com,"151.101.66.217, 151.101.130.217, 151.101.194.217, 151.101.2.217","ns1.fastly.net, hostmaster.fastly.com",NOERROR,u2.shared.global.fastly.net,,True,fastly,,,,,,
,investors.airbnb.com,"104.110.240.98, 104.110.240.75","dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,ioa.dev.next.airbnb.com,"23.0.174.120, 23.0.174.82","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ios15.luxuryretreats.com,,,NOERROR,,,,,,,,,,
,ios2-4.luxuryretreats.com,,,NOERROR,,,,,,,,,,
,ios27.luxuryretreats.com,,,NOERROR,,,,,,,,,,
,ip.next.airbnb.com,"95.101.111.158, 95.101.111.163","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ipayishop01.moodle.next.airbnb.com,"23.12.147.39, 23.12.147.38","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ipv4-c001-cle001-windstream-isp.airbnb.app,"76.76.21.142, 76.76.21.93","ns1.vercel-dns.com, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,is.airbnb.com,"173.222.106.162, 173.222.106.151","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,it.airbnb.com,"95.101.111.163, 95.101.111.158","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,it.trend.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ivr.airbnb.com,"54.165.7.89, 52.91.234.217, 54.89.227.98, 44.212.21.51, 54.196.56.138, 54.145.201.146, 54.242.239.136, 50.16.42.177, 54.198.167.55, 54.162.224.83, 107.20.63.239, 54.211.78.141, 18.206.195.110, 54.82.181.38, 54.224.113.7, 52.91.141.72, 54.158.231.206, 54.166.135.199, 3.93.199.31, 54.224.149.37, 44.201.244.33, 54.227.207.120, 3.90.61.207, 54.145.21.201, 54.209.64.221, 3.91.241.252, 54.84.248.39, 3.84.194.75, 54.84.71.13, 18.234.218.202, 54.92.243.48, 3.91.253.183, 54.87.143.172, 54.175.203.157, 54.205.23.198, 54.198.52.86, 54.89.240.215, 54.196.119.113, 54.209.226.178, 54.89.243.198, 54.234.133.158, 23.20.51.2, 44.207.3.225, 52.90.40.241, 3.81.126.193, 54.226.62.3, 54.91.3.66, 3.83.221.19, 54.196.155.82, 100.26.111.49, 54.86.8.39, 35.170.50.110, 44.212.30.151, 184.73.72.141, 3.86.158.1, 174.129.69.120, 3.90.13.42, 54.161.20.126, 52.23.153.207, 3.86.70.74, 54.92.211.86, 3.91.8.224, 54.236.6.215, 3.84.157.42, 54.204.220.120, 54.174.165.179, 3.90.59.28, 18.207.223.215, 54.145.18.160, 52.23.243.102, 54.198.2.92, 35.175.148.92, 44.203.182.50, 34.227.108.36, 54.175.179.142, 54.209.67.170, 52.91.173.103, 54.196.103.71, 3.93.190.42, 3.90.208.167, 3.94.134.14, 54.89.173.231, 34.238.51.66, 54.165.19.254, 34.201.220.143, 34.207.153.20, 54.162.145.224, 34.228.195.130, 34.239.118.221, 3.85.230.78","ns-754.awsdns-30.net, awsdns-hostmaster.amazon.com",NOERROR,charon-themis.airbnb-aws.com,,,,,,,,,
,ivr.next.airbnb.com,"23.0.174.82, 23.0.174.120","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ja.admin.airbnb.com,34.120.23.133,"ns-254.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,"admin.airbnb.com, admin-airbnb-com.airbnb.tools, iap-prod.airbnb.tools, iap-generic01-global-prod-useast4.airbnb.biz",2600:1901:0:7a6a::,True,google,,,,,,
,ja.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,jamf.us.isit.airbnb.com,54.241.248.135,"dns-external-master.amazon.com, root.amazon.com",NOERROR,ec2-54-241-248-135.us-west-1.compute.amazonaws.com,,,,,,,,,
,jeje.new.next.airbnb.com,"95.101.111.163, 95.101.111.158","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,jinx-covid19-id.next.airbnb.com,"173.222.106.162, 173.222.106.151","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,job.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,jobs.next.airbnb.com,"95.100.104.19, 95.100.104.21","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,joeunwoor.merchdirect.next.airbnb.com,,,NOERROR,w.airbnb.com.edgekey.net,,,,,,,,,
,join.airbnb.com,66.216.125.32,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,join.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,joni.uk.next.airbnb.com,"2.16.241.98, 2.16.241.73","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,jubjub-asia.optustvnow.next.airbnb.com,"2.16.241.98, 2.16.241.73","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,k-go-biz.ci.next.airbnb.com,"95.101.111.163, 95.101.111.158","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,k12.admin.airbnb.com,34.120.23.133,"ns-254.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,"admin.airbnb.com, admin-airbnb-com.airbnb.tools, iap-prod.airbnb.tools, iap-generic01-global-prod-useast4.airbnb.biz",2600:1901:0:7a6a::,True,google,,,,,,
,k8s.next.airbnb.com,"23.12.147.39, 23.12.147.12","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ka.airbnb.com,"95.100.104.11, 95.100.104.12, 95.100.104.28, 95.100.104.18, 95.100.104.30, 95.100.104.5","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"san.airbnb.com.edgekey.net, e118243.a.akamaiedge.net",,,,,,,,,
,kafka-manager.hoteltonight-test.com,"3.92.89.183, 3.217.97.136, 50.17.233.221, 34.236.34.90, 44.211.5.72","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1022.awsdns-63.net, ns-1234.awsdns-26.org, ns-1826.awsdns-36.co.uk, ns-40.awsdns-05.com",,,,,
,karma.airbnb.com,"173.222.106.162, 173.222.106.151","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,kaution.canary.airbnb.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"orthrus.airbnb-aws.com, i-0aca4e3a24f103a79.inst.aws.us-east-1.prod.musta.ch, ec2-18-206-40-130.compute-1.amazonaws.com",,,,,,,,,
,kazunori.info.next.airbnb.com,"23.0.174.120, 23.0.174.82","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,kb.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,keishin-net-net.dev.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,kerala.pictures.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ks-inventory-api.next.airbnb.com,"95.101.111.158, 95.101.111.163","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ks-invoice-api.next.airbnb.com,"184.51.149.97, 184.51.149.50","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ks-limits-api.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ks-order-api.next.airbnb.com,"95.100.104.19, 95.100.104.21","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ks-program-api.next.airbnb.com,"62.115.252.50, 80.239.137.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ks-vendingtransactions-mq0.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ks-vendingtransactions-mq1.next.airbnb.com,"96.16.54.161, 96.16.54.113","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ks-vendingtransactions-mq2.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ks-vendingtransactions-mq3.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,kubernetes.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,lamis.rkai.next.airbnb.com,"95.101.111.158, 95.101.111.163","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,lantern-staging.airbnb.com,54.92.195.116,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"cerberus.airbnb-aws.com, i-0f8356adbe4c73fe7.inst.aws.us-east-1.prod.musta.ch, ec2-54-92-195-116.compute-1.amazonaws.com, i-040d47cbd13cf5780.inst.aws.us-east-1.prod.musta.ch, ec2-44-204-33-117.compute-1.amazonaws.com",,,,,,,,,
,lantern.airbnb.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"cerberus.airbnb-aws.com, i-02286a4cbdf3cfc56.inst.aws.us-east-1.prod.musta.ch, ec2-54-167-1-46.compute-1.amazonaws.com",,,,,,,,,
,laptop.merchdirect.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,larue.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,learnenglish.mail33.next.airbnb.com,"2.23.7.24, 2.23.7.42","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,leave.blast2s.next.airbnb.com,"95.100.104.21, 95.100.104.19","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,leemh77.optustvnow.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,legacyform9.luxuryretreats.com,,,NOERROR,,,,,,,,,,
,link.recruiting.airbnb.com,"167.89.123.54, 167.89.118.83, 167.89.118.52, 167.89.123.124","ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,sendgrid.net,,,,,"mailru-verification: 2e3995fa8a7d00e0, p8bnb2lp424dkl3c4io1aemiei, google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE, v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all",,,,
,lists.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,lm.ci.next.airbnb.com,"2.16.187.115, 2.16.187.11","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,localhost.admin.airbnb.com,3.84.165.243,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"thisisnotavaliddomain.d.musta.ch, dyno.musta.ch, i-02d9cfb9ac71a1d08.inst.aws.us-east-1.prod.musta.ch, ec2-3-84-165-243.compute-1.amazonaws.com, i-0a734631e5da0010c.inst.aws.us-east-1.prod.musta.ch, ec2-35-172-212-250.compute-1.amazonaws.com",,,,"ns2.amzndns.co.uk, ns1.amzndns.org, ns1.amzndns.net, ns1.amzndns.co.uk, ns2.amzndns.com, ns2.amzndns.net, ns1.amzndns.com, ns2.amzndns.org",,,,,
,localhostapi.next.airbnb.com,"2.16.241.73, 2.16.241.98","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,logs.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,longtail-seo-jp.new.next.airbnb.com,"173.222.106.151, 173.222.106.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,lt.airbnb.com,"23.12.147.38, 23.12.147.39","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,luce.evd.next.airbnb.com,"173.222.106.162, 173.222.106.151","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,luckey.app,34.102.136.180,"ns29.domaincontrol.com, dns.jomax.net",NOERROR,,,True,google,"ns29.domaincontrol.com, ns30.domaincontrol.com",godiego poc,,,,
,luckey.fr,,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,luckey.in,99.83.176.46,"ns1.markmonitor.com, hostmaster.markmonitor.com",NOERROR,,,,,"ns7.markmonitor.com, ns1.markmonitor.com, ns2.markmonitor.com, ns3.markmonitor.com, ns4.markmonitor.com, ns5.markmonitor.com, ns6.markmonitor.com",v=spf1 -all,,,,
,luckey.partners,23.67.130.167,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,"dns4.p01.nsone.net, dns1.p01.nsone.net, dns2.p01.nsone.net, dns3.p01.nsone.net",,,,,
,luke-1-spring-boot-security-saml-active-okta-airbnb.appwww5f.airbnb.app,"76.76.21.9, 76.76.21.241","ns1.vercel-dns.com, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,lumen.airbnb.com,54.92.195.116,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"cerberus.airbnb-aws.com, i-0f8356adbe4c73fe7.inst.aws.us-east-1.prod.musta.ch, ec2-54-92-195-116.compute-1.amazonaws.com, i-02558a6508421721e.inst.aws.us-east-1.prod.musta.ch, ec2-54-175-45-136.compute-1.amazonaws.com",,,,"ns2.amzndns.co.uk, ns1.amzndns.org, ns1.amzndns.net, ns1.amzndns.co.uk, ns2.amzndns.com, ns2.amzndns.net, ns1.amzndns.com, ns2.amzndns.org",,,,,
,lutron.adapter.next.airbnb.com,"173.222.106.151, 173.222.106.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,lux-demo.airbnb.com,54.88.5.64,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"cerberus.airbnb-aws.com, i-078f688cd19126337.inst.aws.us-east-1.prod.musta.ch, ec2-54-88-5-64.compute-1.amazonaws.com, i-0ab3a44cb7366135b.inst.aws.us-east-1.prod.musta.ch, ec2-54-162-11-30.compute-1.amazonaws.com, i-0bc901cfc5c1f1681.inst.aws.us-east-1.prod.musta.ch, ec2-3-91-214-154.compute-1.amazonaws.com, i-0efd4815b9becd4f2.inst.aws.us-east-1.prod.musta.ch, ec2-100-26-111-132.compute-1.amazonaws.com, i-0f8356adbe4c73fe7.inst.aws.us-east-1.prod.musta.ch, ec2-54-92-195-116.compute-1.amazonaws.com, i-07510d14cbc300be2.inst.aws.us-east-1.prod.musta.ch, ec2-52-87-174-251.compute-1.amazonaws.com",,,,,,,,,
,lux.airbnb.com,3.89.44.140,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"cerberus.airbnb-aws.com, i-094867e718badca0f.inst.aws.us-east-1.prod.musta.ch, ec2-3-89-44-140.compute-1.amazonaws.com, i-081567a46e05c4a01.inst.aws.us-east-1.prod.musta.ch, ec2-54-175-123-66.compute-1.amazonaws.com",,,,,,,,,
,lux.next.airbnb.com,"184.51.149.97, 184.51.149.50","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,luxuryretreats.com,"23.213.161.204, 23.213.161.198","dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,"dns1.p01.nsone.net, dns2.p01.nsone.net, dns3.p01.nsone.net, dns4.p01.nsone.net","v=spf1 include:_spf.google.com include:spf.protection.outlook.com include:spf.smtp2go.com include:cust-spf.exacttarget.com ip4:209.15.232.15 -all, google-site-verification=rfhd9BYSoTFc-dB-2ktAX2tjoQMa-_9NpDeDcgQ88sE, MS=ms50831638",,,"alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, aspmx.l.google.com",
,lv.airbnb.com,"62.115.252.50, 80.239.137.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,lyf.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
