input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,csp_domains_,final_url,tls_expired
pd.da.mod.uk,Sign in to your account,200,41229,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,azure,443,https://pd.da.mod.uk:443,https,,text/html,GET,20.52.134.77,/,524911696,20.52.134.77,HSTS,94,False,True,,,https://login.microsoftonline.com/267e129b-fd11-41b9-a908-15fc6967cf17/oauth2/authorize?response_type=code&client_id=65670954-8f53-404a-8df7-ae96ecee0d9a&scope=openid&nonce=0f75575a-4257-4327-9cb7-ebd258ee7171&redirect_uri=https%3a%2f%2fpd.da.mod.uk%2f&state=AppProxyState%3a%7b%22InvalidTokenRetry%22%3anull%2c%22IsMsofba%22%3afalse%2c%22OriginalRawUrl%22%3a%22https%3a%5c%2f%5c%2fpd.da.mod.uk%5c%2f%22%2c%22RequestProfileId%22%3anull%2c%22SessionId%22%3a%22e3a49fbe-1716-49df-960a-201a4149104a%22%7d%23EndOfStateParam%23&client-request-id=e3a49fbe-1716-49df-960a-201a4149104a,
photos.defenceimagery.mod.uk,403 - Forbidden: Access is denied.,403,1233,photos.defenceimagery.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-11T00:00:00Z,2023-08-03T23:59:59Z,CN=photos.defenceimagery.mod.uk,photos.defenceimagery.mod.uk,,photos.defenceimagery.mod.uk,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",26c33e46429e56a6cb88551486f2c713,c1d4db967eabc3cf64ab275c2ce2642cc65a498ce9b604f27d221d2e377f555d,,ctls,photos.defenceimagery.mod.uk,,443,https://photos.defenceimagery.mod.uk:443,https,Microsoft-IIS/10.0,text/html,GET,5.187.26.88,/,1631801191,5.187.26.88,Windows Server,30,False,,,,,
pixel.royalnavy.mod.uk,,403,16,pixel.royalnavy.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-21T00:00:00Z,2023-12-21T23:59:59Z,"CN=royalnavy.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",royalnavy.mod.uk,"Cloudflare, Inc.",royalnavy.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9b2d678a376e30878eb1cf0ce956fd7b,84b15625f3783b00ab76033e749a52d928f05c30ab166f339083ac097024b122,True,ctls,pixel.royalnavy.mod.uk,cloudflare,443,https://pixel.royalnavy.mod.uk:443,https,cloudflare,text/plain,GET,104.18.17.76,/,1253481126,2606:4700::6812:114c,Cloudflare Bot Management,1,False,True,,,,
preprod.bader.mod.uk,Just a moment...,403,7105,preprod.bader.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-24T00:00:00Z,2023-12-24T23:59:59Z,"CN=bader.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bader.mod.uk,"Cloudflare, Inc.",*.bader.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",363ea6c354f47fde1c19227f10e2c3a1,5fbf6bdb6ace7b0d9f3f68f3f1840134ab2bdbb6ba9b780138d525b16d0b79aa,True,ctls,preprod.bader.mod.uk,cloudflare,443,https://preprod.bader.mod.uk:443,https,cloudflare,text/html,GET,104.18.21.53,/,836033215,2606:4700::6812:1435,HTTP/3,88,False,True,,,,
qbp.army.mod.uk,Official King’s Birthday Parade 2023 | Trooping the Colour -  Home,200,58454,kbp.army.mod.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-06T00:00:00Z,2024-01-06T23:59:59Z,CN=kbp.army.mod.uk,kbp.army.mod.uk,,www.kbp.army.mod.uk,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,c0f0d62aabe3bca958084132d6efbf87,3886041207e863e1ea3b57cc37d34f09e43d10878425a4cf818c851a912c29e9,,ctls,kbp.army.mod.uk,,443,https://qbp.army.mod.uk:443,https,,text/html,GET,3.10.77.47,/,699102408,3.10.77.47,Java,1511,False,,,,https://kbp.army.mod.uk/,
qhm.mod.uk,King's Harbour Master - GOV.UK,200,87179,www.gov.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-18T14:45:01Z,2024-01-01T17:26:01Z,"CN=www.gov.uk, O=Government Digital Service, L=London, ST=Greater London, C=GB",www.gov.uk,Government Digital Service,gov.uk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,04141fbc02d876dd10d1b2bc547f8a35,9f1e807971573e98a2a2934d1aafb50857e4957d43f0106e63fb2d8b9d6d1a79,True,ctls,www.gov.uk,fastly,80,http://qhm.mod.uk:80,http,nginx,text/html,GET,151.101.128.204,/,1472757244,151.101.64.204,Varnish,1114,False,True,,stats.g.doubleclick.net,https://www.gov.uk/government/organisations/kings-harbour-master,
raf.mod.uk,,403,16,raf.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-21T00:00:00Z,2023-12-21T23:59:59Z,"CN=raf.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",raf.mod.uk,"Cloudflare, Inc.",*.raf.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",148f1cbcf150ff9fb37e193e4e15d298,cae3dfad76b325ecd875d978be2581dc8f0f4b681c5fe2de7baccc30b459e535,True,ctls,raf.mod.uk,cloudflare,443,https://raf.mod.uk:443,https,cloudflare,text/plain,GET,104.18.15.16,/,1253481126,2606:4700::6812:e10,Cloudflare Bot Management,1,False,True,,,,
rao.da.mod.uk,,200,315,rao.da.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T11:08:35Z,2026-07-23T14:13:14Z,"CN=rao.da.mod.uk, OU=Serco IT, O=Defence Academy of the UK, C=GB",rao.da.mod.uk,Defence Academy of the UK,rao.da.mod.uk,"CN=DEFAC-DA-UKS-CS-P2-CA, DC=DEFAC, DC=MOD, DC=UK, DC=DEFAC, DC=MOD, DC=UK",DEFAC-DA-UKS-CS-P2-CA,,2dc307ada7dc199f76546649f7f769a0,d9e32b01d9ee9066c3a083c2bc52c9cefc9c00a19a8e8189476d024bdec99c0b,,ctls,rao.da.mod.uk,,443,https://rao.da.mod.uk:443,https,,text/html,GET,193.240.17.4,/,-1840324437,193.240.17.4,HSTS,9,False,,,,,
recruit.preprod.raf.mod.uk,404,404,520,recruit.preprod.raf.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-16T00:00:00Z,2024-02-15T23:59:59Z,CN=recruit.preprod.raf.mod.uk,recruit.preprod.raf.mod.uk,,recruit.preprod.royalnavy.mod.uk,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d0bf08617b930f8a45df326360c8aa0b,c0c0956b9f8ea43c57888c036311479e4fcd9442d1a173b94b85fe34143c0d02,True,ctls,recruit.preprod.raf.mod.uk,,443,https://recruit.preprod.raf.mod.uk:443,https,,text/html,GET,35.177.33.203,/,-556001533,35.177.54.134,Amazon Web Services,26,False,,,,,
recruit.preprod.royalnavy.mod.uk,404,404,520,recruit.preprod.royalnavy.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-16T00:00:00Z,2024-02-15T23:59:59Z,CN=recruit.preprod.raf.mod.uk,recruit.preprod.raf.mod.uk,,recruit.preprod.royalnavy.mod.uk,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d0bf08617b930f8a45df326360c8aa0b,c0c0956b9f8ea43c57888c036311479e4fcd9442d1a173b94b85fe34143c0d02,True,ctls,recruit.preprod.royalnavy.mod.uk,,443,https://recruit.preprod.royalnavy.mod.uk:443,https,,text/html,GET,35.177.54.134,/,-556001533,18.168.121.202,Amazon Web Services,26,False,,,,,
recruit.royalnavy.mod.uk,404,404,520,recruit.royalnavy.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-11-30T23:59:59Z,CN=recruit.raf.mod.uk,recruit.raf.mod.uk,,recruit.royalnavy.mod.uk,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7c8f4123584563c89473be22e8dd4be3,77f356d011827ac1c3dd0cecd142eb3a7933ebde75c8ceace12b9dab973d8a9e,True,ctls,recruit.royalnavy.mod.uk,,443,https://recruit.royalnavy.mod.uk:443,https,,text/html,GET,13.41.140.19,/,-556001533,18.171.8.47,Amazon Web Services,26,False,,,,,
rncom.mod.uk,,403,16,forum.royalnavy.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-21T00:00:00Z,2023-12-21T23:59:59Z,"CN=royalnavy.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",royalnavy.mod.uk,"Cloudflare, Inc.",royalnavy.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9b2d678a376e30878eb1cf0ce956fd7b,84b15625f3783b00ab76033e749a52d928f05c30ab166f339083ac097024b122,True,ctls,forum.royalnavy.mod.uk,cloudflare,80,http://rncom.mod.uk:80,http,cloudflare,text/plain,GET,104.18.7.106,/,,2606:4700::6812:76a,Cloudflare Bot Management,1,False,True,,,https://forum.royalnavy.mod.uk/,
royalnavy.mod.uk,,403,16,royalnavy.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-21T00:00:00Z,2023-12-21T23:59:59Z,"CN=royalnavy.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",royalnavy.mod.uk,"Cloudflare, Inc.",royalnavy.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9b2d678a376e30878eb1cf0ce956fd7b,84b15625f3783b00ab76033e749a52d928f05c30ab166f339083ac097024b122,True,ctls,royalnavy.mod.uk,cloudflare,443,https://royalnavy.mod.uk:443,https,cloudflare,text/plain,GET,104.18.17.76,/,1253481126,2606:4700::6812:104c,Cloudflare Bot Management,1,False,True,,,,
s1.si.sra.gcbps.mod.uk,,200,315,s1.si.sra.gcbps.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-20T09:08:43Z,2023-10-20T09:18:43Z,"CN=s1.si.sra.gcbps.mod.uk, OU=gcbps, OU=applications, OU=r, O=mil, C=gb",s1.si.sra.gcbps.mod.uk,mil,s1.si.sra.gcbps.mod.uk,"CN=CIS3 Issuing CA1, OU=DPKI, OU=R, O=MIL, C=GB",CIS3 Issuing CA1,MIL,a432562ea205e338c747f18c7bcdf845,b80f6c9ae6474d5dfdc4da3d8e75545d7c4b03152387ef3e89c53278b3dfdade,,ctls,s1.si.sra.gcbps.mod.uk,,443,https://s1.si.sra.gcbps.mod.uk:443,https,,text/html,GET,62.60.126.110,/,-1840324437,62.60.126.110,HSTS,9,False,,,,,
s2.sra.gcbps.mod.uk,,200,104,s2.sra.gcbps.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-20T09:08:44Z,2023-10-20T09:18:44Z,"CN=s2.sra.gcbps.mod.uk, OU=gcbps, OU=applications, OU=r, O=mil, C=gb",s2.sra.gcbps.mod.uk,mil,s2.sra.gcbps.mod.uk,"CN=CIS3 Issuing CA1, OU=DPKI, OU=R, O=MIL, C=GB",CIS3 Issuing CA1,MIL,bdef0977f42fc149270a899a622f684e,049d91d1cd906f12156ae708f67e3719aead7aae405e4fd43017cf2a36fa296b,,ctls,s2.sra.gcbps.mod.uk,,443,https://s2.sra.gcbps.mod.uk:443,https,,text/html,GET,62.60.126.101,/,-1840324437,62.60.126.101,HSTS,1,False,,,,,
s3.sra.gcbps.mod.uk,,200,104,s3.sra.gcbps.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-20T09:08:44Z,2023-10-20T09:18:44Z,"CN=s3.sra.gcbps.mod.uk, OU=gcbps, OU=applications, OU=r, O=mil, C=gb",s3.sra.gcbps.mod.uk,mil,s3.sra.gcbps.mod.uk,"CN=CIS3 Issuing CA1, OU=DPKI, OU=R, O=MIL, C=GB",CIS3 Issuing CA1,MIL,62be0ccc2227c38039ff96f26ea6affc,914349b2e156f48b7edcb1078a5dfafdaabe185e0b0f4cc07df32acd95b72cd6,,ctls,s3.sra.gcbps.mod.uk,,443,https://s3.sra.gcbps.mod.uk:443,https,,text/html,GET,62.60.126.102,/,-1840324437,62.60.126.102,HSTS,1,False,,,,,
sabre.mod.uk,Defence Relationship Management - GOV.UK,200,100578,www.gov.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-18T14:45:01Z,2024-01-01T17:26:01Z,"CN=www.gov.uk, O=Government Digital Service, L=London, ST=Greater London, C=GB",www.gov.uk,Government Digital Service,gov.uk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,04141fbc02d876dd10d1b2bc547f8a35,9f1e807971573e98a2a2934d1aafb50857e4957d43f0106e63fb2d8b9d6d1a79,True,ctls,www.gov.uk,fastly,80,http://sabre.mod.uk:80,http,nginx,text/html,GET,151.101.0.204,/,1472757244,151.101.192.204,Varnish,912,False,True,,www.youtube-nocookie.com,https://www.gov.uk/government/groups/defence-relationship-management,
sba.mod.uk,Openning SBA Administration Official Web....n,200,1167,sba.mod.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-13T01:24:52Z,2023-09-11T01:24:51Z,CN=sba.mod.uk,sba.mod.uk,,www.sba.mod.uk,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,709b1f74f0e1e5cb981a2b49b7d8cb93,ded2a9daa2d786c8b1970d45fb87ed20e281806b924e62709cc695e2111f2285,,ctls,sba.mod.uk,,443,https://sba.mod.uk:443,https,Apache,text/html,GET,46.249.204.23,/,-575079639,46.249.204.23,Apache,35,False,,,url=https://www.sbaadministration.org/home/index.html,,
science.mod.uk,Defence Science and Technology - GOV.UK,200,90391,www.gov.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-18T14:45:01Z,2024-01-01T17:26:01Z,"CN=www.gov.uk, O=Government Digital Service, L=London, ST=Greater London, C=GB",www.gov.uk,Government Digital Service,gov.uk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,04141fbc02d876dd10d1b2bc547f8a35,9f1e807971573e98a2a2934d1aafb50857e4957d43f0106e63fb2d8b9d6d1a79,True,ctls,www.gov.uk,fastly,443,https://science.mod.uk:443,https,nginx,text/html,GET,151.101.0.144,/,1472757244,2a04:4e42:600::144,Varnish,860,False,True,,https://csp-reporter.publishing.service.gov.uk/report,https://www.gov.uk/government/groups/defence-science-and-technology,
secureshare.mod.gov.uk,Page not found - Secure Share,404,5606,secureshare.mod.gov.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,2024-04-20T23:59:59Z,CN=secureshare.mod.gov.uk,secureshare.mod.gov.uk,,*.secureshare.mod.gov.uk,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bf84e150820c37046f04401041ad0d9f,13b07bbdc8b95efc5440555d15f955b6960454684b183dbc03966e78e77d56b7,True,ctls,secureshare.mod.gov.uk,,443,https://secureshare.mod.gov.uk:443,https,,text/html,GET,18.130.33.236,/,-1447386097,13.42.181.82,HSTS,146,False,,,https://csp-reports.ecase.co.uk/csp-report,,
selfservice.da.mod.uk,Sign in to your account,200,41505,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,azure,443,https://selfservice.da.mod.uk:443,https,,text/html,GET,20.52.134.77,/,1413734609,20.52.134.77,HSTS,94,False,True,,,https://login.microsoftonline.com/267e129b-fd11-41b9-a908-15fc6967cf17/oauth2/authorize?response_type=code&client_id=9d392598-f734-4f14-ba8c-658c9a9bfd76&scope=openid&nonce=befc5f29-f544-4257-b37b-3c8733390dfe&redirect_uri=https%3a%2f%2fselfservice.da.mod.uk%2f&state=AppProxyState%3a%7b%22InvalidTokenRetry%22%3anull%2c%22IsMsofba%22%3afalse%2c%22OriginalRawUrl%22%3a%22https%3a%5c%2f%5c%2fselfservice.da.mod.uk%5c%2f%22%2c%22RequestProfileId%22%3anull%2c%22SessionId%22%3a%2280e6ca4d-5408-4004-959b-94213ca6bcf7%22%7d%23EndOfStateParam%23&client-request-id=80e6ca4d-5408-4004-959b-94213ca6bcf7,
servicemanual.digital.mod.uk,Design great digital services - Defence Service Manual,200,40111,servicemanual.digital.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-16T07:40:08Z,2023-08-14T07:40:07Z,CN=servicemanual.digital.mod.uk,servicemanual.digital.mod.uk,,servicemanual.digital.mod.uk,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e09728351846e1eb99a0caa641188ce9,e6231f31d695f7c26a3f871dacb36cae03e8eef2a8d84ed3d00bd914914773b1,,ctls,servicemanual.digital.mod.uk,,443,https://servicemanual.digital.mod.uk:443,https,Netlify,text/html,GET,3.72.140.173,/,-1309376142,2a05:d014:275:cb02::c8,UIKit,4,False,,,,,
services.defencegateway.mod.uk,Working...,200,4286,sso.defencegateway.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-24T00:00:00Z,2023-12-24T23:59:59Z,"CN=defencegateway.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",defencegateway.mod.uk,"Cloudflare, Inc.",*.defencegateway.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ade585c94fcace13e36abf522273e48a,cecf7c1f04442e3f058a0c140a110a4c802d18bb61336d3626bed5dda4b8711b,True,ctls,sso.defencegateway.mod.uk,cloudflare,443,https://services.defencegateway.mod.uk:443,https,cloudflare,text/html,GET,104.18.15.198,/,-238500172,104.18.14.198,HSTS,1,False,True,,*.gov.uk,https://sso.defencegateway.mod.uk/adfs/ls/?SAMLRequest=jZLRToMwFIZfhfR%2BlDEgoxkkuF24ZCoZ6IU3piuH0Qgtcopzby8bauaFi7ftOf%2FX%2F0sXyJu6ZUlvKrWFtx7QWB9NrZCdLyLSd4ppjhKZ4g0gM4Jlyd2GubbD2k4bLXRNrAQROiO1WmqFfQNdBt27FPC43USkMqZFRimOZ2gXUIISsOcGDvxoN7qw%2B1eaVXK30zWYykbU9ERxafqQ5cRaDc%2BSip8AF3Go%2F0jiRYm0Rkqs9SoiL4Eo%2FDD0YAZlUJSeF3LhzaehzwMQIDgMY4g9rBUarkxEXMedTZxgMvVzx2VuyPz5M7HSr7I3UhVS7a%2Bb2Y1DyG7zPJ2MJZ6gw3OBYYDEi5NfdgZ3F8avx%2FJvzST%2Bp1T8kbqgF8QR37L7AbFepbqW4mglda0Pyw6GhIhMCY3Hld%2B%2FI%2F4E&RelayState=cookie%3A1686796198_3415&SigAlg=http%3A%2F%2Fwww.w3.org%2F2001%2F04%2Fxmldsig-more%23rsa-sha256&Signature=IDTo%2F%2BtKH%2FgQqqueM3YwkL7DcNilba3uY0y9wnlRozy%2BxkAXBgB35LMc9GCmxy761iZZZfczcgDK0BbWBRoaNzsxBaO0kmx769pgJQBp95ZiCTJfVFrapYlQCPX21Y7iiFLsrw%2Fgw02PfPrqyKIUFVp7OZWb8mToxfJz5QZcHu7Nd5QLx%2FffNCYgQ5NH9qM5rSNBS3Exp6CIyjHyFee9Ve%2FuhJIcJcnVeaHqWyKueE59lK5zQBVgOHZwcDWxu%2BXQ%2B0iirV2ZDhGGpzxIyysVgJhkhP668r%2F0VYMhSolI60P1nfOljRbT3V6iJUEC0jOhB7m%2FjwAfxh5zyDXM51xeSHq6ZuB%2F3oxYP2Mv9pKmFvbhiMLoO9vPTF3NoF5r1nZk%2FXnWttXgPmi5NvVeJ6WNp8oXoZmW79OvDQ%2F501dQEvcLgKIMhALIGy999BsaSoRCUyL%2BgkTasxMHYgSSG%2BxulLFsFuWNHJRI0phGKyYa8hY83iVQFTPTXtTzvg1udilF,
sharepoint.bader.mod.uk,Just a moment...,403,7113,sharepoint.bader.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-24T00:00:00Z,2023-12-24T23:59:59Z,"CN=bader.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bader.mod.uk,"Cloudflare, Inc.",*.bader.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",363ea6c354f47fde1c19227f10e2c3a1,5fbf6bdb6ace7b0d9f3f68f3f1840134ab2bdbb6ba9b780138d525b16d0b79aa,True,ctls,sharepoint.bader.mod.uk,cloudflare,443,https://sharepoint.bader.mod.uk:443,https,cloudflare,text/html,GET,104.18.21.53,/,-2107972682,2606:4700::6812:1535,HTTP/3,88,False,True,,,,
si.royalnavy.mod.uk,,403,16,si.royalnavy.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-21T00:00:00Z,2023-12-21T23:59:59Z,"CN=royalnavy.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",royalnavy.mod.uk,"Cloudflare, Inc.",royalnavy.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9b2d678a376e30878eb1cf0ce956fd7b,84b15625f3783b00ab76033e749a52d928f05c30ab166f339083ac097024b122,True,ctls,si.royalnavy.mod.uk,cloudflare,443,https://si.royalnavy.mod.uk:443,https,cloudflare,text/plain,GET,104.18.16.76,/,1253481126,2606:4700::6812:104c,Cloudflare Bot Management,1,False,True,,,,
sitecore.royalnavy.mod.uk,,403,16,sitecore.royalnavy.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-21T00:00:00Z,2023-12-21T23:59:59Z,"CN=royalnavy.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",royalnavy.mod.uk,"Cloudflare, Inc.",royalnavy.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9b2d678a376e30878eb1cf0ce956fd7b,84b15625f3783b00ab76033e749a52d928f05c30ab166f339083ac097024b122,True,ctls,sitecore.royalnavy.mod.uk,cloudflare,443,https://sitecore.royalnavy.mod.uk:443,https,cloudflare,text/plain,GET,104.18.17.76,/,1253481126,2606:4700::6812:114c,Cloudflare Bot Management,1,False,True,,,,
smetrics.army.mod.uk,,200,,smetrics.army.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-01T00:00:00Z,2023-10-02T23:59:59Z,"CN=smetrics.army.mod.uk, O=Adobe Systems Incorporated, L=San Jose, ST=California, C=US",smetrics.army.mod.uk,Adobe Systems Incorporated,smetrics.army.mod.uk,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ad7cf36856127245109a7e7004a5b53a,4fde892407bb4a788c6b56e8b0310f66e465cc8b6307e3eccc65be62c4eb208f,,ctls,smetrics.army.mod.uk,,443,https://smetrics.army.mod.uk:443,https,jag,,GET,63.140.62.164,/,1936786007,63.140.62.160,HSTS,1,False,,,,,
sms.bader.mod.uk,Just a moment...,403,7077,sms.bader.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-24T00:00:00Z,2023-12-24T23:59:59Z,"CN=bader.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bader.mod.uk,"Cloudflare, Inc.",*.bader.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",363ea6c354f47fde1c19227f10e2c3a1,5fbf6bdb6ace7b0d9f3f68f3f1840134ab2bdbb6ba9b780138d525b16d0b79aa,True,ctls,sms.bader.mod.uk,cloudflare,443,https://sms.bader.mod.uk:443,https,cloudflare,text/html,GET,104.18.20.53,/,330695165,2606:4700::6812:1435,HTTP/3,88,False,True,,,,
smtp.defencegateway.mod.uk,,200,78,smtp.defencegateway.mod.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-20T00:00:00Z,2023-08-20T23:59:59Z,CN=*.defencegateway.mod.uk,*.defencegateway.mod.uk,,defencegateway.mod.uk,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0156e03c062d88a1521e4ebb344ba0c7,0bf7980ded7ecd4a6d2f84cad2193d51cfab5c635287d7076d6137fa3c71372f,True,ctls,smtp.defencegateway.mod.uk,,443,https://smtp.defencegateway.mod.uk:443,https,nginx,text/html,GET,18.133.210.238,/,1494302000,18.133.210.238,Nginx,2,False,,,,,
