new,host,a,cname,soa,status_code,cdn,cdn-name,aaaa,txt,mx,ns,has_internal_ips,internal_ips
,packman-stage.laas.intel.com,"13.107.237.45, 13.107.238.45","packman-stage.azureedge.net, packman-stage.afd.azureedge.net, star-azureedge-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,"2620:1ec:4e:1::45, 2620:1ec:4f:1::45",,,,,
,packman-swa-prod01.laas.intel.com,20.82.13.59,"proud-smoke-0f8f5201e.2.azurestaticapps.net, azurestaticapps2.trafficmanager.net, msha-slice-2-am2-0.msha-slice-2-am2-0-ase.p.azurewebsites.net, waws-prod-am2-7afcdb2f.sip.p.azurewebsites.windows.net, msha-slice-2-am2-1.msha-slice-2-am2-1-ase.p.azurewebsites.net, waws-prod-am2-71c8f842.sip.p.azurewebsites.windows.net","ns1-05.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,
,packman-swa-test01.laas.intel.com,20.82.13.59,"black-ocean-03aab041e.2.azurestaticapps.net, azurestaticapps2.trafficmanager.net, msha-slice-2-am2-0.msha-slice-2-am2-0-ase.p.azurewebsites.net, waws-prod-am2-7afcdb2f.sip.p.azurewebsites.windows.net","ns1-05.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,
,packman.laas.intel.com,"13.107.237.45, 13.107.238.45","packman.azureedge.net, packman.afd.azureedge.net, star-azureedge-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, dual.part-0017.t-0009.t-msedge.net, part-0017.t-0009.t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.t-msedge.net",NOERROR,,,"2620:1ec:4e:1::45, 2620:1ec:4f:1::45",,,,,
,pal.connected.intel.com,3.136.243.188,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,pandora.mwb-threatintel.com,"172.67.171.134, 104.21.87.245",,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700:3032::ac43:ab86, 2606:4700:3033::6815:57f5",,,,,
,parcels.repos.intel.com,23.78.188.117,"intel19235.edgekey.net, e19235.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2600:1408:5400:490::4b23, 2600:1408:5400:4b4::4b23",,,,,
,paris.intel.com,"136.146.43.3, 136.146.36.3, 136.146.42.3","paris.intel.com.00ddn000003r4plmai.live.siteforce.com, inteldesignecosystemservices.my.salesforce-sites.com, na224.salesforce.com, na224-ia7.salesforce.com, na224-ia7.ia7.r.salesforce.com","ns1-ia7.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,
,partner-admin.intel.com,"85.222.140.11, 85.222.140.6, 85.222.140.13","partner-admin.intel.com.00do0000000arcfeae.live.siteforce.com, n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
,partner.intel.com,"13.110.30.11, 13.110.30.14, 13.110.30.10","partner.intel.com.00do0000000arcfeae.live.siteforce.com, n.edge2.salesforce.com, phoenix.edge2.salesforce.com, phx.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
,partnerallianceprogram.intel.com,13.91.95.74,,"ns1.intel.com, hostmaster.intel.com",NOERROR,True,azure,,,,,,
,partnercenter.intel.com,"85.222.140.13, 85.222.140.11, 85.222.140.10","partnercenter.intel.com.00do0000000arcfeae.live.siteforce.com, 1p.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
,partneruniversity-prc.intel.com,23.222.53.96,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:c900:29b::1ea2, 2a02:26f0:c900:290::1ea2",,,,,
,partneruniversity.intel.com,23.56.201.214,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:6c00:19e::1ea2, 2a02:26f0:6c00:185::1ea2",,,,,
,partnervoice.intel.com,"54.188.80.192, 52.11.250.243, 54.68.118.143",,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,"v=spf1 include:spf.protection.outlook.com include:mail.zendesk.com -all, MS=ms97644841",partnervoice-intel-com.mail.protection.outlook.com,,,
,passreset-bg.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,passreset-fm.intel.com,192.55.54.26,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,passreset-fm2.intel.com,192.198.165.160,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,passreset-int.intel.com,192.198.166.79,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,passreset-ir.intel.com,192.198.151.91,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,passreset.eglb.intel.com,192.198.165.160,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,passreset.intel.com,134.191.246.58,passreset.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,passwordreset-int.intel.com,134.191.232.102,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,passwordreset.intel.com,134.191.246.58,passreset.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,patents.intel.com,198.175.96.254,patents.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,path2purchase.intel.com,,,,NOERROR,,,,,,,,
,pcache-www-o.intel.com,,,,NOERROR,,,,,,,,
,pdqan2w.cps.intel.com,192.198.144.28,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,pdx.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,v=spf1 include:_spf.intel.com -all,mtab.intel.com,,,
,pdxproxy.intel.com,134.134.136.14,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,perfmon-events.eglb.intel.com,198.175.98.45,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,performancehub.intel.com,"108.138.51.106, 108.138.51.8, 108.138.51.105, 108.138.51.120","op-tools.optimizations.dcs-tools-experiments.infra-host.com, rmcrjolnpg.execute-api.us-west-2.amazonaws.com","ns-508.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,pesg-kubeflow.intel.com,20.219.248.225,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,pg-content-sync.intel.com,192.198.144.22,pg-content-sync.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,pgacsbc.intel.com,192.198.147.228,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,pim-microservices.intel.com,"54.69.38.193, 35.161.24.196, 34.208.164.253",k8s-pimmspro-pimmsgwi-ab08788a3f-659481044.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,pim.intel.com,"52.24.124.119, 52.89.120.117",prod2pimelb-1537227977.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,pki.intel.com,"23.213.161.8, 23.213.161.24","certificates.intel.com.edgesuite.net, a243.d.akamai.net","n0d.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,
,plan.intel.com,130.35.201.120,,"ns1.intel.com, hostmaster.intel.com",NOERROR,True,oracle,,v=spf1 include:_netblocks.eloqua.com -all ,s334284386.m.en25.com,,,
,platform.sports.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,postman-domain-verification=eba037f587c2d48368926b09a09e7a2a239305d728b509e4791191ae00c97407468ec91485a505412a2b4b60ec454b585e77cddc356e3bc1dbfa8c3c6ad39a45,,,,
,platformactivation.intel.com,192.198.164.172,prd1paw-ops.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,platformsw2.intel.com,198.175.96.124,"platformsw2.intel.com.srip.net, srip47.globalredir.akadns.net, a47.srip1.akasrip.net.7c60afc6.1.cn.akasripcn.net, origin-platformsw2.intel.com, arms2vip.cps.intel.com","n0cn.akasripcn.net, hostmaster.akamai.com",NOERROR,,,,,,,,
,plsuite-dev.intel.com,54.201.3.139,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,plum.intel.com,198.175.96.64,"plum.cps.intel.com, danube.cps.intel.com","ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,pma-dev.laas.intel.com,,"witty-grass-0a62b771e.2.azurestaticapps.net, azurestaticapps2.trafficmanager.net, msha-slice-2-am2-0.msha-slice-2-am2-0-ase.p.azurewebsites.net, waws-prod-am2-7afcdb2f.sip.p.azurewebsites.windows.net","ns1-05.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,
,pma-test.laas.intel.com,20.82.13.59,"happy-forest-0c6f18a1e.2.azurestaticapps.net, azurestaticapps2.trafficmanager.net, msha-slice-2-am2-0.msha-slice-2-am2-0-ase.p.azurewebsites.net, waws-prod-am2-7afcdb2f.sip.p.azurewebsites.windows.net, msha-slice-2-am2-1.msha-slice-2-am2-1-ase.p.azurewebsites.net, waws-prod-am2-71c8f842.sip.p.azurewebsites.windows.net","ns1-05.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,
,pma.laas.intel.com,20.82.22.191,"proud-ocean-045548e1e.2.azurestaticapps.net, azurestaticapps2.trafficmanager.net, msha-slice-2-am2-1.msha-slice-2-am2-1-ase.p.azurewebsites.net, waws-prod-am2-71c8f842.sip.p.azurewebsites.windows.net","ns1-05.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,
,pmc.laas.intel.com,20.82.13.59,"proud-ocean-045548e1e.2.azurestaticapps.net, azurestaticapps2.trafficmanager.net, msha-slice-2-am2-0.msha-slice-2-am2-0-ase.p.azurewebsites.net, waws-prod-am2-7afcdb2f.sip.p.azurewebsites.windows.net, msha-slice-2-am2-1.msha-slice-2-am2-1-ase.p.azurewebsites.net, waws-prod-am2-71c8f842.sip.p.azurewebsites.windows.net","ns1-05.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,
,pmft-prd.intel.com,198.175.96.142,prd-pmft.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,pmft-psp.eglb.intel.com,192.198.167.111,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,pmft.intel.com,198.175.98.136,pmft-user-tool-prd.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,pmftapp-preview.intel.com,192.198.167.111,pmft-psp.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,pmftapp.intel.com,198.175.98.137,pmft-prd.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,pmftuser.cps.intel.com,192.198.165.115,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,pngtpsbc.intel.com,192.198.147.153,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,points-asmona-form.cps.intel.com,192.198.165.227,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,points-asmona-form.intel.com,192.198.165.227,points-asmona-form.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,policycentral.intel.com,52.42.124.255,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,popit-ft-prd.eglb.intel.com,198.175.98.70,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,popit-ft-qa.eglb.intel.com,192.198.172.59,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,portainerapplab.mwb-threatintel.com,"172.67.171.134, 104.21.87.245",,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700:3032::ac43:ab86, 2606:4700:3033::6815:57f5",,,,,
,post-silicon-ev.intel.com,192.198.160.30,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prcappzone.intel.com,192.198.165.191,"rebounder.intel.com, rebounder.eglb.intel.com","egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd-dattww.cps.intel.com,198.175.96.132,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd-monsoon.cps.intel.com,198.175.96.32,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd-orsc2a.cps.intel.com,192.198.160.101,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd-pmft.cps.intel.com,198.175.96.142,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd-sttdisti.cps.intel.com,198.175.96.134,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1cdbmbv2w.cps.intel.com,192.198.164.45,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1egain3w.cps.intel.com,192.198.165.224,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1fmbswb-wss.cps.intel.com,192.198.165.223,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1fmbswb.cps.intel.com,192.198.165.170,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1iats.cps.intel.com,192.198.165.44,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1iatsservicetool.cps.intel.com,192.198.165.92,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1idz-crm.cps.intel.com,192.198.165.139,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1idz-w01.cps.intel.com,192.198.165.140,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1idz-w02.cps.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1idz.cps.intel.com,192.198.165.138,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1ircews.cps.intel.com,192.198.164.56,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1ircnda.cps.intel.com,192.198.164.87,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1ircw.cps.intel.com,192.198.164.124,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1kratos.cps.intel.com,192.198.164.219,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1mat.cps.intel.com,192.198.165.87,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1matservicetool.cps.intel.com,192.198.165.94,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1mbuild2w.cps.intel.com,192.198.164.167,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1mdfw.cps.intel.com,192.198.165.244,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1mren2w.cps.intel.com,192.198.165.237,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1mz1.cps.intel.com,192.198.164.33,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1pctd.cps.intel.com,192.198.165.76,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1pvpx.cps.intel.com,192.198.164.15,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1qdms.cps.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1rcm2w.cps.intel.com,198.175.96.176,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1rsweb.cps.intel.com,192.198.165.147,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1rv7w.cps.intel.com,192.198.165.242,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1sgatewaycr.cps.intel.com,192.198.164.140,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1sgatewaye2e.cps.intel.com,192.198.164.139,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1sgatewayeze.cps.intel.com,192.198.164.141,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1sgatewaygbg.cps.intel.com,192.198.164.212,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1sgatewayid.cps.intel.com,192.198.165.71,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1snopk.cps.intel.com,192.198.164.41,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1summit.cps.intel.com,192.198.164.239,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1tas3w.cps.intel.com,192.198.165.233,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd1warser.cps.intel.com,192.198.164.55,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd2pgbswarm.cps.intel.com,192.198.144.14,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd2pgbswb-wss.cps.intel.com,192.198.144.15,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd2pgbswb.cps.intel.com,192.198.144.13,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prd2snopk.cps.intel.com,198.175.96.69,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prdmsgcntrweb01.ed.cps.intel.com,,,,NOERROR,,,,,,,,
,prdsupftp.cps.intel.com,134.191.246.34,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,pre-intelinsideprogram.cps.intel.com,192.198.167.13,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,pre-intelinsideprogram.intel.com,192.198.167.13,pre-intelinsideprogram.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,pre.api.portal.bridge.trustedservices.intel.com,20.242.185.150,"prx21-bridge.az.sgxnp.adsdcsp.com, prx21-green-bridge.az.sgxnp.adsdcsp.com","ns1-04.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,
,pre.api.portal.trustedservices.intel.com,,"api-pre.portal.azure-api.net, apimgmthsh9bzwfs5jd5bcr31ab0nva9xmpl13wkjwhmsxetzl.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,
,pre.api.trustedservices.intel.com,23.96.106.35,"api-pre.azure-api.net, apimgmttmxprzfvug1fv0qif9oceamjma3bfnkfhpfkocrea42.trafficmanager.net, api-pre-eastus-01.regional.azure-api.net, apimgmthsh9bzwfs5jd5bcr31ab0nva9xmpl13wkjwhmsxetzl.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,
,pre1-ias.intel.com,"3.223.78.43, 35.169.74.68",pre1-ias.tsnp.adsdcsp.com,"ns-801.awsdns-36.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,pre1-iasbroker.intel.com,"3.234.64.219, 3.215.155.44",pre1-iasbroker.tsnp.adsdcsp.com,"ns-801.awsdns-36.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,pre1-trustedservices.eglb.intel.com,209.251.176.160,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,pre1-trustedservices.intel.com,"52.222.214.40, 52.222.214.81, 52.222.214.89, 52.222.214.94",ts-pre1.tsnp.adsdcsp.com,"ns-801.awsdns-36.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,pre1-tsci.intel.com,"52.222.214.81, 52.222.214.89, 52.222.214.94, 52.222.214.40",ts-pre1.tsnp.adsdcsp.com,"ns-801.awsdns-36.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,pre1-upgrades.intel.com,"52.222.214.40, 52.222.214.81, 52.222.214.89, 52.222.214.94",pre1-upgrades.tsnp.adsdcsp.com,"ns-801.awsdns-36.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,pre1sgcr.cps.intel.com,192.198.166.156,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,pre1supplier.cps.intel.com,192.198.166.28,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prechanneltraining.intel.com,13.91.95.74,,"ns1.intel.com, hostmaster.intel.com",NOERROR,True,azure,,,,,,
,precrpmws-rest.intel.com,192.198.167.166,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,preh2olite-test.intel.com,198.175.112.246,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,preh2olite01.intel.com,192.198.166.232,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,preh2olite02.intel.com,192.198.166.233,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,preh2olite21.intel.com,192.198.166.203,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,premier.cps.intel.com,192.198.165.245,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,premier.intel.com,23.42.205.82,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:c900:290::1ea2, 2a02:26f0:c900:29b::1ea2",,,,,
,premierbench.cps.intel.com,192.198.167.215,premierdev.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,premierbench.intel.com,192.198.167.215,premierdev.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,premiercons.intel.com,192.198.167.215,premierdev.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,premierdev.cps.intel.com,192.198.167.215,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,premierdev.intel.com,192.198.167.215,premierdev.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,premierit.intel.com,192.198.165.191,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,premierps.intel.com,192.198.167.215,premierdev.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,premiersupport-scft.intel.com,192.198.160.153,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prepartneruniversity.intel.com,54.243.208.10,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prepcache-www-o.intel.com,192.198.166.180,fmqa-pcache-www-o.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prepim-microservices.intel.com,"52.9.208.166, 52.53.110.177",k8s-pimmspre-pimmsppg-af875f043d-1176679891.us-west-1.elb.amazonaws.com,"ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,prepmftuser.cps.intel.com,192.198.167.111,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prepoints-asmo-na-form.intel.com,192.198.167.243,stg1w9wf.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prepoints-asmona-form.intel.com,192.198.167.241,stg1w9w.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,preprod-gameplay.intel.com,192.198.165.84,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,preprod-gameplayapi.intel.com,192.198.167.22,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,preprod-post-silicon-ev.intel.com,192.198.166.163,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,pressl.intel.com,192.198.166.181,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,pressroom.intel.com,2.23.141.119,"newsroom.intel.com, intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2001:2030:15:193::1ea2, 2001:2030:15:1ab::1ea2",,,,,
,presync.intel.com,192.198.167.168,sync.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,preview-challengeme.intel.com,52.24.81.224,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,preview-edc.intel.com,40.112.243.28,"inteledcstage.azurewebsites.net, waws-prod-bay-011a.sip.azurewebsites.windows.net, waws-prod-bay-011a.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,
,preview-educate.intel.com,192.198.167.136,tst1edweb.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,preview-marketingstudio.intel.com,23.37.37.239,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,2a02:26f0:6c00:19e::1ea2,,,,,
,preview.intel.com,192.198.164.211,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prewelcome.intel.com,192.198.166.182,fmqa-login.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,processormatch.intel.com,192.198.160.90,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,proserv.intel.com,"52.222.214.49, 52.222.214.10, 52.222.214.17, 52.222.214.54",d222mw8em2o2nc.cloudfront.net,"ns-229.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,"ns-1101.awsdns-09.org, ns-1689.awsdns-19.co.uk, ns-229.awsdns-28.com, ns-914.awsdns-50.net",,
,prv-bombuilder.intel.com,198.175.66.204,lbauto-198-175-66-204.odce.intel.net,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,prx-ps.sgx.trustedservices.intel.com,20.237.64.223,"prx21-ps.az.sgxnp.adsdcsp.com, prx21-blue-ps.az.sgxnp.adsdcsp.com","ns1-04.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,
,ps-cpmobile.intel.com,198.175.96.175,ps-learn.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ps-learn.cps.intel.com,198.175.96.175,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ps-learn.eglb.intel.com,198.175.96.175,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ps-learn.intel.com,198.175.96.175,ps-learn.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ps-learn2.cps.intel.com,198.175.96.185,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ps-learn2.eglb.intel.com,198.175.96.185,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ps-learn2.intel.com,198.175.96.185,ps-learn2.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
