input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,tls_subject_org_,tls_wildcard_certificate,webserver,tls_self_signed,tls_expired,final_url,csp_domains_,location
ticket.t-mobile.cz,Document moved,302,1376,ticket.t-mobile.cz,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-03T12:46:23Z,2024-02-03T23:59:59Z,"L=Prague, ST=capital city Prague, CN=ictp.t-mobile.cz, O=T-Mobile Czech Republic a.s., C=CZ",ictp.t-mobile.cz,ticket.t-systems.cz,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,f91975f732c54838735baca0f51baac7,2dd7832de201f1b66d7d58f64eb652a6fdf83e6324438cddd03c99b67475f501,ctls,ticket.t-mobile.cz,,443,https://ticket.t-mobile.cz:443,https,text/html,GET,93.153.116.76,/,1718558177,93.153.116.76,Java,7,False,,True,T-Mobile Czech Republic a.s.,,ICTP0,,,https://ticket.t-mobile.cz/ICTP/action/Login/?actionId=1312967207247800&step=0&ts=1689650817020&hash=SvyTWAO2W8/McbCx7IWID0YzjTJ8SSSxDvTqaVQvV4Y=&nbl=true&actionId=68926702822600&step=0&ts=1689650816649&hash=gfEsM0xHGL/E402asGqbF09mv8xJ6esngsu4MvV0Rt4=&nbl=true&actionId=68926265470000&step=0&ts=1689650816211&hash=Uc9HSiDAdyQ8YtBuTP+b2/wcxFPqBy/B/ZJEVOpSnE8=&nbl=true&actionId=68926014590399&step=0&ts=1689650815961&hash=DB/YZ66mGSIDUmu+H7EeZ0EYikpPJ6VnDAjCxJ0m4wg=&nbl=true&actionId=68925846325100&step=0&ts=1689650815789&hash=1w2Ruv7PSwHENPvMfDWWezkN/QV4PUOnYc7gjX/0PM8=&nbl=true&actionId=1312965773877500&step=0&ts=1689650815582&hash=Ffl9jMgpCIH4obNsz7INrLB+w25UVel3gFIltBVOPWg=&nbl=true&actionId=68925458631200&step=0&ts=1689650815405&hash=b5I9MgRJGFtE6WB3rX+6kcbooqbwYab/A+BbkEEoiNg=&nbl=true&actionId=68925264355700&step=0&ts=1689650815217&hash=LJ+42oialoYo7pDKI0UuYOiDMnaH8IqLeq6dQC7d1uI=&nbl=true,,https://ticket.t-mobile.cz/ICTP/action/Login/?actionId=1312967696520400&step=0&ts=1689650817505&hash=gxsxTd/kkF2DYL0O3kDOUInS+5S4w9G++NRIrocQs3k=&nbl=true&actionId=1312967207247800&step=0&ts=1689650817020&hash=SvyTWAO2W8/McbCx7IWID0YzjTJ8SSSxDvTqaVQvV4Y=&nbl=true&actionId=68926702822600&step=0&ts=1689650816649&hash=gfEsM0xHGL/E402asGqbF09mv8xJ6esngsu4MvV0Rt4=&nbl=true&actionId=68926265470000&step=0&ts=1689650816211&hash=Uc9HSiDAdyQ8YtBuTP+b2/wcxFPqBy/B/ZJEVOpSnE8=&nbl=true&actionId=68926014590399&step=0&ts=1689650815961&hash=DB/YZ66mGSIDUmu+H7EeZ0EYikpPJ6VnDAjCxJ0m4wg=&nbl=true&actionId=68925846325100&step=0&ts=1689650815789&hash=1w2Ruv7PSwHENPvMfDWWezkN/QV4PUOnYc7gjX/0PM8=&nbl=true&actionId=1312965773877500&step=0&ts=1689650815582&hash=Ffl9jMgpCIH4obNsz7INrLB+w25UVel3gFIltBVOPWg=&nbl=true&actionId=68925458631200&step=0&ts=1689650815405&hash=b5I9MgRJGFtE6WB3rX+6kcbooqbwYab/A+BbkEEoiNg=&nbl=true&actionId=68925264355700&step=0&ts=1689650815217&hash=LJ+42oialoYo7pDKI0UuYOiDMnaH8IqLeq6dQC7d1uI=&nbl=true
tiskovareseni.t-mobile.cz,T-Mobile - Managed Device Services Portal,200,20518,tiskovareseni.t-mobile.cz,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-12T00:05:30Z,2023-09-10T00:05:29Z,CN=tiskovareseni.t-mobile.cz,tiskovareseni.t-mobile.cz,tiskovareseni.t-mobile.cz,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a36891bf8def9fc7a5e3fddb7545df9b,6260f16cb7559bb8d2b85eec7cf8c58be8bee8d22f6fec87b8d48cd71ac6ef2a,ctls,tiskovareseni.t-mobile.cz,,443,https://tiskovareseni.t-mobile.cz:443,https,text/html,GET,81.91.85.108,/,1071402345,81.91.85.108,PHP,466,False,,,,,Apache,,,https://tiskovareseni.t-mobile.cz/admin/,,
tmap.org,Squarespace - Website Expired,404,3058,www.tmap.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-09T21:05:04Z,2023-10-07T21:05:03Z,CN=www.tmap.org,www.tmap.org,www.tmap.org,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3496dec70923fa00f1770e8616bc5d55,494f34a97a455aa596c274c3fc32f80701fa310efe7cc2eb2bbc0bef3055d548,ctls,www.tmap.org,,443,https://tmap.org:443,https,text/html,GET,198.185.159.144,/,-839470778,198.49.23.145,Squarespace Commerce,50,False,,,,,Squarespace,,,https://www.tmap.org/,,
tt-app.t-mobile.cz,,404,,tt-app.t-mobile.cz,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-25T06:26:01Z,2024-05-25T23:59:59Z,"L=Prague, ST=capital city Prague, CN=test-t-app.t-mobile.cz, O=T-Mobile Czech Republic a.s., C=CZ",test-t-app.t-mobile.cz,t3t-app.t-mobile.cz,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,c92c0736d50e1ffbd79de27b7345fac2,5b5bafd53472c9709112e590a6e5091bad22fe83e68623c62cc2b8a78a51c108,ctls,tt-app.t-mobile.cz,,443,https://tt-app.t-mobile.cz:443,https,,GET,93.153.106.12,/,-1840324437,93.153.106.12,HSTS,1,False,,,T-Mobile Czech Republic a.s.,,,,,,,
tv-go.t-mobile.cz,MAGENTA TV,200,2234,tv-go.t-mobile.cz,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-04-17T08:55:14Z,2024-05-16T08:55:14Z,"CN=*.t-mobile.cz, O=T-Mobile Czech Republic a.s., L=Praha 4, C=CZ",*.t-mobile.cz,t-mobile.cz,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",2a4ddf2c2d5e6f28308029daf67d83ed,6b8beb12b7eeb28571c22fe230385c337d4bdb072990d9700ce757104e7db859,ctls,tv-go.t-mobile.cz,,443,https://tv-go.t-mobile.cz:443,https,text/html,GET,213.81.204.28,/,747413665,213.81.204.28,HSTS,5,False,,,T-Mobile Czech Republic a.s.,True,,,,,,
tv.t-mobile.cz,404 Not Found,404,146,tv.t-mobile.cz,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-17T08:55:14Z,2024-05-16T08:55:14Z,"CN=*.t-mobile.cz, O=T-Mobile Czech Republic a.s., L=Praha 4, C=CZ",*.t-mobile.cz,t-mobile.cz,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",2a4ddf2c2d5e6f28308029daf67d83ed,6b8beb12b7eeb28571c22fe230385c337d4bdb072990d9700ce757104e7db859,ctls,tv.t-mobile.cz,,443,https://tv.t-mobile.cz:443,https,text/html,GET,213.81.170.220,/,1494302000,213.81.170.220,,8,False,,,T-Mobile Czech Republic a.s.,True,,,,,,
tvgo.t-mobile.cz,MAGENTA TV,200,766,tvgo.t-mobile.cz,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-17T08:55:14Z,2024-05-16T08:55:14Z,"CN=*.t-mobile.cz, O=T-Mobile Czech Republic a.s., L=Praha 4, C=CZ",*.t-mobile.cz,t-mobile.cz,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",2a4ddf2c2d5e6f28308029daf67d83ed,6b8beb12b7eeb28571c22fe230385c337d4bdb072990d9700ce757104e7db859,ctls,tvgo.t-mobile.cz,,443,https://tvgo.t-mobile.cz:443,https,text/html,GET,213.81.153.206,/,-522305913,213.81.153.206,,15,False,,,T-Mobile Czech Republic a.s.,True,,,,,,
twic.t-mobile.cz,,404,21,twic.t-mobile.cz,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-04-25T06:27:55Z,2024-05-25T23:59:59Z,"L=Prague, ST=capital city Prague, CN=twic.t-mobile.cz, O=T-Mobile Czech Republic a.s., C=CZ",twic.t-mobile.cz,twic.telekom.sk,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,5f51fd7f13894fe953515ad1679d773e,c19af654833c05b2ed440fe9b8257f06a4c1ff3326a02d5628a608a604665e27,ctls,twic.t-mobile.cz,,443,https://twic.t-mobile.cz:443,https,text/plain,GET,62.141.14.77,/,-1669793162,62.141.14.77,,1,False,,,T-Mobile Czech Republic a.s.,,,,,,,
ums-uc.dc.t-mobile.cz,,404,,ums2-uc.dc.t-mobile.cz,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2022-09-12T09:59:21Z,2023-09-12T23:59:59Z,"L=Prague, ST=capital city Prague, CN=ums-uc.dc.t-mobile.cz, O=T-Mobile Czech Republic a.s., C=CZ",ums-uc.dc.t-mobile.cz,ums2-uc.dc.t-mobile.cz,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,0f595c39a72a9d78b1b9bbf18035be8e,b3252e2b96968696e9b5bc8cd72ce8e0ec1c43629a6ab23b7a331562f057301c,ctls,ums2-uc.dc.t-mobile.cz,,443,https://ums-uc.dc.t-mobile.cz:443,https,text/plain,GET,62.77.70.51,/,-1840324437,62.77.70.50,,1,False,,,T-Mobile Czech Republic a.s.,,BW HTTP Server,,,https://ums2-uc.dc.t-mobile.cz/,,
ums.t-mobile.cz,,404,,umsrzt1.t-mobile.cz,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2022-10-10T19:08:03Z,2023-10-10T23:59:59Z,"L=Prague, ST=capital city Prague, CN=ums.t-mobile.cz, O=T-Mobile Czech Republic a.s., C=CZ",ums.t-mobile.cz,umsrzt1.t-mobile.cz,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,d8fff75d05946ba8df6e1993e090b2e6,975474e2c073a1c4170e68560b6ce9e5548a45dd537bae43ccec11abb8b98615,ctls,umsrzt1.t-mobile.cz,,443,https://ums.t-mobile.cz:443,https,text/plain,GET,93.153.104.171,/,-1840324437,93.153.104.181,,1,False,,,T-Mobile Czech Republic a.s.,,BW HTTP Server,,,https://umsrzt1.t-mobile.cz/,,
ums1-uc.dc.t-mobile.cz,,404,,ums1-uc.dc.t-mobile.cz,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2022-09-12T09:59:21Z,2023-09-12T23:59:59Z,"L=Prague, ST=capital city Prague, CN=ums-uc.dc.t-mobile.cz, O=T-Mobile Czech Republic a.s., C=CZ",ums-uc.dc.t-mobile.cz,ums2-uc.dc.t-mobile.cz,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,0f595c39a72a9d78b1b9bbf18035be8e,b3252e2b96968696e9b5bc8cd72ce8e0ec1c43629a6ab23b7a331562f057301c,ctls,ums1-uc.dc.t-mobile.cz,,443,https://ums1-uc.dc.t-mobile.cz:443,https,text/plain,GET,62.77.70.50,/,-1840324437,62.77.70.50,,1,False,,,T-Mobile Czech Republic a.s.,,BW HTTP Server,,,,,
umsctx1.t-mobile.cz,,404,,umsctx1.t-mobile.cz,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2022-10-10T19:08:03Z,2023-10-10T23:59:59Z,"L=Prague, ST=capital city Prague, CN=ums.t-mobile.cz, O=T-Mobile Czech Republic a.s., C=CZ",ums.t-mobile.cz,umsrzt1.t-mobile.cz,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,d8fff75d05946ba8df6e1993e090b2e6,975474e2c073a1c4170e68560b6ce9e5548a45dd537bae43ccec11abb8b98615,ctls,umsctx1.t-mobile.cz,,443,https://umsctx1.t-mobile.cz:443,https,text/plain,GET,93.153.104.181,/,-1840324437,93.153.104.181,,1,False,,,T-Mobile Czech Republic a.s.,,BW HTTP Server,,,,,
umsrzt1.t-mobile.cz,,404,,umsrzt1.t-mobile.cz,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2022-10-10T19:08:03Z,2023-10-10T23:59:59Z,"L=Prague, ST=capital city Prague, CN=ums.t-mobile.cz, O=T-Mobile Czech Republic a.s., C=CZ",ums.t-mobile.cz,umsrzt1.t-mobile.cz,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,d8fff75d05946ba8df6e1993e090b2e6,975474e2c073a1c4170e68560b6ce9e5548a45dd537bae43ccec11abb8b98615,ctls,umsrzt1.t-mobile.cz,,443,https://umsrzt1.t-mobile.cz:443,https,text/plain,GET,93.153.104.171,/,-1840324437,93.153.104.171,,1,False,,,T-Mobile Czech Republic a.s.,,BW HTTP Server,,,,,
update.t-mobile.cz,Spolehlivý operátor pro mobilní i pevné služby - T-Mobile.cz,200,146037,www.t-mobile.cz,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-23T08:47:37Z,2024-06-20T08:47:37Z,"CN=www.t-mobile.cz, serialNumber=64949681, businessCategory=Private Organization, O=T-Mobile Czech Republic a.s., jurisdictionCountry=CZ, L=Praha 4, C=CZ, businessCategory=Private Organization, jurisdictionCountry=CZ",www.t-mobile.cz,t-mobile.cz,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",e8b3cb899e7dbd38d55d31bd8ddfdf19,8388ba7ef595350c9434b8de95ea45b2883482601f41c6b6f1910ac29223b8a2,ctls,www.t-mobile.cz,,443,https://update.t-mobile.cz:443,https,text/html,GET,62.141.14.37,/,664870818,62.141.14.37,Java,8411,False,,,T-Mobile Czech Republic a.s.,,,,,https://www.t-mobile.cz/osobni,,
uvitacitony.t-mobile.cz,Uvítací tóny,200,3226,www.uvitacitony.cz,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-10T17:24:33Z,2024-02-10T23:59:59Z,"L=Prague, ST=capital city Prague, CN=www.uvitacitony.cz, O=T-Mobile Czech Republic a.s., C=CZ",www.uvitacitony.cz,uvitacitony.cz,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,52b07dcbbe7a81a06a05d4c2218340fb,2f53d02944b51b9121b18e879230e3c449544692e54cae6fdf4f6b6d20acbbb4,ctls,www.uvitacitony.cz,,443,https://uvitacitony.t-mobile.cz:443,https,text/html,GET,62.141.14.37,/,375571819,62.141.14.37,Apache,110,False,,,T-Mobile Czech Republic a.s.,,Apache,,,https://www.uvitacitony.cz/htmlplus-sf/,,
vcd2.dc.t-mobile.cz,Welcome to T-Mobile Czech Republic a.s.,200,49884,vcd2.dc.t-mobile.cz,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-17T13:49:07Z,2024-03-28T13:49:07Z,"CN=*.dc.t-mobile.cz, O=T-Mobile Czech Republic a.s., L=Praha 4, C=CZ",*.dc.t-mobile.cz,*.dc.t-mobile.cz,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",8f1a0dfb2fe62de4391402aa8d9b064e,137c26b0da90845bf93905c7425f0a6277de71d35a1754d6dd9bb25f9fe078d9,ctls,vcd2.dc.t-mobile.cz,,443,https://vcd2.dc.t-mobile.cz:443,https,text/html,GET,194.108.112.130,/,1064924907,194.108.112.130,HSTS,508,False,,,T-Mobile Czech Republic a.s.,True,,,,https://vcd2.dc.t-mobile.cz/login/,,
vcd3.dc.t-mobile.cz,Welcome to T-Mobile Czech Republic a.s.,200,49884,vcd3.dc.t-mobile.cz,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-17T13:49:07Z,2024-03-28T13:49:07Z,"CN=*.dc.t-mobile.cz, O=T-Mobile Czech Republic a.s., L=Praha 4, C=CZ",*.dc.t-mobile.cz,*.dc.t-mobile.cz,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",8f1a0dfb2fe62de4391402aa8d9b064e,137c26b0da90845bf93905c7425f0a6277de71d35a1754d6dd9bb25f9fe078d9,ctls,vcd3.dc.t-mobile.cz,,443,https://vcd3.dc.t-mobile.cz:443,https,text/html,GET,194.108.112.82,/,1064924907,194.108.112.82,HSTS,508,False,,,T-Mobile Czech Republic a.s.,True,,,,https://vcd3.dc.t-mobile.cz/login/,,
vcd4.dc.t-mobile.cz,Welcome to T-Mobile Czech Republic a.s.,200,40171,vcd4.dc.t-mobile.cz,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-17T13:49:07Z,2024-03-28T13:49:07Z,"CN=*.dc.t-mobile.cz, O=T-Mobile Czech Republic a.s., L=Praha 4, C=CZ",*.dc.t-mobile.cz,*.dc.t-mobile.cz,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",8f1a0dfb2fe62de4391402aa8d9b064e,137c26b0da90845bf93905c7425f0a6277de71d35a1754d6dd9bb25f9fe078d9,ctls,vcd4.dc.t-mobile.cz,,443,https://vcd4.dc.t-mobile.cz:443,https,text/html,GET,194.108.112.114,/,1064924907,194.108.112.114,HSTS,508,False,,,T-Mobile Czech Republic a.s.,True,,,,https://vcd4.dc.t-mobile.cz/login/,,
vdc.cloud.t-mobile.cz,Virtix,200,4833,vdc.cloud.t-mobile.cz,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T08:28:12Z,2024-04-19T23:59:59Z,"L=Prague, ST=capital city Prague, CN=vdc.cloud.t-mobile.cz, O=T-Mobile Czech Republic a.s., C=CZ",vdc.cloud.t-mobile.cz,vdc.cloud.t-mobile.cz,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,34b09e4ec671826ec501bef581f6524f,341d517e71f987c51064877a133a537e519627496febe3e0bb715a0af318fd61,ctls,vdc.cloud.t-mobile.cz,,443,https://vdc.cloud.t-mobile.cz:443,https,text/html,GET,95.80.223.166,/,1494302000,95.80.223.166,Nginx,146,False,,,T-Mobile Czech Republic a.s.,,nginx,,,,,
vdi.t-mobile.cz,VMware Horizon,200,6729,vdi.t-mobile.cz,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-26T10:32:13Z,2025-09-26T10:42:13Z,"emailAddress=CES@t-mobile.cz, CN=vdi.telekom.sk, OU=Central End User Services, O=T-Mobile Czech Republic a.s., L=Prague, ST=Prague, C=CZ, emailAddress=CES@t-mobile.cz",vdi.telekom.sk,uagbavdi02.rdm.cz,"emailAddress=ca@t-mobile.cz, CN=T-Mobile CZ Sub2 CA4, OU=Information Technology, O=T-Mobile Czech Republic a.s., L=Prague, ST=Czech Republic, C=CZ, emailAddress=ca@t-mobile.cz",T-Mobile CZ Sub2 CA4,T-Mobile Czech Republic a.s.,c0fb68cb1dd73607c5640e1e2835e824,49f6d0c675b285891ff01fa1255a01b6be2ee9cb6a94990de8963e412d1e8093,ctls,vdi.t-mobile.cz,,443,https://vdi.t-mobile.cz:443,https,text/html,GET,213.81.204.34,/,1274734426,213.81.204.34,Java,106,False,,,T-Mobile Czech Republic a.s.,,,,,,,
verify.t-mobile.cz,,404,19,verify.t-mobile.cz,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-15T12:35:34Z,2023-08-13T12:35:33Z,CN=mailgun.org,mailgun.org,mailgun.org,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d521a95085a59a97913c11bc27ceecb7,f34f45dc01014dac33aa79d159daa5448bc85b3632d23b8e9182639d28097120,ctls,verify.t-mobile.cz,google,443,https://verify.t-mobile.cz:443,https,text/plain,GET,34.102.239.211,/,-138391155,34.102.239.211,,2,False,True,True,,,,,,,,
vps.cloud.t-mobile.cz,,200,5485,vps.cloud.t-mobile.cz,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-03-09T00:18:25Z,2032-03-09T00:18:25Z,"C=CZ, L=Lazne Bohdanec, OU=ICT, O=RADKA International, CN=m1.radka.cz",m1.radka.cz,m1.radka.cz,"C=CZ, L=Lazne Bohdanec, OU=ICT, O=RADKA International, CN=m1.radka.cz",m1.radka.cz,RADKA International,732357d0b4087388f983c9c9e7ea2e8f,15361417fef771c8aad7aa9ece04aa7a78396e0890939e7f6563821fcf21eb49,ctls,vps.cloud.t-mobile.cz,,443,https://vps.cloud.t-mobile.cz:443,https,text/html,GET,88.208.103.82,/,1320585097,88.208.103.82,HSTS,123,False,,True,RADKA International,,WebServer,True,,https://vps.cloud.t-mobile.cz/webmail/login/,http:,
whistleblower.t-mobile.cz,Zabezpečený formulář pro učinění oznámení,200,12572,www.whistleblower.t-mobile.cz,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-05T00:00:00Z,2024-07-03T23:59:59Z,CN=*.whistleblower.t-mobile.cz,*.whistleblower.t-mobile.cz,whistleblower.t-mobile.cz,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7af969fda20cd2cc53a5f7efbe722f49,70bd8dac77a46cd63bb32f60e8131aa97aa751a60bcc7e9fa13ce7bc96454adf,ctls,www.whistleblower.t-mobile.cz,cloudfront,443,https://whistleblower.t-mobile.cz:443,https,text/html,GET,18.66.112.26,/,1088294131,2600:9000:223f:ec00:1:9bc:d2c0:93a1,Bootstrap,290,False,True,,,True,AmazonS3,,,https://www.whistleblower.t-mobile.cz/,,
wic.t-mobile.cz,,404,21,wic.t-mobile.cz,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-25T06:26:59Z,2024-05-25T23:59:59Z,"L=Prague, ST=capital city Prague, CN=wic.t-mobile.cz, O=T-Mobile Czech Republic a.s., C=CZ",wic.t-mobile.cz,wic.telekom.sk,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,84238058061993eb34e2ffef98dfc7b4,b1f02b12f2a1e5fa09abca121a012f03fd6fee55ee91a53b7b10ca563473a3b7,ctls,wic.t-mobile.cz,,443,https://wic.t-mobile.cz:443,https,text/plain,GET,213.81.204.33,/,-1669793162,213.81.204.33,,1,False,,,T-Mobile Czech Republic a.s.,,,,,,,
ws-customer.t-mobile.cz,T-Mobile SDP,200,3085,ws-customer.t-mobile.cz,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-23T07:31:12Z,2024-07-23T23:59:59Z,"ST=capital city Prague, CN=ws-customer.t-mobile.cz, O=T-Mobile Czech Republic a.s., C=CZ",ws-customer.t-mobile.cz,ws-customer.t-mobile.cz,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,746fd36c9c1a1f850c17c580b561e24a,15ddefccf777d1b5b902f14e8fa7477c53433b586496a6d7836c6f1133983fd4,ctls,ws-customer.t-mobile.cz,,443,https://ws-customer.t-mobile.cz:443,https,text/html,GET,195.144.122.160,/,-1476582917,195.144.122.168,PHP,91,False,,,T-Mobile Czech Republic a.s.,,nginx/1.20.1,,,https://ws-customer.t-mobile.cz/sign/in?backlink=50oi8,,
ws-partner.t-mobile.cz,403 Forbidden,403,153,ws-partner.t-mobile.cz,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-23T07:32:05Z,2024-07-23T23:59:59Z,"ST=capital city Prague, CN=ws-partner.t-mobile.cz, O=T-Mobile Czech Republic a.s., C=CZ",ws-partner.t-mobile.cz,ws-partner.t-mobile.cz,"CN=TeleSec Business TLS-CA 2022, O=Deutsche Telekom Security GmbH, C=DE",TeleSec Business TLS-CA 2022,Deutsche Telekom Security GmbH,5f762930c45b72d831cecc8f54f00089,4d1f41a1bf2fc6346e982860970025131377469552d12759811fb38266dafa1b,ctls,ws-partner.t-mobile.cz,,443,https://ws-partner.t-mobile.cz:443,https,text/html,GET,195.144.122.160,/,1503975126,195.144.122.168,Nginx:1.20.1,8,False,,,T-Mobile Czech Republic a.s.,,nginx/1.20.1,,,,,
ws2375.t-mobile.cz,403 Forbidden,403,270,ws2375.t-mobile.cz,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-08T13:23:18Z,2025-02-08T13:33:18Z,"emailAddress=lb_administrators@t-mobile.cz, CN=ws2375.t-mobile.cz, OU=LoadbalanceAdministrationTeam, O=T-Mobile Czech Republic a.s., L=Prague, ST=Czech Republic, C=CZ, emailAddress=lb_administrators@t-mobile.cz",ws2375.t-mobile.cz,ws2375.t-mobile.cz,"emailAddress=ca@t-mobile.cz, CN=T-Mobile CZ Sub2 CA4, OU=Information Technology, O=T-Mobile Czech Republic a.s., L=Prague, ST=Czech Republic, C=CZ, emailAddress=ca@t-mobile.cz",T-Mobile CZ Sub2 CA4,T-Mobile Czech Republic a.s.,a37ad7586e2cb3c4d2e98a7ed863a76d,5ff659a4b566b7e44f915fc42e93e95ce3f8de91c6ae2ed1a8914de4d389afdb,ctls,ws2375.t-mobile.cz,,443,https://ws2375.t-mobile.cz:443,https,text/html,GET,62.141.14.36,/,1693971462,62.141.14.36,,11,False,,,T-Mobile Czech Republic a.s.,,,,,,,
