input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_subject_org_,tls_wildcard_certificate,tls_mismatched,cdn_name,cdn,tls_self_signed,tls_expired,csp_domains_,final_url
nhg.bcc.nl,Sign in to your account,200,204527,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,443,https://nhg.bcc.nl:443,https,,text/html,GET,52.178.114.226,/,-1840324437,52.178.114.226,HSTS,174,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=ee788611-1ebb-405a-9e94-7c8554cb3ecf&redirect_uri=https%3A%2F%2Fnhg.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396272808033.NzllOGQxNGUtZjIwYy00MTQ2LWE3YTctMWRkN2VhNDBkZjYwMTA3OTM2MDktMzJlYS00NTc3LTg5MzUtNWVjMzc4NDE5NDc2&state=CfDJ8FFyxdW4C5tKiatUejNIvKBkl7AysZY24xjBBLybtkM2n9W-B-aUcx-XlRHkhHxumWDfXBsaoGd6DXAse5IWt4-ILvkUMMJzY-S5mMGwfvjHu-h2hmDInwehHOXHrSvG4v57iYTSQkzDvNy6pHwaSOSCYanojVqS1dhwZ-KzGiZP7UVu4JpaKDSPucMAZ4s7P-d5z7tyodh-oIeURE9plAsEHrofK14Qp4x5KpTDcy9yIK4TOiAMGR6W_3wetyhrF26uB_Mf7v5AaGqGerHCiiHlDqrmsrTNSKPMmDzp9X-b&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
nieuwsbrief.bcc.nl,403 - Forbidden: Access is denied.,403,1233,nieuwsbrief.bcc.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-13T00:00:00Z,2024-02-07T23:59:59Z,CN=nieuwsbrief.bcc.nl,nieuwsbrief.bcc.nl,nieuwsbrief.bcc.nl,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",6b350e3363ff9fb9309a399dc3a25dfc,9ce5ec405da1f42e3b1dbe35adf5f6f18b5cbfcae99b418ba76b3808ff8195af,ctls,nieuwsbrief.bcc.nl,443,https://nieuwsbrief.bcc.nl:443,https,,text/html,GET,194.213.114.62,/,1631801191,194.213.114.62,HSTS,30,False,,,,,,,,,
nmp.bcc.nl,Microsoft Azure Web App - Error 404,404,2667,nmp.bcc.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-10T03:05:55Z,2024-03-04T03:05:55Z,"CN=*.azurewebsites.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.azurewebsites.net,*.sso.azurewebsites.net,"CN=Microsoft Azure TLS Issuing CA 02, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 02,Microsoft Corporation,34e8bb57e6dfaa5c2aa7153ca66267a8,5a3902ccc4b77e83d8334c36f36b280ba75f4bad0bdd844ce57816586fd07609,ctls,nmp.bcc.nl,443,https://nmp.bcc.nl:443,https,,text/html,GET,13.69.68.71,/,387302845,13.69.68.71,,87,False,Microsoft Corporation,True,True,azure,True,,,,
npm.bcc.nl,,404,,npm.bcc.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-17T00:00:00Z,2024-04-13T23:59:59Z,"CN=*.bcc.nl, O=BCC (Elektro-Speciaalzaken) B.V., L=Duivendrecht, ST=Noord-Holland, C=NL",*.bcc.nl,bcc.nl,"CN=Trust Provider B.V. TLS RSA EV CA G2, O=Trust Provider B.V., C=NL",Trust Provider B.V. TLS RSA EV CA G2,Trust Provider B.V.,f40ccd549354b968fecff3029c82f498,f484c0c0cd6b982a2b9cac296beb86f9abc4ca80e26832f6a37842bc2a188c29,ctls,npm.bcc.nl,443,https://npm.bcc.nl:443,https,Microsoft-IIS/10.0,,GET,13.69.68.71,/,-1840324437,13.69.68.71,Windows Server,1,False,BCC (Elektro-Speciaalzaken) B.V.,True,,azure,True,,,,
omnipay-direct-ssl.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://omnipay-direct-ssl.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.93,/,1307429962,76.76.21.164,Vercel,4,False,,,,,,,,,
onlineafspraken.bcc.nl,Default site,200,185,onlineafspraken.bcc.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2018-09-17T14:39:45Z,2028-09-14T14:39:45Z,CN=ubuntu,ubuntu,ubuntu,CN=ubuntu,ubuntu,,2376680e49c453ed3b0af7e16db9430e,a162b4ecee775a43fed04402274bf413f0cd14cb6f99ff8c15647fee573e7926,ctls,onlineafspraken.bcc.nl,443,https://onlineafspraken.bcc.nl:443,https,Apache,text/html,GET,87.233.177.4,/,-413777485,2001:9a8:b4:1::177:10,HSTS,9,False,,,True,,,True,,,
outlet.bcc.nl,"BCC | Don't worry, buy happy",200,311707,www.bcc.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-17T00:00:00Z,2024-04-13T23:59:59Z,"CN=*.bcc.nl, O=BCC (Elektro-Speciaalzaken) B.V., L=Duivendrecht, ST=Noord-Holland, C=NL",*.bcc.nl,bcc.nl,"CN=Trust Provider B.V. TLS RSA EV CA G2, O=Trust Provider B.V., C=NL",Trust Provider B.V. TLS RSA EV CA G2,Trust Provider B.V.,f40ccd549354b968fecff3029c82f498,f484c0c0cd6b982a2b9cac296beb86f9abc4ca80e26832f6a37842bc2a188c29,ctls,www.bcc.nl,443,https://outlet.bcc.nl:443,https,,text/html,GET,13.69.68.71,/,-1084144670,13.69.68.71,HSTS,4025,False,BCC (Elektro-Speciaalzaken) B.V.,True,,azure,True,,,https://acc-umbraco-bcc-frontend.azurewebsites.net,https://www.bcc.nl/
oxy-oxygen-44b4cbcc.nl-centralafrica.deezer.com,Deezer.com,200,34464,oxy-oxygen-44b4cbcc.nl-centralafrica.deezer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2020-06-02T05:41:49Z,2030-05-31T05:41:49Z,"CN=testexp, OU=testexample, O=testexample, L=test, ST=California, C=US",testexp,,"CN=testexp, OU=testexample, O=testexample, L=test, ST=California, C=US",testexp,testexample,9442ef3f2ff45957b8819ddd5c7ee549,db5792efac6d5770c2e0fab4920333beda922e4bb98e589e3e8f07683c5e8973,ctls,oxy-oxygen-44b4cbcc.nl-centralafrica.deezer.com,443,https://oxy-oxygen-44b4cbcc.nl-centralafrica.deezer.com:443,https,openresty,text/html,GET,208.91.197.27,/,-1919887028,208.91.197.27,OpenResty,233,False,testexample,,True,,,True,,,
oxy-oxygen-6a0aebcc.nl-uk.deezer.com,Deezer.com,200,28560,oxy-oxygen-6a0aebcc.nl-uk.deezer.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-05-19T00:00:00Z,2023-08-17T23:59:59Z,CN=oxy-oxygen-6a0aebcc.nl-uk.deezer.com,oxy-oxygen-6a0aebcc.nl-uk.deezer.com,oxy-oxygen-6a0aebcc.nl-uk.deezer.com,"CN=ZeroSSL ECC Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL ECC Domain Secure Site CA,ZeroSSL,9cb5a59bbacf75499ee22afac3482faa,d0e01f803a42e6a74d78ec05b9ccb9988f58d8f1549ee164a811bdf6f357fedb,ctls,oxy-oxygen-6a0aebcc.nl-uk.deezer.com,443,https://oxy-oxygen-6a0aebcc.nl-uk.deezer.com:443,https,openresty,text/html,GET,208.91.197.27,/,-1919887028,208.91.197.27,OpenResty,221,False,,,,,,,,,
oxy-oxygen-d89bcea2.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://oxy-oxygen-d89bcea2.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.142,/,1307429962,76.76.21.241,Vercel,4,False,,,,,,,,,
partner-accept-domain.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://partner-accept-domain.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.142,/,1307429962,76.76.21.241,Vercel,4,False,,,,,,,,,
pay.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://pay.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.123,/,1307429962,76.76.21.9,Vercel,4,False,,,,,,,,,
pimchangelog-acc.bcc.nl,Microsoft Azure Web App - Error 404,404,2667,pimchangelog-acc.bcc.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-10T03:05:55Z,2024-03-04T03:05:55Z,"CN=*.azurewebsites.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.azurewebsites.net,*.sso.azurewebsites.net,"CN=Microsoft Azure TLS Issuing CA 02, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 02,Microsoft Corporation,34e8bb57e6dfaa5c2aa7153ca66267a8,5a3902ccc4b77e83d8334c36f36b280ba75f4bad0bdd844ce57816586fd07609,ctls,pimchangelog-acc.bcc.nl,443,https://pimchangelog-acc.bcc.nl:443,https,,text/html,GET,52.166.119.99,/,387302845,52.166.119.99,,87,False,Microsoft Corporation,True,True,azure,True,,,,
pimchangelog-test.bcc.nl,Microsoft Azure Web App - Error 404,404,2667,pimchangelog-test.bcc.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-10T03:05:55Z,2024-03-04T03:05:55Z,"CN=*.azurewebsites.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.azurewebsites.net,*.sso.azurewebsites.net,"CN=Microsoft Azure TLS Issuing CA 02, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 02,Microsoft Corporation,34e8bb57e6dfaa5c2aa7153ca66267a8,5a3902ccc4b77e83d8334c36f36b280ba75f4bad0bdd844ce57816586fd07609,ctls,pimchangelog-test.bcc.nl,443,https://pimchangelog-test.bcc.nl:443,https,,text/html,GET,40.118.100.127,/,387302845,40.118.100.127,,87,False,Microsoft Corporation,True,True,azure,True,,,,
pki.bcc.nl,IIS Windows Server,200,703,,,,,,,,,,,,,,,,,,80,http://pki.bcc.nl:80,http,Microsoft-IIS/10.0,text/html,GET,185.78.251.43,/,1631801191,185.78.251.43,Windows Server,32,False,,,,,,,,,
planning-acc.bcc.nl,Redirecting,200,157608,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,80,http://planning-acc.bcc.nl:80,http,,text/html,GET,52.166.119.99,/,-1840324437,52.166.119.99,HSTS,86,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=693c2307-22c8-4e06-869e-f9eaf5efa3b9&redirect_uri=https%3A%2F%2Fplanning-acc.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396481734871.ZGJlYWEyOTAtNTQ5YS00ZmE3LTk1YmMtYzUxOTljOGY1OTkwMGMwNTlkNTEtOWIyZS00ZjIwLTllYzQtYmY2YmIzZjVmMjY0&state=CfDJ8AMdvm_A7aBBosdBu2UDkD3Iz2O-IE9gzWZudJoYMOlwuv6KMsVrnM-l7p7MTSuIQOYHIPisG5qbiQdlXxrr8E6GNFbY7EvY4GmlbHP6Jl5rWbuVGf_jEu2I2UP_R_5NMR7TRckEu6v7UIvUUZVV4i3JsNM9EJEgsied6x3PS0En5EhzILaQS1WlgSKgZ6xitzgz-S6nFzqB0k7Jznb9A2K_pd3Hco00GeA-kwU8lYOd4alchdJRN9geT_BWz0F1mhnzrC9ihr8hEOZd1tfw_yv86yX_aGFukwiG9vds22r-fLvoWq8gvRLeS2JQ3y5X0w&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
planning-test.bcc.nl,Redirecting,200,157481,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,80,http://planning-test.bcc.nl:80,http,,text/html,GET,40.118.100.127,/,-1840324437,40.118.100.127,HSTS,86,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=9c4ee868-be2d-4134-b27b-a63cd7233625&redirect_uri=https%3A%2F%2Fplanning-test.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396483561585.NGU4MjcxZTItYzRiOS00MGJmLThlYTgtNzFjYmUzM2E5YTBhYmEzNmU2MjEtZThhYy00YzFlLWFlNGEtN2M2Y2E4NDc0NmZh&state=CfDJ8LQwM9e6RppDljdOSqoVoVkAEeyXQW6OEYmXwMRsOzgAv8fCj6ZEV_bL774nIltP7od_JBYfQ0JtYyQihFdxEdMc6mbWA7vTYw0vHSxZvKdRjylQ8jkuK7kwkVoOCKmvU75vSdSMaLUC7IJXb2wqUTOViURHaKhZ_BxZs5x9irLq7UJ9a4sfxpfZfvbKWZyTeyePBdQGTzelMa_GAGcfGanZzNm7lBZn1X1ZvKOoHVj6RhjNXO5rWh1HH5DdF-pgp9j_2W40qoJAz4RmjxaDyjCRZq0KnP8HJh_j4hSDuO8VaPIvC5io24ERIplYZXwiEg&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
pressthailand.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://pressthailand.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.142,/,1307429962,76.76.21.241,Vercel,4,False,,,,,,,,,
prices.bcc.nl,Sign in to your account,200,206999,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,80,http://prices.bcc.nl:80,http,,text/html,GET,52.178.114.226,/,-1840324437,52.178.114.226,HSTS,173,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=f66e2152-e5eb-4196-afd6-05257b0deea5&redirect_uri=http%3A%2F%2Fprices.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396461109438.Mjg4MzdmNWEtYTlkOC00MGI0LWI3OGYtZWUzYmQxMTEyYTY0N2VkZDY2MDktNWE3Zi00NmY1LTk4OWQtNWZjMjhiMjE5YzUx&state=CfDJ8Cw3qLSdRbFPmXbpVS79ab_Odx58uzcfHly9JjNpEjWrrx92046kPOM4asYXKEqEdIWLSGtL5dg3JWvdgXIA9gz-1T2ZFcXK-VovtGDj7gkRaLDCO9VfU30QW-4l_4mrMKUN4RY1JyAeTtvQJ6g6avXmwoAFpp_AyZ39MjePH-GK8JOlyz95ZqDOaVJB9TcvOlRBnDSpIGWwof1guBL3EEgR7uowNpL5hHwu0IjGmdD_3w6ru5vTYlAVkvXlFpQbhIyTVw64qfue1lJInXXSsbeN5_ZS1_C6Ez3behFDE6Ja&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
privatesslvpncmsdb1-origin.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://privatesslvpncmsdb1-origin.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.22,/,1307429962,76.76.21.93,Vercel,4,False,,,,,,,,,
problems.bcc.nl,Microsoft Azure App Service - Welcome,200,3261,problems.bcc.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-17T00:00:00Z,2024-04-13T23:59:59Z,"CN=*.bcc.nl, O=BCC (Elektro-Speciaalzaken) B.V., L=Duivendrecht, ST=Noord-Holland, C=NL",*.bcc.nl,bcc.nl,"CN=Trust Provider B.V. TLS RSA EV CA G2, O=Trust Provider B.V., C=NL",Trust Provider B.V. TLS RSA EV CA G2,Trust Provider B.V.,f40ccd549354b968fecff3029c82f498,f484c0c0cd6b982a2b9cac296beb86f9abc4ca80e26832f6a37842bc2a188c29,ctls,problems.bcc.nl,443,https://problems.bcc.nl:443,https,Microsoft-IIS/10.0,text/html,GET,52.178.114.226,/,-20275242,52.178.114.226,Windows Server,1,False,BCC (Elektro-Speciaalzaken) B.V.,True,,azure,True,,,,
procurement-invoices.bcc.nl,Your Azure Function App is up and running.,200,150093,procurement-invoices.bcc.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-17T00:00:00Z,2024-04-13T23:59:59Z,"CN=*.bcc.nl, O=BCC (Elektro-Speciaalzaken) B.V., L=Duivendrecht, ST=Noord-Holland, C=NL",*.bcc.nl,bcc.nl,"CN=Trust Provider B.V. TLS RSA EV CA G2, O=Trust Provider B.V., C=NL",Trust Provider B.V. TLS RSA EV CA G2,Trust Provider B.V.,f40ccd549354b968fecff3029c82f498,f484c0c0cd6b982a2b9cac296beb86f9abc4ca80e26832f6a37842bc2a188c29,ctls,procurement-invoices.bcc.nl,443,https://procurement-invoices.bcc.nl:443,https,,text/html,GET,20.50.2.58,/,-1840324437,20.50.2.58,,300,False,BCC (Elektro-Speciaalzaken) B.V.,True,,azure,True,,,,
prod.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://prod.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.142,/,1307429962,76.76.21.164,Vercel,4,False,,,,,,,,,
products-acc.bcc.nl,Sign in to your account,200,206996,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,80,http://products-acc.bcc.nl:80,http,,text/html,GET,52.166.119.99,/,-1840324437,52.166.119.99,HSTS,174,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=f4b64668-a46a-44c5-a7df-cc6b9190cf82&redirect_uri=https%3A%2F%2Fproducts-acc.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396484305154.YzY5NzlhZGEtZDg0NS00NmNlLWJiODEtZTY0YTMxOWQ4ZTQyOWI2OTVjNTQtYTA0Yy00ZjU1LWIxZGMtMmEyMzE1OTNkNzgx&state=CfDJ8EKicxBMKCFKr6IWkGNjybY1QlAvnQTyMZqiP1QFjWZYULBhXJXrq7Gvs6qAMie4VWtL9Fx_triFqymBkH6gqzqfxPOX7T80Um9M9nT0Qw6M7Duko3zLXvXdfB9upDaQfYkc84hgp8z2AW8rKTK9i0N0-pwcwmxiVuGJBovZn3ZYFBWhDWBjnRp0qnuIHE34lXv0SsMojcPosy4iOZup7j7oEjADvSZF6-VdEide_xactWQVDns2MHye7Ro_hCr_PbPnWxl9j6a8UVJGM_hEf3AHcS8eVKaMUUzh8-nUgrEu15IM0E19Jt2FgAe-wBUneQ&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.7.1.0
products-test.bcc.nl,Sign in to your account,200,206737,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,80,http://products-test.bcc.nl:80,http,,text/html,GET,40.118.100.127,/,-1840324437,40.118.100.127,HSTS,173,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=2a66df5b-4f16-4d10-93bb-7765ff55b9cd&redirect_uri=https%3A%2F%2Fproducts-test.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396482571801.N2NhYmE0MTUtMTU2ZC00MTI2LTlkNjItNDdlYmRmYzIzMzJmNGQxMjI1MjYtYWExNy00MmM4LWIyMzUtNTg2OTE1YjY2Yjg0&state=CfDJ8Iw0fBWb1MVBifheZv6I5xPw3c2hqQS84QAUmQECxqCph3LXZxXicIhCJKaXeDeLv8h--0a7hc76KKZ7mZe_sjhOUsyc67E9bCjTykiCPrmnIapYRGAbZ_BzrutvFUFN7p_6OX8P-DkvlSDEe50e77KD1z9FtoFDOaoXBJtasm7LLrZ7LDc_3GW4iMyOL-OUBwJE8pw3_gr60YbOgfDj3BNBYd9Au00UHayyJb4Ukuqiz9O2mqy39jqwoV8s9K-PjrjINoVc19zrx_CJwaukU0__HRi7DyRm43JeDwiihO36t-2yBxl0RT_Nr94n8nyfqQ&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.7.1.0
promotion.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://promotion.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.98,/,1307429962,76.76.21.22,Vercel,4,False,,,,,,,,,
prosandcons-acc.bcc.nl,Sign in to your account,200,206987,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,80,http://prosandcons-acc.bcc.nl:80,http,,text/html,GET,52.166.119.99,/,-1840324437,52.166.119.99,HSTS,174,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=69769a5e-8676-4a94-8395-3c0816e8713b&redirect_uri=https%3A%2F%2Fprosandcons-acc.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396478027698.NGQxNjg5NmEtNzFjYS00NjczLWFmZjAtMjFlODVkZmJjOTdiZDZhNDZhYmEtNmIzYi00YzI5LTlhYmQtMDY2MmU5ODdkYTg0&state=CfDJ8M721m1gzjBGr6tTMA7cPAjRw1PRrBgT5zRH47OZbqvBsd26p143PPywqKvXo7f36MS84m0McGQH2ymf3rD1QGr9Sg8bdKxbQ98BNSSvK8_dSu3pLQMIwZdBRthGcFizG-MARaWkCkQlffwP3rgO-9sPYiAtZzQAM1XccXRPnI3OvCfYJEBVnwCT7bITW12tAdt7ictsG1dHymoQw6xUNBhORFBKRl5HTVmJQR2p_LXFwaFqxEtBBs0JSW5NFrp1eeprpDT0YNsJ9EesjS9JROuDKFVIfuUAGjhFjE1OHk_kgxs3oUtGXF7JBktPAhnLbQ&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
