new,host,ttl,a,aaaa,cname,soa,status_code,cdn,cdn-name,mx,caa,ns,txt
[x],claudia-kohlus.gcr.io,300,,2a00:1450:400c:c07::52,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],clec.gcr.io,300,64.233.163.82,2a00:1450:400c:c02::52,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],cli.triage.k8s.io,3600,34.117.106.163,,,"{'name': 'k8s.io', 'ns': 'ns-cloud-d1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'k8s.io', 'ns': 'ns-cloud-d1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'k8s.io', 'ns': 'ns-cloud-d1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}",NOERROR,True,google,,,,
[x],clicklogger.gcr.io,300,,2a00:1450:4025:402::52,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],climateemergencypic.gcr.io,300,172.253.115.82,2a00:1450:4025:401::52,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],cloud-provider-aws.sigs.k8s.io,3600,,,kubernetes-sigs-cloud-provider-aws.netlify.app,"{'name': 'netlify.app', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664979656, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 300}, {'name': 'netlify.app', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664979656, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 300}, {'name': 'netlify.app', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664979656, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 300}, {'name': 'netlify.app', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664979656, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 300}",NOERROR,,,,,,
[x],cloud-provider-vsphere.sigs.k8s.io,1306,"3.72.140.173, 3.70.101.28","2a05:d014:275:cb00::c8, 2a05:d014:58f:6202::64",kubernetes-sigs-cloud-provider-vsphere.netlify.app,"{'name': 'netlify.app', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664979656, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 300}, {'name': 'netlify.app', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664979656, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 300}",NOERROR,,,,,,
[x],cloud.gcr.io,300,142.251.31.82,2a00:1450:400c:c00::52,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],cluster-09449000-9c03-4.gcr.io,300,74.125.133.82,2a00:1450:400c:c0d::52,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],cluster-7aa898fa-0b46-4.gcr.io,300,,,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 657133547, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],cluster-api-aws.sigs.k8s.io,3600,"50.18.142.31, 13.57.148.141","2a05:d014:58f:6200::64, 2a05:d014:275:cb00::c8",kubernetes-sigs-cluster-api-provider-aws.netlify.app,"{'name': 'netlify.app', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664979656, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 300}, {'name': 'netlify.app', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664979656, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 300}",NOERROR,,,,,,
[x],cluster-api-cloudstack.sigs.k8s.io,3600,"35.156.224.161, 18.192.231.252",,kubernetes-sigs-cluster-api-cloudstack.netlify.app,"{'name': 'netlify.app', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664979656, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 300}, {'name': 'netlify.app', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664979656, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 300}, {'name': 'netlify.app', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664979656, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 300}, {'name': 'netlify.app', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664979656, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 300}",NOERROR,,,,,,
[x],cluster-api-ibmcloud.sigs.k8s.io,3600,,,,"{'name': 'cluster-api-ibmcloud.sigs.k8s.io', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1692804727, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'cluster-api-ibmcloud.sigs.k8s.io', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1692804727, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'cluster-api-ibmcloud.sigs.k8s.io', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1692804727, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}, {'name': 'cluster-api-ibmcloud.sigs.k8s.io', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'domains+netlify.netlify.com', 'serial': 1692804727, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 3600}",NOERROR,,,,,,
[x],cluster-api-openstack.sigs.k8s.io,3600,,"2600:1f1c:446:4900::64, 2600:1f1c:471:9d00::c8",kubernetes-sigs-cluster-api-openstack.netlify.app,"{'name': 'netlify.app', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664979656, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 300}, {'name': 'netlify.app', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664979656, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 300}, {'name': 'netlify.app', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664979656, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 300}",NOERROR,,,,,,
[x],cluster-api-operator.sigs.k8s.io,3600,"44.217.247.226, 3.212.91.35","2a05:d01c:9e6:f101::1f4, 2a05:d01c:9e6:f100::1f4",kubernetes-docs.netlifyglobalcdn.com,"{'name': 'netlifyglobalcdn.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664458602, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 300}, {'name': 'netlifyglobalcdn.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664458602, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 300}, {'name': 'netlifyglobalcdn.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664458602, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 300}, {'name': 'netlifyglobalcdn.com', 'ns': 'dns1.p02.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664458602, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 300}",NOERROR,,,,,,
[x],cluster-api.sigs.k8s.io,3600,"52.58.254.253, 3.72.140.173","2a05:d014:58f:6201::64, 2a05:d014:275:cb02::c8",release-1-7--kubernetes-sigs-cluster-api.netlify.app,"{'name': 'netlify.app', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664979656, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 300}, {'name': 'netlify.app', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664979656, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 300}, {'name': 'netlify.app', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1664979656, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 300}",NOERROR,,,,,,
[x],cmorkucc75.gcr.io,300,,2a00:1450:400c:c00::52,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],cms-dev-preferencespublic.gcr.io,300,,,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],cntnj1-bbisp-gw1.gcr.io,300,142.250.102.82,,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],code.canary.k8s.io,3407,,,redirect.k8s.io,"{'name': 'k8s.io', 'ns': 'ns-cloud-d1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'k8s.io', 'ns': 'ns-cloud-d1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'k8s.io', 'ns': 'ns-cloud-d1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}",NOERROR,True,google,,,,
[x],code.k8s.io,3600,34.107.204.206,,redirect.k8s.io,"{'name': 'k8s.io', 'ns': 'ns-cloud-d1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'k8s.io', 'ns': 'ns-cloud-d1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'k8s.io', 'ns': 'ns-cloud-d1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'k8s.io', 'ns': 'ns-cloud-d1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'k8s.io', 'ns': 'ns-cloud-d1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}",NOERROR,True,google,,,,
[x],code.kubernetes.io,541,,,"code.k8s.io, redirect.k8s.io","{'name': 'k8s.io', 'ns': 'ns-cloud-d1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'k8s.io', 'ns': 'ns-cloud-d1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}",NOERROR,True,google,,,,
[x],codepic.gcr.io,300,,2a00:1450:400c:c00::52,googlecode.l.googleusercontent.com,,NOERROR,True,google,,,,
[x],colleenmarieici.gcr.io,256,,,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],conduct.k8s.io,2474,34.107.204.206,2600:1901:0:26f3::,redirect.k8s.io,"{'name': 'k8s.io', 'ns': 'ns-cloud-d1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'k8s.io', 'ns': 'ns-cloud-d1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'k8s.io', 'ns': 'ns-cloud-d1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}",NOERROR,True,google,,,,
[x],conduct.kubernetes.io,3600,,,"conduct.k8s.io, redirect.k8s.io","{'name': 'k8s.io', 'ns': 'ns-cloud-d1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'k8s.io', 'ns': 'ns-cloud-d1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'k8s.io', 'ns': 'ns-cloud-d1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}, {'name': 'k8s.io', 'ns': 'ns-cloud-d1.googledomains.com', 'mailbox': 'cloud-dns-hostmaster.google.com', 'serial': 1, 'refresh': 21600, 'retry': 3600, 'expire': 259200, 'minttl': 300}",NOERROR,True,google,,,,
[x],confluence-anti-virus.gcr.io,300,,2a00:1450:4010:c06::52,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],confluence0c9a81-all2.gcr.io,300,172.253.115.82,,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],confluenceaccountsnanotechnet2.gcr.io,300,64.233.163.82,,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
[x],confluencewp.gcr.io,300,142.250.102.82,,googlecode.l.googleusercontent.com,"{'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'l.googleusercontent.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 656902521, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}",NOERROR,True,google,,,,
