input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,cdn_name,cdn,final_url,tls_expired,tls_self_signed,csp_domains_,location
hd.oppo.com,OPPO,200,71048,hd.opposhop.cn,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=nearme.com.cn, O=深圳市欢太科技有限公司, L=ShenZhen, ST=GuangDong Province, C=CN",nearme.com.cn,深圳市欢太科技有限公司,*.finshell.co.in,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,632048cb8591a88b8c43c50f3334f439,3a1fead44d899339dbce8f702e9c747d198d8ff15dcecb447c5fef4ff9ce7cbd,True,ctls,hd.opposhop.cn,443,https://hd.oppo.com:443,https,nginx,text/html,GET,60.205.173.206,/,-952165127,60.205.173.206,Nginx,491,False,True,,,https://hd.opposhop.cn/bp/326409504fd723a2?nightModelEnable=true,,,https://collect.opposhop.cn/,
hd.opposhop.cn,OPPO Find X6 系列 年度影像旗舰，开启手机全主摄时代 | OPPO 官方网站,200,229261,www.oppo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-22T00:00:00Z,2023-09-24T23:59:59Z,"CN=www.oppo.com, O=Guangdong Huantai Technology Co.\, Ltd., L=Dongguan, ST=Guangdong Province, C=CN",www.oppo.com,"Guangdong Huantai Technology Co., Ltd.",www.oneplus.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,45c9cca69394a1aab5b88aedc6480741,5d3bebd3c415cc9a4c89032085c086058880402c3a952d91215f29eba9978c14,,ctls,www.oppo.com,443,https://hd.opposhop.cn:443,https,nginx,text/html,GET,60.205.173.206,/,1206284514,60.205.173.206,Nginx,3440,False,,,,https://www.oppo.com/cn/,,,,
hd.wanyol.com,403 Forbidden,403,162,hd.wanyol.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-17T00:00:00Z,2023-11-17T23:59:59Z,"CN=www.wanyol.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.wanyol.com,广东欢太科技有限公司,*.pay-test.wanyol.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,45f00a609da5b5d3e3b4953b7a67d8e4,3593f8517897c1b869f51d0e2fea479e3e5d4b0fca1d7a655ccfe145b1580774,True,ctls,hd.wanyol.com,443,https://hd.wanyol.com:443,https,nginx,text/html,GET,183.6.232.15,/,190856733,183.6.232.15,Nginx,8,False,,,,,,,,
hdapi.oppo.cn,,404,,hdapi.oppo.cn,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-27T00:00:00Z,2023-10-27T23:59:59Z,"CN=oppomobile.com, O=广东欢太科技有限公司, L=Dongguan, ST=Guangdong Province, C=CN",oppomobile.com,广东欢太科技有限公司,yearparty.myoas.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ba3387b4b60581a87c22f53df639d32b,012b83528fc2b963e06048f0d30a5af878bc6f0a15237e00632812e6c4f0616d,True,ctls,hdapi.oppo.cn,443,https://hdapi.oppo.cn:443,https,nginx,,GET,95.101.54.211,/,-1840324437,2a02:26f0:780::5f65:3672,Nginx,1,False,True,,,,,,,
hdpage.oppo.cn,,404,,hdpage.oppo.cn,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppo.com, O=GuangDong OPPO Mobile Telecommunications Corp.\, Ltd., L=DongGuan, ST=GuangDong Province, C=CN",www.oppo.com,"GuangDong OPPO Mobile Telecommunications Corp., Ltd.",*.allawno.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,d8115c8bfeaccbb8033bae7f7853a81f,2de56f5d3c9969957daa95a6867343b1153cb4b70bd595fa3f9ffd592ad609c8,True,ctls,hdpage.oppo.cn,443,https://hdpage.oppo.cn:443,https,nginx,,GET,106.3.18.183,/,-1840324437,106.3.18.183,Nginx,1,False,True,,,,,,,
hdstatic.oppo.cn,,403,262,hdstatic.oppo.cn,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppo.com, O=GuangDong OPPO Mobile Telecommunications Corp.\, Ltd., L=DongGuan, ST=GuangDong Province, C=CN",www.oppo.com,"GuangDong OPPO Mobile Telecommunications Corp., Ltd.",*.allawno.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,d8115c8bfeaccbb8033bae7f7853a81f,2de56f5d3c9969957daa95a6867343b1153cb4b70bd595fa3f9ffd592ad609c8,True,ctls,hdstatic.oppo.cn,443,https://hdstatic.oppo.cn:443,https,AliyunOSS,application/xml,GET,118.31.232.207,/,-1748627184,118.31.232.207,,9,False,True,,,,,,,
hdstatic2.oppo.cn,,403,263,hdstatic2.oppo.cn,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppo.com, O=GuangDong OPPO Mobile Telecommunications Corp.\, Ltd., L=DongGuan, ST=GuangDong Province, C=CN",www.oppo.com,"GuangDong OPPO Mobile Telecommunications Corp., Ltd.",*.allawno.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,d8115c8bfeaccbb8033bae7f7853a81f,2de56f5d3c9969957daa95a6867343b1153cb4b70bd595fa3f9ffd592ad609c8,True,ctls,hdstatic2.oppo.cn,443,https://hdstatic2.oppo.cn:443,https,AliyunOSS,application/xml,GET,118.31.232.207,/,-1748627184,118.31.232.207,,9,False,True,,,,,,,
health-h5.heytapimage.com,,404,31,,,,,,,,,,,,,,,,,,,,80,http://health-h5.heytapimage.com:80,http,Tengine,,GET,101.226.27.236,/,1401299030,101.226.27.235,Tengine,1,False,,,,,,,,
health.heytap.com,,404,,health.heytap.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-25T00:00:00Z,2023-08-25T23:59:59Z,"CN=www.heytap.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.heytap.com,广东欢太科技有限公司,*.ocs-south3-cn.heytapcs.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,250ba0eff51c3bb2e95a7ca655958414,4f73f632504333fbf8f5aa837b852d79d51ebe63f47b6ff52422d9bd7dd56309,True,ctls,health.heytap.com,443,https://health.heytap.com:443,https,nginx,,GET,106.38.236.201,/,-1840324437,106.38.236.201,Nginx,1,False,,,,,,,,
health.heytapdownload.com,,403,299,,,,,,,,,,,,,,,,,,,,80,http://health.heytapdownload.com:80,http,Tengine,application/xml,GET,101.226.27.236,/,754371799,101.226.27.233,Tengine,9,False,,,,,,,,
health.heytapimage.com,,403,299,,,,,,,,,,,,,,,,,,,,80,http://health.heytapimage.com:80,http,Tengine,application/xml,GET,101.226.27.234,/,-1140211366,101.226.27.238,Tengine,9,False,,,,,,,,
heytap.com,欢太官网,200,14757,brand.heytap.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-27T00:00:00Z,2023-10-27T23:59:59Z,"CN=oppomobile.com, O=广东欢太科技有限公司, L=Dongguan, ST=Guangdong Province, C=CN",oppomobile.com,广东欢太科技有限公司,yearparty.myoas.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ba3387b4b60581a87c22f53df639d32b,012b83528fc2b963e06048f0d30a5af878bc6f0a15237e00632812e6c4f0616d,True,ctls,brand.heytap.com,443,https://heytap.com:443,https,nginx,text/html,GET,15.188.211.86,/,-626888033,13.39.138.120,jQuery,308,False,True,,,https://brand.heytap.com/,,,,
heytapmobi.com,广东欢太科技官方网站,200,3618,heytapmobi.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-25T00:00:00Z,2023-08-25T23:59:59Z,"CN=www.heytap.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.heytap.com,广东欢太科技有限公司,*.ocs-south3-cn.heytapcs.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,250ba0eff51c3bb2e95a7ca655958414,4f73f632504333fbf8f5aa837b852d79d51ebe63f47b6ff52422d9bd7dd56309,True,ctls,heytapmobi.com,443,https://heytapmobi.com:443,https,nginx,text/html,GET,106.38.236.140,/,190856733,106.38.236.140,Nginx,84,False,,,,,,,,
hio.oppo.com,404 Not Found,404,162,hio.oppo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=nearme.com.cn, O=深圳市欢太科技有限公司, L=ShenZhen, ST=GuangDong Province, C=CN",nearme.com.cn,深圳市欢太科技有限公司,*.finshell.co.in,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,632048cb8591a88b8c43c50f3334f439,3a1fead44d899339dbce8f702e9c747d198d8ff15dcecb447c5fef4ff9ce7cbd,True,ctls,hio.oppo.com,443,https://hio.oppo.com:443,https,nginx,text/html,GET,15.188.22.163,/,1494302000,15.188.22.163,Nginx,8,False,True,,,https://hio.oppo.com/mobile/html/errors/403.html,,,,
hr-mobile.myoppo.com,HRMS,200,1865,hr-mobile.myoppo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppo.com, O=GuangDong OPPO Mobile Telecommunications Corp.\, Ltd., L=DongGuan, ST=GuangDong Province, C=CN",www.oppo.com,"GuangDong OPPO Mobile Telecommunications Corp., Ltd.",*.allawno.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,d8115c8bfeaccbb8033bae7f7853a81f,2de56f5d3c9969957daa95a6867343b1153cb4b70bd595fa3f9ffd592ad609c8,True,ctls,hr-mobile.myoppo.com,443,https://hr-mobile.myoppo.com:443,https,nginx,text/html,GET,119.147.175.68,/,-2071003260,119.147.175.68,Nginx,1,False,True,,,,,,,
hr.realme.com,realme招聘 - 加入我们 join us,200,1243,career.realme.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-04T00:00:00Z,2024-06-03T23:59:59Z,CN=*.realme.com,*.realme.com,,realme.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",10790b2e176b8d52b47bc7e8220aa256,632bb4ea24be3d5a23d6d8aa776921f70daa58c8c65d1e6b71969d6b68bd60ee,True,ctls,career.realme.com,443,https://hr.realme.com:443,https,nginx,text/html,GET,106.3.16.86,/,-404563559,106.3.16.86,Nginx,27,False,,,,https://career.realme.com/,,,,
htsg-payapi-sg.heytap.com,,200,52,htsg-payapi-sg.heytap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-22T00:00:00Z,2023-10-22T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3300e6934795eb61dd2aad35c243cf46,0973c3d6f927b99f1bac03ae4c46397c7d732ac80988fdff3bded2b002735aae,,ctls,htsg-payapi-sg.heytap.com,443,https://htsg-payapi-sg.heytap.com:443,https,cloudflare,text/html,GET,104.18.22.175,/,703202187,2606:4700::6812:17af,Cloudflare,6,False,,cloudflare,True,,,,,
htsg-storeapi-sg.heytap.com,,200,2,htsg-storeapi-sg.heytap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-31T00:00:00Z,2023-10-31T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",htsg-storeapi-sg.heytap.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",74d1b70dfb091a74008a07617bcdda02,8a38d240213296666b2d1c7878ca71c039aae813df753319599b786d14d64661,,ctls,htsg-storeapi-sg.heytap.com,443,https://htsg-storeapi-sg.heytap.com:443,https,cloudflare,,GET,104.18.23.175,/,-2088429648,2606:4700::6812:17af,Cloudflare,1,False,,cloudflare,True,,,,,
htsg-storeapi-sg.heytapmobile.com,HTTP Status 404 – Not Found,404,792,htsg-storeapi-sg.heytapmobile.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-18T00:00:00Z,2023-11-18T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",844bce75eb83a17eebfa387493a4d222,6cebd24bff3d3acf31355c597313b637becc8fd5f211910faebd4962e636fc57,,ctls,htsg-storeapi-sg.heytapmobile.com,443,https://htsg-storeapi-sg.heytapmobile.com:443,https,cloudflare,text/html,GET,104.18.12.249,/,-778066184,2606:4700::6812:df9,Cloudflare,1,False,,cloudflare,True,,,,,
httpdns-push.heytapmobile.com,,400,11,httpdns-push.heytapmobile.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-12T00:00:00Z,2023-11-09T23:59:59Z,"CN=www.heytapmobile.com, O=BRAVO UNICORN PTE. LTD., L=Singapore, C=SG",www.heytapmobile.com,BRAVO UNICORN PTE. LTD.,*.cubefs.io,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,5101a12f593d62db3e7d2f6346642fbe,0fd1d51c82529941f4496031c8799262f74ab82a6baf641f7ad57a1fb9d4068b,True,ctls,httpdns-push.heytapmobile.com,443,https://httpdns-push.heytapmobile.com:443,https,nginx,text/plain,GET,15.236.79.148,/,-1642578581,15.236.249.4,Nginx,1,False,True,,,,,,,
httpdns.basic.oppomobile.com,,400,11,,,,,,,,,,,,,,,,,,,,80,http://httpdns.basic.oppomobile.com:80,http,nginx,text/plain,GET,106.3.18.135,/,-1642578581,106.3.18.135,Nginx,1,False,,,,,,,,
httpdns.ocloud.heytapmobi.com,,404,31,httpdns.ocloud.heytapmobi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-25T00:00:00Z,2023-08-25T23:59:59Z,"CN=www.heytap.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.heytap.com,广东欢太科技有限公司,*.ocs-south3-cn.heytapcs.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,250ba0eff51c3bb2e95a7ca655958414,4f73f632504333fbf8f5aa837b852d79d51ebe63f47b6ff52422d9bd7dd56309,True,ctls,httpdns.ocloud.heytapmobi.com,443,https://httpdns.ocloud.heytapmobi.com:443,https,nginx,,GET,34.160.24.1,/,1401299030,34.160.24.1,Nginx,1,False,True,google,True,,,,,
httpdns.ocloud.oppomobile.com,,404,31,httpdns.ocloud.oppomobile.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-05-11T00:00:00Z,2023-06-11T23:59:59Z,"CN=www.oppomobile.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.oppomobile.com,广东欢太科技有限公司,oppomobile.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,0668e3aa7d94eaabb0d1041532440a86,3017b8ccbf3e9bfe432a31f2caad01beeb72eb01ea5b6875948de14e741dc00f,True,ctls,httpdns.ocloud.oppomobile.com,443,https://httpdns.ocloud.oppomobile.com:443,https,nginx,,GET,34.160.98.58,/,1401299030,34.160.98.58,Nginx,1,False,True,google,True,,,,,
https://at.alicdn.com,,403,259,at.alicdn.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-22T07:30:04Z,2023-08-06T03:46:01Z,"CN=*.tbcdn.cn, O=Alibaba (China) Technology Co.\, Ltd., L=HangZhou, ST=ZheJiang, C=CN",*.tbcdn.cn,"Alibaba (China) Technology Co., Ltd.",tbcdn.cn,"CN=GlobalSign Organization Validation CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",GlobalSign Organization Validation CA - SHA256 - G2,GlobalSign nv-sa,a73163455c83c20e317ea50160a0ae3d,df6c8005fa11d913c7961e1e70f93fd41812873d03b35540de2e8ad7d2a265d9,True,ctls,at.alicdn.com,443,https://at.alicdn.com:443,https,Tengine,application/xml,GET,79.133.177.252,/,509142073,79.133.177.251,Tengine,9,False,True,,,,,,,
https://bsp-resources-cn.heytapdownload.com,,400,183,bsp-resources-cn.heytapdownload.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=nearme.com.cn, O=深圳市欢太科技有限公司, L=ShenZhen, ST=GuangDong Province, C=CN",nearme.com.cn,深圳市欢太科技有限公司,*.finshell.co.in,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,632048cb8591a88b8c43c50f3334f439,3a1fead44d899339dbce8f702e9c747d198d8ff15dcecb447c5fef4ff9ce7cbd,True,ctls,bsp-resources-cn.heytapdownload.com,443,https://bsp-resources-cn.heytapdownload.com:443,https,openresty,application/xml,GET,182.40.45.97,/,875997087,182.40.45.94,OpenResty,1,False,True,,,,,,,
https://captcha-sec.heytapmobi.com,403 Forbidden,403,564,captcha-sec.heytapmobi.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-25T00:00:00Z,2023-08-25T23:59:59Z,"CN=www.heytap.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.heytap.com,广东欢太科技有限公司,*.ocs-south3-cn.heytapcs.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,250ba0eff51c3bb2e95a7ca655958414,4f73f632504333fbf8f5aa837b852d79d51ebe63f47b6ff52422d9bd7dd56309,True,ctls,captcha-sec.heytapmobi.com,443,https://captcha-sec.heytapmobi.com:443,https,nginx,text/html,GET,106.3.18.91,/,1506877856,106.3.18.91,Nginx,14,False,True,,,,,,,
https://collect.opposhop.cn/,403 Forbidden,403,162,collect.opposhop.cn,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=nearme.com.cn, O=深圳市欢太科技有限公司, L=ShenZhen, ST=GuangDong Province, C=CN",nearme.com.cn,深圳市欢太科技有限公司,*.finshell.co.in,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,632048cb8591a88b8c43c50f3334f439,3a1fead44d899339dbce8f702e9c747d198d8ff15dcecb447c5fef4ff9ce7cbd,True,ctls,collect.opposhop.cn,443,https://collect.opposhop.cn:443,https,nginx,text/html,GET,106.3.18.245,/,190856733,106.3.18.245,Nginx,8,False,True,,,,,,,
https://dsfs.oppo.com,,403,287,dsfs.oppo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppo.com, O=GuangDong OPPO Mobile Telecommunications Corp.\, Ltd., L=DongGuan, ST=GuangDong Province, C=CN",www.oppo.com,"GuangDong OPPO Mobile Telecommunications Corp., Ltd.",*.allawno.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,d8115c8bfeaccbb8033bae7f7853a81f,2de56f5d3c9969957daa95a6867343b1153cb4b70bd595fa3f9ffd592ad609c8,True,ctls,dsfs.oppo.com,443,https://dsfs.oppo.com:443,https,Tengine,application/xml,GET,111.172.198.106,/,-1252041730,111.172.198.110,Tengine,9,False,True,,,,,,,
https://msec.opposhop.cn,,404,,msec.opposhop.cn,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=nearme.com.cn, O=深圳市欢太科技有限公司, L=ShenZhen, ST=GuangDong Province, C=CN",nearme.com.cn,深圳市欢太科技有限公司,*.finshell.co.in,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,632048cb8591a88b8c43c50f3334f439,3a1fead44d899339dbce8f702e9c747d198d8ff15dcecb447c5fef4ff9ce7cbd,True,ctls,msec.opposhop.cn,443,https://msec.opposhop.cn:443,https,nginx,,GET,60.205.173.206,/,-1840324437,60.205.173.206,Nginx,1,False,True,,,,,,,
https://msecfs.opposhop.cn,,400,172,msecfs.opposhop.cn,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=nearme.com.cn, O=深圳市欢太科技有限公司, L=ShenZhen, ST=GuangDong Province, C=CN",nearme.com.cn,深圳市欢太科技有限公司,*.finshell.co.in,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,632048cb8591a88b8c43c50f3334f439,3a1fead44d899339dbce8f702e9c747d198d8ff15dcecb447c5fef4ff9ce7cbd,True,ctls,msecfs.opposhop.cn,443,https://msecfs.opposhop.cn:443,https,openresty,application/xml,GET,182.40.45.94,/,-674917133,182.40.45.98,OpenResty,1,False,True,,,,,,,
https://premsec.opposhop.cn,,200,,premsec.opposhop.cn,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=nearme.com.cn, O=深圳市欢太科技有限公司, L=ShenZhen, ST=GuangDong Province, C=CN",nearme.com.cn,深圳市欢太科技有限公司,*.finshell.co.in,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,632048cb8591a88b8c43c50f3334f439,3a1fead44d899339dbce8f702e9c747d198d8ff15dcecb447c5fef4ff9ce7cbd,True,ctls,premsec.opposhop.cn,443,https://premsec.opposhop.cn:443,https,nginx,,GET,106.3.18.245,/,-1840324437,106.3.18.245,Nginx,1,False,True,,,,,,,
https://sa.opposhop.cn/,Welcome to nginx!,200,612,sa.opposhop.cn,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=nearme.com.cn, O=深圳市欢太科技有限公司, L=ShenZhen, ST=GuangDong Province, C=CN",nearme.com.cn,深圳市欢太科技有限公司,*.finshell.co.in,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,632048cb8591a88b8c43c50f3334f439,3a1fead44d899339dbce8f702e9c747d198d8ff15dcecb447c5fef4ff9ce7cbd,True,ctls,sa.opposhop.cn,443,https://sa.opposhop.cn:443,https,nginx,text/html,GET,106.3.18.245,/,-1901623370,106.3.18.245,Nginx,26,False,True,,,,,,,
https://shopfs.myoppo.com,403 Forbidden,403,564,shopfs.myoppo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=nearme.com.cn, O=深圳市欢太科技有限公司, L=ShenZhen, ST=GuangDong Province, C=CN",nearme.com.cn,深圳市欢太科技有限公司,*.finshell.co.in,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,632048cb8591a88b8c43c50f3334f439,3a1fead44d899339dbce8f702e9c747d198d8ff15dcecb447c5fef4ff9ce7cbd,True,ctls,shopfs.myoppo.com,443,https://shopfs.myoppo.com:443,https,Tengine,text/html,GET,180.101.197.191,/,1506877856,180.101.197.188,Tengine,14,False,True,,,,,,,
https://st.heytap.com,Sign In | Sentry,200,8957,st.heytap.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-25T00:00:00Z,2023-08-25T23:59:59Z,"CN=www.heytap.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.heytap.com,广东欢太科技有限公司,*.ocs-south3-cn.heytapcs.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,250ba0eff51c3bb2e95a7ca655958414,4f73f632504333fbf8f5aa837b852d79d51ebe63f47b6ff52422d9bd7dd56309,True,ctls,st.heytap.com,443,https://st.heytap.com:443,https,nginx,text/html,GET,106.3.18.82,/,-1840324437,106.3.18.166,Python,324,False,,,,https://st.heytap.com/auth/login/sentry/,,,,
https://static.sensorsdata.cn,神策数据｜大数据分析与营销科技解决方案服务商,200,99433,www.sensorsdata.cn,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-03-09T23:59:59Z,CN=*.sensorsdata.cn,*.sensorsdata.cn,,sensorsdata.cn,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",410d94bf872a3e4a913208cc296b519f,f6104d0fd1161274b6aeb2a724fb35ebc96b12dc5a11581dc2ce4f2d24a8c8cd,True,ctls,www.sensorsdata.cn,443,https://static.sensorsdata.cn:443,https,nginx,text/html,GET,101.207.252.191,/,-218940406,36.189.15.191,webpack,1,False,,,,https://www.sensorsdata.cn/,,,,
