input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,webserver,cdn,tls_mismatched,tls_wildcard_certificate,final_url,csp_domains_,location,tls_expired,tls_self_signed
experiencesimages.chase.com,403 Forbidden,403,202,experiencesimages.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-16T00:02:24Z,2023-08-16T00:02:24Z,"CN=experiencesimages.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",experiencesimages.chase.com,JPMorgan Chase and Co.,experiencesimages.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",22156d4dbc865f933694c2703f31e91d,62e912878b8d22770eddef3ebe393fe812480abf12b2f512327ca90ea897915e,ctls,experiencesimages.chase.com,443,https://experiencesimages.chase.com:443,https,text/html,GET,159.53.52.43,/,-366337701,159.53.52.43,,9,False,,,,,,,,,,
experiencesims.chase.com,Sign In,200,38603,idag2.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-11T03:03:20Z,2023-09-11T03:03:20Z,"CN=idag2.jpmorganchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",idag2.jpmorganchase.com,JPMorgan Chase and Co.,idag2.jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",27a1f9668c89c81c3796ebc2a988b07b,6ef130f265145842f8d8e2ebaea914fc235b5f904620fce6769835755d5b9365,ctls,idag2.jpmorganchase.com,443,https://experiencesims.chase.com:443,https,text/html,GET,159.53.117.85,/,1738145553,159.53.117.85,,871,False,,,,,,https://idag2.jpmorganchase.com/adfs/ls/idpInitiatedSignOn.aspx?LoginToRP=https://experiencesims.chase.com,,,,
experimentation.chase.com,,404,70,experimentation.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-10T17:07:34Z,2023-11-10T17:07:34Z,"CN=experimentation.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",experimentation.chase.com,JPMorgan Chase and Co.,experimentation.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",ca0813e359a2768ef50af3689025caf6,bc5eaea1170d796cf1377acf3223e0cb53cc4ff53b45da165a038b9a186b50ba,ctls,experimentation.chase.com,443,https://experimentation.chase.com:443,https,application/json,GET,3.210.232.227,/,-1644631767,54.157.251.203,Java,1,False,,,,,,,,,,
ey.chase.com,Home loans: Refinance or apply for a mortgage | Chase.com,200,118585,www.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-19T04:02:46Z,2024-01-19T04:02:44Z,"CN=www.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.chase.com,JPMorgan Chase and Co.,chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",a40167850bf28872452eeedf874097b6,fdb5affdb0fb32dbbb1453709ed9645075a08cf3eaf200760466dec0152019b7,ctls,www.chase.com,443,https://ey.chase.com:443,https,text/html,GET,159.53.60.93,/,957174374,159.53.60.93,HSTS,2036,False,,,,,,https://www.chase.com/personal/mortgage,,,,
fdc-multiline-proxy-uat.jpmorganchase.com,Login | Salesforce,200,11112,test.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-20T00:00:00Z,2024-04-18T23:59:59Z,"CN=test.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",test.salesforce.com,"salesforce.com, inc.",test.cloudforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,94f539329e6106840d492e6759aa702a,5264b97f262d29e052958e9730c168eec055ea457ec3778b6744655211b71b89,ctls,test.salesforce.com,443,https://fdc-multiline-proxy-uat.jpmorganchase.com:443,https,text/html,GET,159.53.64.58,/,1433417005,159.53.64.58,HSTS,24,False,,,,,,https://test.salesforce.com,,,,
feedback.jpmorganchase.com,,200,5006,feedback.jpmorganchase.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-07T00:00:00Z,2023-08-07T23:59:59Z,"CN=akamaisecure7.qualtrics.com, O=Qualtrics International Inc., L=Provo, ST=Utah, C=US",akamaisecure7.qualtrics.com,Qualtrics International Inc.,surveys.CMS.gov,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c24c310d21b8cf3af4cf09f8d01568b0,330c079253ef3e73bade873137603c8a051844c3f1cc6bf144e22f1ab13e1340,ctls,feedback.jpmorganchase.com,443,https://feedback.jpmorganchase.com:443,https,text/html,GET,23.215.19.201,/,1497376729,23.215.19.201,HSTS,27,False,,,,,,https://feedback.jpmorganchase.com/login,https://sjc1.qualtrics.com/csp-report,,,
ford.chase.com,Home loans: Refinance or apply for a mortgage | Chase.com,200,118585,www.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-19T04:02:46Z,2024-01-19T04:02:44Z,"CN=www.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.chase.com,JPMorgan Chase and Co.,chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",a40167850bf28872452eeedf874097b6,fdb5affdb0fb32dbbb1453709ed9645075a08cf3eaf200760466dec0152019b7,ctls,www.chase.com,443,https://ford.chase.com:443,https,text/html,GET,159.53.96.200,/,957174374,159.53.96.200,HSTS,2036,False,,,,,,https://www.chase.com/personal/mortgage,,,,
formeremployee-dev.jpmorganchase.com,JPMC Alumni Pre-login - Alumni Service Center - JPMC,200,992224,formeremployee-dev.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-14T13:27:29Z,2023-07-13T13:27:28Z,CN=formeremployee-dev.jpmorganchase.com,formeremployee-dev.jpmorganchase.com,,formeremployee-dev.jpmorganchase.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fc9056c471fd8f23dba4386fdf12b2e8,2d3c4a6218c85d7ee0adeec16e35d5102bf1a9f4bc6852f80def8d97879b1c27,ctls,formeremployee-dev.jpmorganchase.com,443,https://formeremployee-dev.jpmorganchase.com:443,https,text/html,GET,149.96.161.55,/,1701804003,149.96.161.55,Java,3724,False,,snow_adc,,,,https://formeremployee-dev.jpmorganchase.com/alumni,*.teams.microsoft.com,,,
formeremployee-qa.jpmorganchase.com,JPMC Alumni Pre-login - Alumni Service Center - JPMC,200,992218,formeremployee-qa.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-02T16:27:35Z,2023-07-31T16:27:34Z,CN=formeremployee-qa.jpmorganchase.com,formeremployee-qa.jpmorganchase.com,,formeremployee-qa.jpmorganchase.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9850df580ddd73a3dcb371d097e2f7e1,7f679c7dea46350f87c0bffde6ac23cb781815ae8d734b7f97b36d3884c569e9,ctls,formeremployee-qa.jpmorganchase.com,443,https://formeremployee-qa.jpmorganchase.com:443,https,text/html,GET,149.96.161.55,/,1701804003,149.96.161.55,Java,3724,False,,snow_adc,,,,https://formeremployee-qa.jpmorganchase.com/alumni,*.teams.microsoft.com,,,
formeremployee-uat.jpmorganchase.com,JPMC Alumni Pre-login - Alumni Service Center - JPMC,200,992255,formeremployee-uat.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T11:57:02Z,2023-08-03T11:57:01Z,CN=formeremployee-uat.jpmorganchase.com,formeremployee-uat.jpmorganchase.com,,formeremployee-uat.jpmorganchase.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b622357cc4784960a409cb2316a82a94,680629c3d54001aca346ecbd7601fb2858261aaf38da3c6aa036160f24e32023,ctls,formeremployee-uat.jpmorganchase.com,443,https://formeremployee-uat.jpmorganchase.com:443,https,text/html,GET,149.96.44.141,/,1701804003,149.96.44.141,Java,3727,False,,snow_adc,,,,https://formeremployee-uat.jpmorganchase.com/alumni,,,,
fps-checks.chase.com,403 Forbidden,403,199,fps-checks.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-04T03:47:33Z,2024-04-03T03:47:33Z,"CN=fps-checks.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",fps-checks.chase.com,JPMorgan Chase and Co.,fps-checks.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",1a96f249f8b44133f4823cb84623948a,6f0b55ef8f51e8331fdad599451007bbdeeb2e53d1e68906935c66ffb94f0dee,ctls,fps-checks.chase.com,443,https://fps-checks.chase.com:443,https,text/html,GET,159.53.118.223,/,-1812417198,159.53.118.223,,8,False,,,,,,,,,,
fraudprevention.chase.com,,400,3,fraudprevention.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-30T00:00:00Z,2023-07-31T23:59:59Z,CN=mail.psyonix.com,mail.psyonix.com,,mail.psyonix.com,"CN=Thawte TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte TLS RSA CA G1,DigiCert Inc,ed2f8483a20de7920862d2a11c193834,dbe0d0da6792a72785d2f7dfd2db100626bcee257f92a485ae4e8559dd456f3c,ctls,fraudprevention.chase.com,443,https://fraudprevention.chase.com:443,https,text/plain,GET,159.127.187.146,/,-1840324437,159.127.187.146,,1,False,,,,True,,,,,,
gca-test.jpmorganchase.com,Swagger UI,200,787,gca-test.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-27T07:30:14Z,2024-03-26T07:30:14Z,"CN=gca-test.jpmorganchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",gca-test.jpmorganchase.com,JPMorgan Chase and Co.,gca-test.jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",48e183552f25df11e178df83d8d6eba3,ab24c0247cddd26b55a04d7424e4989d4c506f962a274bed5fc8101f388aa294,ctls,gca-test.jpmorganchase.com,443,https://gca-test.jpmorganchase.com:443,https,text/html,GET,159.53.83.228,/,946949649,159.53.83.228,HSTS,25,False,,,,,,,,,,
gca.jpmorganchase.com,Swagger UI,200,787,gca.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-19T01:44:41Z,2024-04-18T01:44:41Z,"CN=gca.jpmorganchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",gca.jpmorganchase.com,JPMorgan Chase and Co.,gca.jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",061e7ab22a3a4595d6b2e0e7420f1b3c,b72dc8a5c83ae38a37133a8e6306db77bb0539d677b53129824f6d9bdfd7bb1d,ctls,gca.jpmorganchase.com,443,https://gca.jpmorganchase.com:443,https,text/html,GET,159.53.117.203,/,946949649,159.53.117.203,HSTS,25,False,,,,,,,,,,
geme-uat.jpmorganchase.com,Apache website ws1,200,143,geme-uat.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-14T01:20:28Z,2023-12-14T01:20:28Z,"CN=geme-uat.jpmorganchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",geme-uat.jpmorganchase.com,JPMorgan Chase and Co.,geme-uat.jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",ff9f6fa31893fe1570be56006caca5f5,8c0abd81caf85f28f60cea3f378d991a156ebdec10f8fe7bc2fa8417304c5db5,ctls,geme-uat.jpmorganchase.com,443,https://geme-uat.jpmorganchase.com:443,https,text/html,GET,159.53.53.75,/,-780928015,159.53.53.75,HSTS,9,False,,,,,,,,,,
geme.jpmorganchase.com,403 Forbidden,403,199,geme.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-24T00:03:51Z,2024-03-23T00:03:51Z,"CN=geme.jpmorganchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",geme.jpmorganchase.com,JPMorgan Chase and Co.,geme.jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",9c95b46227a2035c7bb51b63aeb27e61,033494b739e4ce7c00ad02d820ac7be5bc0c6471bf9015e33bc514f5e84d4e7d,ctls,geme.jpmorganchase.com,443,https://geme.jpmorganchase.com:443,https,text/html,GET,159.53.52.17,/,-780928015,159.53.52.17,HSTS,8,False,,,,,,,https://ppipe.net,,,
gemviewuat.chase.com,HTTP Status 404 – Not Found,404,431,gemviewuat.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-01T18:42:17Z,2023-07-01T18:42:17Z,"CN=gemviewuat.chase.com, OU=CIB, O=JPMorgan Chase and Co., L=New York, ST=New York, C=US",gemviewuat.chase.com,JPMorgan Chase and Co.,gemviewuat.chase.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",a54574209ac454f1a9e23f23390dfb18,8caa88bd647b7305598b2aa843f276315058c0f91f6417dcc55917fca4842af7,ctls,gemviewuat.chase.com,443,https://gemviewuat.chase.com:443,https,text/html,GET,54.158.59.21,/,-230353730,107.23.191.230,,1,False,,Application Server,,,,,,,,
gwmconnectportal.chase.com,"Credit Card, Mortgage, Banking, Auto | Chase Online | Chase.com",200,98224,www.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-19T04:02:46Z,2024-01-19T04:02:44Z,"CN=www.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.chase.com,JPMorgan Chase and Co.,chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",a40167850bf28872452eeedf874097b6,fdb5affdb0fb32dbbb1453709ed9645075a08cf3eaf200760466dec0152019b7,ctls,www.chase.com,443,https://gwmconnectportal.chase.com:443,https,text/html,GET,159.53.62.218,/,957174374,159.53.62.218,Java,1773,False,,,,,,https://www.chase.com,,,,
hbcustudent.chase.com,Careers,200,87302,www.jpmorganchase.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-09T20:29:02Z,2024-01-09T20:29:02Z,"CN=www.jpmorganchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.jpmorganchase.com,JPMorgan Chase and Co.,jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",3e40c22b2aec4ee12d2e50a6f19f8e7d,b535986a6f94f54c20eec77282a5eddadcb5f85dbfbb8b9d6530aaae2381cf56,ctls,www.jpmorganchase.com,443,https://hbcustudent.chase.com:443,https,text/html,GET,159.53.117.68,/,-1328421598,159.53.34.9,Java,3121,False,,,,,,https://www.jpmorganchase.com/impact/people/advancing-black-pathways/careers,,,,
hcm-aws-prod.jpmorganchase.com,JPMorgan Chase Login,200,2619,authe-ent.jpmorgan.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-25T01:27:15Z,2024-02-25T01:27:15Z,"CN=authe-ent.jpmorgan.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",authe-ent.jpmorgan.com,JPMorgan Chase and Co.,authe-ent.gslbjpmchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",40b06556e4e34d7777f6c952f117d5f5,b953a0497253a15d1865568076bef1c77ba0240447c9d3c6c044fd85d6c04f1a,ctls,authe-ent.jpmorgan.com,443,https://hcm-aws-prod.jpmorganchase.com:443,https,text/html,GET,54.163.120.43,/,2085056182,107.23.93.28,HSTS,53,False,,,,,,https://authe-ent.jpmorgan.com/as/authorization.oauth2?resource=JPMC:URI:RS-56737-UserArea-PROD&client_id=A_JPMC_CT_GDPRAFFIRM_PROD_111925&redirect_uri=https://hcm-aws-prod.jpmorganchase.com/api/adfs/login&response_type=code&response_mode=query&scope=openid%20naw&state=aVUxQjBLTXBsUTRhbVpKTklUdXBQeDQ3TU5IQklSUE9Gd29iK3hmeEdpWnl5clVJWGlkK0MxLzlMK3MrSXFsbWx5cnlkZDhXYk9kbUtZeVgwZlFhS2wrK2N2aGFhL1VhVUYreEVXM3lndENWUVF3RXA1UVNGSGlYNHU0SGNGTnFrTW54NTVJNEpjZlFXVjV6dERVV2V6WjZ2Wm5POWE5eUg3L2lJNXAyLzhDbVFDSlpuT3VENDdNaVZBTFpiNG1KdGYvbkR1SGJ3aVB6d2lvK0lMR1NzcUJ5MzFWd3NNRURhMnk4R05ZaHlZNDdFdUFoQVFjcGRRMmxXUW1yT2hGQjk4Y1d0T1N5VUw2bXJGZ0xrcUJPSkE9PQ%3D%3D&X-JPM-SEAL-ID=84116&aud=JPMC:URI:RS-56737-UserArea-PROD&lob=ct&code_challenge=ihk-NxB5UcaTJqljI4972HocS3cZs4uOOebOMkEaTAM&code_challenge_method=S256,https://*.morganmoney.io*,,,
hcm-aws-uat.jpmorganchase.com,JPMorgan Chase Login,200,2635,authe-ent-uat.jpmorgan.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:15:37Z,2024-04-12T00:15:37Z,"CN=authe-ent-uat.jpmorgan.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",authe-ent-uat.jpmorgan.com,JPMorgan Chase and Co.,authe-ent-uat.gslbjpmchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",4bd3ffb9529652679b2f078f421067bc,03a7f4a78481ce65ac0e4a0e59312deffec913d72966349454fb4e62fd8eb45d,ctls,authe-ent-uat.jpmorgan.com,443,https://hcm-aws-uat.jpmorganchase.com:443,https,text/html,GET,52.73.44.89,/,-539863812,44.193.127.153,HSTS,53,False,,,,,,https://authe-ent-uat.jpmorgan.com/as/authorization.oauth2?resource=JPMC:URI:RS-07991-UserArea-UAT&client_id=A_JPMC_CT_GDPRAFFIRMEXTERNAL_UAT_111925&redirect_uri=https://hcm-aws-uat.jpmorganchase.com/api/adfs/login&response_type=code&response_mode=query&scope=openid%20naw&state=V0NhMmNPZmRiaXpyV2VDQ2F4SjhGcEZEelg1dTBZWUVaZ3RYZW40azhXWlptMko4a3BlMS8wQmtZZGFmR0liVm5KZWFLT21ya3B5VUJmRnpuZG8zUnJxemVQVEVKRHNDWWtEWncvU2d3ell0Rmw4NmpLZUJHcGJPY2Y4bnJ1blFUZlJpS0t1SThTbmJ0bXJESHJvdVFLaFlmaDA4KzNCR0gwSk9sVHNLandiYW1SNVl1MDYxSFR5RVp4bWhsc3JGd21RemlWcnJLcmY3VXVzbmxKOUFTQnkxUDlxTVRubEd2MEo3OXNGbHVwc01oY2RmTGpUSmRqZWI4K3NnbElJWmdDL2FrYVU2endhR0F1ZS8vT0M4V3c9PQ%3D%3D&X-JPM-SEAL-ID=84116&aud=JPMC:URI:RS-07991-UserArea-UAT&lob=ct&code_challenge=067TmNl8UENxfUx8qtzebWHN7Q98Ij1542xNdKnqLTg&code_challenge_method=S256,https://*.trovata.io,,,
