input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,webserver,tls_mismatched,csp_domains_,final_url,tls_self_signed,tls_expired
gpsync.ssi.samsung.com,,200,170,gpsync.ssi.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-28T22:59:07Z,2024-01-25T17:57:09Z,"CN=gpsync.ssi.samsung.com, O=Samsung, L=San Jose, ST=California, C=US",gpsync.ssi.samsung.com,Samsung,gpsync.ssi.samsung.com,"CN=SSI-ISSUINGCA, DC=ssi, DC=samsung, DC=com, DC=ssi, DC=samsung, DC=com",SSI-ISSUINGCA,,bff977ff2935d09b20952582d56f1cac,f0f49d0a751529167ec95338e6f964c35629a6c75ea211ec3e5169f437f41a20,,ctls,gpsync.ssi.samsung.com,,443,https://gpsync.ssi.samsung.com:443,https,text/html,GET,207.140.43.203,/,593259606,207.140.43.203,HSTS,4,False,,,,,,,
headless.account.samsung.com,Samsung Account Sign in,200,341,headless.account.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-05T00:00:00Z,2023-10-04T23:59:59Z,"CN=*.account.samsung.com, O=Samsung Electronics Co.\,Ltd., L=Suwon-si, ST=Gyeonggi-do, C=KR",*.account.samsung.com,"Samsung Electronics Co.,Ltd.",*.account.samsung.com,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,a7d1c31aa5e5428f81c7c90f86f09d83,e8017ba99e24fa0e0dd5fe58dcc603d445df31feed672a05f563d3bc49cfffbb,True,ctls,headless.account.samsung.com,cloudfront,443,https://headless.account.samsung.com:443,https,text/html,GET,52.222.214.111,/,767325360,52.222.214.46,Amazon Web Services,14,False,True,AmazonS3,,,,,
health.apps.samsung.com,Samsung Health,200,998,health.apps.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T00:00:00Z,2024-06-08T23:59:59Z,"CN=health.apps.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",health.apps.samsung.com,"Samsung Electronics Co., Ltd.",www.health.apps.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,705e8dc35ce211eac0e44e9f832ad68c,e1a8c608360a74e761e4f8a9adaaaa8f4d1b0a96473438c03c716209a848dd4d,,ctls,health.apps.samsung.com,cloudfront,443,https://health.apps.samsung.com:443,https,text/html,GET,52.222.214.50,/,-1377662429,2600:9000:223d:8400:1e:ddb:a4c0:93a1,Amazon Web Services,1,False,True,AmazonS3,,,,,
https://www.samsung.com,Samsung Deutschland | Smartphone | TV | Haushaltsgeräte,200,505017,www.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-05-21T23:59:59Z,"CN=www.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",www.samsung.com,"Samsung SDS Co., Ltd.",www.semiconductor.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5064d821b12b4ce3fee410304f161c11,6268966a4ea9a2d735f6e284439280cbce4952c629a89f1e5a7cff04cbbcf1b7,,ctls,www.samsung.com,,443,https://www.samsung.com:443,https,text/html,GET,2.23.196.47,/,-781877800,2.23.196.47,Java,9878,False,,,,,https://www.samsung.com/de/,,
hub.samsung.com,Method Not Allowed,405,147,,,,,,,,,,,,,,,,,,,,,80,http://hub.samsung.com:80,http,text/html,GET,211.45.27.198,/,-601188306,211.45.27.198,,4,False,,Oracle-iPlanet-Web-Server/7.0,,,,,
humantech.samsung.com,삼성휴먼테크논문대상,200,463,humantech.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-11T00:00:00Z,2024-01-30T23:59:59Z,"CN=humantech.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",humantech.samsung.com,"Samsung Electronics Co., Ltd.",www.humantech.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,06a07d5f8a2871622bb1dd55026a0584,00a8e0dba30e162e6cb8d59689b0e78ef22b898870d93ec6c19bb11ff3238525,,ctls,humantech.samsung.com,,443,https://humantech.samsung.com:443,https,text/html,GET,112.106.189.63,/,-1184501495,112.106.189.63,,12,False,,,,URL='https://humantech.samsung.com/saitext/index.jsp',,,
id.ecom.samsung.com,,404,60,id.ecom.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-30T00:00:00Z,2024-07-30T23:59:59Z,"CN=ecom.in.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",ecom.in.samsung.com,"Samsung Electronics Co., Ltd.",www.ecom.in.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,fc69f4f704422a57106aa1e4ace706d5,7177fb21ab0dbbc6ab8e587a8610cf1c81c43325857026b20161f50f78788dfc,,ctls,id.ecom.samsung.com,,443,https://id.ecom.samsung.com:443,https,application/json,GET,13.232.176.14,/,1390603384,52.66.111.221,,1,False,,,True,,,,
image-mgr.us.samsung.com,,404,104,image-mgr.us.samsung.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2023-05-23T00:00:00Z,2024-05-23T23:59:59Z,"CN=uspoc-h1.us.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",uspoc-h1.us.samsung.com,"Samsung SDS Co., Ltd.",uspoc-h2.us.samsung.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5ea89cdad1f4f6e4e5ca582b6cc006b5,7821a51f95588ced36732e95ea9f0a91a8f4e13cfede2e9ee491c5c7b9be738f,,ctls,image-mgr.us.samsung.com,,443,https://image-mgr.us.samsung.com:443,https,text/html,GET,23.218.62.194,/,-277464596,23.218.62.194,HSTS,3,False,,Unknown,,,,,
image-us.samsung.com,,404,11,image-us.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-16T00:00:00Z,2024-05-16T23:59:59Z,"CN=*.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",*.samsung.com,"Samsung SDS Co., Ltd.",samsung.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,85b5da115b56f40b1a0a8e82e15ae38f,3e89f6d5617e797562a206673b8d8cfb45115b0bcb32806446c1d3e83c17d931,True,ctls,image-us.samsung.com,,443,https://image-us.samsung.com:443,https,,GET,23.56.200.131,/,1864250944,23.56.200.131,,2,False,,AkamaiNetStorage,,,,,
image.samsung.com,,404,10,image.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-05-21T23:59:59Z,"CN=www.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",www.samsung.com,"Samsung SDS Co., Ltd.",www.semiconductor.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5064d821b12b4ce3fee410304f161c11,6268966a4ea9a2d735f6e284439280cbce4952c629a89f1e5a7cff04cbbcf1b7,,ctls,image.samsung.com,,443,https://image.samsung.com:443,https,,GET,23.3.108.66,/,1864250944,23.3.108.66,,2,False,,AkamaiNetStorage,,,,,
image.semiconductor.samsung.com,,404,10,image.semiconductor.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-05-21T23:59:59Z,"CN=www.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",www.samsung.com,"Samsung SDS Co., Ltd.",www.semiconductor.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5064d821b12b4ce3fee410304f161c11,6268966a4ea9a2d735f6e284439280cbce4952c629a89f1e5a7cff04cbbcf1b7,,ctls,image.semiconductor.samsung.com,,443,https://image.semiconductor.samsung.com:443,https,,GET,72.246.168.51,/,1864250944,2a02:26f0:1700:1a4::6ba,,2,False,,AkamaiNetStorage,,,,,
images-us.samsung.com,Access Denied,403,223,images-us.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-06T00:00:00Z,2024-01-09T23:59:59Z,"CN=*.scene7.com, O=Adobe Inc, L=San Jose, ST=California, C=US",*.scene7.com,Adobe Inc,scene7.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3294bbafb8dda90fdd951e3eab1d1a1c,5ca666499c174f56e7553b771936544b8d5593df8c07f36c335bd749efdc94f1,True,ctls,images-us.samsung.com,,443,https://images-us.samsung.com:443,https,text/html,GET,72.246.168.70,/,137919446,2a02:26f0:1700:499::9b6,,10,False,,AkamaiGHost,True,,,,
images.americas.business.samsung.com,404 - Not found or no permission to access,404,1330,images.americas.business.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-09T00:00:00Z,2024-01-30T23:59:59Z,"CN=images.americas.business.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",images.americas.business.samsung.com,"Samsung Electronics Co., Ltd.",images.americas.business.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,750370af50b7e9f671177cb61f4e7d91,da8b486076d39920851b319781162263f03004f69927d2bbc19247bb47f3a243,,ctls,images.americas.business.samsung.com,,443,https://images.americas.business.samsung.com:443,https,text/html,GET,92.122.215.96,/,-723685921,92.122.215.65,Bootstrap,33,False,,,,*.samsung.com,,,
images.samsung.com,,404,10,images.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-05-21T23:59:59Z,"CN=www.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",www.samsung.com,"Samsung SDS Co., Ltd.",www.semiconductor.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5064d821b12b4ce3fee410304f161c11,6268966a4ea9a2d735f6e284439280cbce4952c629a89f1e5a7cff04cbbcf1b7,,ctls,images.samsung.com,,443,https://images.samsung.com:443,https,,GET,184.30.20.55,/,1864250944,184.30.20.55,,2,False,,AkamaiNetStorage,,,,,
images3.us.samsung.com,Invalid URL,400,208,images3.us.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-06T00:00:00Z,2024-01-09T23:59:59Z,"CN=*.scene7.com, O=Adobe Inc, L=San Jose, ST=California, C=US",*.scene7.com,Adobe Inc,scene7.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3294bbafb8dda90fdd951e3eab1d1a1c,5ca666499c174f56e7553b771936544b8d5593df8c07f36c335bd749efdc94f1,True,ctls,images3.us.samsung.com,,443,https://images3.us.samsung.com:443,https,text/html,GET,184.30.16.65,/,-944786258,2a02:26f0:1700:499::9b6,,8,False,,AkamaiGHost,True,,,,
img-developer.samsung.com,Samsung Developers,200,2999,img-developer.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-12-19T23:59:59Z,CN=img-developer.samsung.com,img-developer.samsung.com,,img-developer.samsung.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,304ab0c2c1213fb4568eba21de19e741,e7deca95c196daa94b271c66bf8246dab20a50a00abd0333b6848f8b7453f51f,,ctls,img-developer.samsung.com,cloudfront,443,https://img-developer.samsung.com:443,https,text/html,GET,65.9.66.103,/,-70780484,65.9.66.73,HSTS,35,False,True,Apache,,,,,
img.global.news.samsung.com,,403,243,img.global.news.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-09T00:00:00Z,2024-02-08T23:59:59Z,CN=img.kr.news.samsung.com,img.kr.news.samsung.com,,img.global.news.samsung.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,f03891846c44bafecb5a762ecd13bcbf,0c7629538d22b6e8ae12a027431ee678e33708fea3d8db2f3d97c34ce4176d2f,,ctls,img.global.news.samsung.com,cloudfront,443,https://img.global.news.samsung.com:443,https,application/xml,GET,13.225.78.22,/,399496826,13.225.78.70,Amazon Web Services,2,False,True,AmazonS3,,,,,
img.mpay.samsung.com,,403,263,img.mpay.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-12T00:00:00Z,2024-05-12T23:59:59Z,"CN=*.mpay.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.mpay.samsung.com,"Samsung Electronics Co., Ltd.",mpay.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d1ce47bb0677464877bb00666c156439,fff24975c2a2f92b356cd999028e0988f2cc8dda1ef4e62ebf322629db86230b,True,ctls,img.mpay.samsung.com,cloudfront,443,https://img.mpay.samsung.com:443,https,application/xml,GET,143.204.98.115,/,1659212357,143.204.98.107,Amazon Web Services,2,False,True,AmazonS3,,,,,
img.us.news.samsung.com,,403,243,img.us.news.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-15T00:00:00Z,2024-03-14T23:59:59Z,CN=img.us.news.samsung.com,img.us.news.samsung.com,,img.us.news.samsung.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,7f21a97eee78564a317780b63943281b,7da15221316c32d50d0a157e9e98bcc53dd43df9601751935c69721dec945f01,,ctls,img.us.news.samsung.com,cloudfront,443,https://img.us.news.samsung.com:443,https,application/xml,GET,52.222.214.121,/,461156418,52.222.214.92,Amazon Web Services,2,False,True,AmazonS3,,,,,
in-api.ecom-stg.samsung.com,403 Forbidden,403,152,in-api.ecom-stg.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-10T00:00:00Z,2023-11-10T23:59:59Z,CN=*.ecom-stg.samsung.com,*.ecom-stg.samsung.com,,ecom-stg.samsung.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,18861acb97059a648877d87910163d97,3903114f5a416ab36254c7439030e018dc92c7749353f5ac0d334548f635f94b,True,ctls,in-api.ecom-stg.samsung.com,,443,https://in-api.ecom-stg.samsung.com:443,https,text/html,GET,18.211.169.16,/,-571185689,18.214.201.81,HSTS,8,False,,,,*.seasam.org,,,
in.ecom-qa.samsung.com,,404,60,in.ecom-qa.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-08T00:00:00Z,2023-11-08T23:59:59Z,CN=*.ecom-qa.samsung.com,*.ecom-qa.samsung.com,,ecom-qa.samsung.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,1c530eb92b1a528c4185522802d86fc2,be2c8e278498989713552cef9707bfa69c4add3d13d0bb9a8730a32d4e003089,True,ctls,in.ecom-qa.samsung.com,,443,https://in.ecom-qa.samsung.com:443,https,application/json,GET,52.0.215.118,/,1390603384,52.0.215.118,,1,False,,,,,,,
in.ecom-stg.samsung.com,,404,60,in.ecom-stg.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-10T00:00:00Z,2023-11-10T23:59:59Z,CN=*.ecom-stg.samsung.com,*.ecom-stg.samsung.com,,ecom-stg.samsung.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,18861acb97059a648877d87910163d97,3903114f5a416ab36254c7439030e018dc92c7749353f5ac0d334548f635f94b,True,ctls,in.ecom-stg.samsung.com,,443,https://in.ecom-stg.samsung.com:443,https,application/json,GET,18.211.169.16,/,1390603384,18.214.201.81,,1,False,,,,,,,
inapi.samsung.com,Access Denied,403,266,inapi.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-16T00:00:00Z,2024-05-16T23:59:59Z,"CN=*.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",*.samsung.com,"Samsung SDS Co., Ltd.",samsung.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,85b5da115b56f40b1a0a8e82e15ae38f,3e89f6d5617e797562a206673b8d8cfb45115b0bcb32806446c1d3e83c17d931,True,ctls,inapi.samsung.com,,443,https://inapi.samsung.com:443,https,text/html,GET,23.37.36.147,/,296589000,23.37.36.147,,10,False,,AkamaiGHost,,,,,
insights.samsung.com,Samsung Business Insights,200,185683,insights.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-19T00:00:00Z,2023-09-19T23:59:59Z,CN=insights.samsung.com,insights.samsung.com,,insights.samsung.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,088190bf7da07f4b6a672cae2ae37b4b,79ae6331c9de37ecf67dff74441cc5ec47b4b63148bfea1c30852359c087a08c,,ctls,insights.samsung.com,,443,https://insights.samsung.com:443,https,text/html,GET,52.71.164.181,/,1494302000,52.71.164.181,wpBakery,1937,False,,Pagely-ARES/1.10.28,,,,,
internal-sdk.pushmessage.samsung.com,,404,71,internal-sdk.pushmessage.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-16T00:00:00Z,2023-11-30T23:59:59Z,"CN=*.pushmessage.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.pushmessage.samsung.com,"Samsung Electronics Co., Ltd.",pushmessage.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,63255f6e39e522a4062b6b42c9beaefe,3a1a073801d68941c9739a6c42b9507e839b68a0e375df3a2aa68c332e6f5cc0,True,ctls,internal-sdk.pushmessage.samsung.com,,443,https://internal-sdk.pushmessage.samsung.com:443,https,application/json,GET,52.17.228.67,/,-21305851,46.51.197.33,,1,False,,,,,,,
ipaas.samsung.com,,404,220,ipaas.samsung.com,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2022-10-13T00:00:00Z,2023-11-13T23:59:59Z,"CN=*.ipaas.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.ipaas.samsung.com,"Samsung Electronics Co., Ltd.",ipaas.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,50ef9516479d1889808925ff91c79c17,6eaccae86c10999cfd125cef2d61e19d0a8b251095dc6f36722de00d21487def,True,ctls,ipaas.samsung.com,,443,https://ipaas.samsung.com:443,https,application/xml,GET,112.106.189.159,/,,112.106.189.159,IBM DataPower,1,False,,,,,,,
japan.samsung.com,Service Unavailable,503,269,japan.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-16T00:00:00Z,2024-05-15T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaihd-staging.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1698995d9038e8e48e56122247ea04c1,22723fe90c8cb62a43cc528408564613075e76acf7ff45e9542c7ce77c6db372,True,ctls,japan.samsung.com,,443,https://japan.samsung.com:443,https,text/html,GET,23.2.13.80,/,-1808841833,23.2.13.33,,9,False,,AkamaiGHost,True,,,,
kr-cdn-gpp.mcsvc.samsung.com,Samsung MCS,403,1182,kr-cdn-gpp.mcsvc.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-23T00:00:00Z,2023-09-30T23:59:59Z,"CN=*.mcsvc.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.mcsvc.samsung.com,"Samsung Electronics Co., Ltd.",mcsvc.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0e5c382f86782e2bb133d4b7d67213af,33d426ce6b30cfb4d21a6ccfd3ff29cb1623a8b947eafdc30545e1b63fcf1c07,True,ctls,kr-cdn-gpp.mcsvc.samsung.com,cloudfront,443,https://kr-cdn-gpp.mcsvc.samsung.com:443,https,text/html,GET,108.138.4.24,/,701728086,108.138.4.24,Amazon Web Services,36,False,True,AmazonS3,,,,,
kvkk-portal.samsung.com,KVKK Veri Gizliliği Hakları,200,23136,kvkk-portal.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-31T00:00:00Z,2023-12-01T23:59:59Z,"CN=kvkk-portal.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi, C=KR",kvkk-portal.samsung.com,"Samsung Electronics Co., Ltd.",www.kvkk-portal.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c0a9877fd00a7ae924b23f5f4ebf59ad,736fdd3e72597addff0b7523eddda57b321c6f890b7c8de7c03071dd88694b18,,ctls,kvkk-portal.samsung.com,,443,https://kvkk-portal.samsung.com:443,https,text/html,GET,212.115.42.195,/,203371158,212.115.42.195,IIS,614,False,,,,,,,
led.samsung.com,Samsung LED | Samsung LED Global Website,200,236904,led.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-05-21T23:59:59Z,"CN=www.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",www.samsung.com,"Samsung SDS Co., Ltd.",www.semiconductor.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5064d821b12b4ce3fee410304f161c11,6268966a4ea9a2d735f6e284439280cbce4952c629a89f1e5a7cff04cbbcf1b7,,ctls,led.samsung.com,,443,https://led.samsung.com:443,https,text/html,GET,72.246.168.51,/,307588446,72.246.168.51,Amazon Web Services,4580,False,,,,,,,
links.news.email.samsung.com,404 Not Found,404,162,links.news.email.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T00:00:00Z,2024-07-17T23:59:59Z,CN=links.news.email.samsung.com,links.news.email.samsung.com,,links.news.email.samsung.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4f734fd3fe388ff4c250d884f11391a5,e74a5c570c8266efea1a9ebbe1d8c8a3eba4d592513ab692dd0d20bd0e1a0287,,ctls,links.news.email.samsung.com,cloudfront,443,https://links.news.email.samsung.com:443,https,text/html,GET,18.66.97.80,/,190856733,2600:9000:223c:3e00:10:7ba6:10c0:93a1,Nginx,8,False,True,nginx,,,,,
links.rewards.email.samsung.com,404 Not Found,404,162,links.rewards.email.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T00:00:00Z,2024-07-17T23:59:59Z,CN=links.rewards.email.samsung.com,links.rewards.email.samsung.com,,links.rewards.email.samsung.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b90f90c568d98f1e2857124c44413cce,d0bfa951b592b8e239e373f6663bc22f5647e610278bcfe32e889ce5339b54d4,,ctls,links.rewards.email.samsung.com,cloudfront,443,https://links.rewards.email.samsung.com:443,https,text/html,GET,143.204.215.14,/,190856733,2600:9000:214f:de00:b:2909:d800:93a1,Nginx,8,False,True,nginx,,,,,
livechat.support.samsung.com,LiveChat Error,200,973,livechat.support.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-20T00:00:00Z,2023-10-05T23:59:59Z,"CN=livechat.support.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",livechat.support.samsung.com,"Samsung Electronics Co., Ltd.",www.livechat.support.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ea26dbe9745cc6c13b943acc4bb25f70,8fb0ea061d09335bace393bda39fd9091e2c0b8e20fc95d5807a701449033050,,ctls,livechat.support.samsung.com,,443,https://livechat.support.samsung.com:443,https,text/html,GET,112.106.187.56,/,-1646234142,112.106.187.56,Microsoft ASP.NET,37,False,,,,,,,
lyncdiscover.ssi.samsung.com,,200,367,lyncdiscover.ssi.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,True,ctls,lyncdiscover.ssi.samsung.com,,443,https://lyncdiscover.ssi.samsung.com:443,https,application/json,GET,52.112.192.142,/,1046630719,2603:1027:0:3::e,Azure,1,False,,,True,,,,
