input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,cdn_name,webserver,tech_,cdn,tls_subject_org_,final_url,tls_expired,tls_self_signed,tls_emails_,location
ecologisch-en-veilig-transport.vlaanderen.be,OpenID Connect Provider | Vlaanderen.be,200,918,authenticatie.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-30T16:26:16Z,2024-06-30T16:26:15Z,"CN=*.vlaanderen.be, O=Ministeries van de Vlaamse Gemeenschap, L=Brussel, ST=Brussels Hoofdstedelijk Gewest, C=BE",*.vlaanderen.be,vlaanderen.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,70e8e8435cfcc6a5cf5d571cda659886,eec93b7083f7d71670da870dda2f861bc20120371be914f5c9a855dd942bc86d,True,ctls,authenticatie.vlaanderen.be,443,https://ecologisch-en-veilig-transport.vlaanderen.be:443,https,text/html,GET,206.164.36.136,/,-1255347784,206.164.36.136,18,False,,,nginx,Nginx,,Ministeries van de Vlaamse Gemeenschap,https://authenticatie.vlaanderen.be/op/v1/auth?client_id=bc2c3511-31be-45aa-a317-f7f697d4483b&redirect_uri=https://ecologisch-en-veilig-transport.vlaanderen.be/evt/callback-acm&response_type=code&scope=openid%20vo%20profile%20fed%20mow_evt%20wettelijkvertegenwoordiger&state=9xRP6h,,,,
edelta-dev.epromo-cp.vlaanderen.be,,200,56,edelta-dev.epromo-cp.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-09T00:00:00Z,2024-04-06T23:59:59Z,CN=edelta-dev.epromo-cp.vlaanderen.be,edelta-dev.epromo-cp.vlaanderen.be,*.edelta-dev.epromo-cp.vlaanderen.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a78a6146bf58a51de56fc0fbb25dd2cd,ed8ce88e3101db0c7667e57fff539a165a5258ada2f5a3927506ec369ff874f0,True,ctls,edelta-dev.epromo-cp.vlaanderen.be,443,https://edelta-dev.epromo-cp.vlaanderen.be:443,https,text/html,GET,65.9.66.129,/,1463075927,65.9.66.100,3,False,,cloudfront,AmazonS3,Amazon Web Services,True,,,,,,
edelta-dev.epromo-ti.vlaanderen.be,,200,56,edelta-dev.epromo-ti.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-29T00:00:00Z,2024-04-26T23:59:59Z,CN=edelta-dev.epromo-ti.vlaanderen.be,edelta-dev.epromo-ti.vlaanderen.be,*.edelta-dev.epromo-ti.vlaanderen.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,35255e3b657d94719aa50856303a32e5,9806906413cbd4d3d9f931f9e1d0d644831de27f96887cf51e0ae1c925e5d691,True,ctls,edelta-dev.epromo-ti.vlaanderen.be,443,https://edelta-dev.epromo-ti.vlaanderen.be:443,https,text/html,GET,108.138.7.126,/,-2014737793,108.138.7.91,3,False,,cloudfront,AmazonS3,Amazon Web Services,True,,,,,,
edelta-opleiding.vlaanderen.be,,200,6905,edelta-opleiding.vlaanderen.be,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-07-03T14:55:22Z,2023-10-01T14:55:21Z,CN=edelta-opleiding.vlaanderen.be,edelta-opleiding.vlaanderen.be,edelta-opleiding.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d4d36571f96b3ef9a090100f656eddfc,c125ad833c32a97ec06eca7bf24067b390a094c4cc3b80f013e99d7b4ec5ebf9,,ctls,edelta-opleiding.vlaanderen.be,443,https://edelta-opleiding.vlaanderen.be:443,https,text/html,GET,206.164.36.156,/,286975560,206.164.36.156,26,False,,,nginx/1.18.0,Nginx:1.18.0,,,https://edelta-opleiding.vlaanderen.be/edelta/,,,,
edelta-prod.epromo-cp.vlaanderen.be,,200,57,edelta-prod.epromo-cp.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-09T00:00:00Z,2024-04-06T23:59:59Z,CN=edelta-prod.epromo-cp.vlaanderen.be,edelta-prod.epromo-cp.vlaanderen.be,*.edelta-prod.epromo-cp.vlaanderen.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,188af66087652175260e9cd812fcf4ab,9b4f8f2afe920d9ee6379f51f8ccc3cb09cf489a0907d438eb286aac2cd1802a,True,ctls,edelta-prod.epromo-cp.vlaanderen.be,443,https://edelta-prod.epromo-cp.vlaanderen.be:443,https,text/html,GET,18.66.122.51,/,1560807357,18.66.122.64,3,False,,cloudfront,AmazonS3,Amazon Web Services,True,,,,,,
edelta-prod.epromo-ti.vlaanderen.be,,200,57,edelta-prod.epromo-ti.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-29T00:00:00Z,2024-04-26T23:59:59Z,CN=edelta-prod.epromo-ti.vlaanderen.be,edelta-prod.epromo-ti.vlaanderen.be,*.edelta-prod.epromo-ti.vlaanderen.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,90ddce634c46233a43198f0241d524df,7454353abb391c17a00f5f264f6449829632d91081305c244be87752f6bc09b7,True,ctls,edelta-prod.epromo-ti.vlaanderen.be,443,https://edelta-prod.epromo-ti.vlaanderen.be:443,https,text/html,GET,18.66.147.3,/,1690756223,18.66.147.101,3,False,,cloudfront,AmazonS3,Amazon Web Services,True,,,,,,
edelta.vlaanderen.be,,200,7302,edelta.vlaanderen.be,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-07-03T14:55:41Z,2023-10-01T14:55:40Z,CN=edelta.vlaanderen.be,edelta.vlaanderen.be,edelta.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6c81d0b22e992e140d31473defdc370f,f7eb5dcf183e6b965fc28beeb1d58fb6be9bb616c819a4ae982654572f8aec43,,ctls,edelta.vlaanderen.be,443,https://edelta.vlaanderen.be:443,https,text/html,GET,206.164.36.156,/,286975560,206.164.36.156,26,False,,,nginx/1.18.0,Nginx:1.18.0,,,https://edelta.vlaanderen.be/edelta/,,,,
edeltabestektest.vlaanderen.be,IIS Windows Server,200,701,edeltabestektest.vlaanderen.be,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-07-03T14:56:19Z,2023-10-01T14:56:18Z,CN=edeltabestektest.vlaanderen.be,edeltabestektest.vlaanderen.be,edeltabestektest.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,97c095369bd73021fa4fbc95f1aa1828,b7997a168fe318b7a30dad506493f28b83b1de3bbab6ae8fdb8d1d39b2fa47cb,,ctls,edeltabestektest.vlaanderen.be,443,https://edeltabestektest.vlaanderen.be:443,https,text/html,GET,206.164.36.155,/,1631801191,206.164.36.155,32,False,,,,HSTS,,,,,,,
efro-cloud-ti.vlaanderen.be,,200,6896,efro-cloud-ti.vlaanderen.be,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-06-23T11:37:39Z,2024-07-24T11:37:38Z,CN=efro-cloud-ti.vlaanderen.be,efro-cloud-ti.vlaanderen.be,efro-cloud-ti.vlaanderen.be,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,9787903845d43d07486fe47f0243c4cf,15a6714e182730b94220d024e446fd19aede5131358b1c1846f752bb98907f1f,,ctls,efro-cloud-ti.vlaanderen.be,443,https://efro-cloud-ti.vlaanderen.be:443,https,text/html,GET,206.164.36.155,/,-1840324437,206.164.36.155,26,False,,,,Java,,,https://efro-cloud-ti.vlaanderen.be/efro,,,,
elk.ilvo.vlaanderen.be,Home - ILVO-ELK,200,92399,elk.ilvo.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-10T13:43:30Z,2023-09-08T13:43:29Z,CN=elk.ilvo.vlaanderen.be,elk.ilvo.vlaanderen.be,elk.ilvo.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0ef0dec554e2065c48c650f8f4436c86,996b84f5bb2c0e2d9da0e874bba95e53713d3972c7f39eb18769a611a5fca48d,,ctls,elk.ilvo.vlaanderen.be,443,https://elk.ilvo.vlaanderen.be:443,https,text/html,GET,5.134.7.106,/,-780928015,5.134.7.106,634,False,*.youtube.com,,nginx,Nginx,,,https://elk.ilvo.vlaanderen.be/nl,,,,
eloketagion-ti.vlaanderen.be,non-production environment # 2 - Login,200,14698,eloketagion-ti.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-06T13:47:18Z,2024-07-07T13:47:17Z,CN=eloketagion-ti.vlaanderen.be,eloketagion-ti.vlaanderen.be,eloketagion-ti.vlaanderen.be,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,0a05df422e508e0c92b169a8cb6913da,32982af00b1decf0f8e190a2f3784e13c5f19331028ed57a87c5475e6c944859,,ctls,eloketagion-ti.vlaanderen.be,443,https://eloketagion-ti.vlaanderen.be:443,https,text/html,GET,18.198.252.70,/,1631801191,18.156.50.142,171,False,,,,Microsoft ASP.NET,,,https://eloketagion-ti.vlaanderen.be/ServiceCenter/,,,,
eloketagion.vlaanderen.be,,200,274,eloketagion.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-06T13:56:51Z,2024-07-07T13:56:50Z,CN=eloketagion.vlaanderen.be,eloketagion.vlaanderen.be,eloketagion.vlaanderen.be,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,4f104f37d54ce0200bf234c990fe475c,71dc0d94437340c1f6bead5ef9029b2848786093a745af3e420d13ae01b631d9,,ctls,eloketagion.vlaanderen.be,443,https://eloketagion.vlaanderen.be:443,https,text/html,GET,52.59.79.3,/,1631801191,52.28.117.24,1,False,,,,Microsoft ASP.NET,,,,,,,
email.ilvo.vlaanderen.be,Log In | Campaign Monitor,200,3686,email.ilvo.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-02T23:33:59Z,2023-08-31T23:33:58Z,CN=email.ilvo.vlaanderen.be,email.ilvo.vlaanderen.be,email.ilvo.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,32a2cf1b4e9d5faa0ef9e68f9d4c2bad,248f043fd971e5578790f25183e2896930cdbe0b0ae75272cf1196703a5985ce,,ctls,email.ilvo.vlaanderen.be,443,https://email.ilvo.vlaanderen.be:443,https,text/html,GET,13.52.43.40,/,-675524566,54.183.0.47,51,False,,,csw,,,,https://email.ilvo.vlaanderen.be/login?ReturnUrl=%2F,,,,
energie-dev-secure.api.vlaanderen.be,400 No required SSL certificate was sent,400,231,energie-dev-secure.api.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-24T12:21:15Z,2024-06-24T12:21:14Z,CN=*.api.vlaanderen.be,*.api.vlaanderen.be,api.vlaanderen.be,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,e2ac18243b16235abee447c4436833b9,cc3da3d5181f564cbf9713b2aef81c152066f3b4a21d36499fa2496f89578b17,True,ctls,energie-dev-secure.api.vlaanderen.be,443,https://energie-dev-secure.api.vlaanderen.be:443,https,text/html,GET,185.61.72.25,/,-219082595,185.61.72.25,9,False,,,,,,,,,,,
energie-secure.api.vlaanderen.be,400 No required SSL certificate was sent,400,231,energie-secure.api.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-24T12:21:15Z,2024-06-24T12:21:14Z,CN=*.api.vlaanderen.be,*.api.vlaanderen.be,api.vlaanderen.be,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,e2ac18243b16235abee447c4436833b9,cc3da3d5181f564cbf9713b2aef81c152066f3b4a21d36499fa2496f89578b17,True,ctls,energie-secure.api.vlaanderen.be,443,https://energie-secure.api.vlaanderen.be:443,https,text/html,GET,185.61.72.25,/,-219082595,185.61.72.25,9,False,,,,,,,,,,,
energie-ti.api.vlaanderen.be,,404,155,energie-ti.api.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-24T12:21:15Z,2024-06-24T12:21:14Z,CN=*.api.vlaanderen.be,*.api.vlaanderen.be,api.vlaanderen.be,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,e2ac18243b16235abee447c4436833b9,cc3da3d5181f564cbf9713b2aef81c152066f3b4a21d36499fa2496f89578b17,True,ctls,energie-ti.api.vlaanderen.be,443,https://energie-ti.api.vlaanderen.be:443,https,application/json,GET,185.61.72.25,/,244609073,185.61.72.25,1,False,,,,HSTS,,,,,,,
energie.vlaanderen.be,,200,44092,energie.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-20T00:00:00Z,2024-06-17T23:59:59Z,CN=energie.vlaanderen.be,energie.vlaanderen.be,energie.vlaanderen.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3b0fda58e7a60b2060cba0860f7501f4,314497f47b1c7dbc87ab5c1fe42e1e1f21b739e27f5a217c47f0007cf0b3edf2,,ctls,energie.vlaanderen.be,443,https://energie.vlaanderen.be:443,https,text/html,GET,143.204.215.39,/,-1159078162,143.204.215.27,1,False,,cloudfront,AmazonS3,webpack,True,,,,,,
enquete.omgeving.vlaanderen.be,Enquête,200,1923,enquete.omgeving.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-17T16:01:37Z,2023-09-15T16:01:36Z,CN=*.omgeving.vlaanderen.be,*.omgeving.vlaanderen.be,omgeving.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,92fbb107bbff2e413a108477e357e1b0,ee15593afd7c051dcd2684936e2070fcc9d33d3acd2e2e207182300e180d1fac,True,ctls,enquete.omgeving.vlaanderen.be,443,https://enquete.omgeving.vlaanderen.be:443,https,text/html,GET,193.58.156.210,/,1411358149,193.58.156.210,1,False,,,Departement Omgeving,HSTS,,,,,,,
epcnietresidentieel.veka.vlaanderen.be,EPC NR,200,7881,epcnietresidentieel.veka.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-10T00:00:00Z,2024-06-07T23:59:59Z,CN=epcnietresidentieel.veka.vlaanderen.be,epcnietresidentieel.veka.vlaanderen.be,epcnietresidentieel.veka.vlaanderen.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b7d27cf47bea1dd931b52f4ff4ae9978,1048ded5df3efdb006d4dd98e5998168d00c1ae23853f32a946b4fff90715121,,ctls,epcnietresidentieel.veka.vlaanderen.be,443,https://epcnietresidentieel.veka.vlaanderen.be:443,https,text/html,GET,143.204.215.22,/,-1465694768,143.204.215.101,1,False,,cloudfront,AmazonS3,HSTS,True,,,,,,
epm.vlaanderen.be,BIG-IP logout page,200,5360,epm.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-11-22T10:31:55Z,2023-12-24T10:31:54Z,CN=epm.vlaanderen.be,epm.vlaanderen.be,epm.vlaanderen.be,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,007e2d6f93f836bbc67c0b2eb099b424,6fb7f5043a3d931d051bde126b50e3c5b297ccf294ecc94c1f0c479321d1c110,,ctls,epm.vlaanderen.be,443,https://epm.vlaanderen.be:443,https,text/html,GET,206.164.36.156,/,878647854,206.164.36.156,131,False,,,BigIP,F5 BigIP,,,https://epm.vlaanderen.be/my.logout.php3?errorcode=19,,,,
epplus.vlaanderen.be,Test Page for the Apache HTTP Server on Red Hat Enterprise Linux,403,3985,inkom.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-03T07:55:39Z,2023-09-04T07:55:38Z,CN=inkom.vlaanderen.be,inkom.vlaanderen.be,inkom.vlaanderen.be,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,790678476c8d95c98c911299fb762f90,6da6928f9d04f54090265f42f3fa92f93385a755f8449f954e446f7c8d238695,,ctls,inkom.vlaanderen.be,443,https://epplus.vlaanderen.be:443,https,text/html,GET,185.61.72.66,/,-366337701,185.61.72.66,124,False,widgets.vlaanderen.be,,,HSTS,,,https://inkom.vlaanderen.be/,,,,
epromo-cp.vlaanderen.be,,200,6912,epromo-cp.vlaanderen.be,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-07-03T14:56:37Z,2023-10-01T14:56:36Z,CN=epromo-cp.vlaanderen.be,epromo-cp.vlaanderen.be,epromo-cp.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ef5540265ac40bf1c41fba12a2f94efa,d7df2d3520f6ac056cae49fe253140c9753ee4060dad499eb3f974fac3b9dc4c,,ctls,epromo-cp.vlaanderen.be,443,https://epromo-cp.vlaanderen.be:443,https,text/html,GET,206.164.36.155,/,,206.164.36.155,26,False,,,nginx/1.18.0,Nginx:1.18.0,,,https://epromo-cp.vlaanderen.be/edelta-dev/,,,,
erkenningen-ontwikkel.omgeving.vlaanderen.be,Sign in to Omgeving,400,1806,ssov2-ontwikkel.omgeving.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-17T16:01:37Z,2023-09-15T16:01:36Z,CN=*.omgeving.vlaanderen.be,*.omgeving.vlaanderen.be,omgeving.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,92fbb107bbff2e413a108477e357e1b0,ee15593afd7c051dcd2684936e2070fcc9d33d3acd2e2e207182300e180d1fac,True,ctls,ssov2-ontwikkel.omgeving.vlaanderen.be,443,https://erkenningen-ontwikkel.omgeving.vlaanderen.be:443,https,text/html,GET,193.58.156.208,/,-1547550358,193.58.156.208,48,False,,,Departement Omgeving,HSTS,,,https://ssov2-ontwikkel.omgeving.vlaanderen.be/auth/realms/Omgeving/broker/cumuli-oidc/login?session_code=PfattQCFYR3RhQpkxop-KzDzyso1_kFNxQEcje_h5hY&client_id=erkenningen&tab_id=PCQyEpHMq9M,,,,
erkenningen.omgeving.vlaanderen.be,Sign in to Omgeving,400,1806,ssov2.omgeving.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-17T16:01:37Z,2023-09-15T16:01:36Z,CN=*.omgeving.vlaanderen.be,*.omgeving.vlaanderen.be,omgeving.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,92fbb107bbff2e413a108477e357e1b0,ee15593afd7c051dcd2684936e2070fcc9d33d3acd2e2e207182300e180d1fac,True,ctls,ssov2.omgeving.vlaanderen.be,443,https://erkenningen.omgeving.vlaanderen.be:443,https,text/html,GET,193.58.156.210,/,-1547550358,193.58.156.210,48,False,,,Departement Omgeving,HSTS,,,https://ssov2.omgeving.vlaanderen.be/auth/realms/Omgeving/broker/cumuli-oidc/login?session_code=vSUNYmMd-7JNt0skbjoGfcBrMtUefUYYQ5vVc4mqdio&client_id=erkenningen&tab_id=DW36tLxZEek,,,,
esapi.dcb-ti.vlaanderen.be,,403,23,esapi.dcb-ti.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-13T00:00:00Z,2024-01-08T23:59:59Z,CN=dcb-ti.vlaanderen.be,dcb-ti.vlaanderen.be,api.dcb-ti.vlaanderen.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7ad70e891396c8131e65717e9d4f1821,fed5d0b13e4f0d000afea3927a7fc078d9bee787368e5c1ed536f62d0e9752d5,,ctls,esapi.dcb-ti.vlaanderen.be,443,https://esapi.dcb-ti.vlaanderen.be:443,https,application/json,GET,99.81.137.207,/,968070783,34.250.9.8,1,False,,,,,,,,,,,
esf-cloud-ti.vlaanderen.be,,200,2506,esf-cloud-ti.vlaanderen.be,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-07-03T14:57:15Z,2023-10-01T14:57:14Z,CN=esf-cloud-ti.vlaanderen.be,esf-cloud-ti.vlaanderen.be,esf-cloud-ti.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e5a07c1181cf9b1e9e01395c0581337d,bd122cfc214dc64dcd0b0871d0c7286401fed2331ecb995187d96f3d94798774,,ctls,esf-cloud-ti.vlaanderen.be,443,https://esf-cloud-ti.vlaanderen.be:443,https,text/html,GET,206.164.36.155,/,-1840324437,206.164.36.155,53,False,,,,,,,https://esf-cloud-ti.vlaanderen.be/esf/,,,,
esf.vlaanderen.be,,200,6845,esf.vlaanderen.be,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-07-03T14:57:34Z,2023-10-01T14:57:33Z,CN=esf.vlaanderen.be,esf.vlaanderen.be,esf.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,dee88cb3ef7ac4d72193b242a8bc7173,0bfb6c6955960a2e1472025e4c628e13ec7b6fd34c916a3ecee4ebbe96af1ed8,,ctls,esf.vlaanderen.be,443,https://esf.vlaanderen.be:443,https,text/html,GET,206.164.36.156,/,-1840324437,206.164.36.156,26,False,,,,Java,,,https://esf.vlaanderen.be/esf,,,,
evipa.ti.vlaanderen.be,OpenID Connect Provider | Vlaanderen.be,200,962,authenticatie-ti.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-30T16:26:16Z,2024-06-30T16:26:15Z,"CN=*.vlaanderen.be, O=Ministeries van de Vlaamse Gemeenschap, L=Brussel, ST=Brussels Hoofdstedelijk Gewest, C=BE",*.vlaanderen.be,vlaanderen.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,70e8e8435cfcc6a5cf5d571cda659886,eec93b7083f7d71670da870dda2f861bc20120371be914f5c9a855dd942bc86d,True,ctls,authenticatie-ti.vlaanderen.be,443,https://evipa.ti.vlaanderen.be:443,https,text/html,GET,193.191.242.72,/,-15136832,193.191.242.72,18,False,,,nginx,Nginx,,Ministeries van de Vlaamse Gemeenschap,https://authenticatie-ti.vlaanderen.be/op/v1/auth?response_type=code&scope=openid%20vo%20profile%20evipa%20offline_access&client_id=ab55553e-46a1-4a25-897b-38d9a294a4d1&state=Juy_OdOmXh9qEF0xsv6YoDQfUTg&redirect_uri=https%3A%2F%2Fevipa.ti.vlaanderen.be%2Faxisecure&nonce=ZiiiU_pkRGUhZYHcOnK9_tI4EDjcSckyDBEtsvqODJ0,,,,
examencommissie.vlaanderen.be,Kandidatentoepassing Examencommissie,200,3231,examencommissie.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-01-26T23:59:59Z,CN=examencommissie.vlaanderen.be,examencommissie.vlaanderen.be,*.examencommissie.vlaanderen.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,10feaefa2c83525a0737abb994bb5623,7c0457e7e0db28abaf6b62cdbb6a15a33f4999b94c63a27ddfbb399b6228f222,True,ctls,examencommissie.vlaanderen.be,443,https://examencommissie.vlaanderen.be:443,https,text/html,GET,13.32.99.76,/,1585696238,13.32.99.36,30,False,,cloudfront,AmazonS3,Amazon Web Services,True,,,,,,
facility-test.api.vlaanderen.be,,404,155,facility-test.api.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-24T12:21:15Z,2024-06-24T12:21:14Z,CN=*.api.vlaanderen.be,*.api.vlaanderen.be,api.vlaanderen.be,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,e2ac18243b16235abee447c4436833b9,cc3da3d5181f564cbf9713b2aef81c152066f3b4a21d36499fa2496f89578b17,True,ctls,facility-test.api.vlaanderen.be,443,https://facility-test.api.vlaanderen.be:443,https,application/json,GET,185.61.72.25,/,244609073,185.61.72.25,1,False,,,,HSTS,,,,,,,
facility.api.vlaanderen.be,,404,155,facility.api.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-24T12:21:15Z,2024-06-24T12:21:14Z,CN=*.api.vlaanderen.be,*.api.vlaanderen.be,api.vlaanderen.be,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,e2ac18243b16235abee447c4436833b9,cc3da3d5181f564cbf9713b2aef81c152066f3b4a21d36499fa2496f89578b17,True,ctls,facility.api.vlaanderen.be,443,https://facility.api.vlaanderen.be:443,https,application/json,GET,185.61.72.25,/,244609073,185.61.72.25,1,False,,,,HSTS,,,,,,,
fin.vlaanderen.be,Home - FIN - Departement Financiën & Begroting,200,70546,fin.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-27T12:19:39Z,2024-05-28T12:19:38Z,CN=fin.vlaanderen.be,fin.vlaanderen.be,fin.vlaanderen.be,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,f1c732a11f5703fe420128a41cd68171,a51252a293df04b15e07ee76ecf5c9c85a857883a1dd1bb135c6913c577073ea,,ctls,fin.vlaanderen.be,443,https://fin.vlaanderen.be:443,https,text/html,GET,81.246.65.117,/,1916569140,81.246.65.117,633,False,,,,Yoast SEO:20.3,,,,,,,
