input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,cdn,content_type,tls_mismatched,csp_domains_,final_url,tls_expired,location
darktower-staging.uberinternal.com,429,429,306,darktower-staging.uberinternal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-30T00:00:00Z,2023-10-03T23:59:59Z,"CN=*.uberinternal.com, O=Uber Technologies\, Inc., L=San Francisco, ST=California, C=US",*.uberinternal.com,"Uber Technologies, Inc.",uberinternal.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5bcb92a390a5b07ecaed90bfcb45dc6b,409992be587811ca2670422dbac869f9b5f8bd007acb9c47b4d5841b40e0e6fa,True,ctls,darktower-staging.uberinternal.com,,443,https://darktower-staging.uberinternal.com:443,https,ufe,GET,104.36.192.148,/,1451090327,104.36.192.148,HSTS,2,False,,text/html,,,,,
darktower.uberinternal.com,OneLogin,200,2608,uber.onelogin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.onelogin.com, O=OneLogin\, Inc., L=San Francisco, ST=California, C=US",*.onelogin.com,"OneLogin, Inc.",onelogin.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c1952a341e37e60484119d18f4b2051d,f78c96dac6d76696f3eecae6e0f5f543d6e4c6aafc8d2dfb1168a08860b6419b,True,ctls,uber.onelogin.com,,443,https://darktower.uberinternal.com:443,https,AmazonS3,GET,104.36.192.148,/,1919901474,104.36.192.148,HSTS,52,False,,text/html,,https://wok.uberinternal.com,https://uber.onelogin.com/login2/?return=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1cmkiOiJodHRwczovL3ViZXIub25lbG9naW4uY29tL2xvZ2luIiwiYnJhbmRfaWQiOiJtYXN0ZXIiLCJhdWQiOiJBQ0NFU1MiLCJmZl9tdWx0aXBsZV9icmFuZHMiOmZhbHNlLCJleHAiOjE2ODg2MTEzMjksInBhcmFtcyI6e30sIm1ldGhvZCI6ImdldCIsImlzcyI6Ik1PTk9SQUlMIn0.K78rnacIJyuqrra78eEkOlkaGOB8EbM9nHmDstWCbHQ#app=,,
dash-dca1.uberinternal.com,429,429,297,panorama.uberinternal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-30T00:00:00Z,2023-10-03T23:59:59Z,"CN=*.uberinternal.com, O=Uber Technologies\, Inc., L=San Francisco, ST=California, C=US",*.uberinternal.com,"Uber Technologies, Inc.",uberinternal.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5bcb92a390a5b07ecaed90bfcb45dc6b,409992be587811ca2670422dbac869f9b5f8bd007acb9c47b4d5841b40e0e6fa,True,ctls,panorama.uberinternal.com,,443,https://dash-dca1.uberinternal.com:443,https,ufe,GET,104.36.192.148,/,1919901474,104.36.192.148,HSTS,2,False,,text/html,,,https://panorama.uberinternal.com/,,
dash-testing.uberinternal.com,429,429,297,panorama.uberinternal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-30T00:00:00Z,2023-10-03T23:59:59Z,"CN=*.uberinternal.com, O=Uber Technologies\, Inc., L=San Francisco, ST=California, C=US",*.uberinternal.com,"Uber Technologies, Inc.",uberinternal.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5bcb92a390a5b07ecaed90bfcb45dc6b,409992be587811ca2670422dbac869f9b5f8bd007acb9c47b4d5841b40e0e6fa,True,ctls,panorama.uberinternal.com,,443,https://dash-testing.uberinternal.com:443,https,ufe,GET,104.36.192.148,/,1919901474,104.36.192.148,HSTS,2,False,,text/html,,,https://panorama.uberinternal.com/,,
dash.uberinternal.com,429,429,297,panorama.uberinternal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-30T00:00:00Z,2023-10-03T23:59:59Z,"CN=*.uberinternal.com, O=Uber Technologies\, Inc., L=San Francisco, ST=California, C=US",*.uberinternal.com,"Uber Technologies, Inc.",uberinternal.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5bcb92a390a5b07ecaed90bfcb45dc6b,409992be587811ca2670422dbac869f9b5f8bd007acb9c47b4d5841b40e0e6fa,True,ctls,panorama.uberinternal.com,,443,https://dash.uberinternal.com:443,https,ufe,GET,104.36.192.148,/,1919901474,104.36.192.148,HSTS,2,False,,text/html,,,https://panorama.uberinternal.com/,,
dashbuilder-ea.uberinternal.com,OneLogin,200,2608,uber.onelogin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.onelogin.com, O=OneLogin\, Inc., L=San Francisco, ST=California, C=US",*.onelogin.com,"OneLogin, Inc.",onelogin.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c1952a341e37e60484119d18f4b2051d,f78c96dac6d76696f3eecae6e0f5f543d6e4c6aafc8d2dfb1168a08860b6419b,True,ctls,uber.onelogin.com,google,443,https://dashbuilder-ea.uberinternal.com:443,https,AmazonS3,GET,34.98.127.226,/,1919901474,34.98.127.226,HSTS,52,False,True,text/html,,https://wok.uberinternal.com,https://uber.onelogin.com/login2/?return=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1cmkiOiJodHRwczovL3ViZXIub25lbG9naW4uY29tL2xvZ2luIiwiYnJhbmRfaWQiOiJtYXN0ZXIiLCJhdWQiOiJBQ0NFU1MiLCJmZl9tdWx0aXBsZV9icmFuZHMiOmZhbHNlLCJleHAiOjE2ODg2MTEzMjksInBhcmFtcyI6e30sIm1ldGhvZCI6ImdldCIsImlzcyI6Ik1PTk9SQUlMIn0.xLGlFrf6gWGz4BBvnuSoElzz_RyatNduSKdJA53_UIY#app=,,
dashbuilder.uberinternal.com,OneLogin,200,2608,uber.onelogin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.onelogin.com, O=OneLogin\, Inc., L=San Francisco, ST=California, C=US",*.onelogin.com,"OneLogin, Inc.",onelogin.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c1952a341e37e60484119d18f4b2051d,f78c96dac6d76696f3eecae6e0f5f543d6e4c6aafc8d2dfb1168a08860b6419b,True,ctls,uber.onelogin.com,google,443,https://dashbuilder.uberinternal.com:443,https,AmazonS3,GET,34.98.127.226,/,1919901474,34.98.127.226,HSTS,52,False,True,text/html,,https://tableau-sandbox.uberinternal.com,https://uber.onelogin.com/login2/?return=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1cmkiOiJodHRwczovL3ViZXIub25lbG9naW4uY29tL2xvZ2luIiwiYnJhbmRfaWQiOiJtYXN0ZXIiLCJhdWQiOiJBQ0NFU1MiLCJmZl9tdWx0aXBsZV9icmFuZHMiOmZhbHNlLCJleHAiOjE2ODg2MTEzMjksInBhcmFtcyI6e30sIm1ldGhvZCI6ImdldCIsImlzcyI6Ik1PTk9SQUlMIn0.xLGlFrf6gWGz4BBvnuSoElzz_RyatNduSKdJA53_UIY#app=,,
data-announcer-staging.uberinternal.com,OneLogin,200,2608,uber.onelogin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.onelogin.com, O=OneLogin\, Inc., L=San Francisco, ST=California, C=US",*.onelogin.com,"OneLogin, Inc.",onelogin.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c1952a341e37e60484119d18f4b2051d,f78c96dac6d76696f3eecae6e0f5f543d6e4c6aafc8d2dfb1168a08860b6419b,True,ctls,uber.onelogin.com,,443,https://data-announcer-staging.uberinternal.com:443,https,AmazonS3,GET,104.36.192.148,/,1919901474,104.36.192.148,HSTS,52,False,,text/html,,https://wok.uberinternal.com,https://uber.onelogin.com/login2/?return=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1cmkiOiJodHRwczovL3ViZXIub25lbG9naW4uY29tL2xvZ2luIiwiYnJhbmRfaWQiOiJtYXN0ZXIiLCJhdWQiOiJBQ0NFU1MiLCJmZl9tdWx0aXBsZV9icmFuZHMiOmZhbHNlLCJleHAiOjE2ODg2MTEzMjksInBhcmFtcyI6e30sIm1ldGhvZCI6ImdldCIsImlzcyI6Ik1PTk9SQUlMIn0.xLGlFrf6gWGz4BBvnuSoElzz_RyatNduSKdJA53_UIY#app=,,
data-announcer.uberinternal.com,OneLogin,200,2608,uber.onelogin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.onelogin.com, O=OneLogin\, Inc., L=San Francisco, ST=California, C=US",*.onelogin.com,"OneLogin, Inc.",onelogin.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c1952a341e37e60484119d18f4b2051d,f78c96dac6d76696f3eecae6e0f5f543d6e4c6aafc8d2dfb1168a08860b6419b,True,ctls,uber.onelogin.com,,443,https://data-announcer.uberinternal.com:443,https,AmazonS3,GET,104.36.192.148,/,1919901474,104.36.192.148,HSTS,52,False,,text/html,,https://wok.uberinternal.com,https://uber.onelogin.com/login2/?return=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1cmkiOiJodHRwczovL3ViZXIub25lbG9naW4uY29tL2xvZ2luIiwiYnJhbmRfaWQiOiJtYXN0ZXIiLCJhdWQiOiJBQ0NFU1MiLCJmZl9tdWx0aXBsZV9icmFuZHMiOmZhbHNlLCJleHAiOjE2ODg2MTEzMjksInBhcmFtcyI6e30sIm1ldGhvZCI6ImdldCIsImlzcyI6Ik1PTk9SQUlMIn0.K78rnacIJyuqrra78eEkOlkaGOB8EbM9nHmDstWCbHQ#app=,,
data-console-staging.uberinternal.com,429,429,301,data-staging.uberinternal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-30T00:00:00Z,2023-10-03T23:59:59Z,"CN=*.uberinternal.com, O=Uber Technologies\, Inc., L=San Francisco, ST=California, C=US",*.uberinternal.com,"Uber Technologies, Inc.",uberinternal.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5bcb92a390a5b07ecaed90bfcb45dc6b,409992be587811ca2670422dbac869f9b5f8bd007acb9c47b4d5841b40e0e6fa,True,ctls,data-staging.uberinternal.com,,443,https://data-console-staging.uberinternal.com:443,https,ufe,GET,104.36.192.148,/,1919901474,104.36.192.148,HSTS,2,False,,text/html,,,https://data-staging.uberinternal.com/,,
data-console.uberinternal.com,429,429,293,data.uberinternal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-30T00:00:00Z,2023-10-03T23:59:59Z,"CN=*.uberinternal.com, O=Uber Technologies\, Inc., L=San Francisco, ST=California, C=US",*.uberinternal.com,"Uber Technologies, Inc.",uberinternal.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5bcb92a390a5b07ecaed90bfcb45dc6b,409992be587811ca2670422dbac869f9b5f8bd007acb9c47b4d5841b40e0e6fa,True,ctls,data.uberinternal.com,,443,https://data-console.uberinternal.com:443,https,ufe,GET,104.36.192.148,/,2071248513,104.36.192.148,HSTS,2,False,,text/html,,,https://data.uberinternal.com/,,
data-staging.uberinternal.com,OneLogin,200,2608,uber.onelogin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.onelogin.com, O=OneLogin\, Inc., L=San Francisco, ST=California, C=US",*.onelogin.com,"OneLogin, Inc.",onelogin.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c1952a341e37e60484119d18f4b2051d,f78c96dac6d76696f3eecae6e0f5f543d6e4c6aafc8d2dfb1168a08860b6419b,True,ctls,uber.onelogin.com,,443,https://data-staging.uberinternal.com:443,https,AmazonS3,GET,104.36.192.148,/,-1322226348,104.36.192.148,HSTS,52,False,,text/html,,https://wok.uberinternal.com,https://uber.onelogin.com/login2/?return=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1cmkiOiJodHRwczovL3ViZXIub25lbG9naW4uY29tL2xvZ2luIiwiYnJhbmRfaWQiOiJtYXN0ZXIiLCJhdWQiOiJBQ0NFU1MiLCJmZl9tdWx0aXBsZV9icmFuZHMiOmZhbHNlLCJleHAiOjE2ODg2MTEzMjksInBhcmFtcyI6e30sIm1ldGhvZCI6ImdldCIsImlzcyI6Ik1PTk9SQUlMIn0.K78rnacIJyuqrra78eEkOlkaGOB8EbM9nHmDstWCbHQ#app=,,
data.pendo.io,pendo.io,200,2443,data.pendo.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-16T00:46:05Z,2023-09-14T01:42:00Z,CN=pendo.io,pendo.io,,*.pendo.io,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,900e6766944486c762eb58ab1f7cdba0,ea305a8f289c8c4e29b58900113a21e5c91f73ae5b2f3851b585eca9d0378963,True,ctls,data.pendo.io,google,443,https://data.pendo.io:443,https,,GET,34.149.155.70,/,636254061,34.149.155.70,HTTP/3,1,False,True,text/html,,,,,
dataadmin.uberinternal.com,429,429,300,datacentral.uberinternal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-30T00:00:00Z,2023-10-03T23:59:59Z,"CN=*.uberinternal.com, O=Uber Technologies\, Inc., L=San Francisco, ST=California, C=US",*.uberinternal.com,"Uber Technologies, Inc.",uberinternal.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5bcb92a390a5b07ecaed90bfcb45dc6b,409992be587811ca2670422dbac869f9b5f8bd007acb9c47b4d5841b40e0e6fa,True,ctls,datacentral.uberinternal.com,google,443,https://dataadmin.uberinternal.com:443,https,ufe,GET,34.98.127.226,/,1919901474,34.98.127.226,HSTS,2,False,True,text/html,,,https://datacentral.uberinternal.com/,,
databook-beta.uberinternal.com,OneLogin,200,2608,uber.onelogin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.onelogin.com, O=OneLogin\, Inc., L=San Francisco, ST=California, C=US",*.onelogin.com,"OneLogin, Inc.",onelogin.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c1952a341e37e60484119d18f4b2051d,f78c96dac6d76696f3eecae6e0f5f543d6e4c6aafc8d2dfb1168a08860b6419b,True,ctls,uber.onelogin.com,,443,https://databook-beta.uberinternal.com:443,https,AmazonS3,GET,104.36.192.148,/,1499451398,104.36.192.148,HSTS,52,False,,text/html,,https://wok.uberinternal.com,https://uber.onelogin.com/login2/?return=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1cmkiOiJodHRwczovL3ViZXIub25lbG9naW4uY29tL2xvZ2luIiwiYnJhbmRfaWQiOiJtYXN0ZXIiLCJhdWQiOiJBQ0NFU1MiLCJmZl9tdWx0aXBsZV9icmFuZHMiOmZhbHNlLCJleHAiOjE2ODg2MTEzMjksInBhcmFtcyI6e30sIm1ldGhvZCI6ImdldCIsImlzcyI6Ik1PTk9SQUlMIn0.K78rnacIJyuqrra78eEkOlkaGOB8EbM9nHmDstWCbHQ#app=,,
databook-dca1.uberinternal.com,OneLogin,200,2608,uber.onelogin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.onelogin.com, O=OneLogin\, Inc., L=San Francisco, ST=California, C=US",*.onelogin.com,"OneLogin, Inc.",onelogin.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c1952a341e37e60484119d18f4b2051d,f78c96dac6d76696f3eecae6e0f5f543d6e4c6aafc8d2dfb1168a08860b6419b,True,ctls,uber.onelogin.com,,443,https://databook-dca1.uberinternal.com:443,https,AmazonS3,GET,104.36.192.148,/,-1186556762,104.36.192.148,HSTS,52,False,,text/html,,https://wok.uberinternal.com,https://uber.onelogin.com/login2/?return=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1cmkiOiJodHRwczovL3ViZXIub25lbG9naW4uY29tL2xvZ2luIiwiYnJhbmRfaWQiOiJtYXN0ZXIiLCJhdWQiOiJBQ0NFU1MiLCJmZl9tdWx0aXBsZV9icmFuZHMiOmZhbHNlLCJleHAiOjE2ODg2MTEzMjksInBhcmFtcyI6e30sIm1ldGhvZCI6ImdldCIsImlzcyI6Ik1PTk9SQUlMIn0.xLGlFrf6gWGz4BBvnuSoElzz_RyatNduSKdJA53_UIY#app=,,
databook-service-staging-dca1.uberinternal.com,429,429,318,databook-service-staging-dca1.uberinternal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-30T00:00:00Z,2023-10-03T23:59:59Z,"CN=*.uberinternal.com, O=Uber Technologies\, Inc., L=San Francisco, ST=California, C=US",*.uberinternal.com,"Uber Technologies, Inc.",uberinternal.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5bcb92a390a5b07ecaed90bfcb45dc6b,409992be587811ca2670422dbac869f9b5f8bd007acb9c47b4d5841b40e0e6fa,True,ctls,databook-service-staging-dca1.uberinternal.com,,443,https://databook-service-staging-dca1.uberinternal.com:443,https,ufe,GET,104.36.192.148,/,1919901474,104.36.192.148,HSTS,2,False,,text/html,,,,,
databook-service-staging-env.uberinternal.com,OneLogin,200,2608,uber.onelogin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.onelogin.com, O=OneLogin\, Inc., L=San Francisco, ST=California, C=US",*.onelogin.com,"OneLogin, Inc.",onelogin.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c1952a341e37e60484119d18f4b2051d,f78c96dac6d76696f3eecae6e0f5f543d6e4c6aafc8d2dfb1168a08860b6419b,True,ctls,uber.onelogin.com,,443,https://databook-service-staging-env.uberinternal.com:443,https,AmazonS3,GET,104.36.192.148,/,881140531,104.36.192.148,HSTS,52,False,,text/html,,https://wok.uberinternal.com,https://uber.onelogin.com/login2/?return=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1cmkiOiJodHRwczovL3ViZXIub25lbG9naW4uY29tL2xvZ2luIiwiYnJhbmRfaWQiOiJtYXN0ZXIiLCJhdWQiOiJBQ0NFU1MiLCJmZl9tdWx0aXBsZV9icmFuZHMiOmZhbHNlLCJleHAiOjE2ODg2MTEzMjksInBhcmFtcyI6e30sIm1ldGhvZCI6ImdldCIsImlzcyI6Ik1PTk9SQUlMIn0.K78rnacIJyuqrra78eEkOlkaGOB8EbM9nHmDstWCbHQ#app=,,
databook-service-staging.uberinternal.com,OneLogin,200,2608,uber.onelogin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.onelogin.com, O=OneLogin\, Inc., L=San Francisco, ST=California, C=US",*.onelogin.com,"OneLogin, Inc.",onelogin.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c1952a341e37e60484119d18f4b2051d,f78c96dac6d76696f3eecae6e0f5f543d6e4c6aafc8d2dfb1168a08860b6419b,True,ctls,uber.onelogin.com,,443,https://databook-service-staging.uberinternal.com:443,https,AmazonS3,GET,104.36.192.148,/,442709405,104.36.192.148,HSTS,52,False,,text/html,,https://wok.uberinternal.com,https://uber.onelogin.com/login2/?return=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1cmkiOiJodHRwczovL3ViZXIub25lbG9naW4uY29tL2xvZ2luIiwiYnJhbmRfaWQiOiJtYXN0ZXIiLCJhdWQiOiJBQ0NFU1MiLCJmZl9tdWx0aXBsZV9icmFuZHMiOmZhbHNlLCJleHAiOjE2ODg2MTEzMjksInBhcmFtcyI6e30sIm1ldGhvZCI6ImdldCIsImlzcyI6Ik1PTk9SQUlMIn0.K78rnacIJyuqrra78eEkOlkaGOB8EbM9nHmDstWCbHQ#app=,,
databook-service.uberinternal.com,OneLogin,200,2608,uber.onelogin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.onelogin.com, O=OneLogin\, Inc., L=San Francisco, ST=California, C=US",*.onelogin.com,"OneLogin, Inc.",onelogin.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c1952a341e37e60484119d18f4b2051d,f78c96dac6d76696f3eecae6e0f5f543d6e4c6aafc8d2dfb1168a08860b6419b,True,ctls,uber.onelogin.com,,443,https://databook-service.uberinternal.com:443,https,AmazonS3,GET,104.36.192.148,/,2071396638,104.36.192.148,HSTS,52,False,,text/html,,https://wok.uberinternal.com,https://uber.onelogin.com/login2/?return=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1cmkiOiJodHRwczovL3ViZXIub25lbG9naW4uY29tL2xvZ2luIiwiYnJhbmRfaWQiOiJtYXN0ZXIiLCJhdWQiOiJBQ0NFU1MiLCJmZl9tdWx0aXBsZV9icmFuZHMiOmZhbHNlLCJleHAiOjE2ODg2MTEzMjksInBhcmFtcyI6e30sIm1ldGhvZCI6ImdldCIsImlzcyI6Ik1PTk9SQUlMIn0.K78rnacIJyuqrra78eEkOlkaGOB8EbM9nHmDstWCbHQ#app=,,
databook-staging.uberinternal.com,OneLogin,200,2608,uber.onelogin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.onelogin.com, O=OneLogin\, Inc., L=San Francisco, ST=California, C=US",*.onelogin.com,"OneLogin, Inc.",onelogin.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c1952a341e37e60484119d18f4b2051d,f78c96dac6d76696f3eecae6e0f5f543d6e4c6aafc8d2dfb1168a08860b6419b,True,ctls,uber.onelogin.com,,443,https://databook-staging.uberinternal.com:443,https,AmazonS3,GET,104.36.192.148,/,1919901474,104.36.192.148,HSTS,52,False,,text/html,,https://wok.uberinternal.com,https://uber.onelogin.com/login2/?return=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1cmkiOiJodHRwczovL3ViZXIub25lbG9naW4uY29tL2xvZ2luIiwiYnJhbmRfaWQiOiJtYXN0ZXIiLCJhdWQiOiJBQ0NFU1MiLCJmZl9tdWx0aXBsZV9icmFuZHMiOmZhbHNlLCJleHAiOjE2ODg2MTEzMjksInBhcmFtcyI6e30sIm1ldGhvZCI6ImdldCIsImlzcyI6Ik1PTk9SQUlMIn0.K78rnacIJyuqrra78eEkOlkaGOB8EbM9nHmDstWCbHQ#app=,,
databook-v2-staging.uberinternal.com,429,429,306,databook-staging.uberinternal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-30T00:00:00Z,2023-10-03T23:59:59Z,"CN=*.uberinternal.com, O=Uber Technologies\, Inc., L=San Francisco, ST=California, C=US",*.uberinternal.com,"Uber Technologies, Inc.",uberinternal.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5bcb92a390a5b07ecaed90bfcb45dc6b,409992be587811ca2670422dbac869f9b5f8bd007acb9c47b4d5841b40e0e6fa,True,ctls,databook-staging.uberinternal.com,,443,https://databook-v2-staging.uberinternal.com:443,https,ufe,GET,104.36.192.148,/,-520479548,104.36.192.148,HSTS,2,False,,text/html,,,https://databook-staging.uberinternal.com//,,
databook.uberinternal.com,OneLogin,200,2608,uber.onelogin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.onelogin.com, O=OneLogin\, Inc., L=San Francisco, ST=California, C=US",*.onelogin.com,"OneLogin, Inc.",onelogin.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c1952a341e37e60484119d18f4b2051d,f78c96dac6d76696f3eecae6e0f5f543d6e4c6aafc8d2dfb1168a08860b6419b,True,ctls,uber.onelogin.com,,443,https://databook.uberinternal.com:443,https,AmazonS3,GET,104.36.192.148,/,1919901474,104.36.192.148,HSTS,52,False,,text/html,,https://wok.uberinternal.com,https://uber.onelogin.com/login2/?return=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1cmkiOiJodHRwczovL3ViZXIub25lbG9naW4uY29tL2xvZ2luIiwiYnJhbmRfaWQiOiJtYXN0ZXIiLCJhdWQiOiJBQ0NFU1MiLCJmZl9tdWx0aXBsZV9icmFuZHMiOmZhbHNlLCJleHAiOjE2ODg2MTEzMjksInBhcmFtcyI6e30sIm1ldGhvZCI6ImdldCIsImlzcyI6Ik1PTk9SQUlMIn0.xLGlFrf6gWGz4BBvnuSoElzz_RyatNduSKdJA53_UIY#app=,,
