new,host,a,cname,soa,caa,status_code,cdn,cdn-name,mx,ns,txt,aaaa,has_internal_ips,internal_ips
,tp.guest.underarmour.com,10.25.252.66,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,True,10.25.252.66
,tpappboomidev01.underarmour.com,,,,,NOERROR,,,,,,,,
,tpucvcse03.underarmour.com,204.29.196.132,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,tpucvcse05.underarmour.com,204.29.196.22,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,tpucvcse06.underarmour.com,204.29.196.23,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,tpucvcse09.underarmour.com,204.29.196.154,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,tpucvcse10.underarmour.com,204.29.196.155,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,tpwas.underarmour.com,204.29.196.88,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,track.underarmour.com,198.101.189.192,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,training.api.ua.com,"13.224.103.98, 13.224.103.85, 13.224.103.50, 13.224.103.75",,,,NOERROR,True,cloudfront,,,,,,
,transfer.underarmour.com,204.29.196.21,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,translate.mapmyfitness.com,"18.244.179.9, 18.244.179.33, 18.244.179.53, 18.244.179.125",mapmyfitness.com,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,"mx1.ua.iphmx.com, mx2.ua.iphmx.com","ns-1108.awsdns-10.org, ns-1855.awsdns-39.co.uk, ns-408.awsdns-51.com, ns-654.awsdns-17.net","MS=ms37790606, facebook-domain-verification=c3gbdfdjok9dh5lqbj38d3rz5irepr, google-site-verification=Q2epMmOxfdLgt5cIquPR7VyixmA7p_92IsLurJX21FU, include:_spf.google.com ip4:208.73.5.15 ip4:198.101.229.105 ?all, o3dRlQD190cP20HQ1wEDj22KvS55eknscjOSL5bIa7s4tbGBnAn8fd6koJFZA7wy96iNYThgeqNWX2od53JMmw==, v=spf1 a mx include:sendgrid.net include:mailseat.com include:mail.zendesk.com include:spf.protection.outlook.com  ~all",,,
,trk.e.underarmour.com,"52.52.70.46, 52.9.114.249, 52.53.54.172, 52.9.43.213",thirdparty.bnc.lt,"ns-1925.awsdns-48.co.uk, awsdns-hostmaster.amazon.com","digicert.com, entrust.net, letsencrypt.org",NOERROR,,,,,v=spf1 -all,,,
,trk.underarmour.com,"52.9.114.249, 52.53.54.172, 52.9.43.213, 52.52.70.46",thirdparty.bnc.lt,"ns-1925.awsdns-48.co.uk, awsdns-hostmaster.amazon.com","digicert.com, letsencrypt.org, entrust.net",NOERROR,,,,,v=spf1 -all,,,
,trk.us.underarmour.com,"52.9.114.249, 52.52.70.46, 52.53.54.172, 52.9.43.213",thirdparty.bnc.lt,"ns-1925.awsdns-48.co.uk, awsdns-hostmaster.amazon.com","digicert.com, entrust.net, letsencrypt.org",NOERROR,,,,,v=spf1 -all,,,
,tryom.myfitnesspal.com,"104.18.26.189, 104.18.27.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","digicert.com, letsencrypt.org, sectigo.com",NOERROR,True,cloudflare,,,,,,
,typeahead.underarmour.com,,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,ua.com,,,"ns20.digicertdns.com, dns.digicertdns.com",,NOERROR,True,cloudfront,,"ns13.dnsmadeeasy.com, ns10.dnsmadeeasy.com, ns15.dnsmadeeasy.com, ns11.dnsmadeeasy.com, ns12.dnsmadeeasy.com, ns14.dnsmadeeasy.com","MS=ms17390637, apple-domain-verification=UZa5ckzBUiP5KPa0, have-i-been-pwned-verification=243e68d7e85525bcdebedd488795f0d0, facebook-domain-verification=ui9r2bgwh8o4kurtviq6o1jpxy1wb8, v=spf1 include:spf.protection.outlook.com -all, 9DdqACTWDnoKi5LSwVeLwqNm1PxfRMDRCZ4SUPRZQ4iNwQn+FfdCkB4xEC3j1z1TUx7NbNFSMMjzlSaQJw5n2g==",,,
,uabroadcast.underarmour.com,"34.233.151.195, 54.172.121.130, 52.4.133.18","underarmour.rev.vbrick.com, nlbwaf.us.vbrickrev.com","ns-1847.awsdns-38.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,ualistens.underarmour.com,104.73.233.187,"uafieldtesting.vanity6.az1.qualtrics.com, akamaisecure6.qualtrics.com.edgekey.net, e17664.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,uarecord.underarmour.com,136.147.129.27,,"ns-1416.awsdns-49.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,"ns-1416.awsdns-49.org, ns-1871.awsdns-41.co.uk, ns-456.awsdns-57.com, ns-584.awsdns-09.net","v=spf1 include:cust-spf.exacttarget.com -all, google-site-verification=eGnm2dAdalOAMxb81cXJAfbkuiWXjjVIwPauhxykHuQ, spf2.0/pra include:cust-senderid.exacttarget.com -all",,,
,uarun-mobile-static.mapmyrun.com,"18.154.227.54, 18.154.227.50, 18.154.227.11, 18.154.227.15, 205.251.193.87, 205.251.194.37, 205.251.197.231, 205.251.199.26",d27a63z3kwtwjb.cloudfront.net,"ns-549.awsdns-04.net, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,"ns-549.awsdns-04.net, ns-343.awsdns-42.com, ns-1818.awsdns-35.co.uk, ns-1511.awsdns-60.org",,,,
,uarun-mobile.api.ua.com,"52.222.174.31, 52.222.174.24, 52.222.174.38, 52.222.174.119",,,,NOERROR,True,cloudfront,,,,,,
,underarmour.co.uk,"104.18.221.231, 104.18.222.231",,"udns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,True,cloudflare,"mx2.ua.iphmx.com, mx1.ua.iphmx.com","udns1.cscdns.net, udns2.cscdns.uk","75481b24a9fa463db2f07b204110900c, 99885e848e8d4dc5a3c78507db0cd64a, Digicert - uadomainregistrant@underarmour.com, google-site-verification=cyOuYw3t2e9L1kWPe56hj64vz9-th3ihPUgz74E6pmw, google-site-verification=oUsfdnEhNnsLctkyo57_-qrm53FbSgef86AaZLXVWIM, google-site-verification=p3a21td_oAYtXkEy82GAIGRLIIosPuLNBE13L_85Aq8, MS=ms59174703, Validation of domain for act: 072122. Email uadomainregistrant@underarmour.com, v=spf1 include:spf.protection.outlook.com -all, hx0lw2kcgx5pzqqpkjnhsqkl5wfk4bh4, 1m9fxw26wfy9hsxt6s4dv7vvmn8lxpq7",,,
,underground.underarmour.com,,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,us-west-2-tokens-staging.ecomm-aws.underarmour.com,"44.235.160.229, 34.209.180.222",tf-staging-tokens-ext-alb-1938610583.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,"ns-1475.awsdns-56.org, ns-1769.awsdns-29.co.uk, ns-332.awsdns-41.com, ns-560.awsdns-06.net",,,,
,us.underarmour.com,,u2000052.wl053.sendgrid.net,"aisha.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,mx.sendgrid.net,,v=spf1 ip4:149.72.1.54 ip4:149.72.133.1 ip4:149.72.133.11 ip4:149.72.134.14 ip4:149.72.134.30 ip4:149.72.134.70 ip4:149.72.186.132 ip4:167.89.14.175 ip4:168.245.115.31 ip4:168.245.121.252 -all,,,
,usbenefitsoverview.underarmour.com,205.156.141.241,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,userdb.mapmyrun.com,69.64.78.242,,"ns-1621.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,usermigration.api.ua.com,"54.85.19.3, 35.172.152.119, 54.80.69.143",us-green-external.uacf.io,"ns-1155.awsdns-16.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,v2-acc.underarmour.co.uk,204.74.99.103,,"udns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
,vc.underarmour.com,,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,vertex.ua.com,192.168.96.50,,"ns20.digicertdns.com, dns.digicertdns.com",,NOERROR,,,,,,,True,192.168.96.50
,video.underarmour.com,34.239.68.177,underarmour.liveclicker.com,"ns-1158.awsdns-16.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,view.e.underarmour.co.uk,66.231.94.115,view.virt.s4.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",,NOERROR,,,,,,,,
,view.em.underarmour.com,13.111.23.134,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,view.mapmyfitness.underarmour.com,13.111.230.233,,"ns-752.awsdns-30.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,view.mfp.underarmour.com,"136.147.129.32, 66.231.91.222, 66.231.94.222, 68.232.203.115, 136.147.129.78",view.virt.s7.exacttarget.com,,,NOERROR,,,,"ns2.exacttarget.com, ns1.exacttarget.com, ns4.exacttarget.com, ns3.exacttarget.com",,,,
,view.uarecord.underarmour.com,136.147.129.32,view.virt.s7.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",,NOERROR,,,,,,,,
,visualcomposer.sdg.artifactory.int.ikarem.io,"54.215.169.169, 54.215.162.74","sdg.artifactory.int.ikarem.io, sdg-fallback.artifactory.int.ikarem.io, artifactory.int.ikarem.io","ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,vivaelagua.com.mx,54.208.45.22,,"dns04.unilever.com, postmaster.dns04.unilever.com",,NOERROR,,,,"dns02.unilever.com, dns88.unilever.com, dns04.unilever.com, dns91.unilever.com",v=spf1 mx a ptr include:servers.mcsv.net include:_spf.google.com include:amazonses.com include:amazonaws.com include:mail.dms.unileverservices.com -all,,,
,vote.ua.com,"96.45.83.103, 96.45.82.74, 96.45.82.161, 96.45.83.195",,"ns20.digicertdns.com, dns.digicertdns.com",,NOERROR,,,,,,,,
,vote.underarmour.com,"96.45.82.74, 96.45.82.161, 96.45.83.195, 96.45.83.103",,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,vpe-hk.underarmour.com,27.111.195.18,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,vpe-us.underarmour.com,204.29.196.51,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,vpe.underarmour.com,,vpe.gslb.underarmour.com,,,NOERROR,,,,,,,,
,vpn.mapmyfitness.com,174.47.138.122,,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,vtxapp.underarmour.com,204.29.196.142,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,vtxapp9d.underarmour.com,204.29.196.129,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,vtxapp9p.underarmour.com,204.29.196.142,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,vtxapp9q.underarmour.com,204.29.196.129,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,warbaby.myfitnesspal.com,"104.18.26.189, 104.18.27.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","letsencrypt.org, digicert.com, sectigo.com",NOERROR,True,cloudflare,,,,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,
,web-assets.myfitnesspal.com,,,"ns-120.awsdns-15.com, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,"ns-120.awsdns-15.com, ns-1421.awsdns-49.org, ns-1908.awsdns-46.co.uk, ns-733.awsdns-27.net",,"2600:9000:25a2:3800:1e:2f8:2ec0:93a1, 2600:9000:25a2:5600:1e:2f8:2ec0:93a1, 2600:9000:25a2:1c00:1e:2f8:2ec0:93a1, 2600:9000:25a2:ea00:1e:2f8:2ec0:93a1, 2600:9000:25a2:ee00:1e:2f8:2ec0:93a1, 2600:9000:25a2:9800:1e:2f8:2ec0:93a1, 2600:9000:25a2:9000:1e:2f8:2ec0:93a1, 2600:9000:25a2:7400:1e:2f8:2ec0:93a1",,
,web-dev.myfitnesspal.com,"172.25.187.239, 172.25.178.40, 172.25.170.97, 172.25.170.231, 172.25.176.198, 172.25.190.138",web-dev-nginx-array.internal.us.mfp.dev,"ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,True,"172.25.187.239, 172.25.178.40, 172.25.170.97, 172.25.170.231, 172.25.176.198, 172.25.190.138"
,web-main-assets.myfitnesspal.com,"65.9.66.123, 65.9.66.116, 65.9.66.19, 65.9.66.95",,"ns-120.awsdns-15.com, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,"2600:9000:206f:a400:1b:39f:e940:93a1, 2600:9000:206f:ec00:1b:39f:e940:93a1, 2600:9000:206f:fc00:1b:39f:e940:93a1, 2600:9000:206f:1600:1b:39f:e940:93a1, 2600:9000:206f:8200:1b:39f:e940:93a1, 2600:9000:206f:3600:1b:39f:e940:93a1, 2600:9000:206f:2200:1b:39f:e940:93a1, 2600:9000:206f:8c00:1b:39f:e940:93a1",,
,web.myfitnesspal.com,"13.225.78.70, 13.225.78.28, 13.225.78.18, 13.225.78.8",,"ns-120.awsdns-15.com, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,"2600:9000:21f3:8600:1e:f4a8:3140:93a1, 2600:9000:21f3:6800:1e:f4a8:3140:93a1, 2600:9000:21f3:aa00:1e:f4a8:3140:93a1, 2600:9000:21f3:ce00:1e:f4a8:3140:93a1, 2600:9000:21f3:800:1e:f4a8:3140:93a1, 2600:9000:21f3:2e00:1e:f4a8:3140:93a1, 2600:9000:21f3:9e00:1e:f4a8:3140:93a1, 2600:9000:21f3:7400:1e:f4a8:3140:93a1",,
,webcon.underarmour.com,204.29.196.86,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,webconfig.myfitnesspal.com,"13.227.219.43, 13.227.219.11, 13.227.219.90, 13.227.219.126",frontend.myfitnesspal.com,"ns-120.awsdns-15.com, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,"2600:9000:21c7:6a00:1e:f4a8:3140:93a1, 2600:9000:21c7:4400:1e:f4a8:3140:93a1, 2600:9000:21c7:600:1e:f4a8:3140:93a1, 2600:9000:21c7:400:1e:f4a8:3140:93a1, 2600:9000:21c7:7600:1e:f4a8:3140:93a1, 2600:9000:21c7:5800:1e:f4a8:3140:93a1, 2600:9000:21c7:fe00:1e:f4a8:3140:93a1, 2600:9000:21c7:e000:1e:f4a8:3140:93a1",,
,webmail.ua.com,204.29.196.89,,"ns20.digicertdns.com, dns.digicertdns.com",,NOERROR,,,,,,,,
,webmail.underarmour.com,204.29.196.96,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,webmaildr.underarmour.com,204.29.197.85,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,webmaileu.underarmour.com,46.34.71.253,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,webmaileudr.underarmour.com,204.29.197.87,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,webmailhk.underarmour.com,125.252.105.230,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,webmailhkdr.underarmour.com,204.29.197.86,,,,NOERROR,,,,,,,,
,webproxy-qa.underarmour.co.uk,204.74.99.103,,"udns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,"udns1.cscdns.net, udns2.cscdns.uk",,,,
,wheninrome.underarmour.com,104.130.47.83,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,whitehouseprogram.myfitnesspal.com,"104.18.27.189, 104.18.26.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","digicert.com, letsencrypt.org, sectigo.com",NOERROR,True,cloudflare,,,,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,
,whm.ua.com,"96.45.82.74, 96.45.83.103, 96.45.83.195, 96.45.82.161",,"ns20.digicertdns.com, dns.digicertdns.com",,NOERROR,,,,,,,,
,withings.myfitnesspal.com,"104.18.27.189, 104.18.26.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","digicert.com, letsencrypt.org, sectigo.com",NOERROR,True,cloudflare,,,,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,
,wmma.myfitnesspal.com,"104.18.27.189, 104.18.26.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","sectigo.com, digicert.com, letsencrypt.org",NOERROR,True,cloudflare,,,,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,
,wnro.ua.com,,,,,NOERROR,,,,,,,,
,women.mapmyfitness.com,72.3.205.135,,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,women.ua.com,"96.45.83.195, 96.45.82.161, 96.45.83.103, 96.45.82.74",,"ns20.digicertdns.com, dns.digicertdns.com",,NOERROR,,,,,,,,
,ws.mapmyfitness.com,"52.222.174.31, 52.222.174.24, 52.222.174.119, 52.222.174.38",api.mapmyfitness.com,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,"ns-1108.awsdns-10.org, ns-1855.awsdns-39.co.uk, ns-408.awsdns-51.com, ns-654.awsdns-17.net",,,,
,ww.underarmour.co.uk,204.74.99.103,,"udns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
,www-prod.underarmour.com,"104.16.77.64, 104.16.78.64",www-prod.underarmour.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
,www.careers.underarmour.com,,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,www.mapmyfitness.com,"13.226.153.126, 13.226.153.25, 13.226.153.105, 13.226.153.12",,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,www.mapmyride.com,"13.224.189.31, 13.224.189.52, 13.224.189.41, 13.224.189.49",,"ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,www.mapmyrun.com,"13.224.189.31, 13.224.189.41, 13.224.189.49, 13.224.189.52",,"ns-1621.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,www.myfitnesspal.com,"13.225.78.8, 13.225.78.28, 13.225.78.70, 13.225.78.18",web.myfitnesspal.com,"ns-120.awsdns-15.com, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,"2600:9000:21f3:d400:1e:f4a8:3140:93a1, 2600:9000:21f3:9a00:1e:f4a8:3140:93a1, 2600:9000:21f3:1400:1e:f4a8:3140:93a1, 2600:9000:21f3:800:1e:f4a8:3140:93a1, 2600:9000:21f3:5800:1e:f4a8:3140:93a1, 2600:9000:21f3:7200:1e:f4a8:3140:93a1, 2600:9000:21f3:e000:1e:f4a8:3140:93a1, 2600:9000:21f3:e800:1e:f4a8:3140:93a1",,
,www.record.underarmour.com,"74.121.50.42, 208.73.5.16",record.underarmour.com,"ns-830.awsdns-39.net, awsdns-hostmaster.amazon.com",,NOERROR,True,google,"reply.record.underarmour.com, mail4546.fit.underarmour.com, mail4547.record.underarmour.com, mail5382.cf.underarmour.com, mail5383.pth.underarmour.com","ns-1070.awsdns-05.org, ns-1737.awsdns-25.co.uk, ns-405.awsdns-50.com, ns-830.awsdns-39.net",,,,
,www.ua.com,,d1amao6rxesyf5.cloudfront.net,"ns-1004.awsdns-61.net, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,"ns-1156.awsdns-16.org, ns-1789.awsdns-31.co.uk, ns-184.awsdns-23.com, ns-1004.awsdns-61.net",,"2600:9000:225e:5e00:2:49af:d040:93a1, 2600:9000:225e:de00:2:49af:d040:93a1, 2600:9000:225e:4000:2:49af:d040:93a1, 2600:9000:225e:3c00:2:49af:d040:93a1, 2600:9000:225e:1c00:2:49af:d040:93a1, 2600:9000:225e:be00:2:49af:d040:93a1, 2600:9000:225e:3000:2:49af:d040:93a1, 2600:9000:225e:7200:2:49af:d040:93a1",,
,www.underarmour.co.uk,"104.18.222.231, 104.18.221.231","commcloud.production-eu03-underarmour-co-uk.cc-ecdn.net, commcloud.production-eu03-underarmour-co-uk.cc-ecdn.net.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
,www.underarmour.com,151.101.177.91,n.sni.global.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",,NOERROR,True,fastly,,,,,,
,www.utel.ua.com,,,,,NOERROR,,,,,,,,
,www.vivaelagua.com.mx,23.206.99.76,"san14.kona.unilever.com.edgekey.net, e10504.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,www.web20.a.ua.com,,,,,NOERROR,,,,,,,,
,wwwcitroen.ua.com,,,,,NOERROR,,,,,,,,
,xbox.mapmyfitness.com,10.181.3.249,,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,True,10.181.3.249
,xpress.underarmour.com,35.241.48.201,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,True,google,,,,,,
,yt.myfitnesspal.com,"104.18.26.189, 104.18.27.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","sectigo.com, letsencrypt.org, digicert.com",NOERROR,True,cloudflare,,,,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,
,zdm.underarmour.com,204.29.196.70,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,zendesk1.myfitnesspal.com,"162.159.128.7, 162.159.138.6",mail1.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudflare,mail.zendesk.com,,v=spf1 include:_netblocks.zdsys.com ~all,,,
,zendesk2.mapmyfitness.com,"162.159.128.7, 162.159.138.6",mail2.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudflare,mail.zendesk.com,,v=spf1 include:_netblocks.zdsys.com ~all,,,
,zendesk2.myfitnesspal.com,"162.159.128.7, 162.159.138.6",mail2.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudflare,mail.zendesk.com,,v=spf1 include:_netblocks.zdsys.com ~all,,,
,zendesk2.underarmour.com,"162.159.138.6, 162.159.128.7",mail2.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudflare,,,v=spf1 include:_netblocks.zdsys.com ~all,,,
,zendesk3.mapmyfitness.com,"162.159.138.6, 162.159.128.7",mail3.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudflare,mail.zendesk.com,,v=spf1 include:_netblocks.zdsys.com ~all,,,
,zendesk3.myfitnesspal.com,"162.159.138.6, 162.159.128.7",mail3.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudflare,mail.zendesk.com,,v=spf1 include:_netblocks.zdsys.com ~all,,,
,zendesk3.underarmour.com,"162.159.128.7, 162.159.138.6, 184.72.174.126, 34.235.62.90, 3.213.143.227",mail3.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudflare,mail.zendesk.com,"ns-1213.awsdns-23.org, ns-1858.awsdns-40.co.uk, ns-444.awsdns-55.com, ns-754.awsdns-30.net",v=spf1 include:_netblocks.zdsys.com ~all,,,
,zendesk4.myfitnesspal.com,"162.159.138.6, 162.159.128.7",mail4.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudflare,mail.zendesk.com,,v=spf1 include:_netblocks.zdsys.com ~all,,,
,zendesk4.underarmour.com,"162.159.128.7, 162.159.138.6",mail4.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudflare,mail.zendesk.com,,v=spf1 include:_netblocks.zdsys.com ~all,,,
,zh-cn.mapmyfitness.com,"52.85.132.35, 52.85.132.129, 52.85.132.99, 52.85.132.77",mapmyfitness.com,,,NOERROR,True,cloudfront,,,,,,
,zh-cn.mapmyrun.com,"52.85.242.60, 52.85.242.22, 52.85.242.45, 52.85.242.96",mapmyrun.com,"ns-1621.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,inbound-smtp.us-east-1.amazonaws.com,"ns-1360.awsdns-42.org, ns-1621.awsdns-10.co.uk, ns-440.awsdns-55.com, ns-748.awsdns-29.net","v=spf1 include:sendgrid.net ~all, v=spf1 mx include:_spf.salesforce.com ~all, facebook-domain-verification=qvbnlgsph3fvcvuzw08eflxidi94cm, v=spf1 a mx include:spf.mtasv.net ~all, v=spf1 include:mail.zendesk.com ~all",,,
,zh-cn.mapmywalk.com,"52.85.132.99, 52.85.132.35, 52.85.132.77, 52.85.132.129, 205.251.193.180, 205.251.194.138, 205.251.197.30, 205.251.198.40",mapmywalk.com,"ns-1576.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,inbound-smtp.us-east-1.amazonaws.com,"ns-650.awsdns-17.net, ns-1310.awsdns-35.org, ns-1576.awsdns-05.co.uk, ns-436.awsdns-54.com",,,,
,zoeunlimited.myfitnesspal.com,"104.18.26.189, 104.18.27.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","sectigo.com, digicert.com, letsencrypt.org",NOERROR,True,cloudflare,,,,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,
